exp_num,subrun,exp_run_full,N_species,N_dose,control_or_nutrient,N_species_dose,temp,food,sym_state,food_sym_state,col_num,treat_ID,beetag,beetag_exprun,image_day,beetag_day1_exp_concat,image_name_day1,red_day1,beetag_day11_exp_concat,image_name_day11,red_day11,red_percent_change,red_delta
2,B,2B,N,1.5,nutrient,N_1.5,30,F,S,F_S,167,N_1.5_30_F_S,G26Y50,G26Y50_exp2B,1,G26Y50_day1_exp2B,G26Y50_2B_day1.JPG,0.5026,G26Y50_day11_exp2B,G26Y50_2B_day11.JPG,0.43444,-0.135614803,-0.06816
2,B,2B,N,1.5,nutrient,N_1.5,30,F,S,F_S,206,N_1.5_30_F_S,G26Y53,G26Y53_exp2B,1,G26Y53_day1_exp2B,G26Y53_2B_day1.JPG,0.34752,G26Y53_day11_exp2B,G26Y53_2B_day11.JPG,0.2623,-0.245223297,-0.08522
2,B,2B,N,1.5,nutrient,N_1.5,30,S,A,S_A,170,N_1.5_30_S_A,G28Y62,G28Y62_exp2B,1,G28Y62_day1_exp2B,G28Y62_2B_day1.JPG,0.46087,G28Y62_day11_exp2B,G28Y62_2B_day11.JPG,0.51464,0.116670645,0.05377
2,B,2B,N,1.5,nutrient,N_1.5,30,S,A,S_A,212,N_1.5_30_S_A,G28Y63,G28Y63_exp2B,1,G28Y63_day1_exp2B,G28Y63_2B_day1.JPG,0.41498,G28Y63_day11_exp2B,G28Y63_2B_day11.JPG,0.34727,-0.16316449,-0.06771
2,B,2B,N,1.5,nutrient,N_1.5,30,S,S,S_S,208,N_1.5_30_S_S,G28Y65,G28Y65_exp2B,1,G28Y65_day1_exp2B,G28Y65_2B_day1.JPG,0.54165,G28Y65_day11_exp2B,G28Y65_2B_day11.JPG,0.55027,0.015914336,0.00862
2,B,2B,N,1.5,nutrient,N_1.5,30,S,S,S_S,188,N_1.5_30_S_S,G28Y64,G28Y64_exp2B,1,G28Y64_day1_exp2B,G28Y64_2B_day1.JPG,0.37724,G28Y64_day11_exp2B,G28Y64_2B_day11.JPG,0.37982,0.006839147,0.00258
2,B,2B,N,1.5,nutrient,N_1.5,30,S,S,S_S,225,N_1.5_30_S_S,G28Y67,G28Y67_exp2B,1,G28Y67_day1_exp2B,G28Y67_2B_day1.JPG,0.31516,G28Y67_day11_exp2B,G28Y67_2B_day11.JPG,0.33953,0.077325803,0.02437
3,A,3A,N,1.5,nutrient,N_1.5,20,F,A,F_A,237,N_1.5_20_F_A,G23Y2129,G23Y2129_exp3A,1,G23Y2129_day1_exp3A,G23Y19_3A_day1.JPG,0.44027,G23Y2129_day11_exp3A,G23Y19_3A_day11.JPG,0.44803,0.017625548,0.00776
3,A,3A,N,1.5,nutrient,N_1.5,20,F,A,F_A,223,N_1.5_20_F_A,G23Y1819,G23Y1819_exp3A,1,G23Y1819_day1_exp3A,G23Y17_3A_day1.JPG,0.35818,G23Y1819_day11_exp3A,G23Y17_3A_day11.JPG,0.34143,-0.046764197,-0.01675
3,A,3A,N,1.5,nutrient,N_1.5,20,F,A,F_A,237,N_1.5_20_F_A,G23Y2820,G23Y2820_exp3A,1,G23Y2820_day1_exp3A,G23Y20_3A_day1.JPG,0.34505,G23Y2820_day11_exp3A,G23Y20_3A_day11.JPG,0.27724,-0.196522243,-0.06781
3,A,3A,N,1.5,nutrient,N_1.5,20,F,S,F_S,240,N_1.5_20_F_S,G23Y5017,G23Y5017_exp3A,1,G23Y5017_day1_exp3A,G23Y30_3A_day1.JPG,0.39073,G23Y5017_day11_exp3A,G23Y30_3A_day11.JPG,0.36036,-0.077726307,-0.03037
3,A,3A,N,1.5,nutrient,N_1.5,20,F,S,F_S,239,N_1.5_20_F_S,G23Y3130,G23Y3130_exp3A,1,G23Y3130_day1_exp3A,G23Y29_3A_day1.JPG,0.26144,G23Y3130_day11_exp3A,G23Y29_3A_day11.JPG,0.35941,0.374732252,0.09797
3,A,3A,N,1.5,nutrient,N_1.5,20,S,S,S_S,230,N_1.5_20_S,G24Y44,G24Y44_exp3A,1,G24Y44_day1_exp3A,G24Y44_3A_day1.JPG,0.26233,G24Y44_day11_exp3A,G24Y44_3A_day11.JPG,0.34475,0.314184424,0.08242
3,A,3A,N,1.5,nutrient,N_1.5,20,S,A,S_A,237,N_1.5_20_S_A,G24Y41,G24Y41_exp3A,1,G24Y41_day1_exp3A,G24Y41_3A_day1.JPG,0.36106,G24Y41_day11_exp3A,G24Y41_3A_day11.JPG,0.4083,0.13083698,0.04724
3,A,3A,N,1.5,nutrient,N_1.5,20,S,A,S_A,237,N_1.5_20_S_A,G24Y42,G24Y42_exp3A,1,G24Y42_day1_exp3A,G24Y42_3A_day1.JPG,0.32643,G24Y42_day11_exp3A,G24Y42_3A_day11.JPG,0.33691,0.032104892,0.01048
3,A,3A,N,1.5,nutrient,N_1.5,20,S,A,S_A,227,N_1.5_20_S_A,G24Y40,G24Y40_exp3A,1,G24Y40_day1_exp3A,G24Y40_3A_day1.JPG,0.25913,G24Y40_day11_exp3A,G24Y40_3A_day11.JPG,0.27666,0.067649442,0.01753
3,A,3A,N,1.5,nutrient,N_1.5,20,S,S,S_S,239,N_1.5_20_S_S,G24Y43,G24Y43_exp3A,1,G24Y43_day1_exp3A,G24Y43_3A_day1.JPG,0.36627,G24Y43_day11_exp3A,G24Y43_3A_day11.JPG,0.31562,-0.138285964,-0.05065
3,A,3A,N,1.5,nutrient,N_1.5,30,F,A,F_A,237,N_1.5_30_F_A,G33Y94,G33Y94_exp3A,1,G33Y94_day1_exp3A,G33Y94_3A_day1.JPG,0.3255,G33Y94_day11_exp3A,G33Y94_3A_day11.JPG,0.38858,0.193794163,0.06308
3,A,3A,N,1.5,nutrient,N_1.5,30,F,A,F_A,226,N_1.5_30_F_A,G33Y1,G33Y1_exp3A,1,G33Y1_day1_exp3A,G33Y1_3A_day1.JPG,0.42794,G33Y1_day11_exp3A,G33Y100_3A_day11.JPG,0.38737,-0.09480301,-0.04057
3,A,3A,N,1.5,nutrient,N_1.5,30,F,A,F_A,237,N_1.5_30_F_A,G33Y95,G33Y95_exp3A,1,G33Y95_day1_exp3A,G33Y95_3A_day1.JPG,0.38666,G33Y95_day11_exp3A,G33Y95_3A_day11.JPG,0.31351,-0.189184296,-0.07315
3,A,3A,N,1.5,nutrient,N_1.5,30,F,S,F_S,240,N_1.5_30_F_S,G33Y100,G33Y100_exp3A,1,G33Y100_day1_exp3A,G33Y100_3A_day1.JPG,0.34356,G33Y100_day11_exp3A,G33Y1_3A_day11.JPG,0.47889,0.393904995,0.13533
3,A,3A,N,1.5,nutrient,N_1.5,30,F,S,F_S,239,N_1.5_30_F_S,G33Y97,G33Y97_exp3A,1,G33Y97_day1_exp3A,G33Y97_3A_day1.JPG,0.42279,G33Y97_day11_exp3A,G33Y97_3A_day11.JPG,0.44491,0.052319118,0.02212
3,A,3A,N,1.5,nutrient,N_1.5,30,S,A,S_A,230,N_1.5_30_S_A,G34Y3,G34Y3_exp3A,1,G34Y3_day1_exp3A,G34Y3_3A_day1.JPG,0.34312,G34Y3_day11_exp3A,G34Y3_3A_day11.JPG,0.37071,0.080409186,0.02759
3,A,3A,N,1.5,nutrient,N_1.5,30,S,A,S_A,237,N_1.5_30_S_A,G34Y4,G34Y4_exp3A,1,G34Y4_day1_exp3A,G34Y4_3A_day1.JPG,0.33969,G34Y4_day11_exp3A,G34Y4_3A_day11.JPG,0.28806,-0.151991522,-0.05163
3,A,3A,N,1.5,nutrient,N_1.5,30,S,S,S_S,241,N_1.5_30_S_S,G34Y11,G34Y11_exp3A,1,G34Y11_day1_exp3A,G34Y11_3A_day1.JPG,0.3893,G34Y11_day11_exp3A,G34Y11_3A_day11.JPG,0.38644,-0.007346519,-0.00286
3,A,3A,N,1.5,nutrient,N_1.5,30,S,S,S_S,239,N_1.5_30_S_S,G34Y10,G34Y10_exp3A,1,G34Y10_day1_exp3A,G34Y10_3A_day1.JPG,0.32284,G34Y10_day11_exp3A,G34Y10_3A_day11.JPG,0.24839,-0.23060959,-0.07445
3,B,3B,N,1.5,nutrient,N_1.5,20,F,A,F_A,250,N_1.5_20_F_A,O4B25,O4B25_exp3B,1,O4B25_day1_exp3B,O4B25_3B_day1.JPG,0.44919,O4B25_day11_exp3B,O4B25_3B_day11.JPG,0.41233,-0.082058817,-0.03686
3,B,3B,N,1.5,nutrient,N_1.5,20,F,A,F_A,238,N_1.5_20_F_A,O5G2,O5G2_exp3B,1,O5G2_day1_exp3B,O5G2_3B_day1.JPG,0.32173,O5G2_day11_exp3B,O5W2_3B_day11.JPG,0.38218,0.187890467,0.06045
3,B,3B,N,1.5,nutrient,N_1.5,20,F,S,F_S,251,N_1.5_20_F_S,O5G4,O5G4_exp3B,1,O5G4_day1_exp3B,O5G4_3B_day1.JPG,0.54591,O5G4_day11_exp3B,O5W4_3B_day11.JPG,0.52769,-0.033375465,-0.01822
3,B,3B,N,1.5,nutrient,N_1.5,20,F,S,F_S,242,N_1.5_20_F_S,O5G3,O5G3_exp3B,1,O5G3_day1_exp3B,O5G3_3B_day1.JPG,0.45061,O5G3_day11_exp3B,O5W3_3B_day11.JPG,0.51918,0.152171501,0.06857
3,B,3B,N,1.5,nutrient,N_1.5,20,F,S,F_S,245,N_1.5_20_F_S,O5G5,O5G5_exp3B,1,O5G5_day1_exp3B,O5G5_3B_day1.JPG,0.41133,O5G5_day11_exp3B,O5W5_3B_day11.JPG,0.45131,0.097196898,0.03998
3,B,3B,N,1.5,nutrient,N_1.5,20,S,A,S_A,256,N_1.5_20_S_A,O5G7,O5G7_exp3B,1,O5G7_day1_exp3B,O5G7_3B_day1.JPG,0.49881,O5G7_day11_exp3B,O5W7_3B_day11.JPG,0.6603,0.323750526,0.16149
3,B,3B,N,1.5,nutrient,N_1.5,20,S,A,S_A,257,N_1.5_20_S_A,O8G13,O8G13_exp3B,1,O8G13_day1_exp3B,O8G13_3B_day1.JPG,0.53212,O8G13_day11_exp3B,O8W13_3B_day11.JPG,0.52775,-0.008212433,-0.00437
3,B,3B,N,1.5,nutrient,N_1.5,20,S,S,S_S,249,N_1.5_20_S_S,O8G11,O8G11_exp3B,1,O8G11_day1_exp3B,O8G11_3B_day1.JPG,0.54861,O8G11_day11_exp3B,O8W11_3B_day11.JPG,0.51524,-0.060826452,-0.03337
3,B,3B,N,1.5,nutrient,N_1.5,20,S,S,S_S,252,N_1.5_20_S_S,O8G12,O8G12_exp3B,1,O8G12_day1_exp3B,O8G12_3B_day1.JPG,0.44194,O8G12_day11_exp3B,O8W12_3B_day11.JPG,0.41365,-0.064013214,-0.02829
3,B,3B,N,1.5,nutrient,N_1.5,20,S,S,S_S,244,N_1.5_20_S_S,O8G10,O8G10_exp3B,1,O8G10_day1_exp3B,O8G10_3B_day1.JPG,0.31441,O8G10_day11_exp3B,O8W10_3B_day11.JPG,0.33801,0.075061226,0.0236
3,B,3B,N,1.5,nutrient,N_1.5,30,F,A,F_A,256,N_1.5_30_F_A,W5O28,W5O28_exp3B,1,W5O28_day1_exp3B,W5O28_3B_day1.JPG,0.50143,W5O28_day11_exp3B,W5O28_3B_day11.JPG,0.47643,-0.049857408,-0.025
3,B,3B,N,1.5,nutrient,N_1.5,30,F,A,F_A,238,N_1.5_30_F_A,W5O29,W5O29_exp3B,1,W5O29_day1_exp3B,W5O29_3B_day1.JPG,0.33493,W5O29_day11_exp3B,W5O29_3B_day11.JPG,0.35845,0.070223629,0.02352
3,B,3B,N,1.5,nutrient,N_1.5,30,F,S,F_S,252,N_1.5_30_F_S,W4O25,W4O25_exp3B,1,W4O25_day1_exp3B,W4O25_3B_day1.JPG,0.53702,W4O25_day11_exp3B,W4O25_3B_day11.JPG,0.49909,-0.070630517,-0.03793
3,B,3B,N,1.5,nutrient,N_1.5,30,F,S,F_S,251,N_1.5_30_F_S,W5O26,W5O26_exp3B,1,W5O26_day1_exp3B,W5O26_3B_day1.JPG,0.44193,W5O26_day11_exp3B,W5O26_3B_day11.jpg,0.46017,0.041273505,0.01824
3,B,3B,N,1.5,nutrient,N_1.5,30,F,S,F_S,246,N_1.5_30_F_S,W5O27,W5O27_exp3B,1,W5O27_day1_exp3B,W5O27_3B_day1.JPG,0.43341,W5O27_day11_exp3B,W5O27_3B_day11.JPG,0.45219,0.043330795,0.01878
3,B,3B,N,1.5,nutrient,N_1.5,30,S,A,S_A,238,N_1.5_30_S_A,W7O31,W7O31_exp3B,1,W7O31_day1_exp3B,W7O31_3B_day1.JPG,0.42658,W7O31_day11_exp3B,W7O31_3B_day11.JPG,0.33832,-0.206901402,-0.08826
3,B,3B,N,1.5,nutrient,N_1.5,30,S,A,S_A,242,N_1.5_30_S_A,W5O30,W5O30_exp3B,1,W5O30_day1_exp3B,W5O30_3B_day1.JPG,0.40235,W5O30_day11_exp3B,W5O30_3B_day11.JPG,0.31951,-0.205890394,-0.08284
3,B,3B,N,1.5,nutrient,N_1.5,30,S,S,S_S,252,N_1.5_30_S_S,W7O34,W7O34_exp3B,1,W7O34_day1_exp3B,W7O34_3B_day1.JPG,0.5218,W7O34_day11_exp3B,W7O34_3B_day11.JPG,0.50318,-0.03568417,-0.01862
3,B,3B,N,1.5,nutrient,N_1.5,30,S,S,S_S,247,N_1.5_30_S_S,W7O33,W7O33_exp3B,1,W7O33_day1_exp3B,W7O33_3B_day1.JPG,0.36353,W7O33_day11_exp3B,W7O33_3B_day11.JPG,0.49273,0.355403956,0.1292
3,B,3B,N,1.5,nutrient,N_1.5,30,S,S,S_S,244,N_1.5_30_S_S,W7O32,W7O32_exp3B,1,W7O32_day1_exp3B,W7O32_3B_day1.JPG,0.25919,W7O32_day11_exp3B,W7O32_3B_day11.JPG,0.2645,0.020486902,0.00531
1,A,1A,N,5,nutrient,N_5,20,F,A,F_A,150,N_5_20_F_A,Y1B8,Y1B8_exp1A,1,Y1B8_day1_exp1A,Y1B8_1A_day1.JPG,0.34953,Y1B8_day11_exp1A,Y1B8_1A_day11.JPG,0.44542,0.274339828,0.09589
1,A,1A,N,5,nutrient,N_5,20,F,A,F_A,168,N_5_20_F_A,Y1B5,Y1B5_exp1A,1,Y1B5_day1_exp1A,Y1B5_1A_day1.JPG,0.28413,Y1B5_day11_exp1A,Y1B5_1A_day11.JPG,0.34716,0.221835075,0.06303
1,A,1A,N,5,nutrient,N_5,20,F,S,F_S,147,N_5_20_F_S,Y1B11,Y1B11_exp1A,1,Y1B11_day1_exp1A,Y1B11_1A_day1.JPG,0.41588,Y1B11_day11_exp1A,Y1B11_1A_day11.JPG,0.39029,-0.061532173,-0.02559
1,A,1A,N,5,nutrient,N_5,20,F,S,F_S,153,N_5_20_F_S,Y1B12,Y1B12_exp1A,1,Y1B12_day1_exp1A,Y1B12_1A_day1.JPG,0.30919,Y1B12_day11_exp1A,Y1B12_1A_day11.JPG,0.37433,0.210679517,0.06514
1,A,1A,N,5,nutrient,N_5,20,F,S,F_S,142,N_5_20_F_S,Y1B10,Y1B10_exp1A,1,Y1B10_day1_exp1A,Y1B10_1A_day1.JPG,0.29754,Y1B10_day11_exp1A,Y1B10_1A_day11.JPG,0.31786,0.068293339,0.02032
1,A,1A,N,5,nutrient,N_5,20,S,A,S_A,150,N_5_20_S_A,Y10B51,Y10B51_exp1A,1,Y10B51_day1_exp1A,Y10B51_1A_day1.JPG,0.31092,Y10B51_day11_exp1A,Y10B51_1A_day11.JPG,0.39967,0.285443201,0.08875
1,A,1A,N,5,nutrient,N_5,20,S,A,S_A,168,N_5_20_S_A,Y10B50,Y10B50_exp1A,1,Y10B50_day1_exp1A,Y10B50_1A_day1.JPG,0.3779,Y10B50_day11_exp1A,Y10B50_1A_day11.JPG,0.31839,-0.157475523,-0.05951
1,A,1A,N,5,nutrient,N_5,20,S,S,S_S,157,N_5_20_S_S,Y10B54,Y10B54_exp1A,1,Y10B54_day1_exp1A,Y10B54_1A_day1.JPG,0.33873,Y10B54_day11_exp1A,Y10B54_1A_day11.JPG,0.48563,0.433678741,0.1469
1,A,1A,N,5,nutrient,N_5,20,S,S,S_S,154,N_5_20_S_S,Y10B53,Y10B53_exp1A,1,Y10B53_day1_exp1A,Y10B53_1A_day1.JPG,0.4683,Y10B53_day11_exp1A,Y10B53_1A_day11.JPG,0.41632,-0.110997224,-0.05198
1,A,1A,N,5,nutrient,N_5,20,S,S,S_S,151,N_5_20_S_S,Y10B52,Y10B52_exp1A,1,Y10B52_day1_exp1A,Y10B52_1A_day1.JPG,0.41668,Y10B52_day11_exp1A,Y10B52_1A_day11.JPG,0.28326,-0.320197754,-0.13342
1,A,1A,N,5,nutrient,N_5,30,F,A,F_A,168,N_5_30_F_A,Y2B13,Y2B13_exp1A,1,Y2B13_day1_exp1A,Y2B13_1A_day1.JPG,0.50789,Y2B13_day11_exp1A,Y2B13_1A_day11.JPG,0.43789,-0.13782512,-0.07
1,A,1A,N,5,nutrient,N_5,30,F,A,F_A,150,N_5_30_F_A,Y2B14,Y2B14_exp1A,1,Y2B14_day1_exp1A,Y2B14_1A_day1.JPG,0.40848,Y2B14_day11_exp1A,Y2B14_1A_day11.JPG,0.38291,-0.062597924,-0.02557
1,A,1A,N,5,nutrient,N_5,30,F,S,F_S,142,N_5_30_F_S,Y2B15,Y2B15_exp1A,1,Y2B15_day1_exp1A,Y2B15_1A_day1.JPG,0.44306,Y2B15_day11_exp1A,Y2B15_1A_day11.JPG,0.46771,0.055635806,0.02465
1,A,1A,N,5,nutrient,N_5,30,F,S,F_S,149,N_5_30_F_S,Y2B22,Y2B22_exp1A,1,Y2B22_day1_exp1A,Y2B22_1A_day1.JPG,0.39515,Y2B22_day11_exp1A,Y2B22_1A_day11.JPG,0.39796,0.007111224,0.00281
1,A,1A,N,5,nutrient,N_5,30,F,S,F_S,153,N_5_30_F_S,Y2B24,Y2B24_exp1A,1,Y2B24_day1_exp1A,Y2B24_1A_day1.JPG,0.34859,Y2B24_day11_exp1A,Y2B24_1A_day11.JPG,0.39504,0.133251097,0.04645
1,A,1A,N,5,nutrient,N_5,30,S,A,S_A,162,N_5_30_S_A,Y14B75,Y14B75_exp1A,1,Y14B75_day1_exp1A,Y14B75_1A_day1.JPG,0.3356,Y14B75_day11_exp1A,Y14B75_1A_day11.JPG,0.2993,-0.108164482,-0.0363
1,A,1A,N,5,nutrient,N_5,30,S,A,S_A,151,N_5_30_S_A,Y14B76,Y14B76_exp1A,1,Y14B76_day1_exp1A,Y14B76_1A_day1.JPG,0.23009,Y14B76_day11_exp1A,Y14B76_1A_day11.JPG,0.27262,0.184840715,0.04253
1,A,1A,N,5,nutrient,N_5,30,S,S,S_S,155,N_5_30_S_S,Y14B78,Y14B78_exp1A,1,Y14B78_day1_exp1A,Y14B78_1A_day1.JPG,0.42542,Y14B78_day11_exp1A,Y14B78_1A_day11.JPG,0.4783,0.124300691,0.05288
1,A,1A,N,5,nutrient,N_5,30,S,S,S_S,152,N_5_30_S_S,Y14B77,Y14B77_exp1A,1,Y14B77_day1_exp1A,Y14B77_1A_day1.JPG,0.4288,Y14B77_day11_exp1A,Y14B77_1A_day11.JPG,0.41498,-0.032229478,-0.01382
1,A,1A,N,5,nutrient,N_5,30,S,S,S_S,159,N_5_30_S_S,Y14B79,Y14B79_exp1A,1,Y14B79_day1_exp1A,Y14B79_1A_day1.JPG,0.54401,Y14B79_day11_exp1A,Y14B79_1A_day11.JPG,0.35198,-0.352989835,-0.19203
1,B,1B,N,5,nutrient,N_5,20,F,A,F_A,160,N_5_20_F_A,Y5B35,Y5B35_exp1B,1,Y5B35_day1_exp1B,Y5B35_1B_day1.JPG,0.42005,Y5B35_day11_exp1B,Y5B35_1B_day11.JPG,0.43858,0.044113796,0.01853
1,B,1B,N,5,nutrient,N_5,20,F,A,F_A,183,N_5_20_F_A,Y5B37,Y5B37_exp1B,1,Y5B37_day1_exp1B,Y5B37_1B_day1.JPG,0.46161,Y5B37_day11_exp1B,Y5B37_1B_day11.JPG,0.3995,-0.134550811,-0.06211
1,B,1B,N,5,nutrient,N_5,20,F,A,F_A,169,N_5_20_F_A,Y5B36,Y5B36_exp1B,1,Y5B36_day1_exp1B,Y5B36_1B_day1.JPG,0.34876,Y5B36_day11_exp1B,Y5B36_1B_day11.JPG,0.26794,-0.231735291,-0.08082
1,B,1B,N,5,nutrient,N_5,20,F,S,F_S,171,N_5_20_F_S,Y5B39,Y5B39_exp1B,1,Y5B39_day1_exp1B,Y5B39_1B_day1.JPG,0.54296,Y5B39_day11_exp1B,Y5B39_1B_day11.JPG,0.46582,-0.142073081,-0.07714
1,B,1B,N,5,nutrient,N_5,20,F,S,F_S,161,N_5_20_F_S,Y5B38,Y5B38_exp1B,1,Y5B38_day1_exp1B,Y5B38_1B_day1.JPG,0.44213,Y5B38_day11_exp1B,Y5B38_1B_day11.JPG,0.44129,-0.001899894,-0.00084
1,B,1B,N,5,nutrient,N_5,20,S,A,S_A,166,N_5_20_S_A,Y13B70,Y13B70_exp1B,1,Y13B70_day1_exp1B,Y13B70_1B_day1.JPG,0.45395,Y13B70_day11_exp1B,Y13B70_1B_day11.JPG,0.48165,0.061019936,0.0277
1,B,1B,N,5,nutrient,N_5,20,S,A,S_A,171,N_5_20_S_A,Y13B71,Y13B71_exp1B,1,Y13B71_day1_exp1B,Y13B71_1B_day1.JPG,0.45475,Y13B71_day11_exp1B,Y13B71_1B_day11.JPG,0.47823,0.051632765,0.02348
1,B,1B,N,5,nutrient,N_5,20,S,A,S_A,184,N_5_20_S_A,Y13B72,Y13B72_exp1B,1,Y13B72_day1_exp1B,Y13B72_1B_day1.JPG,0.2818,Y13B72_day11_exp1B,Y13B72_1B_day11.JPG,0.297,0.053938964,0.0152
1,B,1B,N,5,nutrient,N_5,20,S,S,S_S,164,N_5_20_S_S,Y13B73,Y13B73_exp1B,1,Y13B73_day1_exp1B,Y13B73_1B_day1.JPG,0.41623,Y13B73_day11_exp1B,Y13B73_1B_day11.JPG,0.45895,0.102635562,0.04272
1,B,1B,N,5,nutrient,N_5,20,S,S,S_S,172,N_5_20_S_S,Y13B74,Y13B74_exp1B,1,Y13B74_day1_exp1B,Y13B74_1B_day1.JPG,0.39784,Y13B74_day11_exp1B,Y13B74_1B_day11.JPG,0.42915,0.07869998,0.03131
1,B,1B,N,5,nutrient,N_5,30,F,A,F_A,170,N_5_30_F_A,Y7B41,Y7B41_exp1B,1,Y7B41_day1_exp1B,Y7B41_1B_day1.JPG,0.5122,Y7B41_day11_exp1B,Y7B41_1B_day11.JPG,0.47546,-0.071729793,-0.03674
1,B,1B,N,5,nutrient,N_5,30,F,A,F_A,165,N_5_30_F_A,Y7B40,Y7B40_exp1B,1,Y7B40_day1_exp1B,Y7B40_1B_day1.JPG,0.37687,Y7B40_day11_exp1B,Y7B40_1B_day11.JPG,0.37112,-0.015257251,-0.00575
1,B,1B,N,5,nutrient,N_5,30,F,A,F_A,183,N_5_30_F_A,Y7B42,Y7B42_exp1B,1,Y7B42_day1_exp1B,Y7B42_1B_day1.JPG,0.33702,Y7B42_day11_exp1B,Y7B42_1B_day11.JPG,0.30991,-0.08044033,-0.02711
1,B,1B,N,5,nutrient,N_5,30,F,S,F_S,163,N_5_30_F_S,Y7B43,Y7B43_exp1B,1,Y7B43_day1_exp1B,Y7B43_1B_day1.JPG,0.50146,Y7B43_day11_exp1B,Y7B43_1B_day11.JPG,0.52009,0.037151518,0.01863
1,B,1B,N,5,nutrient,N_5,30,F,S,F_S,171,N_5_30_F_S,Y7B44,Y7B44_exp1B,1,Y7B44_day1_exp1B,Y7B44_1B_day1.JPG,0.35742,Y7B44_day11_exp1B,Y7B44_1B_day11.JPG,0.37685,0.054361815,0.01943
1,B,1B,N,5,nutrient,N_5,30,S,A,S_A,167,N_5_30_S_A,Y8B45,Y8B45_exp1B,1,Y8B45_day1_exp1B,Y8B45_1B_day1.JPG,0.49926,Y8B45_day11_exp1B,Y8B45_1B_day11.JPG,0.52608,0.053719505,0.02682
1,B,1B,N,5,nutrient,N_5,30,S,A,S_A,171,N_5_30_S_A,Y8B46,Y8B46_exp1B,1,Y8B46_day1_exp1B,Y8B46_1B_day1.JPG,0.3227,Y8B46_day11_exp1B,Y8B46_1B_day11.JPG,0.36168,0.120793306,0.03898
1,B,1B,N,5,nutrient,N_5,30,S,A,S_A,184,N_5_30_S_A,Y8B47,Y8B47_exp1B,1,Y8B47_day1_exp1B,Y8B47_1B_day1.JPG,0.209,Y8B47_day11_exp1B,Y8B47_1B_day11.JPG,0.17092,-0.182200957,-0.03808
1,B,1B,N,5,nutrient,N_5,30,S,S,S_S,166,N_5_30_S_S,Y8B48,Y8B48_exp1B,1,Y8B48_day1_exp1B,Y8B48_1B_day1.JPG,0.45511,Y8B48_day11_exp1B,Y8B48_1B_day11.JPG,0.4673,0.026784733,0.01219
1,B,1B,N,5,nutrient,N_5,30,S,S,S_S,173,N_5_30_S_S,Y8B49,Y8B49_exp1B,1,Y8B49_day1_exp1B,Y8B49_1B_day1.JPG,0.4498,Y8B49_day11_exp1B,Y8B49_1B_day11.JPG,0.44882,-0.002178746,-0.00098
2,A,2A,N,5,nutrient,N_5,20,F,A,F_A,174,N_5_20_F_A,Y3B25,Y3B25_exp2A,1,Y3B25_day1_exp2A,Y3B25_2A_day1.JPG,0.56032,Y3B25_day11_exp2A,Y3B25_2A_day11.JPG,0.51719,-0.076973872,-0.04313
2,A,2A,N,5,nutrient,N_5,20,F,A,F_A,226,N_5_20_F_A,Y3B27,Y3B27_exp2A,1,Y3B27_day1_exp2A,Y3B27_2A_day1.JPG,0.47866,Y3B27_day11_exp2A,Y3B27_2A_day11.JPG,0.45298,-0.053649772,-0.02568
2,A,2A,N,5,nutrient,N_5,20,F,A,F_A,199,N_5_20_F_A,Y3B26,Y3B26_exp2A,1,Y3B26_day1_exp2A,Y3B26_2A_day1.JPG,0.26591,Y3B26_day11_exp2A,Y3B26_2A_day11.JPG,0.32838,0.234929111,0.06247
2,A,2A,N,5,nutrient,N_5,20,F,S,F_S,206,N_5_20_F_S,Y3B29,Y3B29_exp2A,1,Y3B29_day1_exp2A,Y3B29_2A_day1.JPG,0.38047,Y3B29_day11_exp2A,Y3B29_2A_day11.JPG,0.48334,0.270376114,0.10287
2,A,2A,N,5,nutrient,N_5,20,F,S,F_S,185,N_5_20_F_S,Y3B28,Y3B28_exp2A,1,Y3B28_day1_exp2A,Y3B28_2A_day1.JPG,0.38741,Y3B28_day11_exp2A,Y3B28_2A_day11.JPG,0.39055,0.008105108,0.00314
2,A,2A,N,5,nutrient,N_5,20,S,A,S_A,204,N_5_20_S_A,Y4B31,Y4B31_exp2A,1,Y4B31_day1_exp2A,Y4B31_2A_day1.JPG,0.47659,Y4B31_day11_exp2A,Y4B31_2A_day11.JPG,0.55206,0.158354141,0.07547
2,A,2A,N,5,nutrient,N_5,20,S,A,S_A,187,N_5_20_S_A,Y4B30,Y4B30_exp2A,1,Y4B30_day1_exp2A,Y4B30_2A_day1.JPG,0.40788,Y4B30_day11_exp2A,Y4B30_2A_day11.JPG,0.32819,-0.195376091,-0.07969
2,A,2A,N,5,nutrient,N_5,20,S,A,S_A,228,N_5_20_S_A,Y4B32,Y4B32_exp2A,1,Y4B32_day1_exp2A,Y4B32_2A_day1.JPG,0.31263,Y4B32_day11_exp2A,Y4B32_2A_day11.JPG,0.26493,-0.152576528,-0.0477
2,A,2A,N,5,nutrient,N_5,20,S,S,S_S,208,N_5_20_S_S,Y4B34,Y4B34_exp2A,1,Y4B34_day1_exp2A,Y4B34_2A_day1.JPG,0.48327,Y4B34_day11_exp2A,Y4B34_2A_day11.JPG,0.49206,0.01818859,0.00879
