num,date,exp_num,exp_subrun,resp_run,e_coli_plate,vial_ID,vial_id_copy_pasted,resp_rate,treat_ID_full,treat_ID_collapsed_controls,food_sym_state,N_species_dose,N_species,N_dose,temp,food,sym_state,beetag,exp_run_full,beetag_exprun,col_num,jar_unique_ID,broken_or_damaged
4,09_05_22,3,B,3,0,D1,D1,-0.00717,N_5_20_S_S,N_5_20_S_S,S_S,N_5,N,5,20,S,S,O13Y10,3B,O13Y10_exp3B,249,165,0
4,09_05_22,3,B,3,1,D1,D1,-0.00498,N_5_20_S_S,N_5_20_S_S,S_S,N_5,N,5,20,S,S,O13Y11,3B,O13Y11_exp3B,252,165,0
5,7_26_22,1,A,3,1,A2,A2,-0.00357,N_5_30_F_A,N_5_30_F_A,F_A,N_5,N,5,30,F,A,Y2B13,1A,Y2B13_exp1A,168,31,0
5,7_26_22,1,A,3,0,A2,A2,-0.00332,N_5_30_F_A,N_5_30_F_A,F_A,N_5,N,5,30,F,A,Y2B14,1A,Y2B14_exp1A,150,31,0
5,7_26_22,1,B,3,0,A2,A2,-0.00392,N_5_30_F_A,N_5_30_F_A,F_A,N_5,N,5,30,F,A,Y7B40,1B,Y7B40_exp1B,165,63,0
5,7_26_22,1,B,3,1,A2,A2,-0.00584,N_5_30_F_A,N_5_30_F_A,F_A,N_5,N,5,30,F,A,Y7B41,1B,Y7B41_exp1B,170,63,0
5,08_15_22,2,A,3,0,A2,A2,-0.00155,N_5_30_F_A,N_5_30_F_A,F_A,N_5,N,5,30,F,A,Y12B62,2A,Y12B62_exp2A,186,89,0
5,08_20_22,2,B,3,0,A2,A2,-0.00284,N_5_30_F_A,N_5_30_F_A,F_A,N_5,N,5,30,F,A,Y14B75,2B,Y14B75_exp2B,168,124,0
5,08_20_22,2,B,3,1,A2,A2,-0.00258,N_5_30_F_A,N_5_30_F_A,F_A,N_5,N,5,30,F,A,Y14B76,2B,Y14B76_exp2B,197,124,0
5,09_01_22,3,A,3,0,A2,A2,-0.00402,N_5_30_F_A,N_5_30_F_A,F_A,N_5,N,5,30,F,A,Y8B46,3A,Y8B46_exp3A,237,160,0
5,09_01_22,3,A,3,1,A2,A2,-0.00628,N_5_30_F_A,N_5_30_F_A,F_A,N_5,N,5,30,F,A,Y8B47,3A,Y8B47_exp3A,237,160,0
5,09_05_22,3,B,3,0,A2,A2,-0.00666,N_5_30_F_A,N_5_30_F_A,F_A,N_5,N,5,30,F,A,W11O46,3B,W11O46_exp3B,238,179,0
5,09_05_22,3,B,3,1,A2,A2,-0.00402,N_5_30_F_A,N_5_30_F_A,F_A,N_5,N,5,30,F,A,W11O47,3B,W11O47_exp3B,242,179,0
6,7_26_22,1,A,3,0,B2,B2,-0.00354,N_5_30_F_S,N_5_30_F_S,F_S,N_5,N,5,30,F,S,Y2B22,1A,Y2B22_exp1A,149,31,0
6,7_26_22,1,A,3,1,B2,B2,-0.00456,N_5_30_F_S,N_5_30_F_S,F_S,N_5,N,5,30,F,S,Y2B24,1A,Y2B24_exp1A,153,31,0
6,7_26_22,1,B,3,0,B2,B2,-0.00401,N_5_30_F_S,N_5_30_F_S,F_S,N_5,N,5,30,F,S,Y7B43,1B,Y7B43_exp1B,163,63,0
6,7_26_22,1,B,3,1,B2,B2,-0.00505,N_5_30_F_S,N_5_30_F_S,F_S,N_5,N,5,30,F,S,Y7B44,1B,Y7B44_exp1B,171,63,0
6,08_15_22,2,A,3,0,B2,B2,-0.00139,N_5_30_F_S,N_5_30_F_S,F_S,N_5,N,5,30,F,S,Y12B65,2A,Y12B65_exp2A,192,89,0
6,08_15_22,2,A,3,1,B2,B2,-0.00654,N_5_30_F_S,N_5_30_F_S,F_S,N_5,N,5,30,F,S,Y12B67,2A,Y12B67_exp2A,207,89,0
6,08_20_22,2,B,3,0,B2,B2,-0.00621,N_5_30_F_S,N_5_30_F_S,F_S,N_5,N,5,30,F,S,Y14B77,2B,Y14B77_exp2B,175,124,0
6,08_20_22,2,B,3,1,B2,B2,-0.003,N_5_30_F_S,N_5_30_F_S,F_S,N_5,N,5,30,F,S,Y14B79,2B,Y14B79_exp2B,223,124,0
6,09_01_22,3,A,3,0,B2,B2,-0.00419,N_5_30_F_S,N_5_30_F_S,F_S,N_5,N,5,30,F,S,Y8B48,3A,Y8B48_exp3A,239,160,0
6,09_01_22,3,A,3,1,B2,B2,-0.00435,N_5_30_F_S,N_5_30_F_S,F_S,N_5,N,5,30,F,S,Y8B49,3A,Y8B49_exp3A,240,160,0
6,09_05_22,3,B,3,0,B2,B2,-0.00421,N_5_30_F_S,N_5_30_F_S,F_S,N_5,N,5,30,F,S,W11O48,3B,W11O48_exp3B,251,179,0
6,09_05_22,3,B,3,1,B2,B2,-0.00472,N_5_30_F_S,N_5_30_F_S,F_S,N_5,N,5,30,F,S,W11O49,3B,W11O49_exp3B,246,179,0
7,7_26_22,1,A,3,1,C2,C2,-0.00466,N_5_30_S_A,N_5_30_S_A,S_A,N_5,N,5,30,S,A,Y14B75,1A,Y14B75_exp1A,162,28,0
7,7_26_22,1,A,3,0,C2,C2,-0.0058,N_5_30_S_A,N_5_30_S_A,S_A,N_5,N,5,30,S,A,Y14B76,1A,Y14B76_exp1A,151,28,0
7,7_26_22,1,B,3,0,C2,C2,-0.00273,N_5_30_S_A,N_5_30_S_A,S_A,N_5,N,5,30,S,A,Y8B46,1B,Y8B46_exp1B,171,64,0
7,7_26_22,1,B,3,1,C2,C2,-0.0041,N_5_30_S_A,N_5_30_S_A,S_A,N_5,N,5,30,S,A,Y8B47,1B,Y8B47_exp1B,184,64,0
7,08_15_22,2,A,3,0,C2,C2,-0.00136,N_5_30_S_A,N_5_30_S_A,S_A,N_5,N,5,30,S,A,Y13B70,2A,Y13B70_exp2A,194,90,0
7,08_15_22,2,A,3,1,C2,C2,-0.00229,N_5_30_S_A,N_5_30_S_A,S_A,N_5,N,5,30,S,A,Y13B72,2A,Y13B72_exp2A,231,90,0
7,08_20_22,2,B,3,0,C2,C2,-0.00494,N_5_30_S_A,N_5_30_S_A,S_A,N_5,N,5,30,S,A,Y15B80,2B,Y15B80_exp2B,170,125,0
7,08_20_22,2,B,3,1,C2,C2,-0.00394,N_5_30_S_A,N_5_30_S_A,S_A,N_5,N,5,30,S,A,Y15B82,2B,Y15B82_exp2B,212,125,0
7,09_01_22,3,A,3,0,C2,C2,-0.00208,N_5_30_S_A,N_5_30_S_A,S_A,N_5,N,5,30,S,A,Y12B62,3A,Y12B62_exp3A,232,153,0
7,09_01_22,3,A,3,1,C2,C2,-0.00357,N_5_30_S_A,N_5_30_S_A,S_A,N_5,N,5,30,S,A,Y12B63,3A,Y12B63_exp3A,237,153,0
7,09_05_22,3,B,3,0,C2,C2,-0.00768,N_5_30_S_A,N_5_30_S_A,S_A,N_5,N,5,30,S,A,W12O51,3B,W12O51_exp3B,241,180,0
7,09_05_22,3,B,3,1,C2,C2,-0.00794,N_5_30_S_A,N_5_30_S_A,S_A,N_5,N,5,30,S,A,W12O52,3B,W12O52_exp3B,244,180,0
8,7_26_22,1,A,3,0,D2,D2,-0.00237,N_5_30_S_S,N_5_30_S_S,S_S,N_5,N,5,30,S,S,Y14B77,1A,Y14B77_exp1A,152,28,0
8,7_26_22,1,A,3,1,D2,D2,-0.00367,N_5_30_S_S,N_5_30_S_S,S_S,N_5,N,5,30,S,S,Y14B78,1A,Y14B78_exp1A,155,28,0
8,7_26_22,1,B,3,0,D2,D2,-0.00393,N_5_30_S_S,N_5_30_S_S,S_S,N_5,N,5,30,S,S,Y8B48,1B,Y8B48_exp1B,166,64,0
8,7_26_22,1,B,3,1,D2,D2,-0.00425,N_5_30_S_S,N_5_30_S_S,S_S,N_5,N,5,30,S,S,Y8B49,1B,Y8B49_exp1B,173,64,0
8,08_15_22,2,A,3,0,D2,D2,-0.00267,N_5_30_S_S,N_5_30_S_S,S_S,N_5,N,5,30,S,S,Y13B73,2A,Y13B73_exp2A,193,90,0
8,08_15_22,2,A,3,1,D2,D2,-0.00496,N_5_30_S_S,N_5_30_S_S,S_S,N_5,N,5,30,S,S,Y13B74,2A,Y13B74_exp2A,218,90,0
8,08_20_22,2,B,3,0,D2,D2,-0.00408,N_5_30_S_S,N_5_30_S_S,S_S,N_5,N,5,30,S,S,Y15B83,2B,Y15B83_exp2B,189,125,0
8,09_01_22,3,A,3,0,D2,D2,-0.00512,N_5_30_S_S,N_5_30_S_S,S_S,N_5,N,5,30,S,S,Y12B65,3A,Y12B65_exp3A,239,153,0
8,09_01_22,3,A,3,1,D2,D2,-0.00487,N_5_30_S_S,N_5_30_S_S,S_S,N_5,N,5,30,S,S,Y12B67,3A,Y12B67_exp3A,241,153,0
8,09_05_22,3,B,3,0,D2,D2,-0.00552,N_5_30_S_S,N_5_30_S_S,S_S,N_5,N,5,30,S,S,W12O53,3B,W12O53_exp3B,247,180,0
8,09_05_22,3,B,3,1,D2,D2,-0.00402,N_5_30_S_S,N_5_30_S_S,S_S,N_5,N,5,30,S,S,W12O55,3B,W12O55_exp3B,243,180,0
17,7_26_22,1,A,3,0,A5,A5,-0.00265,N_18_20_F_A,N_18_20_F_A,F_A,N_18,N,18,20,F,A,R3W10,1A,R3W10_exp1A,150,19,0
17,7_26_22,1,A,3,1,A5,A5,-0.00378,N_18_20_F_A,N_18_20_F_A,F_A,N_18,N,18,20,F,A,R3W8,1A,R3W8_exp1A,168,19,0
17,7_26_22,1,B,3,0,A5,A5,-0.00568,N_18_20_F_A,N_18_20_F_A,F_A,N_18,N,18,20,F,A,R10W45,1B,R10W45_exp1B,163,49,0
17,7_26_22,1,B,3,1,A5,A5,-0.00288,N_18_20_F_A,N_18_20_F_A,F_A,N_18,N,18,20,F,A,R10W46,1B,R10W46_exp1B,169,49,0
17,08_15_22,2,A,3,0,A5,A5,-0.00261,N_18_20_F_A,N_18_20_F_A,F_A,N_18,N,18,20,F,A,R1W3,2A,R1W3_exp2A,174,81,0
17,08_20_22,2,B,3,0,A5,A5,-0.00422,N_18_20_F_A,N_18_20_F_A,F_A,N_18,N,18,20,F,A,R3W10,2B,R3W10_exp2B,194,115,0
17,08_20_22,2,B,3,1,A5,A5,-0.00971,N_18_20_F_A,N_18_20_F_A,F_A,N_18,N,18,20,F,A,R3W8,2B,R3W8_exp2B,159,115,0
18,7_26_22,1,A,3,0,B5,B5,-0.00661,N_18_20_F_S,N_18_20_F_S,F_S,N_18,N,18,20,F,S,R3W12,1A,R3W12_exp1A,147,19,0
18,7_26_22,1,A,3,1,B5,B5,-0.00492,N_18_20_F_S,N_18_20_F_S,F_S,N_18,N,18,20,F,S,R3W13,1A,R3W13_exp1A,153,19,0
18,7_26_22,1,B,3,0,B5,B5,-0.00462,N_18_20_F_S,N_18_20_F_S,F_S,N_18,N,18,20,F,S,R10W48,1B,R10W48_exp1B,161,49,0
18,7_26_22,1,B,3,1,B5,B5,-0.00652,N_18_20_F_S,N_18_20_F_S,F_S,N_18,N,18,20,F,S,R10W49,1B,R10W49_exp1B,171,49,0
18,08_15_22,2,A,3,0,B5,B5,-0.00321,N_18_20_F_S,N_18_20_F_S,F_S,N_18,N,18,20,F,S,R1W2,2A,R1W2_exp2A,206,81,0
18,08_15_22,2,A,3,1,B5,B5,-0.00384,N_18_20_F_S,N_18_20_F_S,F_S,N_18,N,18,20,F,S,R1W7,2A,R1W7_exp2A,185,81,0
18,08_20_22,2,B,3,0,B5,B5,-0.00533,N_18_20_F_S,N_18_20_F_S,F_S,N_18,N,18,20,F,S,R3W12,2B,R3W12_exp2B,205,115,0
18,08_20_22,2,B,3,1,B5,B5,-0.0046,N_18_20_F_S,N_18_20_F_S,F_S,N_18,N,18,20,F,S,R3W13,2B,R3W13_exp2B,223,115,0
19,7_26_22,1,A,3,0,C5,C5,-0.00419,N_18_20_S_A,N_18_20_S_A,S_A,N_18,N,18,20,S,A,R5W21,1A,R5W21_exp1A,162,21,0
19,7_26_22,1,A,3,1,C5,C5,-0.00533,N_18_20_S_A,N_18_20_S_A,S_A,N_18,N,18,20,S,A,R5W22,1A,R5W22_exp1A,151,21,0
19,7_26_22,1,B,3,0,C5,C5,-0.00233,N_18_20_S_A,N_18_20_S_A,S_A,N_18,N,18,20,S,A,R11W51,1B,R11W51_exp1B,171,50,0
19,7_26_22,1,B,3,1,C5,C5,-0.00439,N_18_20_S_A,N_18_20_S_A,S_A,N_18,N,18,20,S,A,R11W52,1B,R11W52_exp1B,184,50,0
19,08_15_22,2,A,3,0,C5,C5,-0.00224,N_18_20_S_A,N_18_20_S_A,S_A,N_18,N,18,20,S,A,R10W45,2A,R10W45_exp2A,192,82,0
19,08_15_22,2,A,3,1,C5,C5,-0.0036,N_18_20_S_A,N_18_20_S_A,S_A,N_18,N,18,20,S,A,R10W47,2A,R10W47_exp2A,228,82,0
19,08_20_22,2,B,3,0,C5,C5,-0.00411,N_18_20_S_A,N_18_20_S_A,S_A,N_18,N,18,20,S,A,R4W14,2B,R4W14_exp2B,170,116,0
19,08_20_22,2,B,3,1,C5,C5,-0.00752,N_18_20_S_A,N_18_20_S_A,S_A,N_18,N,18,20,S,A,R4W15,2B,R4W15_exp2B,210,116,0
20,7_26_22,1,A,3,0,D5,D5,-0.00531,N_18_20_S_S,N_18_20_S_S,S_S,N_18,N,18,20,S,S,R5W26,1A,R5W26_exp1A,154,21,0
20,7_26_22,1,A,3,1,D5,D5,-0.0065,N_18_20_S_S,N_18_20_S_S,S_S,N_18,N,18,20,S,S,R5W27,1A,R5W27_exp1A,157,21,0
20,7_26_22,1,B,3,0,D5,D5,-0.00468,N_18_20_S_S,N_18_20_S_S,S_S,N_18,N,18,20,S,S,R11W53,1B,R11W53_exp1B,164,50,0
20,7_26_22,1,B,3,1,D5,D5,-0.00564,N_18_20_S_S,N_18_20_S_S,S_S,N_18,N,18,20,S,S,R11W54,1B,R11W54_exp1B,172,50,0
20,08_15_22,2,A,3,0,D5,D5,-0.00295,N_18_20_S_S,N_18_20_S_S,S_S,N_18,N,18,20,S,S,R10W48,2A,R10W48_exp2A,193,82,0
20,08_15_22,2,A,3,1,D5,D5,-0.00205,N_18_20_S_S,N_18_20_S_S,S_S,N_18,N,18,20,S,S,R10W49,2A,R10W49_exp2A,208,82,0
20,08_20_22,2,B,3,0,D5,D5,-0.00626,N_18_20_S_S,N_18_20_S_S,S_S,N_18,N,18,20,S,S,R4W17,2B,R4W17_exp2B,188,116,0
20,08_20_22,2,B,3,1,D5,D5,-0.00797,N_18_20_S_S,N_18_20_S_S,S_S,N_18,N,18,20,S,S,R4W34,2B,R4W34_exp2B,225,116,0
21,7_26_22,1,A,3,1,A6,A6,-0.00411,N_18_30_F_A,N_18_30_F_A,F_A,N_18,N,18,30,F,A,R4W14,1A,R4W14_exp1A,168,20,0
21,7_26_22,1,A,3,0,A6,A6,-0.00183,N_18_30_F_A,N_18_30_F_A,F_A,N_18,N,18,30,F,A,R4W15,1A,R4W15_exp1A,150,20,0
21,7_26_22,1,B,3,0,A6,A6,-0.00414,N_18_30_F_A,N_18_30_F_A,F_A,N_18,N,18,30,F,A,R21W94,1B,R21W94_exp1B,166,55,0
21,7_26_22,1,B,3,1,A6,A6,-0.0043,N_18_30_F_A,N_18_30_F_A,F_A,N_18,N,18,30,F,A,R21W97,1B,R21W97_exp1B,184,55,0
21,08_15_22,2,A,3,0,A6,A6,-0.00214,N_18_30_F_A,N_18_30_F_A,F_A,N_18,N,18,30,F,A,R14W71,2A,R14W71_exp2A,202,85,0
21,08_15_22,2,A,3,1,A6,A6,-0.00454,N_18_30_F_A,N_18_30_F_A,F_A,N_18,N,18,30,F,A,R14W72,2A,R14W72_exp2A,228,85,0
21,08_20_22,2,B,3,1,A6,A6,-0.0075,N_18_30_F_A,N_18_30_F_A,F_A,N_18,N,18,30,F,A,R7W36,2B,R7W36_exp2B,201,119,0
21,09_01_22,3,A,3,0,A6,A6,-0.00326,N_18_30_F_A,N_18_30_F_A,F_A,N_18,N,18,30,F,A,R14W70,3A,R14W70_exp3A,227,149,0
21,09_01_22,3,A,3,1,A6,A6,-0.00502,N_18_30_F_A,N_18_30_F_A,F_A,N_18,N,18,30,F,A,R14W71,3A,R14W71_exp3A,237,149,0
21,09_05_22,3,B,3,0,A6,A6,-0.00938,N_18_30_F_A,N_18_30_F_A,F_A,N_18,N,18,30,F,A,W15O67,3B,W15O67_exp3B,238,183,0
21,09_05_22,3,B,3,1,A6,A6,-0.00694,N_18_30_F_A,N_18_30_F_A,F_A,N_18,N,18,30,F,A,W15O69,3B,W15O69_exp3B,242,183,0
22,7_26_22,1,A,3,0,B6,B6,-0.00539,N_18_30_F_S,N_18_30_F_S,F_S,N_18,N,18,30,F,S,R4W17,1A,R4W17_exp1A,142,20,0
22,7_26_22,1,A,3,1,B6,B6,-0.00551,N_18_30_F_S,N_18_30_F_S,F_S,N_18,N,18,30,F,S,R4W34,1A,R4W34_exp1A,153,20,0
22,7_26_22,1,B,3,0,B6,B6,-0.00329,N_18_30_F_S,N_18_30_F_S,F_S,N_18,N,18,30,F,S,R21W100,1B,R21W100_exp1B,163,55,0
22,7_26_22,1,B,3,1,B6,B6,-0.00452,N_18_30_F_S,N_18_30_F_S,F_S,N_18,N,18,30,F,S,R21W55,1B,R21W55_exp1B,171,55,0
22,08_15_22,2,A,3,0,B6,B6,-0.00155,N_18_30_F_S,N_18_30_F_S,F_S,N_18,N,18,30,F,S,R14W73,2A,R14W73_exp2A,193,85,0
22,08_15_22,2,A,3,1,B6,B6,-0.00291,N_18_30_F_S,N_18_30_F_S,F_S,N_18,N,18,30,F,S,R14W74,2A,R14W74_exp2A,207,85,0
22,08_20_22,2,B,3,0,B6,B6,-0.00662,N_18_30_F_S,N_18_30_F_S,F_S,N_18,N,18,30,F,S,R7W37,2B,R7W37_exp2B,175,119,0
22,08_20_22,2,B,3,1,B6,B6,-0.00493,N_18_30_F_S,N_18_30_F_S,F_S,N_18,N,18,30,F,S,R7W38,2B,R7W38_exp2B,207,119,0
22,09_01_22,3,A,3,0,B6,B6,-0.00229,N_18_30_F_S,N_18_30_F_S,F_S,N_18,N,18,30,F,S,R14W73,3A,R14W73_exp3A,239,149,0
22,09_01_22,3,A,3,1,B6,B6,-0.00545,N_18_30_F_S,N_18_30_F_S,F_S,N_18,N,18,30,F,S,R14W74,3A,R14W74_exp3A,240,149,0
22,09_05_22,3,B,3,1,B6,B6,-0.00587,N_18_30_F_S,N_18_30_F_S,F_S,N_18,N,18,30,F,S,W15O71,3B,W15O71_exp3B,246,183,0
23,7_26_22,1,A,3,1,C6,C6,-0.00566,N_18_30_S_A,N_18_30_S_A,S_A,N_18,N,18,30,S,A,R6W28,1A,R6W28_exp1A,163,22,0
23,7_26_22,1,A,3,0,C6,C6,-0.00434,N_18_30_S_A,N_18_30_S_A,S_A,N_18,N,18,30,S,A,R6W29,1A,R6W29_exp1A,151,22,0
23,7_26_22,1,B,3,1,C6,C6,-0.00306,N_18_30_S_A,N_18_30_S_A,S_A,N_18,N,18,30,S,A,R17W83,1B,R17W83_exp1B,184,54,0
23,08_15_22,2,A,3,0,C6,C6,-0.00328,N_18_30_S_A,N_18_30_S_A,S_A,N_18,N,18,30,S,A,R15W75,2A,R15W75_exp2A,194,86,0
23,08_15_22,2,A,3,1,C6,C6,-0.00374,N_18_30_S_A,N_18_30_S_A,S_A,N_18,N,18,30,S,A,R15W77,2A,R15W77_exp2A,231,86,0
23,08_20_22,2,B,3,0,C6,C6,-0.00519,N_18_30_S_A,N_18_30_S_A,S_A,N_18,N,18,30,S,A,R8W40,2B,R8W40_exp2B,170,120,0
23,08_20_22,2,B,3,1,C6,C6,-0.00515,N_18_30_S_A,N_18_30_S_A,S_A,N_18,N,18,30,S,A,R8W41,2B,R8W41_exp2B,212,120,0
23,09_01_22,3,A,3,0,C6,C6,-0.00268,N_18_30_S_A,N_18_30_S_A,S_A,N_18,N,18,30,S,A,R15W76,3A,R15W76_exp3A,237,150,0
23,09_01_22,3,A,3,1,C6,C6,-0.00294,N_18_30_S_A,N_18_30_S_A,S_A,N_18,N,18,30,S,A,R15W77,3A,R15W77_exp3A,237,150,0
23,09_05_22,3,B,3,0,C6,C6,-0.00668,N_18_30_S_A,N_18_30_S_A,S_A,N_18,N,18,30,S,A,W16O73,3B,W16O73_exp3B,241,184,0
23,09_05_22,3,B,3,1,C6,C6,-0.00886,N_18_30_S_A,N_18_30_S_A,S_A,N_18,N,18,30,S,A,W16O74,3B,W16O74_exp3B,244,184,0
24,7_26_22,1,A,3,0,D6,D6,-0.00423,N_18_30_S_S,N_18_30_S_S,S_S,N_18,N,18,30,S,S,R6W30,1A,R6W30_exp1A,152,22,0
24,7_26_22,1,A,3,1,D6,D6,-0.00451,N_18_30_S_S,N_18_30_S_S,S_S,N_18,N,18,30,S,S,R6W31,1A,R6W31_exp1A,155,22,0
24,7_26_22,1,B,3,0,D6,D6,NA,N_18_30_S_S,N_18_30_S_S,S_S,N_18,N,18,30,S,S,R17W84,1B,R17W84_exp1B,166,54,0
24,7_26_22,1,B,3,1,D6,D6,-0.00277,N_18_30_S_S,N_18_30_S_S,S_S,N_18,N,18,30,S,S,R17W85,1B,R17W85_exp1B,173,54,0
24,08_15_22,2,A,3,0,D6,D6,-0.00191,N_18_30_S_S,N_18_30_S_S,S_S,N_18,N,18,30,S,S,R15W78,2A,R15W78_exp2A,193,86,0
24,08_15_22,2,A,3,1,D6,D6,-0.00338,N_18_30_S_S,N_18_30_S_S,S_S,N_18,N,18,30,S,S,R15W79,2A,R15W79_exp2A,218,86,0
24,08_20_22,2,B,3,0,D6,D6,-0.0097,N_18_30_S_S,N_18_30_S_S,S_S,N_18,N,18,30,S,S,R8W43,2B,R8W43_exp2B,209,120,0
24,08_20_22,2,B,3,1,D6,D6,-0.00322,N_18_30_S_S,N_18_30_S_S,S_S,N_18,N,18,30,S,S,R8W44,2B,R8W44_exp2B,226,120,0
24,09_01_22,3,A,3,0,D6,D6,-0.00574,N_18_30_S_S,N_18_30_S_S,S_S,N_18,N,18,30,S,S,R15W78,3A,R15W78_exp3A,239,150,0
24,09_01_22,3,A,3,1,D6,D6,-0.00414,N_18_30_S_S,N_18_30_S_S,S_S,N_18,N,18,30,S,S,R15W79,3A,R15W79_exp3A,241,150,0
24,09_05_22,3,B,3,0,D6,D6,NA,N_18_30_S_S,N_18_30_S_S,S_S,N_18,N,18,30,S,S,W16O75,3B,W16O75_exp3B,247,184,0
24,09_05_22,3,B,3,1,D6,D6,NA,N_18_30_S_S,N_18_30_S_S,S_S,N_18,N,18,30,S,S,W16O77,3B,W16O77_exp3B,243,184,0
