"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0","-0.0410844932175924","-0.0790913890840701","-0.0730182607557837","-0.143578180916836","-0.0663931352291293","-0.0758577541052614","-0.0956552225219244","-0.0903285455227981","-0.666480064546185","-0.12521426974351","-0.0795123387178785","-0.1212769140462","-0.109594190723811","-0.103546586433801","-0.0807001172013045","-0.120767421867665","-0.0799005309087755","-0.103440902690047","-0.501767321362778","-0.140514209504377","-0.0767721531706528","-0.141342800890126","NA"
