"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0","-0.187278811528179","-0.136182646266375","-0.06612000375165","-0.105087145762006","-0.102383999669807","-0.692632513465129","-0.119942290374541","-0.117873806147128","-0.143895624536048","-0.157000525827454","-0.15343679688962","-0.148172607260795","-0.104985586113931","-0.110576093670472","-0.156719390140719","-0.143934107190764","-0.0985037248401967","-0.0940023907755367","-0.135337254549114","-0.102074821137105","-0.127921560781825","-0.0843106640898894","NA"
