"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0.00362388044958469","0","-0.103630518237438","-0.0896534810365884","-0.0391603140803746","-0.0674885579122419","-0.165903041727638","-0.0716235116454449","-0.132038698385373","-0.0764083400575397","-0.233825669008663","-0.0994940557005533","-0.111420439845785","-0.0874994988519475","-0.0756390817441111","-0.0859897844033126","-0.0876198581589382","-0.105525171983683","-0.0750840804636006","-0.0812569907880348","-0.102518568878872","-0.0675530057991127","-0.0550650865150826","NA"
