"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0","-0.099212535132875","-0.393427065574158","-0.0590521042471075","-0.0874149875810121","-0.0437681807133034","-0.0528465424962299","-0.0943753647874249","-0.0765305342054212","-0.0635966608270666","-0.125660216585266","-0.105758245187777","-0.11161735299299","-0.108061135047292","-0.0233434295594595","-0.146336595987812","-0.0941596038132448","-0.113755354758406","-0.188524588233748","-0.053920333770011","-0.0641684114867914","-0.131206256566166","-0.041775429354862","NA"
