"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0","-0.891963952545143","-0.418499552445366","-0.134437220431349","-0.0910685142117093","-0.0844222222366374","-0.0793582324370204","-0.104884830015635","-0.122127601669735","-0.108182244091274","-0.0911524087293617","-0.0805553559693838","-0.088750393269225","-0.0524998740295823","-0.109642747494651","-0.730917468386327","-0.734358435099398","-0.700020506574085","-0.677574768494402","-0.140929431641269","-0.125450958126225","-0.0953669774031443","-0.0907702463914729","NA"
