exp_num,subrun,N_species,N_dose,N_species_dose,temp,food,sym_state,food_sym_state,treat_ID,beetag,beetag_exp_concat,image_day,beetag_day1_exp_concat,image_name_day1,red_day1,beetag_day11_exp_concat,image_name_day11,red_day11,red_delta
2,A,N,0,N_0,30,F,A,F_A,CNTRL_30_F_A,B25G44,B25G44_exp2A,1,B25G44_day1_exp2A,B25G44_2A_day1.JPG,0.45348,B25G44_day11_exp2A,B25G44_2A_day11.JPG,0.46088,0.0074
3,B,A,0,A_0,30,F,S,F_S,CNTRL_30_F_S,W3O15,W3O15_exp3B,1,W3O15_day1_exp3B,W3O15_3B_day1.JPG,0.42019,W3O15_day11_exp3B,W3O15_3B_day11.JPG,0.46049,0.0403
3,B,N,1.5,N_1.5,30,F,S,F_S,N_1.5_30_F_S,W5O26,W5O26_exp3B,1,W5O26_day1_exp3B,W5O26_3B_day1.JPG,0.44193,W5O26_day11_exp3B,W5O26_3B_day11.jpg,0.46017,0.01824
1,A,A,0,A_0,20,S,S,S_S,CNTRL_20_S_S,B34G3409,B34G3409_exp1A,1,B34G3409_day1_exp1A,B34G34_1A_day1.JPG,0.36539,B34G3409_day11_exp1A,B34G34_1A_day11.JPG,0.45966,0.09427
3,B,N,0,N_0,30,S,A,S_A,CNTRL_30_S_A,W2O12,W2O12_exp3B,1,W2O12_day1_exp3B,W2O12_3B_day1.JPG,0.51222,W2O12_day11_exp3B,W2O12_3B_day11.JPG,0.45898,-0.05324
1,B,N,5,N_5,20,S,S,S_S,N_5_20_S_S,Y13B73,Y13B73_exp1B,1,Y13B73_day1_exp1B,Y13B73_1B_day1.JPG,0.41623,Y13B73_day11_exp1B,Y13B73_1B_day11.JPG,0.45895,0.04272
3,B,A,0,A_0,20,S,A,S_A,CNTRL_20_S_A,O3B20,O3B20_exp3B,1,O3B20_day1_exp3B,O3B20_3B_day1.JPG,0.51594,O3B20_day11_exp3B,O3B20_3B_day11.JPG,0.45816,-0.05778
3,A,A,7.5,A_7.5,30,S,A,S_A,A_7.5_30_S_A,Y20B100,Y20B100_exp3A,1,Y20B100_day1_exp3A,Y20B100_3A_day1.JPG,0.47077,Y20B100_day11_exp3A,Y20B100_3A_day1.JPG,0.45761,-0.01316
3,B,N,18,N_18,30,F,S,F_S,N_18_30_F_S,W15O71,W15O71_exp3B,1,W15O71_day1_exp3B,W15O71_3B_day1.JPG,0.41978,W15O71_day11_exp3B,W14O65_3B_day1.JPG,0.45714,0.03736
1,B,A,7.5,A_7.5,20,S,A,S_A,A_7.5_20_S_A,Y23B1621,Y23B1621_exp1B,1,Y23B1621_day1_exp1B,Y23B16_1B_day1.JPG,0.44257,Y23B1621_day11_exp1B,Y23B16_1B_day11.JPG,0.45706,0.01449
2,A,N,1.5,N_1.5,30,F,A,F_A,N_1.5_30_F_A,G33Y94,G33Y94_exp2A,1,G33Y94_day1_exp2A,G33Y94_2A_day1.JPG,0.40201,G33Y94_day11_exp2A,G33Y94_2A_day11.JPG,0.45657,0.05456
2,B,N,0,N_0,30,S,S,S_S,CNTRL_30_S_S,B32G87,B32G87_exp2B,1,B32G87_day1_exp2B,B32G87_2B_day1.JPG,0.3418,B32G87_day11_exp2B,B32G87_2B_day11.JPG,0.45654,0.11474
2,A,N,0,N_0,30,F,A,F_A,CNTRL_30_F_A,B25G45,B25G45_exp2A,1,B25G45_day1_exp2A,B25G45_2A_day1.JPG,0.41058,B25G45_day11_exp2A,B25G45_2A_day11.JPG,0.45652,0.04594
3,A,A,0,A_0,20,F,S,F_S,CNTRL_20_F_S,B23G37,B23G37_exp3A,1,B23G37_day1_exp3A,B23G37_3A_day1.JPG,0.41494,B23G37_day11_exp3A,B23G37_3A_day11.JPG,0.45623,0.04129
3,B,A,10,A_10,30,S,S,S_S,A_10_30_S_S,W20O86,W20O86_exp3B,1,W20O86_day1_exp3B,W20O86_3B_day1.JPG,0.4993,W20O86_day11_exp3B,W20O86_3B_day11.JPG,0.45606,-0.04324
2,A,N,18,N_18,30,S,S,S_S,N_18_30_S_S,R15W78,R15W78_exp2A,1,R15W78_day1_exp2A,R15W78_2A_day1.JPG,0.38303,R15W78_day11_exp2A,R15W78_2A_day11.JPG,0.45602,0.07299
3,A,A,10,A_10,30,F,A,F_A,A_10_30_F_A,R15W79,R15W79_exp3A,1,R15W79_day1_exp3A,R15W79_3A_day1.JPG,0.4325,R15W79_day11_exp3A,R15W79_3A_day11.JPG,0.45596,0.02346
2,B,A,0,A_0,20,F,A,F_A,CNTRL_20_F_A,B27G53,B27G53_exp2B,1,B27G53_day1_exp2B,B27G53_2B_day1.JPG,0.47811,B27G53_day11_exp2B,B27G53_2B_day11.JPG,0.45456,-0.02355
1,B,N,18,N_18,30,F,A,F_A,N_18_30_F_A,R21W94,R21W94_exp1B,1,R21W94_day1_exp1B,R21W94_1B_day1.JPG,0.43096,R21W94_day11_exp1B,R21W94_1B_day11.JPG,0.45437,0.02341
1,A,A,5,A_5,20,S,S,S_S,A_5_20_S_S,G27Y57,G27Y57_exp1A,1,G27Y57_day1_exp1A,G27Y57_1A_day1.JPG,0.55761,G27Y57_day11_exp1A,G27Y57_1A_day11.JPG,0.45421,-0.1034
1,A,A,7.5,A_7.5,20,F,S,F_S,A_7.5_20_F_S,Y11B58,Y11B58_exp1A,1,Y11B58_day1_exp1A,Y11B58_1A_day1.JPG,0.32894,Y11B58_day11_exp1A,Y11B58_1A_day11.JPG,0.45419,0.12525
2,B,N,18,N_18,20,F,S,F_S,N_18_20_F_S,R3W11,R3W11_exp2B,1,R3W11_day1_exp2B,R3W11_2B_day1.JPG,0.38544,R3W11_day11_exp2B,R3W11_2B_day11.JPG,0.45401,0.06857
3,B,A,0,A_0,30,S,A,S_A,CNTRL_30_S_A,W3O20,W3O20_exp3B,1,W3O20_day1_exp3B,W3O20_3B_day1.JPG,0.55265,W3O20_day11_exp3B,W3O20_3B_day11.JPG,0.45391,-0.09874
3,B,A,5,A_5,30,F,A,F_A,A_5_30_F_A,W7O35,W7O35_exp3B,1,W7O35_day1_exp3B,W7O35_3B_day1.JPG,0.47153,W7O35_day11_exp3B,W7O35_3B_day11.JPG,0.45369,-0.01784
3,B,A,0,A_0,20,F,S,F_S,CNTRL_20_F_S,O3B17,O3B17_exp3B,1,O3B17_day1_exp3B,O3B17_3B_day1.JPG,0.53115,O3B17_day11_exp3B,O3B17_3B_day11.JPG,0.45352,-0.07763
2,B,N,5,N_5,20,S,S,S_S,N_5_20_S_S,Y5B37,Y5B37_exp2B,1,Y5B37_day1_exp2B,Y5B37_2B_day1.JPG,0.4709,Y5B37_day11_exp2B,Y5B37_2B_day11.JPG,0.45351,-0.01739
1,A,A,7.5,A_7.5,30,F,S,F_S,A_7.5_30_F_S,Y15B85,Y15B85_exp1A,1,Y15B85_day1_exp1A,Y15B85_1A_day1.JPG,0.43836,Y15B85_day11_exp1A,Y15B85_1A_day11.JPG,0.4535,0.01514
3,A,A,0,A_0,30,F,S,F_S,CNTRL_30_F_S,B28G62,B28G62_exp3A,1,B28G62_day1_exp3A,B28G62_3A_day1.JPG,0.46216,B28G62_day11_exp3A,B28G62_3A_day11.JPG,0.45334,-0.00882
1,A,A,10,A_10,20,S,S,S_S,A_10_20_S_S,R8W44,R8W44_exp1A,1,R8W44_day1_exp1A,R8W44_1A_day1.JPG,0.32328,R8W44_day11_exp1A,R8W44_1A_day11.JPG,0.45333,0.13005
2,A,A,0,A_0,20,S,A,S_A,CNTRL_20_S_A,B24G39,B24G39_exp2A,1,B24G39_day1_exp2A,B24G39_2A_day1.JPG,0.45366,B24G39_day11_exp2A,B24G39_2A_day11.JPG,0.45318,-0.00048
2,A,N,5,N_5,20,F,A,F_A,N_5_20_F_A,Y3B27,Y3B27_exp2A,1,Y3B27_day1_exp2A,Y3B27_2A_day1.JPG,0.47866,Y3B27_day11_exp2A,Y3B27_2A_day11.JPG,0.45298,-0.02568
3,A,N,0,N_0,30,S,S,S_S,CNTRL_30_S_S,B26G52,B26G52_exp3A,1,B26G52_day1_exp3A,B26G52_3A_day1.JPG,0.43386,B26G52_day11_exp3A,B26G52_3A_day11.JPG,0.45249,0.01863
3,A,N,0,N_0,30,F,A,F_A,CNTRL_30_F_A,B25G43,B25G43_exp3A,1,B25G43_day1_exp3A,B25G43_3A_day1.JPG,0.40382,B25G43_day11_exp3A,B25G43_3A_day11.JPG,0.45247,0.04865
2,B,A,7.5,A_7.5,30,F,S,F_S,A_7.5_30_F_S,Y17B94,Y17B94_exp2B,1,Y17B94_day1_exp2B,Y17B94_2B_day1.JPG,0.51012,Y17B94_day11_exp2B,Y17B94_2B_day11.JPG,0.45247,-0.05765
1,A,A,0,A_0,20,F,S,F_S,CNTRL_20_F_S,B24G42,B24G42_exp1A,1,B24G42_day1_exp1A,B24G42_1A_day1.JPG,0.41567,B24G42_day11_exp1A,B24G42_1A_day11.JPG,0.4524,0.03673
3,B,N,1.5,N_1.5,30,F,S,F_S,N_1.5_30_F_S,W5O27,W5O27_exp3B,1,W5O27_day1_exp3B,W5O27_3B_day1.JPG,0.43341,W5O27_day11_exp3B,W5O27_3B_day11.JPG,0.45219,0.01878
3,A,A,10,A_10,30,S,A,S_A,A_10_30_S_A,R21W55,R21W55_exp3A,1,R21W55_day1_exp3A,R21W55_3A_day1.JPG,0.38417,R21W55_day11_exp3A,R21W55_3A_day11.JPG,0.45191,0.06774
1,B,N,18,N_18,30,S,A,S_A,N_18_30_S_A,R17W80,R17W80_exp1B,1,R17W80_day1_exp1B,R17W80_1B_day1.JPG,0.49864,R17W80_day11_exp1B,R17W80_1B_day11.JPG,0.45142,-0.04722
3,B,N,1.5,N_1.5,20,F,S,F_S,N_1.5_20_F_S,O5G5,O5G5_exp3B,1,O5G5_day1_exp3B,O5G5_3B_day1.JPG,0.41133,O5G5_day11_exp3B,O5W5_3B_day11.JPG,0.45131,0.03998
1,A,N,18,N_18,30,S,S,S_S,N_18_30_S_S,R6W31,R6W31_exp1A,1,R6W31_day1_exp1A,R6W31_1A_day1.JPG,0.51761,R6W31_day11_exp1A,R6W31_1A_day11.JPG,0.45129,-0.06632
3,B,A,10,A_10,30,F,S,F_S,A_10_30_F_S,W17O82,W17O82_exp3B,1,W17O82_day1_exp3B,W16O76_3B_day1.JPG,0.56623,W17O82_day11_exp3B,W16O76_3B_day11.JPG,0.4508,-0.11543
1,B,N,0,N_0,20,S,A,S_A,CNTRL_20_S_A,B23G34,B23G34_exp1B,1,B23G34_day1_exp1B,B23G34_1B_day1.JPG,0.42189,B23G34_day11_exp1B,B23G34_1B_day11.JPG,0.45067,0.02878
1,B,N,1.5,N_1.5,30,S,A,S_A,N_1.5_30_S_A,G24Y41,G24Y41_exp1B,1,G24Y41_day1_exp1B,G24Y41_1B_day1.JPG,0.43474,G24Y41_day11_exp1B,G24Y41_1B_day11.JPG,0.45057,0.01583
1,B,A,7.5,A_7.5,30,F,S,F_S,A_7.5_30_F_S,Y3B29,Y3B29_exp1B,1,Y3B29_day1_exp1B,Y3B29_1B_day1.JPG,0.48409,Y3B29_day11_exp1B,Y3B29_1B_day11.JPG,0.45055,-0.03354
1,B,A,10,A_10,30,S,A,S_A,A_10_30_S_A,R15W79,R15W79_exp1B,1,R15W79_day1_exp1B,R15W79_1B_day1.JPG,0.4588,R15W79_day11_exp1B,R15W79_1B_day11.JPG,0.45041,-0.00839
3,B,A,10,A_10,20,F,S,F_S,A_10_20_F_S,O21W41,O21W41_exp3B,1,O21W41_day1_exp3B,O21W41_3B_day1.JPG,0.39622,O21W41_day11_exp3B,O21W41_3B_day11.JPG,0.44976,0.05354
2,A,A,5,A_5,20,S,A,S_A,A_5_20_S_A,G32Y90,G32Y90_exp2A,1,G32Y90_day1_exp2A,G32Y90_2A_day1.JPG,0.48679,G32Y90_day11_exp2A,G32Y90_2A_day11.JPG,0.44956,-0.03723
3,A,A,5,A_5,20,F,A,F_A,A_5_20_F_A,G30Y77,G30Y77_exp3A,1,G30Y77_day1_exp3A,G30Y77_3A_day1.JPG,0.37358,G30Y77_day11_exp3A,G30Y77_3A_day11(1).JPG,0.44949,0.07591
2,B,N,18,N_18,20,S,A,S_A,N_18_20_S_A,R4W14,R4W14_exp2B,1,R4W14_day1_exp2B,R4W14_2B_day1.JPG,0.49632,R4W14_day11_exp2B,R4W14_2B_day11.JPG,0.44924,-0.04708
1,B,N,18,N_18,30,S,S,S_S,N_18_30_S_S,R17W84,R17W84_exp1B,1,R17W84_day1_exp1B,R17W84_1B_day1.JPG,0.46282,R17W84_day11_exp1B,R17W84_1B_day11.JPG,0.44883,-0.01399
1,B,N,5,N_5,30,S,S,S_S,N_5_30_S_S,Y8B49,Y8B49_exp1B,1,Y8B49_day1_exp1B,Y8B49_1B_day1.JPG,0.4498,Y8B49_day11_exp1B,Y8B49_1B_day11.JPG,0.44882,-0.00098
3,A,N,1.5,N_1.5,20,F,A,F_A,N_1.5_20_F_A,G23Y2129,G23Y2129_exp3A,1,G23Y2129_day1_exp3A,G23Y19_3A_day1.JPG,0.44027,G23Y2129_day11_exp3A,G23Y19_3A_day11.JPG,0.44803,0.00776
3,A,A,10,A_10,20,S,A,S_A,A_10_20_S_A,R11W54,R11W54_exp3A,1,R11W54_day1_exp3A,R11W54_3A_day1.JPG,0.41953,R11W54_day11_exp3A,R11W54_3A_day11.JPG,0.44801,0.02848
2,B,A,5,A_5,30,F,S,F_S,A_5_30_F_S,G29Y74,G29Y74_exp2B,11,G29Y74_day1_exp2B,G29Y74_2B_day1.JPG,0.43468,G29Y74_day11_exp2B,G29Y74_2B_day11.JPG,0.44779,0.01311
2,A,A,5,A_5,20,S,S,S_S,A_5_20_S_S,G32Y93,G32Y93_exp2A,1,G32Y93_day1_exp2A,G32Y93_2A_day1.JPG,0.44803,G32Y93_day11_exp2A,G32Y93_2A_day11.JPG,0.44768,-0.00035
1,A,N,18,N_18,30,F,S,F_S,N_18_30_F_S,R4W20,R4W20_exp1A,1,R4W20_day1_exp1A,R4W20_1A_day1.JPG,0.37622,R4W20_day11_exp1A,R4W20_1A_day11.JPG,0.44759,0.07137
3,A,A,0,A_0,20,F,A,F_A,CNTRL_20_F_A,B23G33,B23G33_exp3A,1,B23G33_day1_exp3A,B23G33_3A_day1.JPG,0.46059,B23G33_day11_exp3A,B23G33_3A_day11.JPG,0.44739,-0.0132
3,B,A,10,A_10,30,S,A,S_A,A_10_30_S_A,W20O84,W20O84_exp3B,1,W20O84_day1_exp3B,W20O84_3B_day1.JPG,0.48643,W20O84_day11_exp3B,W20O84_3B_day11.JPG,0.4471,-0.03933
3,A,A,0,A_0,20,S,S,S_S,CNTRL_20_S_S,B24G42,B24G42_exp3A,1,B24G42_day1_exp3A,B24G42_3A_day1.JPG,0.38218,B24G42_day11_exp3A,B24G42_3A_day11.JPG,0.4466,0.06442
2,B,N,5,N_5,30,S,S,S_S,N_5_30_S_S,Y15B85,Y15B85_exp2B,1,Y15B85_day1_exp2B,Y15B85_2B_day1.JPG,0.40015,Y15B85_day11_exp2B,Y15B85_2B_day11.JPG,0.44639,0.04624
2,B,A,10,A_10,20,F,S,F_S,A_10_20_F_S,R5W24,R5W24_exp2B,1,R5W24_day1_exp2B,R5W24_2B_day1.JPG,0.43169,R5W24_day11_exp2B,R5W24_2B_day11.JPG,0.44638,0.01469
2,B,A,0,A_0,20,S,A,S_A,CNTRL_20_S_A,B30G72,B30G72_exp2B,1,B30G72_day1_exp2B,B30G72_2B_day1.JPG,0.44217,B30G72_day11_exp2B,B30G72_2B_day11.JPG,0.44562,0.00345
1,A,N,5,N_5,20,F,A,F_A,N_5_20_F_A,Y1B8,Y1B8_exp1A,1,Y1B8_day1_exp1A,Y1B8_1A_day1.JPG,0.34953,Y1B8_day11_exp1A,Y1B8_1A_day11.JPG,0.44542,0.09589
2,A,A,10,A_10,20,S,A,S_A,A_10_20_S_A,R13W67,R13W67_exp2A,1,R13W67_day1_exp2A,R13W67_2A_day1.JPG,0.38913,R13W67_day11_exp2A,R13W67_2A_day11.JPG,0.44525,0.05612
1,B,N,0,N_0,30,S,S,S_S,CNTRL_30_S_S,B32G88,B32G88_exp1B,1,B32G88_day1_exp1B,B32G88_1B_day1.JPG,0.43308,B32G88_day11_exp1B,B32G88_1B_day11.JPG,0.44508,0.012
3,A,N,1.5,N_1.5,30,F,S,F_S,N_1.5_30_F_S,G33Y97,G33Y97_exp3A,1,G33Y97_day1_exp3A,G33Y97_3A_day1.JPG,0.42279,G33Y97_day11_exp3A,G33Y97_3A_day11.JPG,0.44491,0.02212
2,A,N,18,N_18,30,F,S,F_S,N_18_30_F_S,R14W73,R14W73_exp2A,1,R14W73_day1_exp2A,R14W73_2A_day1.JPG,0.40791,R14W73_day11_exp2A,R14W73_2A_day11.JPG,0.4449,0.03699
2,A,N,18,N_18,20,S,S,S_S,N_18_20_S_S,R10W49,R10W49_exp2A,1,R10W49_day1_exp2A,R10W49_2A_day1.JPG,0.38759,R10W49_day11_exp2A,R10W49_2A_day11.JPG,0.44481,0.05722
3,B,N,5,N_5,30,S,S,S_S,N_5_30_S_S,W12O54,W12O54_exp3B,1,W12O54_day1_exp3B,W12O54_3B_day1.JPG,0.61088,W12O54_day11_exp3B,O3B17_3B_day11.JPG,0.44467,-0.16621
1,A,N,1.5,N_1.5,30,F,S,F_S,N_1.5_30_F_S,G28Y64,G28Y64_exp1A,1,G28Y64_day1_exp1A,G27Y57_1A_day1.JPG,0.55867,G28Y64_day11_exp1A,G28Y64_1A_day11.JPG,0.44362,-0.11505
3,A,A,10,A_10,20,F,A,F_A,A_10_20_F_A,R11W50,R11W50_exp3A,1,R11W50_day1_exp3A,R11W50_3A_day1.JPG,0.43167,R11W50_day11_exp3A,R11W50_3A_day11.JPG,0.44359,0.01192
1,A,N,0,N_0,20,S,S,S_S,CNTRL_20_S_S,B15G25,B15G25_exp1A,1,B15G25_day1_exp1A,B15G25_1A_day1.JPG,0.45477,B15G25_day11_exp1A,B15G25_1A_day11.JPG,0.44357,-0.0112
1,B,A,5,A_5,20,S,S,S_S,A_5_20_S_S,G38Y38,G38Y38_exp1B,1,G38Y38_day1_exp1B,G38Y38_1B_day1.JPG,0.4409,G38Y38_day11_exp1B,G38Y38_1B_day11.JPG,0.44332,0.00242
1,B,N,18,N_18,20,F,A,F_A,N_18_20_F_A,R10W47,R10W47_exp1B,1,R10W47_day1_exp1B,R10W47_1B_day1.JPG,0.4759,R10W47_day11_exp1B,R10W47_1B_day11.JPG,0.44301,-0.03289
3,A,N,5,N_5,20,F,S,F_S,N_5_20_F_S,Y20B97,Y20B97_exp3A,1,Y20B97_day1_exp3A,Y20B97_3A_day1.JPG,0.37051,Y20B97_day11_exp3A,Y20B97_3A_day1.JPG,0.44286,0.07235
2,B,N,18,N_18,30,F,S,F_S,N_18_30_F_S,R7W37,R7W37_exp2B,1,R7W37_day1_exp2B,R7W37_2B_day1.JPG,0.37152,R7W37_day11_exp2B,R7W37_2B_day11.JPG,0.44273,0.07121
3,A,N,5,N_5,20,S,A,S_A,N_5_20_S_A,Y3B25,Y3B25_exp3A,1,Y3B25_day1_exp3A,Y3B25_3A_day1.JPG,0.41798,Y3B25_day11_exp3A,Y3B25_3A_day11.JPG,0.44262,0.02464
1,B,N,18,N_18,20,S,S,S_S,N_18_20_S_S,R11W54,R11W54_exp1B,1,R11W54_day1_exp1B,R11W54_1B_day1.JPG,0.42993,R11W54_day11_exp1B,R11W54_1B_day11.JPG,0.44256,0.01263
1,B,A,10,A_10,20,F,A,F_A,A_10_20_F_A,R13W62,R13W62_exp1B,1,R13W62_day1_exp1B,R13W62_1B_day1.JPG,0.28713,R13W62_day11_exp1B,R13W62_1B_day11.JPG,0.44203,0.1549
3,A,A,5,A_5,30,F,A,F_A,A_5_30_F_A,G35Y12,G35Y12_exp3A,1,G35Y12_day1_exp3A,G35Y12_3A_day1.JPG,0.38079,G35Y12_day11_exp3A,G35Y12_3A_day11.JPG,0.44173,0.06094
3,B,N,5,N_5,30,F,S,F_S,N_5_30_F_S,W11O49,W11O49_exp3B,1,W11O49_day1_exp3B,W11O49_3B_day1.JPG,0.43694,W11O49_day11_exp3B,W11O49_3B_day11.JPG,0.44149,0.00455
1,B,N,5,N_5,20,F,S,F_S,N_5_20_F_S,Y5B38,Y5B38_exp1B,1,Y5B38_day1_exp1B,Y5B38_1B_day1.JPG,0.44213,Y5B38_day11_exp1B,Y5B38_1B_day11.JPG,0.44129,-0.00084
1,A,N,1.5,N_1.5,30,S,A,S_A,N_1.5_30_S_A,G25Y46,G25Y46_exp1A,1,G25Y46_day1_exp1A,G25Y46_1A_day1.JPG,0.42208,G25Y46_day11_exp1A,G25Y46_1A_day11.JPG,0.44109,0.01901
1,A,A,7.5,A_7.5,30,S,S,S_S,A_7.5_30_S_S,Y21B5437,Y21B5437_exp1A,1,Y21B5437_day1_exp1A,Y21B54_1A_day1.JPG,0.41396,Y21B5437_day11_exp1A,Y21B27_1A_day11.JPG,0.44078,0.02682
3,A,N,18,N_18,20,F,A,F_A,N_18_20_F_A,R17W85,R17W85_exp3A,1,R17W85_day1_exp3A,R17W85_3A_day1.JPG,0.41259,R17W85_day11_exp3A,R17W85_3A_day11.JPG,0.44057,0.02798
2,A,N,5,N_5,30,S,S,S_S,N_5_30_S_S,Y13B73,Y13B73_exp2A,1,Y13B73_day1_exp2A,Y13B73_2A_day1.JPG,0.4076,Y13B73_day11_exp2A,Y13B73_2A_day11.JPG,0.44053,0.03293
2,A,N,5,N_5,20,S,S,S_S,N_5_20_S_S,Y4B33,Y4B33_exp2A,1,Y4B33_day1_exp2A,Y4B33_2A_day1.JPG,0.41212,Y4B33_day11_exp2A,Y4B33_2A_day11.JPG,0.4405,0.02838
3,A,A,7.5,A_7.5,30,F,A,F_A,A_7.5_30_F_A,Y12B67,Y12B67_exp3A,1,Y12B67_day1_exp3A,Y12B67_3A_day1.JPG,0.40498,Y12B67_day11_exp3A,Y12B67_3A_day11.JPG,0.44018,0.0352
1,A,A,10,A_10,30,F,A,F_A,A_10_30_F_A,R12W57,R12W57_exp1A,1,R12W57_day1_exp1A,G37Y30_1A_day1.JPG,0.57542,R12W57_day11_exp1A,R12W57_1A_day11.JPG,0.44014,-0.13528
2,B,A,0,A_0,30,F,S,F_S,CNTRL_30_F_S,B33G94,B33G94_exp2B,1,B33G94_day1_exp2B,B33G94_2B_day1.JPG,0.32872,B33G94_day11_exp2B,B33G94_2B_day11.JPG,0.43986,0.11114
3,A,N,0,N_0,20,S,S,S_S,CNTRL_20_S_S,B22G27,B22G27_exp3A,1,B22G27_day1_exp3A,B22G27_3A_day1.JPG,0.47463,B22G27_day11_exp3A,B22G27_3A_day11.JPG,0.43974,-0.03489
1,B,A,5,A_5,30,F,A,F_A,A_5_30_F_A,G33Y97,G33Y97_exp1B,1,G33Y97_day1_exp1B,G33Y97_1B_day1.JPG,0.34496,G33Y97_day11_exp1B,G33Y97_1B_day11.JPG,0.43954,0.09458
2,A,A,5,A_5,30,F,A,F_A,A_5_30_F_A,G35Y12,G35Y12_exp2A,1,G35Y12_day1_exp2A,G35Y12_2A_day1.JPG,0.32398,G35Y12_day11_exp2A,G35Y12_2A_day11.JPG,0.43918,0.1152
3,A,N,5,N_5,20,S,A,S_A,N_5_20_S_A,Y3B26,Y3B26_exp3A,1,Y3B26_day1_exp3A,Y3B26_3A_day1.JPG,0.39973,Y3B26_day11_exp3A,Y3B26_3A_day11.JPG,0.43904,0.03931
3,B,N,18,N_18,30,F,S,F_S,N_18_30_F_S,W15O70,W15O70_exp3B,1,W15O70_day1_exp3B,W15O70_3B_day1.JPG,0.36085,W15O70_day11_exp3B,W14O64_3B_day1.JPG,0.43894,0.07809
1,B,A,10,A_10,20,S,A,S_A,A_10_20_S_A,R14W71,R14W71_exp1B,1,R14W71_day1_exp1B,R14W71_1B_day1.JPG,0.44823,R14W71_day11_exp1B,R14W71_1B_day11.JPG,0.43872,-0.00951
3,A,N,0,N_0,30,F,A,F_A,CNTRL_30_F_A,B25G45,B25G45_exp3A,1,B25G45_day1_exp3A,B25G45_3A_day1.JPG,0.42579,B25G45_day11_exp3A,B25G45_3A_day11.JPG,0.43869,0.0129
1,B,N,5,N_5,20,F,A,F_A,N_5_20_F_A,Y5B35,Y5B35_exp1B,1,Y5B35_day1_exp1B,Y5B35_1B_day1.JPG,0.42005,Y5B35_day11_exp1B,Y5B35_1B_day11.JPG,0.43858,0.01853
1,A,N,5,N_5,30,F,A,F_A,N_5_30_F_A,Y2B13,Y2B13_exp1A,1,Y2B13_day1_exp1A,Y2B13_1A_day1.JPG,0.50789,Y2B13_day11_exp1A,Y2B13_1A_day11.JPG,0.43789,-0.07
2,B,A,7.5,A_7.5,20,F,S,F_S,A_7.5_20_F_S,Y10B54,Y10B54_exp2B,1,Y10B54_day1_exp2B,Y10B54_2B_day1.JPG,0.41625,Y10B54_day11_exp2B,Y10B54_2B_day11.JPG,0.43779,0.02154
2,A,N,1.5,N_1.5,20,F,A,F_A,N_1.5_20_F_A,G23Y0517,G23Y0517_exp2A,1,G23Y0517_day1_exp2A,G23Y0517_2A_day1.JPG,0.39082,G23Y1819_day11_exp2A,G23Y17_2A_day11.JPG,0.43765,0.04683
1,A,A,7.5,A_7.5,20,S,S,S_S,A_7.5_20_S_S,Y17B92,Y17B92_exp1A,1,Y17B92_day1_exp1A,Y17B92_1A_day1.JPG,0.35844,Y17B92_day11_exp1A,Y17B92_1A_day11.JPG,0.43759,0.07915
2,A,A,10,A_10,30,F,S,F_S,A_10_30_F_S,R17W85,R17W85_exp2A,1,R17W85_day1_exp2A,R17W85_2A_day1.JPG,0.40754,R17W85_day11_exp2A,R17_W85_2A_day11.JPG,0.43757,0.03003
3,B,A,5,A_5,20,S,A,S_A,A_5_20_S_A,O11G24,O11G24_exp3B,1,O11G24_day1_exp3B,O13Y12_3B_day1.JPG,0.46576,O11G24_day11_exp3B,O11G24_3B_day11.JPG,0.43721,-0.02855
2,B,A,0,A_0,20,F,S,F_S,CNTRL_20_F_S,B27G55,B27G55_exp2B,1,B27G55_day1_exp2B,B27G55_2B_day1.JPG,0.42903,B27G55_day11_exp2B,B27G55_2B_day11.JPG,0.43631,0.00728
2,B,A,10,A_10,30,F,S,F_S,A_10_30_F_S,R12W60,R12W60_exp2B,1,R12W60_day1_exp2B,R12W60_2B_day1.JPG,0.49194,R12W60_day11_exp2B,R12W60_2B_day11.JPG,0.43624,-0.0557
2,A,N,18,N_18,20,S,A,S_A,N_18_20_S_A,R10W45,R10W45_exp2A,1,R10W45_day1_exp2A,R10W45_2A_day1.JPG,0.45338,R10W45_day11_exp2A,R10W45_2A_day11.JPG,0.43599,-0.01739
2,B,A,5,A_5,20,F,S,F_S,A_5_20_F_S,G36Y28,G36Y28_exp2B,1,G36Y28_day1_exp2B,G36Y28_2B_day1.JPG,0.41339,G36Y28_day11_exp2B,G36Y28_2B_day11.JPG,0.43587,0.02248
3,B,N,5,N_5,30,S,A,S_A,N_5_30_S_A,W11O50,W11O50_exp3B,1,W11O50_day1_exp3B,W11O50_3B_day1.JPG,0.50123,W11O50_day11_exp3B,W11O50_3B_day11.JPG,0.43567,-0.06556
3,B,A,10,A_10,20,F,S,F_S,A_10_20_F_S,O21W42,O21W42_exp3B,1,O21W42_day1_exp3B,O21W42_3B_day1.JPG,0.55687,O21W42_day11_exp3B,O21W42_3B_day11.JPG,0.4356,-0.12127
3,A,A,10,A_10,20,S,S,S_S,A_10_20_S_S,R13W64,R13W64_exp3A,1,R13W64_day1_exp3A,R13W65_3A_day1.JPG,0.42219,R13W64_day11_exp3A,R13W65_3A_day11.JPG,0.4353,0.01311
