exp_num,subrun,N_species,N_dose,N_species_dose,temp,food,sym_state,food_sym_state,treat_ID,beetag,beetag_exp_concat,image_day,beetag_day1_exp_concat,image_name_day1,red_day1,beetag_day11_exp_concat,image_name_day11,red_day11,red_delta
2,B,A,7.5,A_7.5,30,S,A,S_A,A_7.5_30_S_A,Y21B5628,Y21B5628_exp2B,1,Y21B5628_day1_exp2B,Y21B56_2B_day1.JPG,0.46816,Y21B5628_day11_exp2B,Y21B56_2B_day11..JPG,0.50274,0.03458
1,A,A,10,A_10,30,S,S,S_S,A_10_30_S_S,R20Y93,R20Y93_exp1A,1,R20Y93_day1_exp1A,R12W60_1A_day1.JPG,0.61305,R20Y93_day11_exp1A,R20W93_1A_day11.JPG,0.50264,-0.11041
3,B,A,7.5,A_7.5,30,F,A,F_A,A_7.5_30_F_A,W13O56,W13O56_exp3B,1,W13O56_day1_exp3B,W13O56_3B_day1.JPG,0.365,W13O56_day11_exp3B,W12O51_3B_day11.JPG,0.50191,0.13691
1,B,A,0,A_0,30,S,S,S_S,CNTRL_30_S_S,B25G46,B25G46_exp1B,1,B25G46_day1_exp1B,B25G46_1B_day1.JPG,0.50413,B25G46_day11_exp1B,B25G46_1B_day11.JPG,0.50099,-0.00314
3,A,A,7.5,A_7.5,20,F,A,F_A,A_7.5_20_F_A,Y4B30,Y4B30_exp3A,1,Y4B30_day1_exp3A,Y4B30_3A_day1.JPG,0.44491,Y4B30_day11_exp3A,Y4B30_3A_day11.JPG,0.50073,0.05582
1,A,A,5,A_5,30,F,A,F_A,A_5_30_F_A,G32Y87,G32Y87_exp1A,1,G32Y87_day1_exp1A,G32Y87_1A_day1.JPG,0.47414,G32Y87_day11_exp1A,G32Y87_1A_day11.JPG,0.50025,0.02611
2,A,A,7.5,A_7.5,20,F,S,F_S,A_7.5_20_F_S,Y7B44,Y7B44_exp2A,1,Y7B44_day1_exp2A,Y7B44_2A_day1.JPG,0.45808,Y7B44_day11_exp2A,Y7B44_2A_day11.JPG,0.49948,0.0414
3,A,N,0,N_0,30,F,S,F_S,CNTRL_30_F_S,B25G47,B25G47_exp3A,1,B25G47_day1_exp3A,B25G47_3A_day1.JPG,0.38025,B25G47_day11_exp3A,B25G47_3A_day11.JPG,0.49938,0.11913
2,A,A,7.5,A_7.5,30,S,S,S_S,A_7.5_30_S_S,Y23B1026,Y23B1026_exp2A,1,Y23B1026_day1_exp2A,Y23B1026_2A_day1.JPG,0.38503,Y23B1026_day11_exp2A,Y23B21_2A_day11.JPG,0.49921,0.11418
3,B,N,1.5,N_1.5,30,F,S,F_S,N_1.5_30_F_S,W4O25,W4O25_exp3B,1,W4O25_day1_exp3B,W4O25_3B_day1.JPG,0.53702,W4O25_day11_exp3B,W4O25_3B_day11.JPG,0.49909,-0.03793
2,B,A,10,A_10,20,F,A,F_A,A_10_20_F_A,R5W21,R5W21_exp2B,1,R5W21_day1_exp2B,R5W21_2B_day1.JPG,0.47827,R5W21_day11_exp2B,R5W21_2B_day11.JPG,0.49873,0.02046
2,B,N,18,N_18,30,S,S,S_S,N_18_30_S_S,R8W42,R8W42_exp2B,1,R8W42_day1_exp2B,R8W42_2B_day1.JPG,0.43877,R8W42_day11_exp2B,R8W42_2B_day11.JPG,0.49816,0.05939
2,A,A,0,A_0,20,S,A,S_A,CNTRL_20_S_A,B24G40,B24G40_exp2A,1,B24G40_day1_exp2A,B24G40_2A_day1.JPG,0.52712,B24G40_day11_exp2A,B24G40_2A_day11.JPG,0.49753,-0.02959
1,A,A,10,A_10,30,F,S,F_S,A_10_30_F_S,R12W58,R12W58_exp1A,1,R12W58_day1_exp1A,G37Y31_1A_day1.JPG,0.47969,R12W58_day11_exp1A,R12W58_1A_day11.JPG,0.49752,0.01783
1,A,N,18,N_18,20,F,A,F_A,N_18_20_F_A,R3W10,R3W10_exp1A,1,R3W10_day1_exp1A,R3W10_1A_day1.JPG,0.30323,R3W10_day11_exp1A,R3W10_1A_day11.JPG,0.4972,0.19397
2,A,A,5,A_5,20,F,A,F_A,A_5_20_F_A,G30Y76,G30Y76_exp2A,1,G30Y76_day1_exp2A,G30Y76_2A_day1.JPG,0.45835,G30Y76_day11_exp2A,G30Y76_2A_day11.JPG,0.49618,0.03783
1,B,N,1.5,N_1.5,20,F,S,F_S,N_1.5_20_F_S,G30Y79,G30Y79_exp1B,1,G30Y79_day1_exp1B,G30Y79_1B_day1.JPG,0.49973,G30Y79_day11_exp1B,G30Y79_1B_day11.JPG,0.49576,-0.00397
1,A,A,5,A_5,30,S,S,S_S,A_5_30_S_S,G37Y31,G37Y31_exp1A,1,G37Y31_day1_exp1A,G37Y31_1A_day1.JPG,0.48341,G37Y31_day11_exp1A,G37Y31_1A_day11.JPG,0.49565,0.01224
1,A,A,5,A_5,30,S,S,S_S,A_5_30_S_S,G37Y33,G37Y33_exp1A,1,G37Y33_day1_exp1A,G37Y33_1A_day1.JPG,0.512,G37Y33_day11_exp1A,G37Y33_1A_day11.JPG,0.49559,-0.01641
3,A,N,0,N_0,20,F,A,F_A,CNTRL_20_F_A,B13G2,B13G2_exp3A,1,B13G2_day1_exp3A,B13G2_3A_day1.JPG,0.4608,B13G2_day11_exp3A,B13G2_3A_day11.JPG,0.4955,0.0347
2,B,A,0,A_0,30,S,A,S_A,CNTRL_30_S_A,B34G97,B34G97_exp2B,1,B34G97_day1_exp2B,B34G97_2B_day1.JPG,0.5517,B34G97_day11_exp2B,B34G97_2B_day11.JPG,0.4951,-0.0566
1,A,N,18,N_18,30,S,A,S_A,N_18_30_S_A,R6W29,R6W29_exp1A,1,R6W29_day1_exp1A,R6W29_1A_day1.JPG,0.29788,R6W30_day11_exp1A,R6W30_1A_day11.JPG,0.49467,0.19679
1,B,N,0,N_0,30,F,A,F_A,CNTRL_30_F_A,B29G67,B29G67_exp1B,1,B29G67_day1_exp1B,B29G67_1B_day1.JPG,0.48603,B29G67_day11_exp1B,B29G67_1B_day11.JPG,0.49351,0.00748
1,B,N,18,N_18,30,F,S,F_S,N_18_30_F_S,R21W100,R21W100_exp1B,1,R21W100_day1_exp1B,R21W100_1B_day1.JPG,0.45572,R21W100_day11_exp1B,R21W100_1B_day11.JPG,0.49329,0.03757
1,B,N,18,N_18,30,F,A,F_A,N_18_30_F_A,R21W95,R21W95_exp1B,1,R21W95_day1_exp1B,R21W95_1B_day1.JPG,0.43729,R21W95_day11_exp1B,R21W95_1B_day11.JPG,0.49297,0.05568
1,B,N,18,N_18,20,S,A,S_A,N_18_20_S_A,R11W50,R11W50_exp1B,1,R11W50_day1_exp1B,R11W50_1B_day1.JPG,0.49447,R11W50_day11_exp1B,R11W50_1B_day11.JPG,0.49276,-0.00171
3,B,N,1.5,N_1.5,30,S,S,S_S,N_1.5_30_S_S,W7O33,W7O33_exp3B,1,W7O33_day1_exp3B,W7O33_3B_day1.JPG,0.36353,W7O33_day11_exp3B,W7O33_3B_day11.JPG,0.49273,0.1292
2,A,N,18,N_18,30,F,A,F_A,N_18_30_F_A,R14W70,R14W70_exp2A,1,R14W70_day1_exp2A,R14W70_2A_day1.JPG,0.42322,R14W70_day11_exp2A,R14W70_2A_day11.JPG,0.49225,0.06903
2,A,N,5,N_5,20,S,S,S_S,N_5_20_S_S,Y4B34,Y4B34_exp2A,1,Y4B34_day1_exp2A,Y4B34_2A_day1.JPG,0.48327,Y4B34_day11_exp2A,Y4B34_2A_day11.JPG,0.49206,0.00879
2,B,N,1.5,N_1.5,30,F,A,F_A,N_1.5_30_F_A,G26Y52,G26Y52_exp2B,1,G26Y52_day1_exp2B,G26Y53_2B_day1(1).JPG,0.50156,G26Y52_day11_exp2B,G26Y52_2B_day11.JPG,0.49062,-0.01094
2,A,A,7.5,A_7.5,30,F,S,F_S,A_7.5_30_F_S,Y20B21,Y20B21_exp2A,1,Y20B21_day1_exp2A,Y20B21_2A_day1.JPG,0.45493,Y20B21_day11_exp2A,Y20B21_2A_day11.JPG,0.49017,0.03524
2,B,N,18,N_18,30,S,A,S_A,N_18_30_S_A,R8W40,R8W40_exp2B,1,R8W40_day1_exp2B,R8W40_2B_day1.JPG,0.5265,R8W40_day11_exp2B,R8W40_2B_day11.JPG,0.48958,-0.03692
1,A,A,0,A_0,20,F,A,F_A,CNTRL_20_F_A,B24G38,B24G38_exp1A,1,B24G38_day1_exp1A,B24G38_1A_day1.JPG,0.50635,B24G38_day11_exp1A,B24G38_1A_day11.JPG,0.48912,-0.01723
2,A,N,1.5,N_1.5,20,S,A,S_A,N_1.5_20_S_A,G24Y40,G24Y40_exp2A,1,G24Y40_day1_exp2A,G24Y40_2A_day1.JPG,0.4497,G24Y40_day11_exp2A,G24Y40_2A_day11.JPG,0.48904,0.03934
2,B,N,18,N_18,20,F,S,F_S,N_18_20_F_S,R3W13,R3W13_exp2B,1,R3W13_day1_exp2B,R3W13_2B_day1.JPG,0.51048,R3W13_day11_exp2B,R3W13_2B_day11.JPG,0.48806,-0.02242
1,B,A,5,A_5,30,S,A,S_A,A_5_30_S_A,Y12B62,Y12B62_exp1B,1,Y12B62_day1_exp1B,Y12B62_1B_day1.JPG,0.48708,Y12B62_day11_exp1B,Y12B62_1B_day11.JPG,0.48802,0.00094
1,A,N,1.5,N_1.5,20,S,S,S_S,N_1.5_20_S_S,G31Y84,G31Y84_exp1A,1,G31Y84_day1_exp1A,G31Y84_1A_day1.JPG,0.57308,G31Y84_day11_exp1A,G31Y84_1A_day11.JPG,0.4866,-0.08648
3,A,A,10,A_10,20,F,S,F_S,A_10_20_F_S,R11W53,R11W53_exp3A,1,R11W53_day1_exp3A,R11W53_3A_day1.JPG,0.52132,R11W53_day11_exp3A,R11W53_3A_day11.JPG,0.48592,-0.0354
1,A,N,5,N_5,20,S,S,S_S,N_5_20_S_S,Y10B54,Y10B54_exp1A,1,Y10B54_day1_exp1A,Y10B54_1A_day1.JPG,0.33873,Y10B54_day11_exp1A,Y10B54_1A_day11.JPG,0.48563,0.1469
3,B,A,7.5,A_7.5,20,S,A,S_A,A_7.5_20_S_A,O14Y20,O14Y20_exp3B,1,O14Y20_day1_exp3B,O14Y20_3B_day1.JPG,0.50343,O14Y20_day11_exp3B,O14Y20_3B_day11.JPG,0.48506,-0.01837
1,B,N,0,N_0,20,S,S,S_S,CNTRL_20_S_S,B23G36,B23G36_exp1B,1,B23G36_day1_exp1B,B23G36_1B_day1.JPG,0.42774,B23G36_day11_exp1B,B23G36_1B_day11.JPG,0.48416,0.05642
2,A,N,0,N_0,30,F,S,F_S,CNTRL_30_F_S,B25G47,B25G47_exp2A,1,B25G47_day1_exp2A,B25G47_2A_day1.JPG,0.48027,B25G47_day11_exp2A,B25G47_2A_day11.JPG,0.48377,0.0035
3,A,A,5,A_5,30,S,S,S_S,A_5_30_S_S,G38Y37,G38Y37_exp3A,1,G38Y37_day1_exp3A,G38Y37_3A_day1.JPG,0.40339,G38Y37_day11_exp3A,G38Y37_3A_day11.JPG,0.48346,0.08007
2,A,N,5,N_5,20,F,S,F_S,N_5_20_F_S,Y3B29,Y3B29_exp2A,1,Y3B29_day1_exp2A,Y3B29_2A_day1.JPG,0.38047,Y3B29_day11_exp2A,Y3B29_2A_day11.JPG,0.48334,0.10287
3,B,A,10,A_10,30,F,A,F_A,A_10_30_F_A,W16O77,W16O77_exp3B,1,W16O77_day1_exp3B,W15O72_3B_day1.JPG,0.47313,W16O77_day11_exp3B,W15O72_3B_day11.JPG,0.48287,0.00974
3,B,N,18,N_18,20,F,S,F_S,N_18_20_F_S,O17W17,O17W17_exp3B,1,O17W17_day1_exp3B,O17W17_3B_day1.JPG,0.50332,O17W17_day11_exp3B,O17W17_3B_day11.JPG,0.48256,-0.02076
1,A,A,5,A_5,20,F,A,F_A,A_5_20_F_A,G36Y22,G36Y22_exp1A,1,G36Y22_day1_exp1A,G36Y22_1A_day1.JPG,0.56393,G36Y22_day11_exp1A,G36Y22_1A_day11.JPG,0.48239,-0.08154
1,A,N,0,N_0,30,F,S,F_S,CNTRL_30_F_S,B27G57,B27G57_exp1A,1,B27G57_1A_day1_exp1A,B27G57_1A_day1.JPG,0.40445,B27G57_day11_exp1A,B27G57_1A_day11.JPG,0.48234,0.07789
1,A,N,1.5,N_1.5,20,S,S,S_S,N_1.5_20_S_S,G31Y85,G31Y85_exp1A,1,G31Y85_day1_exp1A,G31Y85_1A_day1.JPG,0.54457,G31Y85_day11_exp1A,G31Y85_1A_day11.JPG,0.48173,-0.06284
1,B,N,5,N_5,20,S,A,S_A,N_5_20_S_A,Y13B70,Y13B70_exp1B,1,Y13B70_day1_exp1B,Y13B70_1B_day1.JPG,0.45395,Y13B70_day11_exp1B,Y13B70_1B_day11.JPG,0.48165,0.0277
2,A,N,18,N_18,20,F,S,F_S,N_18_20_F_S,R1W7,R1W7_exp2A,1,R1W7_day1_exp2A,R1W7_2A_day1.JPG,0.51926,R1W7_day11_exp2A,R1W7_2A_day11.JPG,0.48125,-0.03801
1,B,A,5,A_5,20,F,S,F_S,A_5_20_F_S,G35Y23,G35Y23_exp1B,1,G35Y23_day1_exp1B,G35Y23_1B_day1.JPG,0.46411,G35Y23_day11_exp1B,G35Y23_1B_day11.JPG,0.48039,0.01628
3,A,N,0,N_0,20,F,S,F_S,CNTRL_20_F_S,B13G13,B13G13_exp3A,1,B13G13_day1_exp3A,B13G13_3A_day1.JPG,0.4817,B13G13_day11_exp3A,B13G13_3A_day11.JPG,0.48027,-0.00143
1,B,A,10,A_10,20,F,S,F_S,A_10_20_F_S,R13W65,R13W65_exp1B,1,R13W65_day1_exp1B,R13W65_1B_day1.JPG,0.5337,R13W65_day11_exp1B,R13W65_1B_day11.JPG,0.47995,-0.05375
3,B,A,5,A_5,30,F,S,F_S,A_5_30_F_S,W8O39,W8O39_exp3B,1,W8O39_day1_exp3B,W8O39_3B_day1.JPG,0.57064,W8O39_day11_exp3B,W8O39_3B_day11.JPG,0.47949,-0.09115
1,B,A,10,A_10,30,S,A,S_A,A_10_30_S_A,R15W75,R15W75_exp1B,1,R15W75_day1_exp1B,R15W75_1B_day1.JPG,0.55859,R15W75_day11_exp1B,R15W75_1B_day11.JPG,0.47912,-0.07947
3,A,A,10,A_10,30,F,S,F_S,A_10_30_F_S,R17W84,R17W84_exp3A,1,R17W84_day1_exp3A,R17W84_3A_day1.JPG,0.45156,R17W84_day11_exp3A,R17W84_3A_day11.JPG,0.47895,0.02739
3,A,N,1.5,N_1.5,30,F,S,F_S,N_1.5_30_F_S,G33Y100,G33Y100_exp3A,1,G33Y100_day1_exp3A,G33Y100_3A_day1.JPG,0.34356,G33Y100_day11_exp3A,G33Y1_3A_day11.JPG,0.47889,0.13533
1,B,A,0,A_0,30,F,S,F_S,CNTRL_30_F_S,B13G13,B13G13_exp1B,1,B13G13_day1_exp1B,B13G13_1B_day1.JPG,0.45258,B13G13_day11_exp1B,B13G13_1B_day11.JPG,0.47878,0.0262
1,A,A,10,A_10,20,S,S,S_S,A_10_20_S_S,R8W42,R8W42_exp1A,1,R8W42_day1_exp1A,R8W42_1A_day1.JPG,0.52415,R8W42_day11_exp1A,R8W42_1A_day11.JPG,0.47865,-0.0455
1,A,A,10,A_10,30,S,A,S_A,A_10_30_S_A,R20W87,R20W87_exp1A,1,R20W87_day1_exp1A,R12W56_1A_day1.JPG,0.28133,R20W87_day11_exp1A,R20W87_1A_day11.JPG,0.47849,0.19716
1,A,N,5,N_5,30,S,S,S_S,N_5_30_S_S,Y14B78,Y14B78_exp1A,1,Y14B78_day1_exp1A,Y14B78_1A_day1.JPG,0.42542,Y14B78_day11_exp1A,Y14B78_1A_day11.JPG,0.4783,0.05288
1,A,A,0,A_0,30,F,S,F_S,CNTRL_30_F_S,B31G82,B31G82_exp1A,1,B31G82_day1_exp1A,B31G82_1A_day1.JPG,0.53367,B31G82_day11_exp1A,B31G81_1A_day11.JPG,0.47829,-0.05538
1,B,N,5,N_5,20,S,A,S_A,N_5_20_S_A,Y13B71,Y13B71_exp1B,1,Y13B71_day1_exp1B,Y13B71_1B_day1.JPG,0.45475,Y13B71_day11_exp1B,Y13B71_1B_day11.JPG,0.47823,0.02348
3,B,A,7.5,A_7.5,30,S,S,S_S,A_7.5_30_S_S,W14O64,W14O64_exp3B,1,W14O64_day1_exp3B,W14O64_3B_day1.JPG,0.42069,W14O64_day11_exp3B,W13O58_3B_day11.JPG,0.47817,0.05748
2,B,A,7.5,A_7.5,30,S,S,S_S,A_7.5_30_S_S,Y21B6232,Y21B6232_exp2B,1,Y21B6232_day1_exp2B,Y21B62_2B_day1.JPG,0.49065,Y21B6232_day11_exp2B,Y21B62_2B_day11.JPG,0.47802,-0.01263
1,B,N,1.5,N_1.5,30,F,S,F_S,N_1.5_30_F_S,G23Y2129,G23Y2129_exp1B,1,G23Y2129_day1_exp1B,G23Y21_1B_day1.JPG,0.41414,G23Y2129_day11_exp1B,G23Y1819_1B_day11.JPG,0.47756,0.06342
2,B,A,5,A_5,30,S,S,S_S,A_5_30_S_S,G31Y83,G31Y83_exp2B,1,G31Y83_day1_exp2B,G31Y83_2B_day1.JPG,0.50971,G31Y83_day11_exp2B,G31Y83_2B_day11.JPG,0.47657,-0.03314
3,B,N,1.5,N_1.5,30,F,A,F_A,N_1.5_30_F_A,W5O28,W5O28_exp3B,1,W5O28_day1_exp3B,W5O28_3B_day1.JPG,0.50143,W5O28_day11_exp3B,W5O28_3B_day11.JPG,0.47643,-0.025
3,B,A,7.5,A_7.5,30,S,A,S_A,A_7.5_30_S_A,W13O60,W13O60_exp3B,1,W13O60_day1_exp3B,W13O60_3B_day1.JPG,0.55002,W13O60_day11_exp3B,W12O55_3B_day11.JPG,0.47605,-0.07397
2,A,N,0,N_0,30,S,A,S_A,CNTRL_30_S_A,B26G50,B26G50_exp2A,1,B26G50_day1_exp2A,B26G50_2A_day1.JPG,0.47404,B26G50_day11_exp2A,B26G50_2A_day11.JPG,0.47566,0.00162
1,B,N,5,N_5,30,F,A,F_A,N_5_30_F_A,Y7B41,Y7B41_exp1B,1,Y7B41_day1_exp1B,Y7B41_1B_day1.JPG,0.5122,Y7B41_day11_exp1B,Y7B41_1B_day11.JPG,0.47546,-0.03674
2,B,N,18,N_18,30,S,S,S_S,N_18_30_S_S,R8W44,R8W44_exp2B,1,R8W44_day1_exp2B,R8W44_2B_day1.JPG,0.48504,R8W44_day11_exp2B,R8W44_2B_day11.JPG,0.47503,-0.01001
2,A,A,10,A_10,20,F,A,F_A,A_10_20_F_A,R11W51,R11W51_exp2A,1,R11W51_day1_exp2A,R11W51_2A_day1.JPG,0.3909,R11W51_day11_exp2A,R11W51_2A_day11.JPG,0.47151,0.08061
2,B,N,0,N_0,20,F,S,F_S,CNTRL_20_F_S,B14G20,B14G20_exp2B,1,B14G20_day1_exp2B,B14G20_2B_day1.JPG,0.42969,B14G20_day11_exp2B,B14G20_2B_day11.JPG,0.47135,0.04166
2,A,A,7.5,A_7.5,20,S,A,S_A,A_7.5_20_S_A,Y8B46,Y8B46_exp2A,1,Y8B46_day1_exp2A,Y8B46_2A_day1.JPG,0.41994,Y8B46_day11_exp2A,Y8B46_2A_day11.JPG,0.4711,0.05116
1,B,A,7.5,A_7.5,30,F,A,F_A,A_7.5_30_F_A,Y3B25,Y3B25_exp1B,1,Y3B25_day1_exp1B,Y3B25_1B_day1.JPG,0.44897,Y3B25_day11_exp1B,Y3B25_1B_day11.JPG,0.47087,0.0219
1,B,N,0,N_0,20,F,S,F_S,CNTRL_20_F_S,B22G30,B22G30_exp1B,1,B22G30_day1_exp1B,B22G30_1B_day1.JPG,0.38755,B22G30_day11_exp1B,B22G30_1B_day11.JPG,0.47085,0.0833
2,A,A,5,A_5,30,S,A,S_A,A_5_30_S_A,G38Y35,G38Y35_exp2A,1,G38Y35_day1_exp2A,G38Y35_2A_day1.JPG,0.50602,G38Y35_day11_exp2A,G38Y35_2A_day11.JPG,0.47085,-0.03517
1,A,A,10,A_10,20,S,A,S_A,A_10_20_S_A,R8W41,R8W41_exp1A,1,R8W41_day1_exp1A,R8W41_1A_day1.JPG,0.50733,R8W41_day11_exp1A,R8W41_1A_day11.JPG,0.47072,-0.03661
1,B,A,10,A_10,30,F,S,F_S,A_10_30_F_S,R1W6,R1W6_exp1B,1,R1W6_day1_exp1B,R1W6_1B_day1.JPG,0.4908,R1W6_day11_exp1B,R1W6_1B_day11.JPG,0.4703,-0.0205
2,A,A,5,A_5,30,F,S,F_S,A_5_30_F_S,G35Y23,G35Y23_exp2A,1,G35Y23_day1_exp2A,G35Y23_2A_day1.JPG,0.44176,G35Y23_day11_exp2A,G35Y23_2A_day11.JPG,0.47011,0.02835
3,B,A,5,A_5,20,S,S,S_S,A_5_20_S_S,O11G25,O11G25_exp3B,1,O11G25_day1_exp3B,O13Y7_3B_day1.JPG,0.30986,O11G25_day11_exp3B,O11G25_3B_day11.JPG,0.46883,0.15897
1,A,N,18,N_18,20,S,S,S_S,N_18_20_S_S,R5W24,R5W24_exp1A,1,R5W24_day1_exp1A,R5W24_1A_day1.JPG,0.49927,R5W24_day11_exp1A,R5W24_1A_day11.JPG,0.46845,-0.03082
2,A,A,7.5,A_7.5,30,S,A,S_A,A_7.5_30_S_A,Y23B2009,Y23B2009_exp2A,1,Y23B2009_day1_exp2A,Y23B2009_2A_day1.JPG,0.35915,Y23B2009_day11_exp2A,Y23B99_2A_day11.JPG,0.468,0.10885
1,A,N,18,N_18,20,S,S,S_S,N_18_20_S_S,R5W26,R5W26_exp1A,1,R5W26_day1_exp1A,R5W26_1A_day1.JPG,0.51561,R5W26_day11_exp1A,R5W26_1A_day11.JPG,0.46785,-0.04776
2,A,N,1.5,N_1.5,30,S,S,S_S,N_1.5_30_S_S,G34Y10,G34Y10_exp2A,1,G34Y10_day1_exp2A,G34Y10_2A_day1.JPG,0.50252,G34Y10_day11_exp2A,G34Y10_2A_day11.JPG,0.46773,-0.03479
1,A,N,5,N_5,30,F,S,F_S,N_5_30_F_S,Y2B15,Y2B15_exp1A,1,Y2B15_day1_exp1A,Y2B15_1A_day1.JPG,0.44306,Y2B15_day11_exp1A,Y2B15_1A_day11.JPG,0.46771,0.02465
2,B,N,18,N_18,30,F,S,F_S,N_18_30_F_S,R7W39,R7W39_exp2B,1,R7W39_day1_exp2B,R7W39_2B_day1.JPG,0.51816,R7W39_day11_exp2B,R7W39_2B_day11.JPG,0.4677,-0.05046
3,B,A,5,A_5,30,F,A,F_A,A_5_30_F_A,W8O36,W8O36_exp3B,1,W8O36_day1_exp3B,W8O36_3B_day1.JPG,0.42147,W8O36_day11_exp3B,W8O36_3B_day11.JPG,0.46766,0.04619
3,A,A,0,A_0,30,F,S,F_S,CNTRL_30_F_S,B28G63,B28G63_exp3A,1,B28G63_day1_exp3A,B28G63_3A_day1.JPG,0.45753,B28G63_day11_exp3A,B28G63_3A_day11.JPG,0.46737,0.00984
1,B,N,5,N_5,30,S,S,S_S,N_5_30_S_S,Y8B48,Y8B48_exp1B,1,Y8B48_day1_exp1B,Y8B48_1B_day1.JPG,0.45511,Y8B48_day11_exp1B,Y8B48_1B_day11.JPG,0.4673,0.01219
2,A,A,5,A_5,30,S,S,S_S,A_5_30_S_S,G38Y38,G38Y38_exp2A,1,G38Y38_day1_exp2A,G38Y38_2A_day1.JPG,0.41787,G38Y38_day11_exp2A,G38Y38_2A_day11.JPG,0.46672,0.04885
1,B,N,0,N_0,30,F,A,F_A,CNTRL_30_F_A,B29G65,B29G65_exp1B,1,B29G65_day1_exp1B,B29G65_1B_day1.JPG,0.4526,B29G65_day11_exp1B,B29G65_1B_day11.JPG,0.46657,0.01397
1,B,N,1.5,N_1.5,30,F,A,F_A,N_1.5_30_F_A,G23Y2820,G23Y2820_exp1B,1,G23Y2820_day1_exp1B,G23Y28_1B_day1.JPG,0.42152,G23Y2820_day11_exp1B,G23Y2129_1B_day11.JPG,0.46651,0.04499
2,B,A,5,A_5,20,F,A,F_A,A_5_20_F_A,G36Y25,G36Y25_exp2B,1,G36Y25_day1_exp2B,G36Y25_2B_day1.JPG,0.4131,G36Y25_day11_exp2B,G36Y25_2B_day11.JPG,0.46629,0.05319
2,A,A,7.5,A_7.5,30,F,S,F_S,A_7.5_30_F_S,Y20B17,Y20B17_exp2A,1,Y20B17_day1_exp2A,Y20B17_2A_day1.JPG,0.47825,Y20B17_day11_exp2A,Y20B17_2A_day11.JPG,0.46595,-0.0123
1,B,N,5,N_5,20,F,S,F_S,N_5_20_F_S,Y5B39,Y5B39_exp1B,1,Y5B39_day1_exp1B,Y5B39_1B_day1.JPG,0.54296,Y5B39_day11_exp1B,Y5B39_1B_day11.JPG,0.46582,-0.07714
1,B,N,18,N_18,20,F,A,F_A,N_18_20_F_A,R10W45,R10W45_exp1B,1,R10W45_day1_exp1B,R10W45_1B_day1.JPG,0.43628,R10W45_day11_exp1B,R10W45_1B_day11.JPG,0.46542,0.02914
3,B,N,5,N_5,30,F,A,F_A,N_5_30_F_A,W10O45,W10O45_exp3B,1,W10O45_day1_exp3B,W10O45_3B_day1.JPG,0.40541,W10O45_day11_exp3B,W10O45_3B_day11.JPG,0.46495,0.05954
1,B,N,1.5,N_1.5,20,S,A,S_A,N_1.5_20_S_A,G34Y4,G34Y4_exp1B,1,G34Y4_day1_exp1B,G34Y4_1B_day1.JPG,0.47333,G34Y4_day11_exp1B,G34Y4_1B_day11.JPG,0.46342,-0.00991
3,A,A,7.5,A_7.5,20,F,A,F_A,A_7.5_20_F_A,Y3B29,Y3B29_exp3A,1,Y3B29_day1_exp3A,Y3B29_3A_day1.JPG,0.51369,Y3B29_day11_exp3A,Y3B29_3A_day11.JPG,0.46323,-0.05046
2,A,N,0,N_0,20,F,A,F_A,CNTRL_20_F_A,B13G8,B13G8_exp2A,1,B13G8_day1_exp2A,B13G8_2A_day1.JPG,0.47674,B13G8_day11_exp2A,B13G8_2A_day11.JPG,0.46312,-0.01362
1,B,N,1.5,N_1.5,30,F,A,F_A,N_1.5_30_F_A,G23Y1819,G23Y1819_exp1B,1,G23Y1819_day1_exp1B,G23Y18_1B_day1.JPG,0.41295,G23Y1819_day11_exp1B,G23Y0517_1B_day11.JPG,0.46289,0.04994
1,A,N,1.5,N_1.5,30,F,A,F_A,N_1.5_30_F_A,G28Y63,G28Y63_exp1A,1,G28Y63_day1_exp1A,G27Y56_1A_day1.JPG,0.35974,G28Y63_day11_exp1A,G28Y63_1A_day11.JPG,0.46213,0.10239
2,A,A,0,A_0,30,S,S,S_S,CNTRL_30_S_S,B29G71,B29G71_exp2A,1,B29G71_day1_exp2A,B29G71_2A_day1.JPG,0.43379,B29G71_day11_exp2A,B29G71_2A_day11.JPG,0.46206,0.02827
2,A,A,10,A_10,30,S,A,S_A,A_10_30_S_A,R21W94,R21W94_exp2A,1,R21W94_day1_exp2A,R21W94_2A_day1.JPG,0.39547,R21W94_day11_exp2A,R21W94_2A_day11.JPG,0.46195,0.06648
3,A,A,7.5,A_7.5,30,F,S,F_S,A_7.5_30_F_S,Y13B73,Y13B73_exp3A,1,Y13B73_day1_exp3A,Y13B73_3A_day1.JPG,0.39837,Y13B73_day11_exp3A,Y13B73_3A_day1.JPG,0.46193,0.06356
2,A,A,10,A_10,30,S,S,S_S,A_10_30_S_S,R21W55,R21W55_exp2A,1,R21W55_day1_exp2A,R21W55_2A_day1.JPG,0.45256,R21W55_day11_exp2A,R21W55_2A_day11.JPG,0.46181,0.00925
2,B,A,5,A_5,30,F,S,F_S,A_5_30_F_S,G29Y73,G29Y73_exp2B,11,G29Y73_day1_exp2B,G29Y73_2B_day1.JPG,0.46959,G29Y73_day11_exp2B,G29Y73_2B_day11.JPG,0.46089,-0.0087
