beetag_exprun,resp_rate,red_delta,log_PAM_delta,treat_ID,dose,temp,sym_state,e_coli_plate,col_num
R15W77_exp3A,-0.00294,-0.01685,0.038,N_18_30_S,18,30,S,1,237
R17W85_exp1B,-0.00277,-0.14738,0.148,N_18_30_S,18,30,S,1,173
Y3B27_exp2A,-0.00416,-0.02568,0.219,N_5_20_A,5,20,A,1,226
Y1B8_exp2B,-0.00154,0.04138,-0.384,N_5_20_A,5,20,A,1,192
O12Y2_exp3B,-0.00434,0.05408,0.083,N_5_20_A,5,20,A,1,242
Y1B5_exp1A,-0.00522,0.06303,0.139,N_5_20_A,5,20,A,1,168
Y5B36_exp1B,-0.00243,-0.08082,0.212,N_5_20_A,5,20,A,1,169
Y1B12_exp2B,-0.00248,0.02315,-0.407,N_5_20_S,5,20,S,1,223
Y3B29_exp2A,-0.00519,0.10287,0.286,N_5_20_S,5,20,S,1,206
Y5B39_exp1B,-0.00484,-0.07714,0.199,N_5_20_S,5,20,S,1,171
Y1B12_exp1A,-0.00391,0.06514,-0.19,N_5_20_S,5,20,S,1,153
O12Y5_exp3B,NA,-0.11416,-0.047,N_5_20_S,5,20,S,1,256
Y4B31_exp2A,-0.00308,0.07547,0.111,N_5_20_A,5,20,A,1,204
Y5B36_exp2B,-0.00664,0.07293,0.064,N_5_20_A,5,20,A,1,209
Y10B50_exp1A,NA,-0.05951,0.027,N_5_20_A,5,20,A,1,168
Y13B72_exp1B,-0.00572,0.0152,0.222,N_5_20_A,5,20,A,1,184
O13Y8_exp3B,-0.0064,-0.17495,0.094,N_5_20_A,5,20,A,1,244
Y4B34_exp2A,-0.00551,0.00879,-0.124,N_5_20_S,5,20,S,1,208
Y10B54_exp1A,-0.00616,0.1469,0.048,N_5_20_S,5,20,S,1,157
Y13B74_exp1B,-0.00353,0.03131,-0.003,N_5_20_S,5,20,S,1,172
O13Y11_exp3B,-0.00498,0.06631,0.027,N_5_20_S,5,20,S,1,252
Y5B39_exp2B,-0.00634,0.02388,0.031,N_5_20_S,5,20,S,1,225
Y7B41_exp1B,-0.00584,-0.03674,-0.06,N_5_30_A,5,30,A,1,170
Y2B13_exp1A,-0.00357,-0.07,0.303,N_5_30_A,5,30,A,1,168
Y14B76_exp2B,-0.00258,-0.04019,-0.204,N_5_30_A,5,30,A,1,197
W11O49_exp3B,-0.00472,0.00455,0.364,N_5_30_S,5,30,S,1,246
Y12B67_exp2A,-0.00654,-0.04048,-0.401,N_5_30_S,5,30,S,1,207
Y2B24_exp1A,-0.00456,0.04645,-0.137,N_5_30_S,5,30,S,1,153
Y7B44_exp1B,-0.00505,0.01943,0.058,N_5_30_S,5,30,S,1,171
Y8B47_exp3A,-0.00628,-0.19152,0.181,N_5_30_S,5,30,S,1,237
Y14B79_exp2B,-0.003,-0.04353,-0.427,N_5_30_S,5,30,S,1,223
W11O47_exp3B,-0.00402,-0.02729,-0.141,N_5_30_S,5,30,S,1,242
Y12B63_exp3A,-0.00357,0.02902,0.107,N_5_30_A,5,30,A,1,237
Y15B82_exp2B,-0.00394,-0.00355,0.163,N_5_30_A,5,30,A,1,212
Y14B75_exp1A,-0.00466,-0.0363,0.119,N_5_30_A,5,30,A,1,162
Y13B72_exp2A,-0.00229,-0.02372,-0.031,N_5_30_A,5,30,A,1,231
Y8B47_exp1B,-0.0041,-0.03808,-0.119,N_5_30_A,5,30,A,1,184
Y14B78_exp1A,-0.00367,0.05288,NA,N_5_30_S,5,30,S,1,155
Y8B49_exp1B,-0.00425,-0.00098,0.094,N_5_30_S,5,30,S,1,173
Y13B74_exp2A,-0.00496,-0.00606,-0.32,N_5_30_S,5,30,S,1,218
W12O52_exp3B,-0.00794,0.07918,0.294,N_5_30_S,5,30,S,1,244
B22G27_exp1B,NA,0.03341,0.149,CNTRL_20_F_,0,20,F,NA,160
B13G2_exp2A,NA,-0.01225,-0.358,CNTRL_20_F_,0,20,F,NA,174
B13G3_exp3A,NA,-0.02283,-0.154,CNTRL_20_F_,0,20,F,NA,237
O17W33_exp3B,NA,-0.15825,-0.168,CNTRL_20_F_,0,20,F,NA,256
B14G20_exp2B,NA,0.04166,-0.403,CNTRL_20_F_,0,20,F,NA,202
B22G30_exp1B,NA,0.0833,0.143,CNTRL_20_F_,0,20,F,NA,160
O1B3_exp3B,NA,-0.0008,-0.085,CNTRL_20_F_,0,20,F,NA,251
B14G17_exp1A,NA,-0.05876,0.151,CNTRL_20_F_,0,20,F,NA,142
B23G34_exp1B,NA,0.02878,0.394,CNTRL_20_S_,0,20,S,NA,171
B22G28_exp2A,NA,0.00076,0.273,CNTRL_20_S_,0,20,S,NA,187
B22G28_exp3A,NA,0.04954,0.079,CNTRL_20_S_,0,20,S,NA,227
B22G29_exp2A,NA,-0.04237,-0.329,CNTRL_20_S_,0,20,S,NA,202
B15G22_exp1A,NA,0.00918,0.052,CNTRL_20_S_,0,20,S,NA,168
O2B12_exp3B,NA,-0.06121,-0.533,CNTRL_20_S_,0,20,S,NA,257
O22W48_exp3B,NA,0.07139,NA,CNTRL_20_S_,0,20,S,NA,252
B15G26_exp2B,NA,0.06337,0.03,CNTRL_20_S_,0,20,S,NA,224
B15G26_exp1A,NA,-0.10801,0.19,CNTRL_20_S_,0,20,S,NA,153
W17O83_exp3B,NA,-0.02474,NA,CNTRL_30_F_,0,30,F,NA,249
B29G65_exp1B,NA,0.01397,-0.006,CNTRL_30_F_,0,30,F,NA,170
B25G44_exp2A,NA,0.0074,0.018,CNTRL_30_F_,0,30,F,NA,201
B25G45_exp3A,NA,0.0129,-0.006,CNTRL_30_F_,0,30,F,NA,237
B31G79_exp2B,NA,0.04081,-0.076,CNTRL_30_F_,0,30,F,NA,174
B27G55_exp1A,NA,-0.03393,0.129,CNTRL_30_F_,0,30,F,NA,142
B26G50_exp2A,NA,0.00162,0.149,CNTRL_30_S_,0,30,S,NA,230
W2O12_exp3B,NA,-0.05324,0.019,CNTRL_30_S_,0,30,S,NA,243
B32G85_exp1B,NA,-0.04383,0.005,CNTRL_30_S_,0,30,S,NA,184
B26G49_exp3A,NA,-0.02184,0.039,CNTRL_30_S_,0,30,S,NA,237
B30G74_exp1A,NA,0.03632,0.125,CNTRL_30_S_,0,30,S,NA,152
W20O88_exp3B,NA,-0.06611,NA,CNTRL_30_S_,0,30,S,NA,252
B32G85_exp2B,NA,-0.0542,-0.095,CNTRL_30_S_,0,30,S,NA,188
B28G58_exp3A,NA,-0.0064,0.029,CNTRL_30_S_,0,30,S,NA,235
G30Y77_exp1B,NA,0.02123,0.3,N_1.5_20_A,1.5,20,A,NA,183
G23Y2129_exp3A,NA,0.00776,-0.063,N_1.5_20_A,1.5,20,A,NA,237
O4B25_exp3B,NA,-0.03686,NA,N_1.5_20_A,1.5,20,A,NA,250
G23Y2820_exp2A,NA,-0.08808,-0.452,N_1.5_20_A,1.5,20,A,NA,226
O5G4_exp3B,NA,-0.01822,-0.112,N_1.5_20_S,1.5,20,S,NA,251
G29Y72_exp1A,NA,-0.02195,-0.036,N_1.5_20_S,1.5,20,S,NA,142
G25Y48_exp2B,NA,-0.0636,-0.02,N_1.5_20_S,1.5,20,S,NA,205
O8G13_exp3B,NA,-0.00437,-0.114,N_1.5_20_A,1.5,20,A,NA,257
G24Y40_exp2A,NA,0.03934,0.343,N_1.5_20_A,1.5,20,A,NA,187
G34Y4_exp1B,NA,-0.00991,0.032,N_1.5_20_A,1.5,20,A,NA,171
G27Y57_exp2B,NA,0.04672,-0.509,N_1.5_20_A,1.5,20,A,NA,185
G24Y42_exp3A,NA,0.01048,0.017,N_1.5_20_A,1.5,20,A,NA,237
G31Y84_exp1A,NA,-0.08648,-0.13,N_1.5_20_S,1.5,20,S,NA,160
O8G12_exp3B,NA,-0.02829,0.061,N_1.5_20_S,1.5,20,S,NA,252
G23Y1819_exp1B,NA,0.04994,-0.088,N_1.5_30_A,1.5,30,A,NA,170
G33Y95_exp2A,NA,0.1249,-0.09,N_1.5_30_A,1.5,30,A,NA,201
G33Y95_exp3A,NA,-0.07315,-0.109,N_1.5_30_A,1.5,30,A,NA,237
W4O25_exp3B,NA,-0.03793,NA,N_1.5_30_S,1.5,30,S,NA,252
W5O26_exp3B,NA,0.01824,-0.013,N_1.5_30_S,1.5,30,S,NA,251
G28Y65_exp1A,NA,0.02446,0.173,N_1.5_30_S,1.5,30,S,NA,148
G28Y67_exp1A,NA,-0.27318,-0.099,N_1.5_30_S,1.5,30,S,NA,153
G26Y53_exp2B,NA,-0.08522,-0.3,N_1.5_30_S,1.5,30,S,NA,206
G24Y41_exp1B,NA,0.01583,0.298,N_1.5_30_A,1.5,30,A,NA,171
G34Y5_exp2A,NA,-0.03589,0.249,N_1.5_30_A,1.5,30,A,NA,230
G34Y3_exp3A,NA,0.02759,0.173,N_1.5_30_A,1.5,30,A,NA,230
W7O31_exp3B,NA,-0.08826,0.133,N_1.5_30_A,1.5,30,A,NA,238
G28Y65_exp2B,NA,0.00862,-0.504,N_1.5_30_S,1.5,30,S,NA,208
W7O33_exp3B,NA,0.1292,-0.54,N_1.5_30_S,1.5,30,S,NA,247
G25Y49_exp1A,NA,0.05646,-0.171,N_1.5_30_S,1.5,30,S,NA,157
G24Y44_exp1B,NA,-0.0517,0.121,N_1.5_30_S,1.5,30,S,NA,173
O15Y25_exp3B,NA,0.01412,NA,N_18_20_A,18,20,A,NA,252
R10W47_exp1B,NA,-0.03289,-0.022,N_18_20_A,18,20,A,NA,183
R17W85_exp3A,NA,0.02798,NA,N_18_20_A,18,20,A,NA,241
R1W6_exp2A,NA,-0.01349,-0.026,N_18_20_A,18,20,A,NA,226
R1W3_exp3A,NA,0.03606,-0.072,N_18_20_A,18,20,A,NA,237
R1W5_exp2A,NA,0.03954,0.278,N_18_20_A,18,20,A,NA,199
R1W2_exp3A,NA,-0.04068,-0.134,N_18_20_A,18,20,A,NA,225
O17W14_exp3B,NA,-0.00661,0.143,N_18_20_A,18,20,A,NA,238
O17W17_exp3B,NA,-0.02076,-0.064,N_18_20_S,18,20,S,NA,251
R3W11_exp2B,NA,0.06857,0.067,N_18_20_S,18,20,S,NA,174
R3W11_exp1A,NA,-0.05805,-0.229,N_18_20_S,18,20,S,NA,142
O17W15_exp3B,NA,-0.01461,0.152,N_18_20_S,18,20,S,NA,242
R1W6_exp3A,NA,-0.04473,-0.423,N_18_20_S,18,20,S,NA,239
O17W20_exp3B,NA,-0.12453,-0.163,N_18_20_S,18,20,S,NA,246
R1W5_exp3A,NA,0.02895,-0.14,N_18_20_S,18,20,S,NA,237
R11W50_exp1B,NA,-0.00171,0.181,N_18_20_A,18,20,A,NA,166
R10W45_exp3A,NA,-0.00827,-0.18,N_18_20_A,18,20,A,NA,229
R10W46_exp2A,NA,0.04036,0.035,N_18_20_A,18,20,A,NA,205
O20W34_exp3B,NA,0.03679,0.03,N_18_20_A,18,20,A,NA,238
R10W46_exp3A,NA,0.02201,-0.155,N_18_20_A,18,20,A,NA,237
R4W20_exp2B,NA,0.00924,-0.366,N_18_20_S,18,20,S,NA,208
R5W24_exp1A,NA,-0.03082,0.076,N_18_20_S,18,20,S,NA,150
O20W36_exp3B,NA,-0.11701,-0.037,N_18_20_S,18,20,S,NA,250
O20W37_exp3B,NA,-0.05054,0.209,N_18_20_S,18,20,S,NA,252
R10W47_exp3A,NA,0.04851,-0.084,N_18_20_S,18,20,S,NA,237
O20W35_exp3B,NA,-0.00841,0.162,N_18_20_S,18,20,S,NA,244
R10W48_exp3A,NA,-0.22243,-0.545,N_18_20_S,18,20,S,NA,239
W14O66_exp3B,NA,0.10388,NA,N_18_30_A,18,30,A,NA,254
R21W95_exp1B,NA,0.05568,-0.072,N_18_30_A,18,30,A,NA,170
R14W70_exp2A,NA,0.06903,0.042,N_18_30_A,18,30,A,NA,186
R13W67_exp3A,NA,-0.07345,-0.53,N_18_30_A,18,30,A,NA,241
R7W35_exp2B,NA,0.12898,-0.154,N_18_30_A,18,30,A,NA,168
R7W39_exp2B,NA,-0.05046,-0.153,N_18_30_S,18,30,S,NA,223
R4W20_exp1A,NA,0.07137,0.061,N_18_30_S,18,30,S,NA,149
W15O70_exp3B,NA,0.07809,-0.55,N_18_30_S,18,30,S,NA,249
R14W72_exp3A,NA,-0.04093,-0.035,N_18_30_S,18,30,S,NA,237
R17W80_exp1B,NA,-0.04722,-0.003,N_18_30_A,18,30,A,NA,167
W15O72_exp3B,NA,-0.03676,-0.013,N_18_30_A,18,30,A,NA,257
R15W75_exp3A,NA,0.05154,-0.048,N_18_30_A,18,30,A,NA,232
R17W82_exp1B,NA,0.00721,0.194,N_18_30_A,18,30,A,NA,177
R15W76_exp2A,NA,0.01468,-0.104,N_18_30_A,18,30,A,NA,209
R8W42_exp2B,NA,0.05939,-0.218,N_18_30_S,18,30,S,NA,191
W16O76_exp3B,NA,0.0108,-0.027,N_18_30_S,18,30,S,NA,252
R6W32_exp1A,NA,-0.10242,-0.009,N_18_30_S,18,30,S,NA,159
Y3B25_exp2A,NA,-0.04313,0.133,N_5_20_A,5,20,A,NA,174
Y5B37_exp1B,NA,-0.06211,0.25,N_5_20_A,5,20,A,NA,183
Y2B13_exp3A,NA,-0.08517,-0.406,N_5_20_A,5,20,A,NA,240
Y2B15_exp3A,NA,-0.01582,-0.297,N_5_20_A,5,20,A,NA,237
Y2B14_exp3A,NA,-0.06483,-0.128,N_5_20_A,5,20,A,NA,225
Y20B97_exp3A,NA,0.07235,NA,N_5_20_S,5,20,S,NA,240
Y1B11_exp1A,NA,-0.02559,-0.023,N_5_20_S,5,20,S,NA,147
O12Y3_exp3B,NA,0.05756,0.144,N_5_20_S,5,20,S,NA,251
Y1B11_exp2B,NA,-0.00567,0.021,N_5_20_S,5,20,S,NA,205
Y2B22_exp3A,NA,0.00035,-0.394,N_5_20_S,5,20,S,NA,237
Y13B71_exp1B,NA,0.02348,0.227,N_5_20_A,5,20,A,NA,171
Y3B25_exp3A,NA,0.02464,-0.123,N_5_20_A,5,20,A,NA,229
Y3B26_exp3A,NA,0.03931,-0.306,N_5_20_A,5,20,A,NA,237
Y2B24_exp3A,NA,-0.10381,-0.328,N_5_20_A,5,20,A,NA,239
Y4B32_exp2A,NA,-0.0477,0.296,N_5_20_A,5,20,A,NA,228
Y5B38_exp2B,NA,0.01728,-0.252,N_5_20_S,5,20,S,NA,208
O13Y12_exp3B,NA,0.04844,-0.005,N_5_20_S,5,20,S,NA,241
Y3B27_exp3A,NA,0.00653,-0.313,N_5_20_S,5,20,S,NA,237
Y3B28_exp3A,NA,-0.13587,-0.52,N_5_20_S,5,20,S,NA,239
Y10B52_exp1A,NA,-0.13342,-0.017,N_5_20_S,5,20,S,NA,151
Y12B63_exp2A,NA,0.17734,0.017,N_5_30_A,5,30,A,NA,202
W10O45_exp3B,NA,0.05954,NA,N_5_30_A,5,30,A,NA,254
Y8B45_exp3A,NA,0.01367,0.033,N_5_30_A,5,30,A,NA,226
Y7B44_exp3A,NA,-0.04662,NA,N_5_30_A,5,30,A,NA,241
Y12B64_exp2A,NA,0.07073,0.235,N_5_30_A,5,30,A,NA,227
Y7B42_exp1B,NA,-0.02711,-0.093,N_5_30_A,5,30,A,NA,183
Y2B15_exp1A,NA,0.02465,-0.176,N_5_30_S,5,30,S,NA,142
Y14B78_exp2B,NA,0.01194,-0.495,N_5_30_S,5,30,S,NA,207
Y8B45_exp1B,NA,0.02682,0.034,N_5_30_A,5,30,A,NA,167
W11O50_exp3B,NA,-0.06556,-0.44,N_5_30_A,5,30,A,NA,256
W8O40_exp3B,NA,-0.0236,NA,N_5_30_A,5,30,A,NA,243
Y13B71_exp2A,NA,0.01675,-0.381,N_5_30_A,5,30,A,NA,207
Y15B85_exp2B,NA,0.04624,-0.026,N_5_30_S,5,30,S,NA,226
W12O54_exp3B,NA,-0.16621,0.185,N_5_30_S,5,30,S,NA,252
Y14B79_exp1A,NA,-0.19203,0.001,N_5_30_S,5,30,S,NA,159
Y15B84_exp2B,NA,-0.00377,-0.127,N_5_30_S,5,30,S,NA,209
Y12B64_exp3A,NA,-0.07182,-0.003,N_5_30_S,5,30,S,NA,237
