num,date,time,temp,light_intensity,chamber_or_temperate,exp_num,exp_A,exp_B
974,8/4/2022,3:13:50 PM,28.456,0,chamber,2,1,0
975,8/4/2022,3:43:50 PM,28.456,0,chamber,2,1,0
976,8/4/2022,4:13:50 PM,28.555,0,chamber,2,1,0
977,8/4/2022,4:43:50 PM,28.456,0,chamber,2,1,0
978,8/4/2022,5:13:50 PM,28.754,21.5,chamber,2,1,0
979,8/4/2022,5:43:50 PM,28.953,0,chamber,2,1,0
980,8/4/2022,6:13:50 PM,29.352,0,chamber,2,1,0
981,8/4/2022,6:43:50 PM,29.352,0,chamber,2,1,0
982,8/4/2022,7:13:50 PM,29.053,0,chamber,2,1,0
983,8/4/2022,7:43:50 PM,27.075,0,chamber,2,1,0
984,8/4/2022,8:13:50 PM,26.977,0,chamber,2,1,0
985,8/4/2022,8:43:50 PM,26.879,0,chamber,2,1,0
986,8/4/2022,9:13:50 PM,26.879,0,chamber,2,1,0
987,8/4/2022,9:43:50 PM,26.879,0,chamber,2,1,0
988,8/4/2022,10:13:50 PM,26.879,0,chamber,2,1,0
989,8/4/2022,10:43:50 PM,26.977,0,chamber,2,1,0
990,8/4/2022,11:13:50 PM,26.977,0,chamber,2,1,0
991,8/4/2022,11:43:50 PM,27.075,0,chamber,2,1,0
992,8/5/2022,12:13:50 AM,27.075,0,chamber,2,1,0
993,8/5/2022,12:43:50 AM,27.075,0,chamber,2,1,0
994,8/5/2022,1:13:50 AM,27.173,0,chamber,2,1,0
995,8/5/2022,1:43:50 AM,27.173,0,chamber,2,1,0
996,8/5/2022,2:13:50 AM,27.272,0,chamber,2,1,0
997,8/5/2022,2:43:50 AM,27.272,0,chamber,2,1,0
998,8/5/2022,3:13:50 AM,27.272,0,chamber,2,1,0
999,8/5/2022,3:43:50 AM,27.37,0,chamber,2,1,0
1000,8/5/2022,4:13:50 AM,27.37,0,chamber,2,1,0
1001,8/5/2022,4:43:50 AM,27.37,0,chamber,2,1,0
1002,8/5/2022,5:13:50 AM,27.37,0,chamber,2,1,0
1003,8/5/2022,5:43:50 AM,27.37,0,chamber,2,1,0
1004,8/5/2022,6:13:50 AM,27.37,0,chamber,2,1,0
1005,8/5/2022,6:43:50 AM,27.37,0,chamber,2,1,0
1006,8/5/2022,7:13:50 AM,27.468,355.2,chamber,2,1,0
1007,8/5/2022,7:43:50 AM,27.468,0,chamber,2,1,0
1008,8/5/2022,8:13:50 AM,27.468,0,chamber,2,1,0
1009,8/5/2022,8:43:50 AM,27.468,183,chamber,2,1,0
1010,8/5/2022,9:13:50 AM,27.468,0,chamber,2,1,0
1011,8/5/2022,9:43:50 AM,27.468,0,chamber,2,1,0
1012,8/5/2022,10:13:50 AM,27.468,118.4,chamber,2,1,0
1013,8/5/2022,10:43:50 AM,27.37,0,chamber,2,1,0
1014,8/5/2022,11:13:50 AM,27.37,21.5,chamber,2,1,0
1015,8/5/2022,11:43:50 AM,27.37,10.8,chamber,2,1,0
1016,8/5/2022,12:13:50 PM,26.879,635.1,chamber,2,1,0
1017,8/5/2022,12:43:50 PM,26.879,279.9,chamber,2,1,0
1018,8/5/2022,1:13:50 PM,26.977,118.4,chamber,2,1,0
1019,8/5/2022,1:43:50 PM,26.879,0,chamber,2,1,0
1020,8/5/2022,2:13:50 PM,26.977,118.4,chamber,2,1,0
1021,8/5/2022,2:43:50 PM,27.665,742.7,chamber,2,1,0
1022,8/5/2022,3:13:50 PM,26.39,0,chamber,2,1,0
1023,8/5/2022,3:43:50 PM,26.977,0,chamber,2,1,0
1024,8/5/2022,4:13:50 PM,27.567,1345.5,chamber,2,1,0
1025,8/5/2022,4:43:50 PM,28.06,1205.6,chamber,2,1,0
1026,8/5/2022,5:13:50 PM,28.754,538.2,chamber,2,1,0
1027,8/5/2022,5:43:50 PM,29.252,538.2,chamber,2,1,0
1028,8/5/2022,6:13:50 PM,29.552,484.4,chamber,2,1,0
1029,8/5/2022,6:43:50 PM,29.652,505.9,chamber,2,1,0
1030,8/5/2022,7:13:50 PM,29.752,462.9,chamber,2,1,0
1031,8/5/2022,7:43:50 PM,29.652,0,chamber,2,1,0
1032,8/5/2022,8:13:50 PM,29.652,0,chamber,2,1,0
1033,8/5/2022,8:43:50 PM,29.652,0,chamber,2,1,0
1034,8/5/2022,9:13:50 PM,29.652,0,chamber,2,1,0
1035,8/5/2022,9:43:50 PM,29.652,0,chamber,2,1,0
1036,8/5/2022,10:13:50 PM,29.652,0,chamber,2,1,0
1037,8/5/2022,10:43:50 PM,29.652,0,chamber,2,1,0
1038,8/5/2022,11:13:50 PM,29.652,0,chamber,2,1,0
1039,8/5/2022,11:43:50 PM,29.652,0,chamber,2,1,0
1040,8/6/2022,12:13:50 AM,29.652,0,chamber,2,1,0
1041,8/6/2022,12:43:50 AM,29.652,0,chamber,2,1,0
1042,8/6/2022,1:13:50 AM,29.652,0,chamber,2,1,0
1043,8/6/2022,1:43:50 AM,29.652,0,chamber,2,1,0
1044,8/6/2022,2:13:50 AM,29.652,0,chamber,2,1,0
1045,8/6/2022,2:43:50 AM,29.652,0,chamber,2,1,0
1046,8/6/2022,3:13:50 AM,29.652,0,chamber,2,1,0
1047,8/6/2022,3:43:50 AM,29.652,0,chamber,2,1,0
1048,8/6/2022,4:13:50 AM,29.652,0,chamber,2,1,0
1049,8/6/2022,4:43:50 AM,29.652,0,chamber,2,1,0
1050,8/6/2022,5:13:50 AM,29.652,0,chamber,2,1,0
1051,8/6/2022,5:43:50 AM,29.652,0,chamber,2,1,0
1052,8/6/2022,6:13:50 AM,29.652,0,chamber,2,1,0
1053,8/6/2022,6:43:50 AM,29.752,0,chamber,2,1,0
1054,8/6/2022,7:13:50 AM,29.752,441.3,chamber,2,1,0
1055,8/6/2022,7:43:50 AM,29.853,484.4,chamber,2,1,0
1056,8/6/2022,8:13:50 AM,29.853,484.4,chamber,2,1,0
1057,8/6/2022,8:43:50 AM,30.054,1130.2,chamber,2,1,0
1058,8/6/2022,9:13:50 AM,30.154,1151.7,chamber,2,1,0
1059,8/6/2022,9:43:50 AM,30.154,1151.7,chamber,2,1,0
1060,8/6/2022,10:13:50 AM,30.255,1119.5,chamber,2,1,0
1061,8/6/2022,10:43:50 AM,30.255,1130.2,chamber,2,1,0
1062,8/6/2022,11:13:50 AM,30.255,1162.5,chamber,2,1,0
1063,8/6/2022,11:43:50 AM,30.255,1162.5,chamber,2,1,0
1064,8/6/2022,12:13:50 PM,30.255,1151.7,chamber,2,1,0
1065,8/6/2022,12:43:50 PM,30.255,495.1,chamber,2,1,0
1066,8/6/2022,1:13:50 PM,30.255,1173.3,chamber,2,1,0
1067,8/6/2022,1:43:50 PM,29.552,882.6,chamber,2,1,0
1068,8/6/2022,2:13:50 PM,29.552,871.9,chamber,2,1,0
1069,8/6/2022,2:43:50 PM,29.652,871.9,chamber,2,1,0
1070,8/6/2022,3:13:50 PM,29.752,861.1,chamber,2,1,0
1071,8/6/2022,3:43:50 PM,29.853,850.4,chamber,2,1,0
1072,8/6/2022,4:13:50 PM,29.853,850.4,chamber,2,1,0
1073,8/6/2022,4:43:50 PM,29.953,979.5,chamber,2,1,0
1074,8/6/2022,5:13:50 PM,30.054,979.5,chamber,2,1,0
1075,8/6/2022,5:43:50 PM,30.054,968.8,chamber,2,1,0
1076,8/6/2022,6:13:50 PM,30.054,430.6,chamber,2,1,0
1077,8/6/2022,6:43:50 PM,29.953,430.6,chamber,2,1,0
1078,8/6/2022,7:13:50 PM,29.953,0,chamber,2,1,0
1079,8/6/2022,7:43:50 PM,29.853,0,chamber,2,1,0
1080,8/6/2022,8:13:50 PM,29.752,0,chamber,2,1,0
1081,8/6/2022,8:43:50 PM,29.752,0,chamber,2,1,0
1082,8/6/2022,9:13:50 PM,29.752,0,chamber,2,1,0
1083,8/6/2022,9:43:50 PM,29.752,0,chamber,2,1,0
1084,8/6/2022,10:13:50 PM,29.652,0,chamber,2,1,0
1085,8/6/2022,10:43:50 PM,29.652,0,chamber,2,1,0
1086,8/6/2022,11:13:50 PM,29.652,0,chamber,2,1,0
1087,8/6/2022,11:43:50 PM,29.652,0,chamber,2,1,0
1088,8/7/2022,12:13:50 AM,29.652,0,chamber,2,1,0
1089,8/7/2022,12:43:50 AM,29.652,0,chamber,2,1,0
1090,8/7/2022,1:13:50 AM,29.652,0,chamber,2,1,0
1091,8/7/2022,1:43:50 AM,29.652,0,chamber,2,1,0
1092,8/7/2022,2:13:50 AM,29.652,0,chamber,2,1,0
1093,8/7/2022,2:43:50 AM,29.652,0,chamber,2,1,0
1094,8/7/2022,3:13:50 AM,29.652,0,chamber,2,1,0
1095,8/7/2022,3:43:50 AM,29.652,0,chamber,2,1,0
1096,8/7/2022,4:13:50 AM,29.652,0,chamber,2,1,0
1097,8/7/2022,4:43:50 AM,29.652,0,chamber,2,1,0
1098,8/7/2022,5:13:50 AM,29.652,0,chamber,2,1,0
1099,8/7/2022,5:43:50 AM,29.652,0,chamber,2,1,0
1100,8/7/2022,6:13:50 AM,29.652,0,chamber,2,1,0
1101,8/7/2022,6:43:50 AM,29.652,0,chamber,2,1,0
1102,8/7/2022,7:13:50 AM,29.652,0,chamber,2,1,0
1103,8/7/2022,7:43:50 AM,29.752,409,chamber,2,1,0
1104,8/7/2022,8:13:50 AM,29.853,430.6,chamber,2,1,0
1105,8/7/2022,8:43:50 AM,29.953,936.5,chamber,2,1,0
1106,8/7/2022,9:13:50 AM,30.054,914.9,chamber,2,1,0
1107,8/7/2022,9:43:50 AM,30.154,914.9,chamber,2,1,0
1108,8/7/2022,10:13:50 AM,30.154,914.9,chamber,2,1,0
1109,8/7/2022,10:43:50 AM,30.154,893.4,chamber,2,1,0
1110,8/7/2022,11:13:50 AM,30.255,882.6,chamber,2,1,0
1111,8/7/2022,11:43:50 AM,30.255,882.6,chamber,2,1,0
1112,8/7/2022,12:13:50 PM,30.255,871.9,chamber,2,1,0
1113,8/7/2022,12:43:50 PM,30.255,871.9,chamber,2,1,0
1114,8/7/2022,1:13:50 PM,30.255,893.4,chamber,2,1,0
1115,8/7/2022,1:43:50 PM,30.255,882.6,chamber,2,1,0
1116,8/7/2022,2:13:50 PM,30.255,882.6,chamber,2,1,0
1117,8/7/2022,2:43:50 PM,30.255,904.2,chamber,2,1,0
1118,8/7/2022,3:13:50 PM,30.255,904.2,chamber,2,1,0
1119,8/7/2022,3:43:50 PM,30.356,419.8,chamber,2,1,0
1120,8/7/2022,4:13:50 PM,29.452,53.8,chamber,2,1,0
1121,8/7/2022,4:43:50 PM,28.754,0,chamber,2,1,0
1122,8/7/2022,5:13:50 PM,28.555,75.3,chamber,2,1,0
1123,8/7/2022,5:43:50 PM,28.555,53.8,chamber,2,1,0
1124,8/7/2022,6:13:50 PM,28.456,53.8,chamber,2,1,0
1125,8/7/2022,6:43:50 PM,28.456,0,chamber,2,1,0
1126,8/7/2022,7:13:50 PM,28.456,0,chamber,2,1,0
1127,8/7/2022,7:43:50 PM,28.555,0,chamber,2,1,0
1128,8/7/2022,8:13:50 PM,28.456,0,chamber,2,1,0
1129,8/7/2022,8:43:50 PM,28.456,0,chamber,2,1,0
1130,8/7/2022,9:13:50 PM,28.456,0,chamber,2,1,0
1131,8/7/2022,9:43:50 PM,28.456,0,chamber,2,1,0
1132,8/7/2022,10:13:50 PM,28.456,0,chamber,2,1,0
1133,8/7/2022,10:43:50 PM,28.456,0,chamber,2,1,0
1134,8/7/2022,11:13:50 PM,28.456,0,chamber,2,1,0
1135,8/7/2022,11:43:50 PM,28.456,0,chamber,2,1,0
1136,8/8/2022,12:13:50 AM,28.456,0,chamber,2,1,0
1137,8/8/2022,12:43:50 AM,28.456,0,chamber,2,1,0
1138,8/8/2022,1:13:50 AM,28.456,0,chamber,2,1,0
1139,8/8/2022,1:43:50 AM,28.456,0,chamber,2,1,0
1140,8/8/2022,2:13:50 AM,28.456,0,chamber,2,1,0
1141,8/8/2022,2:43:50 AM,28.456,0,chamber,2,1,0
1142,8/8/2022,3:13:50 AM,28.456,0,chamber,2,1,0
1143,8/8/2022,3:43:50 AM,28.456,0,chamber,2,1,0
1144,8/8/2022,4:13:50 AM,28.456,0,chamber,2,1,0
1145,8/8/2022,4:43:50 AM,28.456,0,chamber,2,1,0
1146,8/8/2022,5:13:50 AM,28.357,0,chamber,2,1,0
1147,8/8/2022,5:43:50 AM,28.357,0,chamber,2,1,0
1148,8/8/2022,6:13:50 AM,28.456,0,chamber,2,1,0
1149,8/8/2022,6:43:50 AM,28.456,0,chamber,2,1,0
1150,8/8/2022,7:13:50 AM,28.456,0,chamber,2,1,0
1151,8/8/2022,7:43:50 AM,28.456,0,chamber,2,1,0
1152,8/8/2022,8:13:50 AM,28.456,32.3,chamber,2,1,0
1153,8/8/2022,8:43:50 AM,28.456,0,chamber,2,1,0
1154,8/8/2022,9:13:50 AM,28.456,0,chamber,2,1,0
1155,8/8/2022,9:43:50 AM,28.456,0,chamber,2,1,0
1156,8/8/2022,10:13:50 AM,28.456,43.1,chamber,2,1,0
1157,8/8/2022,10:43:50 AM,28.456,0,chamber,2,1,0
1158,8/8/2022,11:13:50 AM,28.456,0,chamber,2,1,0
1159,8/8/2022,11:43:50 AM,28.456,0,chamber,2,1,0
1160,8/8/2022,12:13:50 PM,28.456,0,chamber,2,1,0
1161,8/8/2022,12:43:50 PM,28.456,0,chamber,2,1,0
1162,8/8/2022,1:13:50 PM,28.456,21.5,chamber,2,1,0
1163,8/8/2022,1:43:50 PM,28.456,0,chamber,2,1,0
1164,8/8/2022,2:13:50 PM,28.456,64.6,chamber,2,1,0
1165,8/8/2022,2:43:50 PM,29.152,86.1,chamber,2,1,0
1166,8/8/2022,3:13:50 PM,29.152,107.6,chamber,2,1,0
1167,8/8/2022,3:43:50 PM,29.152,64.6,chamber,2,1,0
1168,8/8/2022,4:13:50 PM,29.152,96.9,chamber,2,1,0
1169,8/8/2022,4:43:50 PM,29.252,32.3,chamber,2,1,0
1170,8/8/2022,5:13:50 PM,29.252,21.5,chamber,2,1,0
1171,8/8/2022,5:43:50 PM,29.252,32.3,chamber,2,1,0
1172,8/8/2022,6:13:50 PM,29.352,549,chamber,2,1,0
1173,8/8/2022,6:43:50 PM,29.352,43.1,chamber,2,1,0
1174,8/8/2022,7:13:50 PM,29.352,0,chamber,2,1,0
1175,8/8/2022,7:43:50 PM,29.352,0,chamber,2,1,0
1176,8/8/2022,8:13:50 PM,29.352,0,chamber,2,1,0
1177,8/8/2022,8:43:50 PM,29.352,0,chamber,2,1,0
1178,8/8/2022,9:13:50 PM,29.252,0,chamber,2,1,0
1179,8/8/2022,9:43:50 PM,29.252,0,chamber,2,1,0
1180,8/8/2022,10:13:50 PM,29.252,0,chamber,2,1,0
1181,8/8/2022,10:43:50 PM,29.252,0,chamber,2,1,0
1182,8/8/2022,11:13:50 PM,29.252,0,chamber,2,1,0
1183,8/8/2022,11:43:50 PM,29.252,0,chamber,2,1,0
1184,8/9/2022,12:13:50 AM,29.252,0,chamber,2,1,1
1185,8/9/2022,12:43:50 AM,29.252,0,chamber,2,1,1
1186,8/9/2022,1:13:50 AM,29.252,0,chamber,2,1,1
1187,8/9/2022,1:43:50 AM,29.252,0,chamber,2,1,1
1188,8/9/2022,2:13:50 AM,29.252,0,chamber,2,1,1
1189,8/9/2022,2:43:50 AM,29.252,0,chamber,2,1,1
1190,8/9/2022,3:13:50 AM,29.252,0,chamber,2,1,1
1191,8/9/2022,3:43:50 AM,29.152,0,chamber,2,1,1
1192,8/9/2022,4:13:50 AM,29.152,0,chamber,2,1,1
1193,8/9/2022,4:43:50 AM,29.152,0,chamber,2,1,1
1194,8/9/2022,5:13:50 AM,29.152,0,chamber,2,1,1
1195,8/9/2022,5:43:50 AM,29.152,0,chamber,2,1,1
1196,8/9/2022,6:13:50 AM,29.152,0,chamber,2,1,1
1197,8/9/2022,6:43:50 AM,29.152,0,chamber,2,1,1
1198,8/9/2022,7:13:50 AM,29.152,10.8,chamber,2,1,1
1199,8/9/2022,7:43:50 AM,29.152,21.5,chamber,2,1,1
1200,8/9/2022,8:13:50 AM,29.152,10.8,chamber,2,1,1
1201,8/9/2022,8:43:50 AM,29.152,43.1,chamber,2,1,1
1202,8/9/2022,9:13:50 AM,29.152,32.3,chamber,2,1,1
1203,8/9/2022,9:43:50 AM,29.252,21.5,chamber,2,1,1
1204,8/9/2022,10:13:50 AM,29.152,172.2,chamber,2,1,1
1205,8/9/2022,10:43:50 AM,29.252,32.3,chamber,2,1,1
1206,8/9/2022,11:13:50 AM,29.152,43.1,chamber,2,1,1
1207,8/9/2022,11:43:50 AM,29.152,43.1,chamber,2,1,1
1208,8/9/2022,12:13:50 PM,28.754,914.9,chamber,2,1,1
1209,8/9/2022,12:43:50 PM,28.953,64.6,chamber,2,1,1
1210,8/9/2022,1:13:50 PM,29.053,882.6,chamber,2,1,1
1211,8/9/2022,1:43:50 PM,29.252,1151.7,chamber,2,1,1
1212,8/9/2022,2:13:50 PM,29.252,452.1,chamber,2,1,1
1213,8/9/2022,2:43:50 PM,29.352,64.6,chamber,2,1,1
1214,8/9/2022,3:13:50 PM,29.352,53.8,chamber,2,1,1
1215,8/9/2022,3:43:50 PM,29.252,53.8,chamber,2,1,1
1216,8/9/2022,4:13:50 PM,29.452,32.3,chamber,2,1,1
1217,8/9/2022,4:43:50 PM,29.352,64.6,chamber,2,1,1
1218,8/9/2022,5:13:50 PM,29.252,0,chamber,2,1,1
1219,8/9/2022,5:43:50 PM,29.152,0,chamber,2,1,1
1220,8/9/2022,6:13:50 PM,29.152,0,chamber,2,1,1
1221,8/9/2022,6:43:50 PM,29.152,0,chamber,2,1,1
1222,8/9/2022,7:13:50 PM,29.152,0,chamber,2,1,1
1223,8/9/2022,7:43:50 PM,29.053,0,chamber,2,1,1
1224,8/9/2022,8:13:50 PM,29.053,0,chamber,2,1,1
1225,8/9/2022,8:43:50 PM,28.953,0,chamber,2,1,1
1226,8/9/2022,9:13:50 PM,28.953,0,chamber,2,1,1
1227,8/9/2022,9:43:50 PM,28.853,0,chamber,2,1,1
1228,8/9/2022,10:13:50 PM,28.853,0,chamber,2,1,1
1229,8/9/2022,10:43:50 PM,28.853,0,chamber,2,1,1
1230,8/9/2022,11:13:50 PM,28.853,0,chamber,2,1,1
1231,8/9/2022,11:43:50 PM,28.853,0,chamber,2,1,1
1232,8/10/2022,12:13:50 AM,28.754,0,chamber,2,1,1
1233,8/10/2022,12:43:50 AM,28.754,0,chamber,2,1,1
1234,8/10/2022,1:13:50 AM,28.754,0,chamber,2,1,1
1235,8/10/2022,1:43:50 AM,28.754,0,chamber,2,1,1
1236,8/10/2022,2:13:50 AM,28.754,0,chamber,2,1,1
1237,8/10/2022,2:43:50 AM,28.754,0,chamber,2,1,1
1238,8/10/2022,3:13:50 AM,28.655,0,chamber,2,1,1
1239,8/10/2022,3:43:50 AM,28.655,0,chamber,2,1,1
1240,8/10/2022,4:13:50 AM,28.655,0,chamber,2,1,1
1241,8/10/2022,4:43:50 AM,28.655,0,chamber,2,1,1
1242,8/10/2022,5:13:50 AM,28.655,0,chamber,2,1,1
1243,8/10/2022,5:43:50 AM,28.655,0,chamber,2,1,1
1244,8/10/2022,6:13:50 AM,28.655,0,chamber,2,1,1
1245,8/10/2022,6:43:50 AM,28.655,0,chamber,2,1,1
1246,8/10/2022,7:13:50 AM,28.655,10.8,chamber,2,1,1
1247,8/10/2022,7:43:50 AM,28.754,0,chamber,2,1,1
1248,8/10/2022,8:13:50 AM,28.754,0,chamber,2,1,1
1249,8/10/2022,8:43:50 AM,28.754,0,chamber,2,1,1
1250,8/10/2022,9:13:50 AM,28.754,0,chamber,2,1,1
1251,8/10/2022,9:43:50 AM,28.754,0,chamber,2,1,1
1252,8/10/2022,10:13:50 AM,28.754,64.6,chamber,2,1,1
1253,8/10/2022,10:43:50 AM,28.754,0,chamber,2,1,1
1254,8/10/2022,11:13:50 AM,28.754,10.8,chamber,2,1,1
1255,8/10/2022,11:43:50 AM,28.754,43.1,chamber,2,1,1
1256,8/10/2022,12:13:50 PM,28.754,75.3,chamber,2,1,1
1257,8/10/2022,12:43:50 PM,28.754,139.9,chamber,2,1,1
1258,8/10/2022,1:13:50 PM,28.159,204.5,chamber,2,1,1
1259,8/10/2022,1:43:50 PM,28.258,64.6,chamber,2,1,1
1260,8/10/2022,2:13:50 PM,28.853,107.6,chamber,2,1,1
1261,8/10/2022,2:43:50 PM,29.053,0,chamber,2,1,1
1262,8/10/2022,3:13:50 PM,29.252,0,chamber,2,1,1
1263,8/10/2022,3:43:50 PM,29.352,139.9,chamber,2,1,1
1264,8/10/2022,4:13:50 PM,29.452,0,chamber,2,1,1
1265,8/10/2022,4:43:50 PM,29.452,0,chamber,2,1,1
1266,8/10/2022,5:13:50 PM,29.552,0,chamber,2,1,1
1267,8/10/2022,5:43:50 PM,29.552,118.4,chamber,2,1,1
1268,8/10/2022,6:13:50 PM,29.552,107.6,chamber,2,1,1
1269,8/10/2022,6:43:50 PM,29.652,0,chamber,2,1,1
1270,8/10/2022,7:13:50 PM,29.552,0,chamber,2,1,1
1271,8/10/2022,7:43:50 PM,29.552,0,chamber,2,1,1
1272,8/10/2022,8:13:50 PM,29.552,0,chamber,2,1,1
1273,8/10/2022,8:43:50 PM,29.552,0,chamber,2,1,1
1274,8/10/2022,9:13:50 PM,29.552,0,chamber,2,1,1
1275,8/10/2022,9:43:50 PM,29.552,0,chamber,2,1,1
1276,8/10/2022,10:13:50 PM,29.552,0,chamber,2,1,1
1277,8/10/2022,10:43:50 PM,29.552,0,chamber,2,1,1
1278,8/10/2022,11:13:50 PM,29.552,0,chamber,2,1,1
1279,8/10/2022,11:43:50 PM,29.552,0,chamber,2,1,1
1280,8/11/2022,12:13:50 AM,29.552,0,chamber,2,1,1
1281,8/11/2022,12:43:50 AM,29.552,0,chamber,2,1,1
1282,8/11/2022,1:13:50 AM,29.552,0,chamber,2,1,1
1283,8/11/2022,1:43:50 AM,29.552,0,chamber,2,1,1
1284,8/11/2022,2:13:50 AM,29.552,0,chamber,2,1,1
1285,8/11/2022,2:43:50 AM,29.652,0,chamber,2,1,1
1286,8/11/2022,3:13:50 AM,29.652,0,chamber,2,1,1
1287,8/11/2022,3:43:50 AM,29.652,0,chamber,2,1,1
1288,8/11/2022,4:13:50 AM,29.652,0,chamber,2,1,1
1289,8/11/2022,4:43:50 AM,29.652,0,chamber,2,1,1
1290,8/11/2022,5:13:50 AM,29.652,0,chamber,2,1,1
1291,8/11/2022,5:43:50 AM,29.652,0,chamber,2,1,1
1292,8/11/2022,6:13:50 AM,29.652,0,chamber,2,1,1
1293,8/11/2022,6:43:50 AM,29.652,0,chamber,2,1,1
1294,8/11/2022,7:13:50 AM,29.652,0,chamber,2,1,1
1295,8/11/2022,7:43:50 AM,29.652,0,chamber,2,1,1
1296,8/11/2022,8:13:50 AM,29.752,0,chamber,2,1,1
1297,8/11/2022,8:43:50 AM,29.752,0,chamber,2,1,1
1298,8/11/2022,9:13:50 AM,29.752,0,chamber,2,1,1
1299,8/11/2022,9:43:50 AM,29.752,64.6,chamber,2,1,1
1300,8/11/2022,10:13:50 AM,29.752,53.8,chamber,2,1,1
1301,8/11/2022,10:43:50 AM,29.752,64.6,chamber,2,1,1
1302,8/11/2022,11:13:50 AM,29.752,139.9,chamber,2,1,1
1303,8/11/2022,11:43:50 AM,29.752,0,chamber,2,1,1
1304,8/11/2022,12:13:50 PM,29.752,0,chamber,2,1,1
1305,8/11/2022,12:43:50 PM,29.752,0,chamber,2,1,1
1306,8/11/2022,1:13:50 PM,29.752,43.1,chamber,2,1,1
1307,8/11/2022,1:43:50 PM,29.752,0,chamber,2,1,1
1308,8/11/2022,2:13:50 PM,29.752,0,chamber,2,1,1
1309,8/11/2022,2:43:50 PM,29.752,0,chamber,2,1,1
1310,8/11/2022,3:13:50 PM,28.754,118.4,chamber,2,1,1
1311,8/11/2022,3:43:50 PM,29.252,0,chamber,2,1,1
1312,8/11/2022,4:13:50 PM,29.152,53.8,chamber,2,1,1
1313,8/11/2022,4:43:50 PM,29.053,10.8,chamber,2,1,1
1314,8/11/2022,5:13:50 PM,28.953,64.6,chamber,2,1,1
1315,8/11/2022,5:17:15 PM,,,chamber,2,1,1
1316,8/11/2022,5:17:20 PM,,,chamber,2,1,1
1317,8/11/2022,5:22:51 PM,,,chamber,2,1,1
1318,8/11/2022,5:43:50 PM,29.053,64.6,chamber,2,1,1
1319,8/11/2022,6:13:50 PM,29.252,21.5,chamber,2,1,1
1320,8/11/2022,6:43:50 PM,29.352,43.1,chamber,2,1,1
1321,8/11/2022,7:13:50 PM,29.352,0,chamber,2,1,1
1322,8/11/2022,7:43:50 PM,29.452,0,chamber,2,1,1
1323,8/11/2022,8:13:50 PM,29.452,0,chamber,2,1,1
1324,8/11/2022,8:43:50 PM,29.452,0,chamber,2,1,1
1325,8/11/2022,9:13:50 PM,29.452,0,chamber,2,1,1
1326,8/11/2022,9:43:50 PM,29.452,0,chamber,2,1,1
1327,8/11/2022,10:13:50 PM,29.452,0,chamber,2,1,1
1328,8/11/2022,10:43:50 PM,29.452,0,chamber,2,1,1
1329,8/11/2022,11:13:50 PM,29.452,0,chamber,2,1,1
1330,8/11/2022,11:43:50 PM,29.452,0,chamber,2,1,1
1331,8/12/2022,12:13:50 AM,29.452,0,chamber,2,1,1
1332,8/12/2022,12:43:50 AM,29.452,0,chamber,2,1,1
1333,8/12/2022,1:13:50 AM,29.452,0,chamber,2,1,1
1334,8/12/2022,1:43:50 AM,29.552,0,chamber,2,1,1
1335,8/12/2022,2:13:50 AM,29.552,0,chamber,2,1,1
1336,8/12/2022,2:43:50 AM,29.552,0,chamber,2,1,1
1337,8/12/2022,3:13:50 AM,29.552,0,chamber,2,1,1
1338,8/12/2022,3:43:50 AM,29.552,0,chamber,2,1,1
1339,8/12/2022,4:13:50 AM,29.552,0,chamber,2,1,1
1340,8/12/2022,4:43:50 AM,29.552,0,chamber,2,1,1
1341,8/12/2022,5:13:50 AM,29.552,0,chamber,2,1,1
1342,8/12/2022,5:43:50 AM,29.452,0,chamber,2,1,1
1343,8/12/2022,6:13:50 AM,29.552,0,chamber,2,1,1
1344,8/12/2022,6:43:50 AM,29.552,0,chamber,2,1,1
1345,8/12/2022,7:13:50 AM,29.552,32.3,chamber,2,1,1
1346,8/12/2022,7:43:50 AM,29.552,118.4,chamber,2,1,1
1347,8/12/2022,8:13:50 AM,29.552,21.5,chamber,2,1,1
1348,8/12/2022,8:43:50 AM,29.552,419.8,chamber,2,1,1
1349,8/12/2022,9:13:50 AM,29.452,43.1,chamber,2,1,1
1350,8/12/2022,9:43:50 AM,29.452,21.5,chamber,2,1,1
1351,8/12/2022,10:13:50 AM,29.452,32.3,chamber,2,1,1
1352,8/12/2022,10:43:50 AM,29.452,10.8,chamber,2,1,1
1353,8/12/2022,11:13:50 AM,29.452,64.6,chamber,2,1,1
1354,8/12/2022,11:43:50 AM,29.452,64.6,chamber,2,1,1
1355,8/12/2022,12:13:50 PM,29.452,43.1,chamber,2,1,1
1356,8/12/2022,12:43:50 PM,29.452,53.8,chamber,2,1,1
1357,8/12/2022,1:13:50 PM,29.452,21.5,chamber,2,1,1
1358,8/12/2022,1:43:50 PM,29.452,1011.8,chamber,2,1,1
1359,8/12/2022,2:13:50 PM,28.953,107.6,chamber,2,1,1
1360,8/12/2022,2:43:50 PM,28.953,301.4,chamber,2,1,1
1361,8/12/2022,3:13:50 PM,29.053,43.1,chamber,2,1,1
1362,8/12/2022,3:43:50 PM,29.053,21.5,chamber,2,1,1
1363,8/12/2022,4:13:50 PM,29.053,53.8,chamber,2,1,1
1364,8/12/2022,4:43:50 PM,29.053,21.5,chamber,2,1,1
