"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0.139014142458774","0","-0.0651481214485262","-0.0719332974305676","-0.0321764494351046","-0.092744897101419","-0.042992884355079","-0.0477748350909656","-0.497445198517846","-0.0991128036300272","-0.0539239260796954","-0.0693461881659335","-0.0599921013096523","-0.0758586825143399","-0.0716162519741838","-0.13426738980285","-0.189764810278714","-0.0492118197373511","-0.0446685059188558","-0.0758940927466754","-0.0269715135550909","-0.181786654179394","-0.17505084987934","NA"
