,beetag,exprun,n_species,col_num,beetag_exprun,treat_ID_full,treat_ID_dose_temp_food,NO3_mean_observed,NH4_mean_observed,N_species_dose,temp,food,sym_state,red_day1,green_day1,blue_day1,red_day11,green_day11,blue_day11,red_delta,red_percent_change,NO3_category
452,Y4B31,exp1B,Ammonium,181,Y4B31_exp1B,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5,30,S,A,181.5199513,186.7559642,156.148644,160.5432193,176.8331525,143.7512165,-20.97673194,-11.55615776,Low
858,Y4B31,exp2A,Nitrate,204,Y4B31_exp2A,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5,20,S,A,165.7499376,123.4745665,97.6044399,192.051296,140.6655313,114.1197379,26.30135841,15.86809551,Low
420,Y4B31,exp3A,Ammonium,237,Y4B31_exp3A,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5,20,F,A,173.379001,181.0788431,143.3350026,172.0743369,175.2229165,131.8681961,-1.304664035,-0.752492532,Low
424,Y4B32,exp1B,Ammonium,188,Y4B32_exp1B,A_7.5_30_S_A,A_7.5_30_S,3.125,19.2815,A_7.5,30,S,A,134.8833269,144.1518444,133.1042626,131.26967,143.056134,122.3404533,-3.613656916,-2.679098298,Low
942,Y4B32,exp2A,Nitrate,228,Y4B32_exp2A,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5,20,S,A,140.159536,137.2525488,113.2757846,110.1316291,107.280636,79.88882003,-30.02790689,-21.42409124,Low
400,Y4B34,exp3A,Ammonium,241,Y4B34_exp3A,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5,20,S,A,138.5306512,80.62017049,49.92279394,145.511619,104.3102689,88.18266091,6.980967835,5.039294752,Low
868,Y5B35,exp1B,Nitrate,160,Y5B35_exp1B,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5,20,F,A,146.9032865,107.9001291,88.25259137,160.413076,122.8670502,104.1061183,13.50978956,9.196383471,Elevated
863,Y5B35,exp2B,Nitrate,169,Y5B35_exp2B,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5,20,S,A,148.965198,159.0249239,133.0714169,169.4883297,188.3969549,165.470445,20.52313172,13.77713184,Low
944,Y5B36,exp1B,Nitrate,169,Y5B36_exp1B,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5,20,F,A,172.0915549,189.7327248,147.6564733,130.5030662,146.022059,109.4414711,-41.58848871,-24.16649018,Elevated
845,Y5B36,exp2B,Nitrate,209,Y5B36_exp2B,N_5_20_S_A,N_5_20_S,5.87925,8.4235,N_5,20,S,A,133.4299264,108.7762689,86.34229941,171.6263321,148.0586608,122.4112938,38.19640573,28.62656584,Low
943,Y5B37,exp1B,Nitrate,183,Y5B37_exp1B,N_5_20_F_A,N_5_20_F,7.0775,5.2485,N_5,20,F,A,185.180684,168.0035963,131.4300534,144.2920165,119.2965086,87.73245488,-40.88866751,-22.08041715,Elevated
897,Y7B40,exp1B,Nitrate,165,Y7B40_exp1B,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5,30,F,A,199.6859607,212.9317595,187.6856981,191.2845512,207.3392803,173.5540629,-8.401409424,-4.207311018,Low
466,Y7B40,exp2A,Ammonium,195,Y7B40_exp2A,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5,20,F,A,183.8543424,204.3549217,156.6595996,151.8681483,160.6080227,98.0915259,-31.98619409,-17.39757336,Low
437,Y7B40,exp3A,Ammonium,236,Y7B40_exp3A,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5,20,S,A,141.4872316,141.2552833,97.96855776,131.8308002,134.178708,81.51182619,-9.656431456,-6.824949039,Low
887,Y7B41,exp1B,Nitrate,170,Y7B41_exp1B,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5,30,F,A,204.9809069,175.8513823,148.911964,204.1925878,190.4080684,159.1313839,-0.788319083,-0.384581713,Low
385,Y7B41,exp2A,Ammonium,209,Y7B41_exp2A,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5,20,F,A,138.3019289,105.9746624,65.83031968,153.4195188,98.45340314,59.80741755,15.1175899,10.93085976,Low
465,Y7B41,exp3A,Ammonium,237,Y7B41_exp3A,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5,20,S,A,158.5287976,171.3341163,150.0313317,131.8109292,136.4583235,92.14301555,-26.7178684,-16.8536372,Low
853,Y7B42,exp1B,Nitrate,183,Y7B42_exp1B,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5,30,F,A,138.069738,126.9261662,100.7990886,166.5692464,185.4414796,155.6064365,28.49950846,20.64138665,Low
451,Y7B42,exp2A,Ammonium,232,Y7B42_exp2A,A_7.5_20_F_A,A_7.5_20_F,3.24,11.789,A_7.5,20,F,A,208.3368443,233.5889565,183.4095632,184.8633713,210.4850202,164.5819517,-23.47347308,-11.2670772,Low
905,Y8B45,exp1B,Nitrate,167,Y8B45_exp1B,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5,30,S,A,171.7090731,123.1887808,100.3100865,161.4143741,101.2871837,72.5627166,-10.29469897,-5.995430986,Elevated
365,Y8B45,exp2A,Ammonium,197,Y8B45_exp2A,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5,20,S,A,87.87487493,64.36019524,54.74502398,149.4688957,124.0141726,91.18401913,61.59402075,70.09286875,Low
879,Y8B45,exp3A,Nitrate,226,Y8B45_exp3A,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5,30,F,A,196.2591509,217.7256929,169.2252309,204.9255477,217.8137722,170.318417,8.666396797,4.415792464,Low
928,Y8B46,exp1B,Nitrate,171,Y8B46_exp1B,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5,30,S,A,146.1620268,132.8145814,123.8410838,126.7208834,95.92614587,75.31820265,-19.4411434,-13.30109046,Elevated
398,Y8B46,exp2A,Ammonium,220,Y8B46_exp2A,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5,20,S,A,156.5103607,143.6124272,95.99393123,164.9503802,146.075303,89.45198595,8.440019454,5.39262667,Low
921,Y8B46,exp3A,Nitrate,237,Y8B46_exp3A,N_5_30_F_A,N_5_30_F,5.8445,11.501,N_5,30,F,A,167.096911,189.0407996,174.0168762,149.5602549,163.9345744,134.8837931,-17.53665603,-10.49490139,Low
929,Y8B47,exp1B,Nitrate,184,Y8B47_exp1B,N_5_30_S_A,N_5_30_S,6.857,15.961,N_5,30,S,A,131.9314911,150.5334295,139.4722622,113.5012252,134.5611281,122.2831855,-18.43026584,-13.96957291,Elevated
442,Y8B47,exp2A,Ammonium,233,Y8B47_exp2A,A_7.5_20_S_A,A_7.5_20_S,2.461,13.123,A_7.5,20,S,A,119.0158224,94.89910811,56.7550209,109.4178515,78.45584448,35.69960692,-9.597970884,-8.064449492,Low
34,B13G10,exp1B,Ammonium,167,B13G10_exp1B,A_0_30_F_S,A_0_30_F,2.3655,16.977,A_0,30,F,S,177.1386003,143.7752127,110.0436368,187.4443205,154.1006817,107.0265076,10.30572022,5.817885095,Low
510,B13G10,exp2A,Nitrate,175,B13G10_exp2A,N_0_20_F_S,N_0_20_F,1.214,4.6815,N_0,20,F,S,106.9168053,76.11429764,46.73642711,125.4749982,100.8243286,61.09877315,18.55819292,17.35760143,Low
592,B13G10,exp3A,Nitrate,239,B13G10_exp3A,N_0_20_F_S,N_0_20_F,1.214,4.6815,N_0,20,F,S,102.5291905,74.76188117,56.67990525,82.61829467,52.4037621,33.78267492,-19.91089584,-19.41973377,Low
51,B13G13,exp1B,Ammonium,178,B13G13_exp1B,A_0_30_F_S,A_0_30_F,2.3655,16.977,A_0,30,F,S,171.9726734,145.462658,114.6753718,172.1723184,139.7167189,104.7179218,0.199644986,0.11609111,Low
585,B13G13,exp2A,Nitrate,206,B13G13_exp2A,N_0_20_F_S,N_0_20_F,1.214,4.6815,N_0,20,F,S,107.5747632,71.40213368,53.38885529,92.87798436,62.77502679,42.03252496,-14.69677881,-13.66192068,Low
563,B13G13,exp3A,Nitrate,240,B13G13_exp3A,N_0_20_F_S,N_0_20_F,1.214,4.6815,N_0,20,F,S,185.6137481,152.6489603,128.7897218,178.8360967,139.2699806,119.3577801,-6.777651392,-3.651481348,Low
606,B14G17,exp1A,Nitrate,142,B14G17_exp1A,N_0_20_F_S,N_0_20_F,1.214,4.6815,N_0,20,F,S,122.4587297,80.97950361,63.21522574,81.69788702,32.28264896,18.1804257,-40.76084269,-33.28537115,Low
534,B14G17,exp2B,Nitrate,159,B14G17_exp2B,N_0_20_F_S,N_0_20_F,1.214,4.6815,N_0,20,F,S,97.56304444,92.84514708,70.92879069,103.3682632,113.9255244,83.79646351,5.805218798,5.950223091,Low
568,B14G20,exp1A,Nitrate,145,B14G20_exp1A,N_0_20_F_S,N_0_20_F,1.214,4.6815,N_0,20,F,S,130.4652504,124.4206962,89.17999466,123.9409474,105.0372776,58.04799081,-6.524302961,-5.000797486,Low
542,B14G20,exp2B,Nitrate,202,B14G20_exp2B,N_0_20_F_S,N_0_20_F,1.214,4.6815,N_0,20,F,S,129.6554132,81.01535068,54.97039458,134.2895583,72.68845009,48.65192542,4.634145153,3.574201061,Low
541,B14G21,exp1A,Nitrate,153,B14G21_exp1A,N_0_20_F_S,N_0_20_F,1.214,4.6815,N_0,20,F,S,90.76119021,71.36305399,53.63910337,94.34421593,68.34603465,39.92684816,3.583025717,3.947750915,Low
574,B14G21,exp2B,Nitrate,223,B14G21_exp2B,N_0_20_F_S,N_0_20_F,1.214,4.6815,N_0,20,F,S,160.6630321,108.289086,64.74848026,148.4411085,88.06470789,49.89729332,-12.22192361,-7.607178486,Low
598,B15G24,exp1A,Nitrate,149,B15G24_exp1A,N_0_20_S_S,N_0_20_S,3.13625,5.73675,N_0,20,S,S,121.455371,92.68812412,78.3963587,92.39938321,46.65364067,24.20317153,-29.05598781,-23.92318064,Low
600,B15G24,exp2B,Nitrate,180,B15G24_exp2B,N_0_20_S_S,N_0_20_S,3.13625,5.73675,N_0,20,S,S,147.5942402,106.3267361,73.29894702,110.6508262,58.94113497,36.57541126,-36.94341399,-25.03039004,Low
571,B15G25,exp1A,Nitrate,157,B15G25_exp1A,N_0_20_S_S,N_0_20_S,3.13625,5.73675,N_0,20,S,S,127.6781003,65.90792614,44.32009904,119.4742967,55.97113533,35.00342707,-8.203803581,-6.425380362,Low
523,B15G25,exp2B,Nitrate,208,B15G25_exp2B,N_0_20_S_S,N_0_20_S,3.13625,5.73675,N_0,20,S,S,94.95035898,60.84663587,36.97972096,102.6165395,65.63676447,37.82642367,7.66618052,8.073882608,Low
609,B15G26,exp1A,Nitrate,153,B15G26_exp1A,N_0_20_S_S,N_0_20_S,3.13625,5.73675,N_0,20,S,S,137.3081047,112.7939073,78.95153482,82.56073608,49.63014033,31.66962704,-54.74736863,-39.87191342,Low
498,B15G26,exp2B,Nitrate,224,B15G26_exp2B,N_0_20_S_S,N_0_20_S,3.13625,5.73675,N_0,20,S,S,87.92078909,64.39513572,42.3581959,116.33885,93.580552,64.79693091,28.4180609,32.32234514,Low
587,B22G27,exp2A,Nitrate,207,B22G27_exp2A,N_0_20_S_S,N_0_20_S,3.13625,5.73675,N_0,20,S,S,137.7279827,89.31131909,70.34915634,117.5658596,71.74759727,59.1977991,-20.16212313,-14.63908984,Low
528,B22G27,exp3A,Nitrate,241,B22G27_exp3A,N_0_20_S_S,N_0_20_S,3.13625,5.73675,N_0,20,S,S,152.7654424,106.0367895,75.90183444,163.2351828,129.7590628,107.2319009,10.46974042,6.853474356,Low
567,B22G30,exp1B,Nitrate,160,B22G30_exp1B,N_0_20_F_S,N_0_20_F,1.214,4.6815,N_0,20,F,S,128.5259574,94.3554643,67.51478601,122.3380241,59.40244583,26.94282638,-6.187933294,-4.814539741,Low
590,B22G31,exp1B,Nitrate,171,B22G31_exp1B,N_0_20_F_S,N_0_20_F,1.214,4.6815,N_0,20,F,S,151.7267647,103.4080482,75.85102195,126.6803624,70.94616027,49.81622554,-25.0464023,-16.50757027,Low
539,B22G31,exp2A,Nitrate,186,B22G31_exp2A,N_0_20_S_S,N_0_20_S,3.13625,5.73675,N_0,20,S,S,125.2212415,86.13094297,66.91622379,130.5734437,87.13235953,58.84649936,5.352202162,4.274196691,Low
604,B22G31,exp3A,Nitrate,239,B22G31_exp3A,N_0_20_S_S,N_0_20_S,3.13625,5.73675,N_0,20,S,S,131.9307706,65.62580225,84.81334353,93.45751179,54.90235137,38.07695155,-38.4732588,-29.16170248,Low
566,B23G36,exp1B,Nitrate,164,B23G36_exp1B,N_0_20_S_S,N_0_20_S,3.13625,5.73675,N_0,20,S,S,152.7704576,117.5833079,94.04358446,145.7103888,88.34245146,62.24037545,-7.060068812,-4.621357377,Low
71,B23G36,exp2A,Ammonium,193,B23G36_exp2A,A_0_20_F_S,A_0_20_F,3.023,4.275,A_0,20,F,S,98.59696414,71.22811438,60.58424784,92.59156332,51.16909942,32.62379262,-6.005400823,-6.090857741,Low
61,B23G36,exp3A,Ammonium,239,B23G36_exp3A,A_0_20_F_S,A_0_20_F,3.023,4.275,A_0,20,F,S,127.4471039,88.70947658,70.46374748,122.7480837,75.18481914,55.91024222,-4.699020221,-3.687035701,Low
512,B23G37,exp1B,Nitrate,172,B23G37_exp1B,N_0_20_S_S,N_0_20_S,3.13625,5.73675,N_0,20,S,S,120.7944805,94.86906861,50.73479325,140.4612894,122.3561436,76.33396058,19.66680893,16.28121488,Low
5,B23G37,exp2A,Ammonium,220,B23G37_exp2A,A_0_20_F_S,A_0_20_F,3.023,4.275,A_0,20,F,S,94.72233468,59.57746018,31.34355381,128.3797074,97.33761608,64.65970256,33.65737269,35.53266799,Low
83,B23G37,exp3A,Ammonium,241,B23G37_exp3A,A_0_20_F_S,A_0_20_F,3.023,4.275,A_0,20,F,S,138.8642757,100.1775703,75.48392109,126.1263394,71.33535449,37.91860167,-12.7379363,-9.172939716,Low
118,B24G40,exp1A,Ammonium,143,B24G40_exp1A,A_0_20_F_S,A_0_20_F,3.023,4.275,A_0,20,F,S,137.1302989,98.27028451,74.91303672,89.30021472,57.39460933,42.90377167,-47.83008422,-34.87929698,Low
92,B24G41,exp1A,Ammonium,151,B24G41_exp1A,A_0_20_F_S,A_0_20_F,3.023,4.275,A_0,20,F,S,141.4656061,129.1488273,87.92606053,123.279628,95.41235773,45.08218861,-18.18597811,-12.85540607,Low
14,B24G41,exp2A,Ammonium,201,B24G41_exp2A,A_0_20_S_S,A_0_20_S,1.605,5.6645,A_0,20,S,S,134.83682,95.38728894,70.96512817,158.6025759,131.2845635,101.7510674,23.76575599,17.62556845,Low
107,B24G41,exp3A,Ammonium,240,B24G41_exp3A,A_0_20_S_S,A_0_20_S,1.605,5.6645,A_0,20,S,S,143.033765,106.821464,94.41250442,111.2295216,64.24739606,53.85487007,-31.80424347,-22.23547948,Low
6,B24G42,exp1A,Ammonium,155,B24G42_exp1A,A_0_20_F_S,A_0_20_F,3.023,4.275,A_0,20,F,S,154.1619009,137.8387894,95.00773524,206.2526663,103.3783296,209.6168884,52.09076544,33.78964915,Low
96,B24G42,exp2A,Ammonium,222,B24G42_exp2A,A_0_20_S_S,A_0_20_S,1.605,5.6645,A_0,20,S,S,96.56916699,63.7457195,35.36739098,82.11163603,46.93077375,26.66072566,-14.45753096,-14.97116669,Low
58,B24G42,exp3A,Ammonium,241,B24G42_exp3A,A_0_20_S_S,A_0_20_S,1.605,5.6645,A_0,20,S,S,122.9578608,81.40113375,62.58068284,119.6208412,60.12488653,32.21760272,-3.33701963,-2.713953876,Low
54,B25G46,exp1B,Ammonium,167,B25G46_exp1B,A_0_30_S_S,A_0_30_S,2.871,12.99825,A_0,30,S,S,181.7566206,139.2580014,114.4545004,179.5804651,139.6213966,110.8721717,-2.176155516,-1.197290921,Low
507,B25G46,exp2A,Nitrate,185,B25G46_exp2A,N_0_30_F_S,N_0_30_F,1.5285,13.0625,N_0,30,F,S,126.9045942,91.25355724,57.96929151,151.0932859,127.8345263,88.8531655,24.18869166,19.06053269,Low
564,B25G46,exp3A,Nitrate,239,B25G46_exp3A,N_0_30_F_S,N_0_30_F,1.5285,13.0625,N_0,30,F,S,115.1157776,80.19200949,57.37480135,110.1987242,76.95022069,45.44933601,-4.917053401,-4.271398331,Low
8,B25G47,exp1B,Ammonium,182,B25G47_exp1B,A_0_30_S_S,A_0_30_S,2.871,12.99825,A_0,30,S,S,114.323087,88.10964957,57.75498504,142.791098,125.0220354,92.72037684,28.46801104,24.90136664,Low
537,B25G47,exp2A,Nitrate,206,B25G47_exp2A,N_0_30_F_S,N_0_30_F,1.5285,13.0625,N_0,30,F,S,147.0325493,98.35796588,63.15736828,154.2667452,119.7545214,69.4339745,7.234195895,4.920132261,Low
496,B25G47,exp3A,Nitrate,240,B25G47_exp3A,N_0_30_F_S,N_0_30_F,1.5285,13.0625,N_0,30,F,S,121.2535491,70.75771118,63.86813746,162.4304612,106.2752153,85.83366405,41.17691205,33.95934581,Low
110,B26G51,exp1B,Ammonium,166,B26G51_exp1B,A_0_20_F_S,A_0_20_F,3.023,4.275,A_0,20,F,S,131.7649158,100.9058221,67.80723291,100.8889395,55.38465828,33.89065456,-30.87597627,-23.43262323,Low
499,B26G51,exp2A,Nitrate,196,B26G51_exp2A,N_0_30_S_S,N_0_30_S,3.325,13.65775,N_0,30,S,S,102.4156125,67.45402862,45.49255911,133.9673116,102.751541,67.53283252,31.55169905,30.80750901,Low
102,B26G52,exp1B,Ammonium,173,B26G52_exp1B,A_0_20_F_S,A_0_20_F,3.023,4.275,A_0,20,F,S,112.1874576,84.16345346,58.03138498,92.5460104,64.11657411,46.47153207,-19.64144722,-17.5077033,Low
501,B26G52,exp2A,Nitrate,208,B26G52_exp2A,N_0_30_S_S,N_0_30_S,3.325,13.65775,N_0,30,S,S,142.1793515,100.0368522,69.42927891,180.7726439,143.6127394,93.28083483,38.59329232,27.14409083,Low
556,B26G52,exp3A,Nitrate,241,B26G52_exp3A,N_0_30_S_S,N_0_30_S,3.325,13.65775,N_0,30,S,S,135.5636857,84.70829184,64.94273916,134.5251945,81.72681698,54.73583636,-1.038491257,-0.766054163,Low
608,B27G55,exp1A,Nitrate,142,B27G55_exp1A,N_0_30_F_S,N_0_30_F,1.5285,13.0625,N_0,30,F,S,184.5994188,187.4562348,160.025203,111.4440207,76.28269079,53.98212054,-73.15539818,-39.62926787,Low
74,B27G55,exp2B,Ammonium,191,B27G55_exp2B,A_0_20_F_S,A_0_20_F,3.023,4.275,A_0,20,F,S,145.3242743,109.7896987,79.55105316,136.0966134,90.75149391,62.56818052,-9.227660865,-6.34970373,Low
548,B27G56,exp1A,Nitrate,147,B27G56_exp1A,N_0_30_F_S,N_0_30_F,1.5285,13.0625,N_0,30,F,S,117.9903273,81.01455654,52.5130162,120.3079098,71.85223024,35.78653794,2.317582456,1.964213939,Low
57,B27G56,exp2B,Ammonium,211,B27G56_exp2B,A_0_20_F_S,A_0_20_F,3.023,4.275,A_0,20,F,S,98.0236204,61.07102451,34.55085272,95.44187297,63.37106042,44.55601847,-2.581747427,-2.633801339,Low
506,B27G57,exp1A,Nitrate,153,B27G57_exp1A,N_0_30_F_S,N_0_30_F,1.5285,13.0625,N_0,30,F,S,138.200003,110.5380362,74.9338797,165.0176313,147.9545054,83.41160283,26.8176283,19.40494047,Low
68,B27G57,exp2B,Ammonium,226,B27G57_exp2B,A_0_20_F_S,A_0_20_F,3.023,4.275,A_0,20,F,S,161.3095722,153.1031001,88.2526246,151.9496008,133.4985625,83.7945664,-9.3599714,-5.802489756,Low
488,B28G58,exp3A,Ammonium,235,B28G58_exp3A,A_0_30_F_A,A_0_30_F,2.3655,16.977,N_0,30,S,S,91.15734696,97.70890735,68.82403895,100.3797653,117.4046042,80.54858175,9.222418309,10.11703238,Low
97,B28G62,exp1B,Ammonium,167,B28G62_exp1B,A_0_20_S_S,A_0_20_S,1.605,5.6645,A_0,20,S,S,173.6241665,143.790574,116.2859412,146.4873941,107.9289559,81.11871978,-27.13677243,-15.62960559,Low
29,B28G62,exp2A,Ammonium,198,B28G62_exp2A,A_0_30_F_S,A_0_30_F,2.3655,16.977,A_0,30,F,S,128.6505648,84.45990179,55.63164091,138.0551001,100.9389336,67.88821488,9.404535227,7.310139088,Low
47,B28G62,exp3A,Ammonium,240,B28G62_exp3A,A_0_30_F_S,A_0_30_F,2.3655,16.977,A_0,30,F,S,145.3197746,97.47673622,68.38352689,149.1979769,105.3481185,78.36224853,3.878202296,2.668736796,Low
87,B28G63,exp1B,Ammonium,182,B28G63_exp1B,A_0_20_S_S,A_0_20_S,1.605,5.6645,A_0,20,S,S,133.6554032,116.7958634,73.40194133,117.7316627,96.37459691,69.17414475,-15.92374054,-11.91402679,Low
90,B28G63,exp2A,Ammonium,220,B28G63_exp2A,A_0_30_F_S,A_0_30_F,2.3655,16.977,A_0,30,F,S,142.4892468,115.4577008,70.92620501,124.5642894,88.3969535,54.51229899,-17.92495741,-12.57986677,Low
22,B28G63,exp3A,Ammonium,241,B28G63_exp3A,A_0_30_F_S,A_0_30_F,2.3655,16.977,A_0,30,F,S,132.7619681,80.82503849,48.63522645,147.2961868,102.7889183,68.24598198,14.53421876,10.94757706,Low
509,B29G70,exp1B,Nitrate,161,B29G70_exp1B,N_0_30_F_S,N_0_30_F,1.5285,13.0625,N_0,30,F,S,114.7299142,64.64631228,45.78548225,134.9972383,91.33567641,67.50918769,20.26732406,17.66524815,Low
40,B29G70,exp2A,Ammonium,205,B29G70_exp2A,A_0_30_S_S,A_0_30_S,2.871,12.99825,A_0,30,S,S,166.2888923,134.9455355,108.9411669,173.6142211,132.7709877,98.3005763,7.325328799,4.405182269,Low
20,B29G70,exp3A,Ammonium,240,B29G70_exp3A,A_0_30_S_S,A_0_30_S,2.871,12.99825,A_0,30,S,S,122.1674348,79.41773926,62.58477312,136.1149807,97.91627549,68.93534783,13.9475459,11.41674615,Low
591,B29G71,exp1B,Nitrate,171,B29G71_exp1B,N_0_30_F_S,N_0_30_F,1.5285,13.0625,N_0,30,F,S,137.4806832,105.7540203,79.31660129,112.8734231,76.19758284,53.22161152,-24.60726014,-17.8987037,Low
84,B29G71,exp2A,Ammonium,222,B29G71_exp2A,A_0_30_S_S,A_0_30_S,2.871,12.99825,A_0,30,S,S,174.1544162,156.2666675,124.4586444,157.7636351,127.6374535,84.79202565,-16.39078104,-9.411636755,Low
113,B29G71,exp3A,Ammonium,241,B29G71_exp3A,A_0_30_S_S,A_0_30_S,2.871,12.99825,A_0,30,S,S,130.0841278,83.68673277,57.58545176,93.91654593,209.9109091,152.649195,-36.16758184,-27.80322431,Low
530,B30G74,exp1A,Nitrate,152,B30G74_exp1A,N_0_30_S_S,N_0_30_S,3.325,13.65775,N_0,30,S,S,162.0740547,121.6825031,88.30324593,173.030443,129.0255616,92.7454236,10.95638833,6.760112441,Low
56,B30G74,exp2B,Ammonium,196,B30G74_exp2B,A_0_20_S_S,A_0_20_S,1.605,5.6645,A_0,20,S,S,110.4614763,66.88502651,46.8247427,108.507294,64.53613976,43.35790565,-1.954182288,-1.769107524,Low
551,B30G75,exp1A,Nitrate,154,B30G75_exp1A,N_0_30_S_S,N_0_30_S,3.325,13.65775,N_0,30,S,S,178.4750768,122.8106347,117.1309679,180.2458593,114.6362418,77.35622887,1.770782478,0.992173535,Low
35,B30G75,exp2B,Ammonium,217,B30G75_exp2B,A_0_20_S_S,A_0_20_S,1.605,5.6645,A_0,20,S,S,122.9704858,94.46131005,54.20313026,129.9507184,92.87670739,61.26003367,6.980232577,5.676347891,Low
575,B30G76,exp1A,Nitrate,157,B30G76_exp1A,N_0_30_S_S,N_0_30_S,3.325,13.65775,N_0,30,S,S,216.7047286,161.5379789,103.8941571,200.076284,141.0031442,89.6398101,-16.62844458,-7.673318756,Low
116,B30G76,exp2B,Ammonium,233,B30G76_exp2B,A_0_20_S_S,A_0_20_S,1.605,5.6645,A_0,20,S,S,108.4516489,74.10757319,58.93168802,71.12099849,46.15982641,38.69165037,-37.33065044,-34.42146874,Low
99,B31G79,exp1A,Ammonium,144,B31G79_exp1A,A_0_30_F_S,A_0_30_F,2.3655,16.977,A_0,30,F,S,164.7921749,139.0119764,88.98154783,138.5272435,121.3724977,69.73408783,-26.26493135,-15.93821513,Low
524,B31G79,exp2B,Nitrate,174,B31G79_exp2B,N_0_30_F_S,N_0_30_F,1.5285,13.0625,N_0,30,F,S,135.0040453,109.5803204,73.55335882,145.6053644,120.3900746,73.62908278,10.60131905,7.852593623,Low
88,B31G80,exp1A,Ammonium,152,B31G80_exp1A,A_0_30_F_S,A_0_30_F,2.3655,16.977,A_0,30,F,S,120.9839508,100.0671058,64.78468597,106.139965,86.00876986,40.45287405,-14.84398575,-12.26938421,Low
511,B31G80,exp2B,Nitrate,206,B31G80_exp2B,N_0_30_F_S,N_0_30_F,1.5285,13.0625,N_0,30,F,S,97.01998831,56.20621756,39.31391703,113.4105021,86.80880316,70.04407392,16.3905138,16.89395566,Low
17,B31G82,exp1A,Ammonium,155,B31G82_exp1A,A_0_30_F_S,A_0_30_F,2.3655,16.977,A_0,30,F,S,198.4986802,172.5921258,120.5282974,227.4876389,239.0366447,185.6049788,28.98895865,14.6041065,Low
494,B31G82,exp2B,Nitrate,223,B31G82_exp2B,N_0_30_F_S,N_0_30_F,1.5285,13.0625,N_0,30,F,S,97.44467794,62.3286896,38.03257658,140.7180218,129.0090226,102.5352137,43.27334387,44.40811421,Low
497,B32G85,exp2B,Nitrate,188,B32G85_exp2B,N_0_30_S_S,N_0_30_S,3.325,13.65775,N_0,30,S,S,87.11937952,58.39292478,38.68162449,115.5696114,113.6533908,95.9985193,28.45023184,32.65660522,Low
521,B32G87,exp1B,Nitrate,164,B32G87_exp1B,N_0_30_S_S,N_0_30_S,3.325,13.65775,N_0,30,S,S,185.2295553,159.2356888,117.716526,202.1073694,165.9438288,133.628065,16.87781416,9.111836461,Low
491,B32G87,exp2B,Nitrate,208,B32G87_exp2B,N_0_30_S_S,N_0_30_S,3.325,13.65775,N_0,30,S,S,90.49490531,60.35041724,37.28390138,160.1856349,138.3247919,88.7364695,69.69072963,77.01066639,Low
546,B32G88,exp1B,Nitrate,172,B32G88_exp1B,N_0_30_S_S,N_0_30_S,3.325,13.65775,N_0,30,S,S,147.002,124.5751092,75.5308834,151.0586046,123.6615651,79.32438442,4.056604538,2.759557378,Low
527,B32G88,exp2B,Nitrate,225,B32G88_exp2B,N_0_30_S_S,N_0_30_S,3.325,13.65775,N_0,30,S,S,129.3537144,94.93785744,61.58528651,138.3187133,128.7948758,87.67420901,8.964998912,6.930608025,Low
25,B33G93,exp1A,Ammonium,144,B33G93_exp1A,A_0_30_S_S,A_0_30_S,2.871,12.99825,A_0,30,S,S,129.4178626,102.9503571,78.02146208,140.6170649,116.4424359,64.89911849,11.19920232,8.653521312,Low
59,B33G93,exp2B,Ammonium,196,B33G93_exp2B,A_0_30_F_S,A_0_30_F,2.3655,16.977,A_0,30,F,S,101.4857771,74.97727359,50.93957193,98.638069,79.55115094,55.38503165,-2.847708063,-2.806016907,Low
27,B33G94,exp1A,Ammonium,153,B33G94_exp1A,A_0_30_S_S,A_0_30_S,2.871,12.99825,A_0,30,S,S,101.4139715,84.77452767,61.52818344,109.01179,90.13763602,61.72171555,7.597818472,7.49188535,Low
72,B33G95,exp1A,Ammonium,157,B33G95_exp1A,A_0_30_S_S,A_0_30_S,2.871,12.99825,A_0,30,S,S,249.872338,220.0878631,172.4032362,234.3747698,213.4840143,156.5264576,-15.49756814,-6.202194395,Low
