"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0.0117944974674819","0","-0.0806413664135986","-0.0923030025726371","-0.083640200550874","-0.108990842896381","-0.105815259034967","-0.118352282235894","-0.140474805136512","-0.194928805243916","-0.072751498040658","-0.0772645877965057","-0.062696415138085","-0.143683303838957","-0.144763690198072","-0.11274004330605","-0.153047799961679","-0.0684317500192835","-0.111078813003638","-0.0925391613071419","-0.224418393881116","-0.113456239330982","-0.0606578812957207","NA"
