"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0","0.0142905873839201","-0.606758316256689","-0.107742266718264","-0.117559263405689","-0.0378416443695756","-0.0572176720680714","-0.090637192932079","-0.105371712153204","-0.0738181456203568","-0.0824850310868038","-0.043601252504122","-0.0667721797851159","-0.0383773841771205","-0.0377890300107833","-0.304288313354647","-0.44078045791595","-0.627533354557408","-0.400551612317408","-0.114068304738277","-0.0878698882838059","-0.110001952326465","-0.0597120540320743","NA"
