row_number,exp_num,subrun,N_species,N_dose,temp,food,sym_state,treat_ID,beetag,image_day,beetag_day_concat,image_name,beetag_exprun_day,CoralR,CoralG,CoralB,RedR,RedG,RedB,GreenR,GreenG,GreenB,BlueR,BlueG,BlueB,Red,Green,Blue,QC_or_no
739,3,A,N,1.5,30,F,A,N_1.5_30_F_A,G33Y94,1,G33Y94_day1,G33Y94_3A_day1.JPG,G33Y94_exp3A_day1,135.2709,112.9506,89.90546,198.2456,23.98994,36.95217,100.3699,168.2237,59.68975,130.4795,169.839,207.8806,0.3255,0.34754,0.27484,0
740,3,A,N,1.5,30,F,A,N_1.5_30_F_A,G33Y95,1,G33Y95_day1,G33Y95_3A_day1.JPG,G33Y95_exp3A_day1,169.6415,147.5875,116.8717,209.3131,29.76006,41.6054,71.23421,137.7504,25.63593,116.0348,152.5594,181.2284,0.38666,0.44107,0.49373,0
741,3,A,N,1.5,30,F,S,N_1.5_30_F_S,G33Y97,1,G33Y97_day1,G33Y97_3A_day1.JPG,G33Y97_exp3A_day1,147.3363,89.7629,71.08422,233.7656,43.61236,53.33818,118.4933,189.4298,72.50258,128.3606,167.2591,193.6499,0.42279,0.23188,0.16381,0
742,3,A,N,1.5,30,S,S,N_1.5_30_S_S,G34Y10,1,G34Y10_day1,G34Y10_3A_day1.JPG,G34Y10_exp3A_day1,95.3732,63.0978,58.6085,194.7775,25.10549,51.14038,73.29297,147.7798,55.51704,111.7232,152.7863,205.1161,0.32284,0.22207,0.14513,0
743,3,A,N,1.5,30,S,S,N_1.5_30_S_S,G34Y11,1,G34Y11_day1,G34Y11_3A_day1.JPG,G34Y11_exp3A_day1,124.9319,72.21586,48.98559,237.5344,47.69599,55.64826,74.65901,142.5637,26.67509,127.1842,164.632,193.0228,0.3893,0.25327,0.10655,0
744,3,A,N,1.5,30,S,A,N_1.5_30_S_A,G34Y3,1,G34Y3_day1,G34Y3_3A_day1.JPG,G34Y3_exp3A_day1,174.1,167.5043,165.4769,226.1702,51.81321,64.68715,64.89782,142.9359,41.04751,127.0668,175.3321,217.2612,0.34312,0.3105,0.60082,0
745,3,A,N,1.5,30,S,A,N_1.5_30_S_A,G34Y4,1,G34Y4_day1,G34Y4_3A_day1.JPG,G34Y4_exp3A_day1,172.1326,169.1977,164.6125,197.2963,26.03522,40.71502,112.7503,195.5705,88.82961,118.163,167.7416,208.2304,0.33969,0.3136,0.59033,0
746,3,A,N,18,20,S,A,N_18_20_S_A,R10W45,1,R10W45_day1,R10W45_3A_day1.JPG,R10W45_exp3A_day1,202.6941,150.656,135.3156,226.9741,38.79361,49.84043,126.702,186.8255,54.02764,160.5107,185.9117,200.8847,0.41253,0.20794,0.51532,0
747,3,A,N,18,20,S,A,N_18_20_S_A,R10W46,1,R10W46_day1,R10W46_3A_day1.JPG,R10W46_exp3A_day1,161.0378,143.8222,126.7982,240.278,51.37959,59.63761,158.9756,190.3069,214.3132,125.7487,193.2871,68.02709,0.25027,0.44647,0.23798,0
748,3,A,N,18,20,S,S,N_18_20_S_S,R10W47,1,R10W47_day1,R10W47_3A_day1.JPG,R10W47_exp3A_day1,171.2724,140.1005,114.229,252.0743,65.38615,71.83793,146.6602,208.6805,84.47971,184.7965,209.6071,228.4075,0.29748,0.27017,0.30662,0
749,3,A,N,18,20,S,S,N_18_20_S_S,R10W48,1,R10W48_day1,R10W48_3A_day1.JPG,R10W48_exp3A_day1,145.3759,83.91292,47.97376,222.6378,27.61984,38.4093,118.0526,180.6618,50.81411,156.4974,179.5116,198.534,0.42799,0.32348,0.076044,0
750,3,A,N,18,30,F,A,N_18_30_F_A,R13W67,1,R13W67_day1,R13W67_3A_day1.JPG,R13W67_exp3A_day1,153.9452,89.78638,61.24279,245.8895,61.96315,70.23227,151.3108,214.251,91.50135,190.1603,218.019,239.6056,0.44366,0.2666,0.023746,0
751,3,A,N,18,30,F,A,N_18_30_F_A,R14W70,1,R14W70_day1,R14W70_3A_day1.JPG,R14W70_exp3A_day1,94.7651,62.1325,18.6228,217.5417,29.13485,40.63615,115.0544,177.2898,49.85878,148.43,173.0454,195.7881,0.28406,0.35729,-0.05483,0
752,3,A,N,18,30,F,A,N_18_30_F_A,R14W71,1,R14W71_day1,R14W71_3A_day1.JPG,R14W71_exp3A_day1,123.3069,93.78272,67.67878,233.2051,38.95627,49.9508,106.5832,175.6605,55.87216,136.2983,169.4451,196.885,0.28659,0.28761,0.18942,0
753,3,A,N,18,30,F,S,N_18_30_F_S,R14W72,1,R14W72_day1,R14W72_3A_day1.JPG,R14W72_exp3A_day1,152.3583,123.7406,95.20614,205.8331,28.25563,40.74001,98.86946,158.3976,46.44956,136.2896,167.54,192.199,0.34287,0.36671,0.33405,0
754,3,A,N,18,30,F,S,N_18_30_F_S,R14W73,1,R14W73_day1,R14W73_3A_day1.JPG,R14W73_exp3A_day1,83.829,40.6508,28.8424,246.648,46.8865,54.88418,137.6612,191.1962,52.37044,180.4634,200.1526,211.3441,0.24836,0.10311,0.046425,0
755,3,A,N,18,30,S,A,N_18_30_S_A,R14W74,1,R14W74_day1,R14W74_3A_day1.JPG,R14W74_exp3A_day1,125.9744,76.30379,70.90184,211.8087,24.56698,36.53269,107.9742,167.5605,43.42805,145.981,173.5874,195.0561,0.34465,0.12368,0.27141,0
756,3,A,N,18,30,S,A,N_18_30_S_A,R15W75,1,R15W75_day1,R15W75_3A_day1.JPG,R15W75_exp3A_day1,165.242,142.7321,102.6764,220.9514,31.4135,43.74448,106.8694,172.0142,53.0641,145.9841,179.7807,209.2271,0.32752,0.44715,0.30886,0
757,3,A,N,18,30,S,A,N_18_30_S_A,R15W76,1,R15W76_day1,R15W76_3A_day1.JPG,R15W76_exp3A_day1,145.6251,117.1642,88.28266,207.9577,27.77419,39.64217,98.03128,159.7681,44.79446,134.4715,166.4857,193.7744,0.33469,0.35799,0.30437,0
758,3,A,N,18,30,S,S,N_18_30_S_S,R15W77,1,R15W77_day1,R15W77_3A_day1.JPG,R15W77_exp3A_day1,172.3576,144.9958,112.8362,212.4226,33.09452,46.85063,93.42021,158.8373,50.80707,129.267,164.223,194.5973,0.38887,0.45082,0.36852,0
759,3,A,N,18,30,S,S,N_18_30_S_S,R15W78,1,R15W78_day1,R15W78_3A_day1.JPG,R15W78_exp3A_day1,106.8594,46.30089,21.38969,232.5268,37.71008,49.44177,108.9622,168.1073,51.21637,149.5649,177.5592,200.3915,0.37728,0.24159,-0.04809,0
760,3,A,N,18,20,F,A,N_18_20_F_A,R17W85,1,R17W85_day1,R17W85_3A_day1.JPG,R17W85_exp3A_day1,134.0301,64.67551,42.69438,227.8788,30.76643,40.89138,116.2526,164.7485,36.59531,159.9881,177.2272,189.1775,0.41259,0.21301,0.095296,0
761,3,A,N,18,20,F,A,N_18_20_F_A,R1W2,1,R1W2_day1,R1W2_3A_day1.JPG,R1W2_exp3A_day1,156.9946,143.2187,144.0177,210.1379,40.85267,65.88156,92.32178,160.2374,73.98766,130.3975,170.6726,223.043,0.32452,0.34856,0.43421,0
762,3,A,N,18,20,F,A,N_18_20_F_A,R1W3,1,R1W3_day1,R1W3_3A_day1.JPG,R1W3_exp3A_day1,188.8136,167.1862,148.4977,223.8947,49.62793,58.71775,115.2536,178.8846,69.32114,151.5889,184.9685,209.8506,0.33647,0.31424,0.50968,0
763,3,A,N,18,20,F,S,N_18_20_F_S,R1W5,1,R1W5_day1,R1W5_3A_day1.JPG,R1W5_exp3A_day1,158.4632,145.8162,123.7467,234.0525,58.48427,64.59197,117.4859,182.3654,74.72782,162.8703,197.0931,222.9893,0.25989,0.31017,0.37572,0
764,3,A,N,18,20,F,S,N_18_20_F_S,R1W6,1,R1W6_day1,R1W6_3A_day1.JPG,R1W6_exp3A_day1,139.2295,87.10845,64.76754,247.624,65.21036,71.43812,129.0958,190.8282,74.88926,175.1304,204.2496,225.65,0.37804,0.22981,0.091072,0
765,3,A,N,5,30,S,A,N_5_30_S_A,Y12B62,1,Y12B62_day1,Y12B62_3A_day1.JPG,Y12B62_exp3A_day1,152.9784,127.2972,84.77218,200.0194,17.50616,32.94736,98.53949,158.2391,42.6048,139.5246,170.5968,195.9269,0.34181,0.47305,0.27233,0
766,3,A,N,5,30,S,A,N_5_30_S_A,Y12B63,1,Y12B63_day1,Y12B63_3A_day1.JPG,Y12B63_exp3A_day1,154.4756,118.6079,88.53356,212.0323,20.99316,32.56406,106.8672,161.5169,33.24246,154.4486,175.1025,194.5547,0.31573,0.31575,0.34826,0
767,3,A,N,5,30,S,S,N_5_30_S_S,Y12B64,1,Y12B64_day1,Y12B64_3A_day1.JPG,Y12B64_exp3A_day1,119.7519,104.7106,71.62643,213.251,31.35248,49.56823,100.3306,165.8082,61.23776,137.2766,173.4009,210.0347,0.26412,0.41739,0.157,0
768,3,A,N,5,30,S,S,N_5_30_S_S,Y12B65,1,Y12B65_day1,Y12B65_3A_day1.JPG,Y12B65_exp3A_day1,113.7237,61.97172,56.59978,214.3542,35.99811,70.60502,101.8847,169.0844,85.01423,106.9634,139.3148,193.681,0.39174,0.25064,0.039408,0
769,3,A,N,5,20,F,S,N_5_20_F_S,Y20B97,1,Y20B97_day1,Y20B97_3A_day1.JPG,Y20B97_exp3A_day1,117.1495,57.37231,45.1662,229.039,37.67619,48.12691,116.5398,175.8027,51.6233,164.9733,191.8786,213.3169,0.37051,0.14552,0.092926,0
770,3,A,N,5,20,F,A,N_5_20_F_A,Y2B13,1,Y2B13_day1,Y2B13_3A_day1.JPG,Y2B13_exp3A_day1,132.0334,68.89181,44.75237,229.1541,42.48716,50.97027,117.3749,169.366,47.01598,146.2996,169.3417,186.5184,0.41221,0.23542,0.067946,0
771,3,A,N,5,20,F,A,N_5_20_F_A,Y2B14,1,Y2B14_day1,Y2B14_3A_day1.JPG,Y2B14_exp3A_day1,145.8121,116.8767,80.26596,225.1976,39.46398,50.00358,116.9542,175.5102,52.22575,142.1453,168.7722,187.4651,0.30474,0.36039,0.24648,0
772,3,A,N,5,20,F,A,N_5_20_F_A,Y2B15,1,Y2B15_day1,Y2B15_3A_day1.JPG,Y2B15_exp3A_day1,167.787,141.52,122.0765,223.5099,40.47454,49.1413,111.9763,173.3651,54.13063,145.1083,175.3539,198.1901,0.31219,0.27454,0.46356,0
773,3,A,N,5,20,F,S,N_5_20_F_S,Y2B22,1,Y2B22_day1,Y2B22_3A_day1.JPG,Y2B22_exp3A_day1,124.0494,102.2889,76.99143,215.3844,36.34695,45.6922,103.9131,157.6721,48.24121,158.6393,184.5998,202.582,0.24672,0.29404,0.25438,0
774,3,A,N,5,20,S,A,N_5_20_S_A,Y2B24,1,Y2B24_day1,Y2B24_3A_day1.JPG,Y2B24_exp3A_day1,139.8773,81.32851,38.14926,220.3888,43.38384,52.03031,117.9429,184.0603,67.56362,165.1772,200.145,227.274,0.46635,0.39233,-0.05554,0
775,3,A,N,5,20,S,A,N_5_20_S_A,Y3B25,1,Y3B25_day1,Y3B25_3A_day1.JPG,Y3B25_exp3A_day1,185.9294,146.4471,164.9122,221.2037,46.72988,70.89206,115.9591,189.6559,92.65002,137.0253,175.5773,222.7702,0.41798,0.17399,0.5349,0
776,3,A,N,5,20,S,A,N_5_20_S_A,Y3B26,1,Y3B26_day1,Y3B26_3A_day1.JPG,Y3B26_exp3A_day1,204.3484,187.7977,174.306,227.7427,62.01172,68.72291,105.0453,182.9995,80.46242,153.2488,199.8124,234.6363,0.39973,0.33165,0.51207,0
777,3,A,N,5,20,S,S,N_5_20_S_S,Y3B27,1,Y3B27_day1,Y3B27_3A_day1.JPG,Y3B27_exp3A_day1,199.2842,183.7885,161.3948,227.7849,57.41638,65.2102,106.4895,178.5711,73.59262,144.923,185.5229,216.3942,0.37464,0.38842,0.50084,1
778,3,A,N,5,20,S,S,N_5_20_S_S,Y3B28,1,Y3B28_day1,Y3B28_3A_day1.JPG,Y3B28_exp3A_day1,145.5047,80.97401,43.13554,252.7042,72.15101,76.64308,155.4932,212.3833,90.08958,193.3474,215.7271,234.4312,0.44592,0.31322,-0.08215,0
779,3,A,N,5,30,F,S,N_5_30_F_S,Y8B47,1,Y8B47_day1,O11G24_3B_day1.JPG,Y8B47_exp3A_day1,167.4361,100.9858,53.64991,252.7366,80.59351,83.9804,140.9303,213.1529,94.05213,173.8818,208.2297,232.33,0.52588,0.38881,-0.11657,0
780,3,A,N,5,30,F,S,N_5_30_F_S,Y8B48,1,Y8B48_day1,O11G25_3B_day1.JPG,Y8B48_exp3A_day1,182.2314,126.7905,88.85384,210.9923,38.18821,49.65632,99.46137,168.3462,61.05266,155.1617,191.1557,222.4026,0.53483,0.45587,0.15496,0
781,3,B,N,5,20,F,A,N_5_20_F_A,O12Y2,1,O12Y2_day1,Y7B41_3A_day1.JPG,O12Y2_exp3B_day1,167.6632,156.3939,147.1325,216.0616,45.74927,53.99987,102.6883,174.5269,64.72881,151.4691,192.3329,223.3835,0.29581,0.25197,0.51413,0
782,3,B,N,5,20,S,S,N_5_20_S_S,O13Y12,1,O13Y12_day1,Y8B47_3A_day1.JPG,O13Y12_exp3B_day1,166.0139,153.8417,135.0037,203.5465,32.11024,45.70441,96.49343,168.212,61.47951,131.56,172.9107,210.267,0.34013,0.3798,0.45708,0
783,3,B,N,18,20,F,A,N_18_20_F_A,O15Y25,1,O15Y25_day1,O15Y25_3B_day1.JPG,O15Y25_exp3B_day1,170.8495,114.0562,74.61914,234.4386,56.0048,67.23368,108.8408,178.7357,69.60626,164.7868,200.272,231.1025,0.49538,0.42656,0.050289,0
784,3,B,N,18,20,F,A,N_18_20_F_A,O17W14,1,O17W14_day1,O17W14_3B_day1.JPG,O17W14_exp3B_day1,164.2016,140.6423,120.5982,230.7782,43.43314,54.72489,126.5562,188.0763,65.04289,168.6469,194.9014,214.6436,0.26764,0.25432,0.41655,0
785,3,B,N,18,20,F,S,N_18_20_F_S,O17W15,1,O17W15_day1,O17W15_3B_day1.JPG,O17W15_exp3B_day1,168.5366,132.155,107.4478,219.9996,38.78683,50.69908,119.172,185.2388,61.53476,157.7322,188.1118,208.9116,0.3642,0.29196,0.33994,0
786,3,B,N,18,20,F,S,N_18_20_F_S,O17W17,1,O17W17_day1,O17W17_3B_day1.JPG,O17W17_exp3B_day1,184.3241,119.0965,82.40366,236.3638,52.86702,63.57923,137.6335,204.2329,85.08228,176.5453,206.2612,233.0452,0.50332,0.37135,0.080706,0
787,3,B,N,18,20,F,S,N_18_20_F_S,O17W20,1,O17W20_day1,O17W20_3B_day1.JPG,O17W20_exp3B_day1,161.6383,107.7727,68.79959,249.2886,61.02235,66.70858,139.922,206.4537,79.88482,181.0026,209.4666,231.4601,0.41456,0.33721,0.061379,0
788,3,B,N,0,20,F,A,CNTRL_20_F_A,O17W33,1,O17W33_day1,O17W33_3B_day1.JPG,O17W33_exp3B_day1,140.9887,78.0912,44.22726,252.3142,67.86968,75.98056,164.225,222.0256,92.32499,195.0735,216.4988,232.7907,0.42195,0.28009,-0.05882,0
789,3,B,N,0,20,F,A,CNTRL_20_F_A,O1B1,1,O1B1_day1,O1B1_3B_day1.JPG,O1B1_exp3B_day1,150.11,133.0587,115.2602,240.1067,53.23076,63.03977,117.8959,182.7005,61.18092,135.114,168.4958,196.0379,0.25803,0.26313,0.42285,0
790,3,B,N,0,20,F,S,CNTRL_20_F_S,O1B2,1,O1B2_day1,O1B2_3B_day1.JPG,O1B2_exp3B_day1,189.0055,172.7689,160.4418,234.7598,53.28795,63.95397,96.67895,170.6677,54.97306,159.0034,202.131,235.1425,0.33126,0.28693,0.52514,0
791,3,B,N,0,20,F,S,CNTRL_20_F_S,O1B3,1,O1B3_day1,O1B3_3B_day1.JPG,O1B3_exp3B_day1,184.6598,131.7578,112.9257,236.5569,48.48613,57.30057,103.8703,166.7552,53.48129,182.3023,215.4791,239.7847,0.42489,0.26586,0.31012,0
792,3,B,N,0,20,F,S,CNTRL_20_F_S,O1B4,1,O1B4_day1,O1B4_3B_day1.JPG,O1B4_exp3B_day1,170.8467,108.9344,64.99717,250.0977,61.06972,67.83298,131.9783,200.9907,78.03025,167.8777,200.6776,228.0404,0.47072,0.38609,0.012892,0
793,3,B,N,18,20,S,A,N_18_20_S_A,O1B5,1,O1B5_day1,O1B5_3B_day1.JPG,O1B5_exp3B_day1,141.1052,69.08062,37.33565,230.1501,34.3874,44.81262,109.0913,165.377,41.30897,143.3314,168.2527,187.7344,0.4567,0.29806,0.024274,0
794,3,B,N,18,20,S,A,N_18_20_S_A,O20W34,1,O20W34_day1,O20W34_3B_day1.JPG,O20W34_exp3B_day1,173.0789,141.0258,115.9534,235.3455,48.40304,59.43989,137.1629,201.3304,74.9708,161.9499,188.1538,210.5384,0.32093,0.28969,0.35698,0
795,3,B,N,18,20,S,S,N_18_20_S_S,O20W35,1,O20W35_day1,O20W35_3B_day1.JPG,O20W35_exp3B_day1,150.4915,138.2598,116.4491,228.1294,46.81009,62.21563,109.9916,176.9929,64.21758,157.3718,188.4603,218.2009,0.25021,0.32433,0.36688,0
796,3,B,N,18,20,S,S,N_18_20_S_S,O20W36,1,O20W36_day1,O20W36_3B_day1.JPG,O20W36_exp3B_day1,171.5141,96.93071,54.87928,247.6287,59.77585,68.95803,148.9039,210.3582,88.72815,183.624,205.4211,222.1906,0.51277,0.37586,-0.06224,0
797,3,B,N,18,20,S,S,N_18_20_S_S,O20W37,1,O20W37_day1,O20W37_3B_day1.JPG,O20W37_exp3B_day1,152.6223,85.77354,60.5833,235.1547,55.24073,61.48252,123.0285,189.0281,67.72274,186.9159,214.6279,236.4319,0.47072,0.2434,0.064111,1
798,3,B,N,0,20,S,S,CNTRL_20_S_S,O22W48,1,O22W48_day1,O22W48_3B_day1.JPG,O22W48_exp3B_day1,174.772,106.1437,77.50875,242.8179,52.77329,61.28434,120.1443,176.778,54.27505,176.2164,201.333,222.3423,0.46767,0.29171,0.14849,0
799,3,B,N,0,20,S,S,CNTRL_20_S_S,O2B10,1,O2B10_day1,O2B10_3B_day1.JPG,O2B10_exp3B_day1,160.5416,123.3027,107.2257,212.1353,34.02729,57.00905,98.04188,170.0285,72.71118,130.0891,171.468,215.9079,0.42305,0.38212,0.25624,0
800,3,B,N,0,20,S,S,CNTRL_20_S_S,O2B11,1,O2B11_day1,O2B11_3B_day1.JPG,O2B11_exp3B_day1,136.7171,79.24471,56.56331,241.8865,50.44862,56.6504,143.4593,211.5227,80.69253,184.2018,215.4261,237.8753,0.3855,0.20477,0.076517,0
801,3,B,N,0,20,S,A,CNTRL_20_S_A,O2B12,1,O2B12_day1,O2B12_3B_day1.JPG,O2B12_exp3B_day1,140.0225,86.3376,59.25697,223.2152,31.62105,44.05084,113.6099,174.1238,53.88669,134.6034,163.7899,183.8785,0.39353,0.28981,0.14306,0
802,3,B,N,0,20,S,A,CNTRL_20_S_A,O2B7,1,O2B7_day1,O2B7_3B_day1.JPG,O2B7_exp3B_day1,177.2191,147.4781,112.7292,246.0893,57.12194,66.68516,128.7686,196.9237,75.51447,168.5985,202.0649,230.0617,0.34012,0.37489,0.26836,0
803,3,B,N,1.5,20,F,A,N_1.5_20_F_A,O4B25,1,O4B25_day1,O4B25_3B_day1.JPG,O4B25_exp3B_day1,138.0449,70.97895,48.86471,253.1668,70.06705,90.14714,142.9528,212.9695,108.8916,157.422,195.1312,242.4717,0.44919,0.26144,-0.08288,0
804,3,B,N,1.5,20,F,A,N_1.5_20_F_A,O5G2,1,O5G2_day1,O5G2_3B_day1.JPG,O5G2_exp3B_day1,185.638,170.8578,146.9361,226.6412,45.89564,59.04769,117.8427,189.7967,72.53381,153.5403,190.8442,224.3593,0.32173,0.36897,0.45095,0
805,3,B,N,1.5,20,F,S,N_1.5_20_F_S,O5G3,1,O5G3_day1,O5G3_3B_day1.JPG,O5G3_exp3B_day1,201.0764,175.5788,175.4196,189.6395,20.94613,47.87353,96.0512,164.7508,79.95055,150.0379,191.8225,242.1843,0.45061,0.43663,0.49111,0
806,3,B,N,1.5,20,F,S,N_1.5_20_F_S,O5G4,1,O5G4_day1,O5G4_3B_day1.JPG,O5G4_exp3B_day1,175.488,102.8877,71.92424,224.7133,42.44844,51.17271,113.3703,183.5705,65.78568,153.2934,191.8112,218.6316,0.54591,0.32674,0.10288,0
807,3,B,N,1.5,20,S,A,N_1.5_20_S_A,O5G7,1,O5G7_day1,O5G7_3B_day1.JPG,O5G7_exp3B_day1,154.1644,84.32691,62.84357,220.4297,36.44227,48.43638,96.04376,159.7302,44.3814,127.8723,161.2684,186.2175,0.49881,0.26917,0.14358,0
808,3,B,N,1.5,20,S,S,N_1.5_20_S_S,O8G10,1,O8G10_day1,O8G10_3B_day1.JPG,O8G10_exp3B_day1,173.9929,170.6929,166.2069,212.3516,43.45632,58.00477,102.1882,179.0412,71.01771,125.9778,171.4953,204.7949,0.31441,0.27699,0.62647,0
809,3,B,N,1.5,20,S,S,N_1.5_20_S_S,O8G11,1,O8G11_day1,O8G11_3B_day1.JPG,O8G11_exp3B_day1,167.1129,101.7192,50.94658,229.756,54.3901,62.57259,108.6384,179.8733,69.44767,149.397,194.8388,225.7258,0.54861,0.47975,-0.07398,0
810,3,B,N,1.5,20,S,S,N_1.5_20_S_S,O8G12,1,O8G12_day1,O8G12_3B_day1.JPG,O8G12_exp3B_day1,151.0685,85.83147,56.30992,244.2015,55.25437,59.58733,125.5582,187.5516,67.36364,183.3515,213.5016,234.1321,0.44194,0.27019,0.050291,0
811,3,B,N,1.5,20,S,A,N_1.5_20_S_A,O8G13,1,O8G13_day1,O8G13_3B_day1.JPG,O8G13_exp3B_day1,178.996,116.9357,52.66338,229.2759,45.87941,56.85792,113.8513,179.1892,58.86067,151.8871,185.8923,211.5001,0.53212,0.5714,-0.05307,0
812,3,B,N,18,20,S,A,N_18_20_S_A,O8G8,1,O8G8_day1,O8G8_3B_day1.JPG,O8G8_exp3B_day1,156.5926,136.5586,116.0057,217.8634,33.57759,52.86631,117.9804,186.6353,71.91343,159.903,194.495,225.6373,0.29288,0.32152,0.34303,0
813,3,B,N,5,30,F,A,N_5_30_F_A,W10O45,1,W10O45_day1,W10O45_3B_day1.JPG,W10O45_exp3B_day1,191.272,155.3139,120.1194,238.5347,56.33484,65.8815,124.7956,194.2183,73.04573,152.6626,188.2658,217.0547,0.40541,0.3932,0.29803,0
814,3,B,N,5,30,F,A,N_5_30_F_A,W11O46,1,W11O46_day1,W11O46_3B_day1.JPG,W11O46_exp3B_day1,173.312,159.2312,139.457,211.51,42.9113,54.0903,92.32759,159.1017,57.17138,135.1923,174.5384,207.6928,0.34734,0.38647,0.47462,0
815,3,B,N,5,30,F,S,N_5_30_F_S,W11O47,1,W11O47_day1,W11O47_3B_day1.JPG,W11O47_exp3B_day1,179.2789,150.3485,129.6928,242.5544,65.59905,71.20635,122.4238,187.2121,79.67045,150.6413,187.6552,214.2766,0.35303,0.30335,0.37516,0
816,3,B,N,5,30,F,S,N_5_30_F_S,W11O48,1,W11O48_day1,W11O48_3B_day1.JPG,W11O48_exp3B_day1,158.4706,98.06985,64.98786,250.244,80.27908,86.81453,138.496,215.6737,103.3945,151.3793,194.3316,224.5203,0.48624,0.31163,-0.04207,0
817,3,B,N,5,30,F,S,N_5_30_F_S,W11O49,1,W11O49_day1,W11O49_3B_day1.JPG,W11O49_exp3B_day1,167.0439,106.2297,74.80259,249.6685,65.47158,70.51221,139.1574,200.3034,71.44026,179.7251,204.216,226.1311,0.43694,0.27906,0.10638,0
818,3,B,N,5,30,S,A,N_5_30_S_A,W11O50,1,W11O50_day1,W11O50_3B_day1.JPG,W11O50_exp3B_day1,163.7285,95.74854,55.7828,238.967,59.84775,64.95225,123.0501,185.7463,61.59262,180.5709,207.1196,225.8713,0.50123,0.34388,0.009058,0
819,3,B,N,18,30,F,S,N_18_30_F_S,W15O71,1,W15O71_day1,W15O71_3B_day1.JPG,W15O71_exp3B_day1,165.7395,117.522,85.56827,243.2622,64.6193,70.64266,132.2388,203.3993,80.48604,169.989,205.2755,232.8614,0.41978,0.31036,0.13285,0
820,3,B,N,0,30,S,S,CNTRL_30_S_S,W20O88,1,W20O88_day1,W20O88_3B_day1.JPG,W20O88_exp3B_day1,185.7646,121.9562,100.4633,244.9066,55.90229,63.4543,130.547,194.1193,67.36199,159.5526,190.6068,211.1841,0.46097,0.23937,0.26085,0
821,3,B,N,0,30,S,S,CNTRL_30_S_S,W2O10,1,W2O10_day1,W2O10_3B_day1.JPG,W2O10_exp3B_day1,162.8651,125.5142,103.6881,241.013,72.37272,82.63633,135.6539,218.8105,112.4878,166.3054,212.5538,248.1662,0.40744,0.29442,0.14869,0
822,3,B,N,0,30,S,S,CNTRL_30_S_S,W2O11,1,W2O11_day1,W2O11_3B_day1.JPG,W2O11_exp3B_day1,148.3262,71.32471,50.98402,207.1164,21.59887,39.19596,150.2147,210.7121,86.0916,155.6813,184.7069,207.7478,0.50221,0.24335,0.049816,0
823,3,B,N,0,30,S,A,CNTRL_30_S_A,W2O12,1,W2O12_day1,W2O12_3B_day1.JPG,W2O12_exp3B_day1,161.826,112.7092,77.39374,209.7806,48.60411,59.06957,100.7515,170.8288,66.05306,125.3894,167.26,201.2698,0.51222,0.41955,0.09651,0
824,3,B,N,0,30,S,A,CNTRL_30_S_A,W2O7,1,W2O7_day1,W2O7_3B_day1.JPG,W2O7_exp3B_day1,194.8068,189.7753,182.7862,215.048,53.76487,69.92106,109.225,189.0537,92.39073,121.5817,168.6242,209.3728,0.38724,0.37987,0.57607,0
825,3,B,N,1.5,30,F,S,N_1.5_30_F_S,W4O25,1,W4O25_day1,W4O25_3B_day1.JPG,W4O25_exp3B_day1,177.5718,127.5804,100.631,211.7056,51.67337,60.46943,98.55016,171.325,66.83045,133.0266,177.3765,209.4268,0.53702,0.36701,0.20833,0
826,3,B,N,1.5,30,F,S,N_1.5_30_F_S,W5O26,1,W5O26_day1,W5O26_3B_day1.JPG,W5O26_exp3B_day1,163.3946,107.2859,86.27913,228.5239,53.70248,60.44142,128.299,187.5341,76.16603,146.8564,177.6535,195.9746,0.44193,0.24942,0.20702,0
827,3,B,N,1.5,30,F,S,N_1.5_30_F_S,W5O27,1,W5O27_day1,W5O27_3B_day1.JPG,W5O27_exp3B_day1,186.2757,132.6739,112.2425,238.4621,61.59433,67.22058,142.853,203.1027,90.36022,173.3421,202.0658,223.8103,0.43341,0.25464,0.26853,0
828,3,B,N,1.5,30,F,A,N_1.5_30_F_A,W5O28,1,W5O28_day1,W5O28_3B_day1.JPG,W5O28_exp3B_day1,167.2572,122.1893,97.85611,206.9036,40.73674,55.24251,100.9531,181.3968,72.37342,140.9071,190.4946,226.0016,0.50143,0.35408,0.19703,0
829,3,B,N,1.5,30,F,A,N_1.5_30_F_A,W5O29,1,W5O29_day1,W5O29_3B_day1.JPG,W5O29_exp3B_day1,162.0022,136.6701,104.8672,219.6084,34.63007,52.53014,136.968,208.1004,97.58489,164.0666,203.3902,236.413,0.33493,0.40266,0.20295,0
830,3,B,N,1.5,30,S,A,N_1.5_30_S_A,W5O30,1,W5O30_day1,W5O30_3B_day1.JPG,W5O30_exp3B_day1,166.2622,154.5653,140.6096,190.1577,28.16583,48.92603,86.77014,164.1198,69.92549,127.073,175.7281,220.7827,0.40235,0.43319,0.41051,0
831,3,B,N,1.5,30,S,A,N_1.5_30_S_A,W7O31,1,W7O31_day1,W7O31_3B_day1.JPG,W7O31_exp3B_day1,188.8938,172.6788,158.3404,200.5581,32.81953,48.51917,86.29054,160.8621,58.71643,118.1368,160.9882,197.8068,0.42658,0.41261,0.57337,0
