col_num,treat_ID_full,red_day1,red_day11,red_delta,red_percent_change,pollution,dose,temp,feed,symbiont,rgb_status,PercOutliersCheck,dose_level,new_treat_ID_full
240,N_5_30_F_S,140.3143184,164.414266,24.09994763,17.17568664,Nitrate,5,30,Fed,Symbiotic,bleached,NA,Medium,Nitrate_Medium_30_Fed_Symbiotic
174,N_18_20_F_A,195.5066933,228.9781962,33.47150291,17.12038721,Nitrate,18,20,Fed,Aposymbiotic,bleached,NA,High,Nitrate_High_20_Fed_Aposymbiotic
206,A_7.5_30_S_S,125.500786,146.9835184,21.48273239,17.11760785,Ammonium,7.5,30,Starved,Symbiotic,bleached,NA,Medium,Ammonium_Medium_30_Starved_Symbiotic
206,N_0_30_F_S,97.01998831,113.4105021,16.3905138,16.89395566,Nitrate,0,30,Fed,Symbiotic,bleached,NA,control-0,Nitrate_control-0_30_Fed_Symbiotic
196,A_10_30_F_S,126.0781973,147.2287233,21.150526,16.77572051,Ammonium,10,30,Fed,Symbiotic,bleached,NA,High,Ammonium_High_30_Fed_Symbiotic
153,A_10_30_F_S,111.1615215,129.6452123,18.48369081,16.62777782,Ammonium,10,30,Fed,Symbiotic,bleached,NA,High,Ammonium_High_30_Fed_Symbiotic
233,A_5_30_S_S,86.92643,101.3052262,14.37879617,16.54133981,Ammonium,5,30,Starved,Symbiotic,bleached,NA,Low,Ammonium_Low_30_Starved_Symbiotic
213,A_7.5_30_F_A,154.9479133,180.2708126,25.32289928,16.34284628,Ammonium,7.5,30,Fed,Aposymbiotic,bleached,NA,Medium,Ammonium_Medium_30_Fed_Aposymbiotic
168,N_1.5_30_F_A,152.3273306,177.1594156,24.832085,16.30179227,Nitrate,1.5,30,Fed,Aposymbiotic,bleached,NA,Low,Nitrate_Low_30_Fed_Aposymbiotic
172,N_0_20_S_S,120.7944805,140.4612894,19.66680893,16.28121488,Nitrate,0,20,Starved,Symbiotic,bleached,NA,control-0,Nitrate_control-0_20_Starved_Symbiotic
218,A_5_30_S_S,132.7233075,154.3039334,21.58062599,16.25986151,Ammonium,5,30,Starved,Symbiotic,bleached,NA,Low,Ammonium_Low_30_Starved_Symbiotic
193,N_18_30_F_S,132.171742,153.4828662,21.3111242,16.12381276,Nitrate,18,30,Fed,Symbiotic,bleached,NA,High,Nitrate_High_30_Fed_Symbiotic
240,A_7.5_30_S_S,116.1636164,134.8425175,18.67890112,16.0798206,Ammonium,7.5,30,Starved,Symbiotic,bleached,NA,Medium,Ammonium_Medium_30_Starved_Symbiotic
174,N_0_30_F_A,93.96177762,109.0399786,15.07820098,16.04716445,Nitrate,0,30,Fed,Aposymbiotic,bleached,NA,control-0,Nitrate_control-0_30_Fed_Aposymbiotic
196,A_10_20_F_S,156.0638272,180.9985824,24.93475517,15.97728033,Ammonium,10,20,Fed,Symbiotic,bleached,NA,High,Ammonium_High_20_Fed_Symbiotic
204,N_5_20_S_A,165.7499376,192.051296,26.30135841,15.86809551,Nitrate,5,20,Starved,Aposymbiotic,bleached,NA,Medium,Nitrate_Medium_20_Starved_Aposymbiotic
253,A_10_30_F_S,122.3513059,141.7053056,19.35399964,15.8183842,Ammonium,10,30,Fed,Symbiotic,bleached,NA,High,Ammonium_High_30_Fed_Symbiotic
165,A_10_30_S_A,182.7449974,211.4948408,28.7498434,15.73221911,Ammonium,10,30,Starved,Aposymbiotic,bleached,NA,High,Ammonium_High_30_Starved_Aposymbiotic
194,N_5_30_S_A,96.13666155,111.1799717,15.04331019,15.64783918,Nitrate,5,30,Starved,Aposymbiotic,bleached,NA,Medium,Nitrate_Medium_30_Starved_Aposymbiotic
241,A_10_30_F_S,134.0646016,154.9817338,20.91713221,15.60227827,Ammonium,10,30,Fed,Symbiotic,bleached,NA,High,Ammonium_High_30_Fed_Symbiotic
238,N_1.5_20_F_A,175.7157153,203.0116813,27.29596604,15.53416324,Nitrate,1.5,20,Fed,Aposymbiotic,bleached,NA,Low,Nitrate_Low_20_Fed_Aposymbiotic
238,N_18_20_S_A,148.9437039,171.9709687,23.02726478,15.46038146,Nitrate,18,20,Starved,Aposymbiotic,bleached,NA,High,Nitrate_High_20_Starved_Aposymbiotic
240,N_5_30_F_S,136.5592026,157.5638679,21.00466529,15.381362,Nitrate,5,30,Fed,Symbiotic,bleached,NA,Medium,Nitrate_Medium_30_Fed_Symbiotic
212,A_5_20_F_A,193.8995204,223.7191251,29.81960464,15.37889551,Ammonium,5,20,Fed,Aposymbiotic,bleached,NA,Low,Ammonium_Low_20_Fed_Aposymbiotic
151,A_5_20_F_S,134.8597053,155.5726773,20.71297204,15.35890353,Ammonium,5,20,Fed,Symbiotic,bleached,NA,Low,Ammonium_Low_20_Fed_Symbiotic
185,N_1.5_20_S_A,138.4228654,159.6621036,21.23923819,15.34373539,Nitrate,1.5,20,Starved,Aposymbiotic,bleached,NA,Low,Nitrate_Low_20_Starved_Aposymbiotic
207,N_5_30_F_S,129.5336005,149.3404412,19.80684077,15.29089032,Nitrate,5,30,Fed,Symbiotic,bleached,NA,Medium,Nitrate_Medium_30_Fed_Symbiotic
245,A_0_30_S_S,159.4219179,183.7819881,24.36007016,15.2802516,Ammonium,0,30,Starved,Symbiotic,bleached,NA,control-0,Ammonium_control-0_30_Starved_Symbiotic
241,A_5_20_S_S,172.3076987,198.271377,25.96367835,15.06820563,Ammonium,5,20,Starved,Symbiotic,bleached,NA,Low,Ammonium_Low_20_Starved_Symbiotic
239,N_18_30_S_S,106.4936075,122.1981729,15.70456532,14.74695588,Nitrate,18,30,Starved,Symbiotic,bleached,NA,High,Nitrate_High_30_Starved_Symbiotic
194,A_0_20_F_A,105.7294007,121.2732169,15.54381628,14.70150799,Ammonium,0,20,Fed,Aposymbiotic,bleached,NA,control-0,Ammonium_control-0_20_Fed_Aposymbiotic
155,A_0_30_F_S,198.4986802,227.4876389,28.98895865,14.6041065,Ammonium,0,30,Fed,Symbiotic,bleached,NA,control-0,Ammonium_control-0_30_Fed_Symbiotic
221,A_7.5_30_F_S,162.9599083,186.1821376,23.22222932,14.25027147,Ammonium,7.5,30,Fed,Symbiotic,bleached,NA,Medium,Ammonium_Medium_30_Fed_Symbiotic
157,A_5_20_S_S,207.5562607,236.8099571,29.25369641,14.09434546,Ammonium,5,20,Starved,Symbiotic,bleached,NA,Low,Ammonium_Low_20_Starved_Symbiotic
248,A_10_30_F_S,163.7672164,186.7982661,23.0310497,14.06328459,Ammonium,10,30,Fed,Symbiotic,bleached,NA,High,Ammonium_High_30_Fed_Symbiotic
237,N_5_30_F_S,145.3023938,165.5381373,20.23574347,13.9266415,Nitrate,5,30,Fed,Symbiotic,bleached,NA,Medium,Nitrate_Medium_30_Fed_Symbiotic
169,N_5_20_S_A,148.965198,169.4883297,20.52313172,13.77713184,Nitrate,5,20,Starved,Aposymbiotic,bleached,NA,Medium,Nitrate_Medium_20_Starved_Aposymbiotic
208,N_18_20_S_S,116.3620313,132.3697373,16.00770607,13.75681217,Nitrate,18,20,Starved,Symbiotic,bleached,NA,High,Nitrate_High_20_Starved_Symbiotic
216,A_5_20_S_A,173.2369927,196.9885317,23.75153902,13.71043139,Ammonium,5,20,Starved,Aposymbiotic,bleached,NA,Low,Ammonium_Low_20_Starved_Aposymbiotic
150,N_5_20_F_A,173.0774972,196.7731554,23.69565815,13.69077929,Nitrate,5,20,Fed,Aposymbiotic,bleached,NA,Medium,Nitrate_Medium_20_Fed_Aposymbiotic
196,A_7.5_30_F_A,86.54908225,98.38976466,11.84068241,13.68088731,Ammonium,7.5,30,Fed,Aposymbiotic,bleached,NA,Medium,Ammonium_Medium_30_Fed_Aposymbiotic
235,N_0_30_S_S,87.1427136,99.03251171,11.88979811,13.64405309,Nitrate,0,30,Starved,Symbiotic,bleached,NA,control-0,Nitrate_control-0_30_Starved_Symbiotic
222,A_10_30_F_S,149.6830398,170.0782363,20.39519651,13.62558948,Ammonium,10,30,Fed,Symbiotic,bleached,NA,High,Ammonium_High_30_Fed_Symbiotic
168,N_0_20_F_A,182.7364124,207.57583,24.83941763,13.59303125,Nitrate,0,20,Fed,Aposymbiotic,bleached,NA,control-0,Nitrate_control-0_20_Fed_Aposymbiotic
187,A_10_30_F_A,143.0419812,162.275786,19.23380482,13.44626568,Ammonium,10,30,Fed,Aposymbiotic,bleached,NA,High,Ammonium_High_30_Fed_Aposymbiotic
213,A_7.5_20_F_A,131.3742188,148.9655037,17.59128491,13.39021086,Ammonium,7.5,20,Fed,Aposymbiotic,bleached,NA,Medium,Ammonium_Medium_20_Fed_Aposymbiotic
166,N_1.5_30_S_A,141.7179303,160.686063,18.9681327,13.38442684,Nitrate,1.5,30,Starved,Aposymbiotic,bleached,NA,Low,Nitrate_Low_30_Starved_Aposymbiotic
186,N_18_30_F_A,165.7973282,187.8247451,22.02741692,13.28574903,Nitrate,18,30,Fed,Aposymbiotic,bleached,NA,High,Nitrate_High_30_Fed_Aposymbiotic
223,N_0_20_F_A,168.9377985,191.351928,22.41412947,13.26768175,Nitrate,0,20,Fed,Aposymbiotic,bleached,NA,control-0,Nitrate_control-0_20_Fed_Aposymbiotic
244,A_7.5_20_F_A,138.3457909,156.6322741,18.28648324,13.21795417,Ammonium,7.5,20,Fed,Aposymbiotic,bleached,NA,Medium,Ammonium_Medium_20_Fed_Aposymbiotic
142,N_5_30_F_S,134.2495336,151.9596198,17.71008617,13.19191635,Nitrate,5,30,Fed,Symbiotic,bleached,NA,Medium,Nitrate_Medium_30_Fed_Symbiotic
159,N_18_20_F_A,97.32069372,110.050373,12.72967926,13.08013617,Nitrate,18,20,Fed,Aposymbiotic,bleached,NA,High,Nitrate_High_20_Fed_Aposymbiotic
167,A_10_20_S_S,171.2550712,193.5569563,22.30188503,13.02261292,Ammonium,10,20,Starved,Symbiotic,bleached,NA,High,Ammonium_High_20_Starved_Symbiotic
172,N_1.5_20_S_S,120.8990213,136.637916,15.73889476,13.01821519,Nitrate,1.5,20,Starved,Symbiotic,bleached,NA,Low,Nitrate_Low_20_Starved_Symbiotic
242,N_1.5_20_F_S,219.2008839,247.4182727,28.21738879,12.87284444,Nitrate,1.5,20,Fed,Symbiotic,bleached,NA,Low,Nitrate_Low_20_Fed_Symbiotic
184,N_1.5_20_S_A,150.5688663,169.9340295,19.36516319,12.86133294,Nitrate,1.5,20,Starved,Aposymbiotic,bleached,NA,Low,Nitrate_Low_20_Starved_Aposymbiotic
242,A_10_30_F_A,168.8712557,190.572223,21.70096725,12.85059862,Ammonium,10,30,Fed,Aposymbiotic,bleached,NA,High,Ammonium_High_30_Fed_Aposymbiotic
217,A_0_30_S_S,102.843433,115.9292008,13.08576788,12.72397031,Ammonium,0,30,Starved,Symbiotic,bleached,NA,control-0,Ammonium_control-0_30_Starved_Symbiotic
186,N_1.5_30_F_A,146.0687572,164.3869249,18.31816774,12.54078428,Nitrate,1.5,30,Fed,Aposymbiotic,bleached,NA,Low,Nitrate_Low_30_Fed_Aposymbiotic
241,A_10_30_F_S,133.0126365,149.2924263,16.27978975,12.23928055,Ammonium,10,30,Fed,Symbiotic,bleached,NA,High,Ammonium_High_30_Fed_Symbiotic
207,N_18_30_F_S,128.53948690000001,144.2468174,15.70733045,12.21984841,Nitrate,18,30,Fed,Symbiotic,bleached,NA,High,Nitrate_High_30_Fed_Symbiotic
237,N_1.5_30_F_A,149.1807081,167.3971613,18.21645317,12.21099792,Nitrate,1.5,30,Fed,Aposymbiotic,bleached,NA,Low,Nitrate_Low_30_Fed_Aposymbiotic
198,A_5_30_S_A,141.374456,158.3446042,16.97014812,12.00368765,Ammonium,5,30,Starved,Aposymbiotic,bleached,NA,Low,Ammonium_Low_30_Starved_Aposymbiotic
169,N_18_20_F_A,126.5850594,141.7681217,15.18306227,11.99435568,Nitrate,18,20,Fed,Aposymbiotic,bleached,NA,High,Nitrate_High_20_Fed_Aposymbiotic
198,A_10_20_S_A,124.5020521,139.4344841,14.93243207,11.99372366,Ammonium,10,20,Starved,Aposymbiotic,bleached,NA,High,Ammonium_High_20_Starved_Aposymbiotic
238,N_0_20_S_A,154.0555406,172.1231074,18.06756681,11.72795652,Nitrate,0,20,Starved,Aposymbiotic,bleached,NA,control-0,Nitrate_control-0_20_Starved_Aposymbiotic
232,N_5_30_S_A,162.8169537,181.8935585,19.07660489,11.71659613,Nitrate,5,30,Starved,Aposymbiotic,bleached,NA,Medium,Nitrate_Medium_30_Starved_Aposymbiotic
240,N_1.5_30_F_S,120.3990625,134.4976383,14.09857572,11.70987167,Nitrate,1.5,30,Fed,Symbiotic,bleached,NA,Low,Nitrate_Low_30_Fed_Symbiotic
181,A_0_30_S_A,164.7352369,183.9555612,19.22032428,11.66740319,Ammonium,0,30,Starved,Aposymbiotic,bleached,NA,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
162,N_0_30_S_A,188.3360296,210.308761,21.97273137,11.66676998,Nitrate,0,30,Starved,Aposymbiotic,bleached,NA,control-0,Nitrate_control-0_30_Starved_Aposymbiotic
248,A_7.5_30_F_S,151.7748146,169.1793741,17.40455945,11.46735675,Ammonium,7.5,30,Fed,Symbiotic,bleached,NA,Medium,Ammonium_Medium_30_Fed_Symbiotic
250,A_10_20_S_S,135.430467,150.9493324,15.51886543,11.45891747,Ammonium,10,20,Starved,Symbiotic,bleached,NA,High,Ammonium_High_20_Starved_Symbiotic
240,A_0_30_S_S,122.1674348,136.1149807,13.9475459,11.41674615,Ammonium,0,30,Starved,Symbiotic,bleached,NA,control-0,Ammonium_control-0_30_Starved_Symbiotic
194,N_18_20_F_A,81.18489115,90.42694384,9.242052686,11.38395649,Nitrate,18,20,Fed,Aposymbiotic,bleached,NA,High,Nitrate_High_20_Fed_Aposymbiotic
198,A_7.5_30_F_S,146.9753631,163.6709406,16.69557751,11.35943954,Ammonium,7.5,30,Fed,Symbiotic,bleached,NA,Medium,Ammonium_Medium_30_Fed_Symbiotic
250,A_0_20_S_S,122.1103136,135.8526292,13.74231554,11.25401707,Ammonium,0,20,Starved,Symbiotic,bleached,NA,control-0,Ammonium_control-0_20_Starved_Symbiotic
245,A_5_30_S_S,145.0971182,161.116829,16.01971079,11.04068157,Ammonium,5,30,Starved,Symbiotic,bleached,NA,Low,Ammonium_Low_30_Starved_Symbiotic
175,N_1.5_30_F_A,173.6497135,192.808552,19.15883853,11.03303781,Nitrate,1.5,30,Fed,Aposymbiotic,bleached,NA,Low,Nitrate_Low_30_Fed_Aposymbiotic
208,N_1.5_20_S_S,129.7616892,144.0109259,14.2492367,10.98108139,Nitrate,1.5,20,Starved,Symbiotic,bleached,NA,Low,Nitrate_Low_20_Starved_Symbiotic
226,N_0_30_F_A,152.5900576,169.3269396,16.73688199,10.96852721,Nitrate,0,30,Fed,Aposymbiotic,bleached,NA,control-0,Nitrate_control-0_30_Fed_Aposymbiotic
241,A_0_30_F_S,132.7619681,147.2961868,14.53421876,10.94757706,Ammonium,0,30,Fed,Symbiotic,bleached,NA,control-0,Ammonium_control-0_30_Fed_Symbiotic
209,A_7.5_20_F_A,138.3019289,153.4195188,15.1175899,10.93085976,Ammonium,7.5,20,Fed,Aposymbiotic,bleached,NA,Medium,Ammonium_Medium_20_Fed_Aposymbiotic
184,A_5_20_F_A,126.0870374,139.8654997,13.77846233,10.92773898,Ammonium,5,20,Fed,Aposymbiotic,bleached,NA,Low,Ammonium_Low_20_Fed_Aposymbiotic
162,N_18_20_S_A,166.6625736,184.729616,18.06704238,10.84049165,Nitrate,18,20,Starved,Aposymbiotic,bleached,NA,High,Nitrate_High_20_Starved_Aposymbiotic
168,A_5_20_S_A,188.8134841,209.2245913,20.41110727,10.81019577,Ammonium,5,20,Starved,Aposymbiotic,bleached,NA,Low,Ammonium_Low_20_Starved_Aposymbiotic
253,A_7.5_30_F_S,126.84221,140.5180351,13.67582512,10.78176194,Ammonium,7.5,30,Fed,Symbiotic,bleached,NA,Medium,Ammonium_Medium_30_Fed_Symbiotic
158,A_7.5_30_S_A,141.8720001,157.133437,15.26143695,10.75718743,Ammonium,7.5,30,Starved,Aposymbiotic,bleached,NA,Medium,Ammonium_Medium_30_Starved_Aposymbiotic
167,A_7.5_30_F_A,181.507203,201.0174696,19.51026661,10.7490316,Ammonium,7.5,30,Fed,Aposymbiotic,bleached,NA,Medium,Ammonium_Medium_30_Fed_Aposymbiotic
223,N_1.5_30_F_S,162.2845495,179.5584931,17.27394355,10.64423176,Nitrate,1.5,30,Fed,Symbiotic,bleached,NA,Low,Nitrate_Low_30_Fed_Symbiotic
252,A_7.5_20_F_S,106.6696049,117.9849066,11.31530166,10.6078031,Ammonium,7.5,20,Fed,Symbiotic,bleached,NA,Medium,Ammonium_Medium_20_Fed_Symbiotic
250,A_0_30_S_S,154.5266666,170.8658087,16.33914209,10.57367149,Ammonium,0,30,Starved,Symbiotic,bleached,NA,control-0,Ammonium_control-0_30_Starved_Symbiotic
200,A_7.5_30_S_S,146.1165444,161.5608432,15.44429882,10.56984949,Ammonium,7.5,30,Starved,Symbiotic,bleached,NA,Medium,Ammonium_Medium_30_Starved_Symbiotic
182,A_10_20_F_S,147.8663425,163.4552457,15.58890321,10.5425636,Ammonium,10,20,Fed,Symbiotic,bleached,NA,High,Ammonium_High_20_Fed_Symbiotic
241,N_18_30_S_S,132.766765,146.6567657,13.8900007,10.46195613,Nitrate,18,30,Starved,Symbiotic,bleached,NA,High,Nitrate_High_30_Starved_Symbiotic
243,A_10_30_S_A,142.039568,156.7801707,14.74060271,10.37781438,Ammonium,10,30,Starved,Aposymbiotic,bleached,NA,High,Ammonium_High_30_Starved_Aposymbiotic
225,N_1.5_20_S_S,111.6162281,123.0921885,11.47596033,10.28162349,Nitrate,1.5,20,Starved,Symbiotic,bleached,NA,Low,Nitrate_Low_20_Starved_Symbiotic
237,A_10_20_S_A,108.4949407,119.5000598,11.0051191,10.14343989,Ammonium,10,20,Starved,Aposymbiotic,bleached,NA,High,Ammonium_High_20_Starved_Aposymbiotic
235,N_0_30_S_S,91.15734696,100.3797653,9.222418309,10.11703238,Nitrate,0,30,Starved,Symbiotic,bleached,NA,control-0,Nitrate_control-0_30_Starved_Symbiotic
248,A_0_30_F_S,163.4465409,179.8691105,16.42256964,10.04767036,Ammonium,0,30,Fed,Symbiotic,bleached,NA,control-0,Ammonium_control-0_30_Fed_Symbiotic
184,N_18_30_F_A,141.3685967,155.4817833,14.1131866,9.983254362,Nitrate,18,30,Fed,Aposymbiotic,bleached,NA,High,Nitrate_High_30_Fed_Aposymbiotic
211,N_1.5_30_S_S,114.5713439,125.9716604,11.40031651,9.950408296,Nitrate,1.5,30,Starved,Symbiotic,bleached,NA,Low,Nitrate_Low_30_Starved_Symbiotic
155,N_1.5_30_S_S,190.1845433,208.6436396,18.45909624,9.705886672,Nitrate,1.5,30,Starved,Symbiotic,bleached,NA,Low,Nitrate_Low_30_Starved_Symbiotic
246,N_18_30_F_S,149.0548055,163.5003809,14.44557538,9.691452304,Nitrate,18,30,Fed,Symbiotic,bleached,NA,High,Nitrate_High_30_Fed_Symbiotic
191,A_5_20_F_S,116.4772844,127.751304,11.27401958,9.679157303,Ammonium,5,20,Fed,Symbiotic,bleached,NA,Low,Ammonium_Low_20_Fed_Symbiotic
226,N_5_20_F_A,193.6008113,212.2682571,18.66744577,9.642235299,Nitrate,5,20,Fed,Aposymbiotic,bleached,NA,Medium,Nitrate_Medium_20_Fed_Aposymbiotic
163,N_18_20_F_A,161.8143234,177.2143554,15.400032,9.51710064,Nitrate,18,20,Fed,Aposymbiotic,bleached,NA,High,Nitrate_High_20_Fed_Aposymbiotic
240,A_10_30_F_S,158.2791722,173.2349261,14.95575393,9.448971538,Ammonium,10,30,Fed,Symbiotic,bleached,NA,High,Ammonium_High_30_Fed_Symbiotic
211,A_5_20_F_S,133.8382863,146.3385739,12.50028765,9.339844375,Ammonium,5,20,Fed,Symbiotic,bleached,NA,Low,Ammonium_Low_20_Fed_Symbiotic
160,N_5_20_F_A,146.9032865,160.413076,13.50978956,9.196383471,Nitrate,5,20,Fed,Aposymbiotic,bleached,NA,Medium,Nitrate_Medium_20_Fed_Aposymbiotic
167,A_5_30_S_S,184.3813907,201.3213397,16.93994895,9.187450471,Ammonium,5,30,Starved,Symbiotic,bleached,NA,Low,Ammonium_Low_30_Starved_Symbiotic
168,N_0_30_F_A,159.559294,174.1167649,14.55747093,9.123549347,Nitrate,0,30,Fed,Aposymbiotic,bleached,NA,control-0,Nitrate_control-0_30_Fed_Aposymbiotic
164,N_0_30_S_S,185.2295553,202.1073694,16.87781416,9.111836461,Nitrate,0,30,Starved,Symbiotic,bleached,NA,control-0,Nitrate_control-0_30_Starved_Symbiotic
217,A_5_20_S_S,65.33391276,71.28695327,5.953040511,9.111715891,Ammonium,5,20,Starved,Symbiotic,bleached,NA,Low,Ammonium_Low_20_Starved_Symbiotic
208,N_18_20_S_S,187.2636654,204.0507967,16.78713134,8.964435951,Nitrate,18,20,Starved,Symbiotic,bleached,NA,High,Nitrate_High_20_Starved_Symbiotic
157,A_7.5_30_S_S,128.6153803,140.0212267,11.40584645,8.868182351,Ammonium,7.5,30,Starved,Symbiotic,bleached,NA,Medium,Ammonium_Medium_30_Starved_Symbiotic
175,N_18_30_F_S,128.0486575,139.3819447,11.3332872,8.850766123,Nitrate,18,30,Fed,Symbiotic,bleached,NA,High,Nitrate_High_30_Fed_Symbiotic
241,N_18_30_S_S,129.4787108,140.8841012,11.40539043,8.808699405,Nitrate,18,30,Starved,Symbiotic,bleached,NA,High,Nitrate_High_30_Starved_Symbiotic
184,N_5_20_S_A,159.2388659,173.0421471,13.80328116,8.668286528,Nitrate,5,20,Starved,Aposymbiotic,bleached,NA,Medium,Nitrate_Medium_20_Starved_Aposymbiotic
144,A_0_30_S_S,129.4178626,140.6170649,11.19920232,8.653521312,Ammonium,0,30,Starved,Symbiotic,bleached,NA,control-0,Ammonium_control-0_30_Starved_Symbiotic
227,N_0_20_S_A,177.4735332,192.738248,15.26471489,8.601121876,Nitrate,0,20,Starved,Aposymbiotic,bleached,NA,control-0,Nitrate_control-0_20_Starved_Aposymbiotic
178,A_5_30_F_A,193.7442255,210.3348528,16.59062729,8.563159627,Ammonium,5,30,Fed,Aposymbiotic,bleached,NA,Low,Ammonium_Low_30_Fed_Aposymbiotic
220,A_7.5_20_F_S,143.9852163,156.2656926,12.28047639,8.5289842320000009,Ammonium,7.5,20,Fed,Symbiotic,bleached,NA,Medium,Ammonium_Medium_20_Fed_Symbiotic
235,A_10_20_F_A,174.9372549,189.8120552,14.87480031,8.502934563,Ammonium,10,20,Fed,Aposymbiotic,bleached,NA,High,Ammonium_High_20_Fed_Aposymbiotic
187,A_5_30_S_A,190.5723236,206.3811322,15.80880856,8.295437794,Ammonium,5,30,Starved,Aposymbiotic,bleached,NA,Low,Ammonium_Low_30_Starved_Aposymbiotic
165,N_1.5_30_S_S,167.0746566,180.8855326,13.81087597,8.266290204,Nitrate,1.5,30,Starved,Symbiotic,bleached,NA,Low,Nitrate_Low_30_Starved_Symbiotic
171,N_18_20_F_S,127.8659953,138.3804922,10.51449696,8.223059566,Nitrate,18,20,Fed,Symbiotic,bleached,NA,High,Nitrate_High_20_Fed_Symbiotic
221,A_0_30_S_A,167.841757,181.557436,13.71567898,8.171791824,Ammonium,0,30,Starved,Aposymbiotic,bleached,NA,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
145,A_5_30_S_S,158.075384,170.8739124,12.79852836,8.096471463,Ammonium,5,30,Starved,Symbiotic,bleached,NA,Low,Ammonium_Low_30_Starved_Symbiotic
248,A_5_30_F_S,162.8003227,175.972398,13.17207533,8.090939326,Ammonium,5,30,Fed,Symbiotic,bleached,NA,Low,Ammonium_Low_30_Fed_Symbiotic
208,N_0_20_S_S,94.95035898,102.6165395,7.66618052,8.073882608,Nitrate,0,20,Starved,Symbiotic,bleached,NA,control-0,Nitrate_control-0_20_Starved_Symbiotic
155,N_5_30_S_S,167.5006859,180.928011,13.42732509,8.016280662,Nitrate,5,30,Starved,Symbiotic,bleached,NA,Medium,Nitrate_Medium_30_Starved_Symbiotic
240,N_1.5_20_F_S,103.6995211,111.8456531,8.146132053,7.855515597,Nitrate,1.5,20,Fed,Symbiotic,bleached,NA,Low,Nitrate_Low_20_Fed_Symbiotic
174,N_0_30_F_S,135.0040453,145.6053644,10.60131905,7.852593623,Nitrate,0,30,Fed,Symbiotic,bleached,NA,control-0,Nitrate_control-0_30_Fed_Symbiotic
229,N_0_30_F_A,120.8092575,130.289526,9.480268464,7.84730298,Nitrate,0,30,Fed,Aposymbiotic,bleached,NA,control-0,Nitrate_control-0_30_Fed_Aposymbiotic
155,A_7.5_20_F_S,158.1100896,170.4104324,12.30034286,7.779606536,Ammonium,7.5,20,Fed,Symbiotic,bleached,NA,Medium,Ammonium_Medium_20_Fed_Symbiotic
171,N_5_20_F_S,125.5343271,135.1595688,9.625241692,7.667418081,Nitrate,5,20,Fed,Symbiotic,bleached,NA,Medium,Nitrate_Medium_20_Fed_Symbiotic
153,A_0_30_S_S,101.4139715,109.01179,7.597818472,7.4918853500000004,Ammonium,0,30,Starved,Symbiotic,bleached,NA,control-0,Ammonium_control-0_30_Starved_Symbiotic
234,A_5_20_F_A,224.0362958,240.7541063,16.71781055,7.462099161,Ammonium,5,20,Fed,Aposymbiotic,bleached,NA,Low,Ammonium_Low_20_Fed_Aposymbiotic
194,N_18_30_S_A,136.8163961,146.9005932,10.08419704,7.370605659,Nitrate,18,30,Starved,Aposymbiotic,bleached,NA,High,Nitrate_High_30_Starved_Aposymbiotic
249,A_7.5_30_S_A,146.5550447,157.317553,10.7625083,7.3436628,Ammonium,7.5,30,Starved,Aposymbiotic,bleached,NA,Medium,Ammonium_Medium_30_Starved_Aposymbiotic
232,A_0_30_F_A,176.8496601,189.8025721,12.95291202,7.324250445,Ammonium,0,30,Fed,Aposymbiotic,bleached,NA,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
198,A_0_30_F_S,128.6505648,138.0551001,9.404535227,7.310139088,Ammonium,0,30,Fed,Symbiotic,bleached,NA,control-0,Ammonium_control-0_30_Fed_Symbiotic
181,A_7.5_30_F_S,181.2159004,194.4412916,13.22539121,7.298140604,Ammonium,7.5,30,Fed,Symbiotic,bleached,NA,Medium,Ammonium_Medium_30_Fed_Symbiotic
237,N_1.5_20_S_A,191.7396282,205.6952602,13.95563199,7.278428628,Nitrate,1.5,20,Starved,Aposymbiotic,bleached,NA,Low,Nitrate_Low_20_Starved_Aposymbiotic
164,N_0_30_F_A,125.8777866,134.9429353,9.065148665,7.201547557,Nitrate,0,30,Fed,Aposymbiotic,bleached,NA,control-0,Nitrate_control-0_30_Fed_Aposymbiotic
168,N_18_30_F_A,127.3144388,136.4148585,9.100419706,7.147987137,Nitrate,18,30,Fed,Aposymbiotic,bleached,NA,High,Nitrate_High_30_Fed_Aposymbiotic
162,N_5_30_S_A,166.8612826,178.564077,11.70279435,7.013486989,Nitrate,5,30,Starved,Aposymbiotic,bleached,NA,Medium,Nitrate_Medium_30_Starved_Aposymbiotic
187,A_10_20_S_A,192.869913,206.3500372,13.48012425,6.989231259,Ammonium,10,20,Starved,Aposymbiotic,bleached,NA,High,Ammonium_High_20_Starved_Aposymbiotic
252,A_5_20_F_S,165.8115522,177.3929804,11.58142816,6.984693164,Ammonium,5,20,Fed,Symbiotic,bleached,NA,Low,Ammonium_Low_20_Fed_Symbiotic
225,N_0_30_S_S,129.3537144,138.3187133,8.964998912,6.930608025,Nitrate,0,30,Starved,Symbiotic,bleached,NA,control-0,Nitrate_control-0_30_Starved_Symbiotic
241,N_0_20_S_S,152.7654424,163.2351828,10.46974042,6.853474356,Nitrate,0,20,Starved,Symbiotic,bleached,NA,control-0,Nitrate_control-0_20_Starved_Symbiotic
