col_num,treat_ID_full,PAM_avg_day1,PAM_avg_day11,PAM_delta,pam_percent_change,log_PAM_delta,pollution,dose,temp,feed,symbiont,pam_status,PercOutliersCheck,dose_level,new_treat_ID_full
151,A_0_20_F_S,0.338,0.48,0.142,0.420118343,-1.951928221,Ammonium,0,20,Fed,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Fed_Symbiotic
155,A_0_20_F_S,0.287,0.375,0.088,0.306620209,-2.430418465,Ammonium,0,20,Fed,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Fed_Symbiotic
166,A_0_20_F_S,0.403,0.057,-0.346,-0.858560794,-1.061316504,Ammonium,0,20,Fed,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Fed_Symbiotic
173,A_0_20_F_S,0.446,0.592,0.146,0.32735426,-1.924148657,Ammonium,0,20,Fed,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Fed_Symbiotic
191,A_0_20_F_S,0.585,0.588,0.003,0.005128205,-5.80914299,Ammonium,0,20,Fed,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Fed_Symbiotic
211,A_0_20_F_S,0.565,0.162,-0.403,-0.713274336,-0.908818717,Ammonium,0,20,Fed,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Fed_Symbiotic
226,A_0_20_F_S,0.552,0.059,-0.493,-0.893115942,-0.707246105,Ammonium,0,20,Fed,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Fed_Symbiotic
244,A_0_20_F_S,0.331,0.418,0.087,0.262839879,-2.44184716,Ammonium,0,20,Fed,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Fed_Symbiotic
247,A_0_20_F_S,0.032,0.027,-0.005,-0.15625,-5.298317367,Ammonium,0,20,Fed,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Fed_Symbiotic
197,A_0_20_S_A,0.468,0.567,0.099,0.211538462,-2.312635429,Ammonium,0,20,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
235,A_0_20_S_A,0.552,0.289,-0.263,-0.476449275,-1.335601247,Ammonium,0,20,Starved,Aposymbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
210,A_0_20_S_A,0.382,0.175,-0.207,-0.541884817,-1.575036486,Ammonium,0,20,Starved,Aposymbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
237,A_0_20_S_A,0.532,0.536,0.004,0.007518797,-5.521460918,Ammonium,0,20,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
233,A_0_20_S_A,0.443,0.072,-0.371,-0.837471783,-0.991553216,Ammonium,0,20,Starved,Aposymbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
237,A_0_20_S_A,0.349,0.331,-0.018,-0.051575931,-4.017383521,Ammonium,0,20,Starved,Aposymbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
168,A_0_20_S_A,0.22,0.285,0.065,0.295454545,-2.733368009,Ammonium,0,20,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
179,A_0_20_S_A,0.161,0.261,0.1,0.621118012,-2.302585093,Ammonium,0,20,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
187,A_0_20_S_A,0.15,0.458,0.308,2.053333333,-1.177655496,Ammonium,0,20,Starved,Aposymbiotic,increase,TRUE,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
215,A_0_20_S_A,0.406,0.59,0.184,0.45320197,-1.692819521,Ammonium,0,20,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
171,A_0_20_S_A,0.577,0.364,-0.213,-0.36915078,-1.546463113,Ammonium,0,20,Starved,Aposymbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
146,A_0_20_S_A,0.189,0.274,0.085,0.44973545,-2.465104022,Ammonium,0,20,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
162,A_0_20_S_A,0.12,0.499,0.379,3.158333333,-0.970219074,Ammonium,0,20,Starved,Aposymbiotic,increase,TRUE,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
243,A_0_20_S_A,0.588,0.501,-0.087,-0.147959184,-2.44184716,Ammonium,0,20,Starved,Aposymbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
242,A_0_20_S_A,0.423,0.475,0.052,0.122931442,-2.95651156,Ammonium,0,20,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Starved_Aposymbiotic
201,A_0_20_S_S,0.464,0.445,-0.019,-0.040948276,-3.9633163,Ammonium,0,20,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
240,A_0_20_S_S,0.484,0.081,-0.403,-0.832644628,-0.908818717,Ammonium,0,20,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
222,A_0_20_S_S,0.447,0.11,-0.337,-0.753914989,-1.087672349,Ammonium,0,20,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
241,A_0_20_S_S,0.579,0.507,-0.072,-0.124352332,-2.63108916,Ammonium,0,20,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
167,A_0_20_S_S,0.401,0.058,-0.343,-0.855361596,-1.070024832,Ammonium,0,20,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
182,A_0_20_S_S,0.429,0.112,-0.317,-0.738927739,-1.148853505,Ammonium,0,20,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
196,A_0_20_S_S,0.538,0.618,0.08,0.148698885,-2.525728644,Ammonium,0,20,Starved,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
217,A_0_20_S_S,0.581,0.606,0.025,0.04302926,-3.688879454,Ammonium,0,20,Starved,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
233,A_0_20_S_S,0.561,0.623,0.062,0.110516934,-2.780620894,Ammonium,0,20,Starved,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
144,A_0_20_S_S,0.335,0.373,0.038,0.113432836,-3.270169119,Ammonium,0,20,Starved,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
153,A_0_20_S_S,0.466,0.543,0.077,0.165236052,-2.563949857,Ammonium,0,20,Starved,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
157,A_0_20_S_S,0.272,0.46,0.188,0.691176471,-1.671313316,Ammonium,0,20,Starved,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
247,A_0_20_S_S,0.456,0.607,0.151,0.331140351,-1.890475442,Ammonium,0,20,Starved,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
248,A_0_20_S_S,0.563,0.137,-0.426,-0.756660746,-0.853315933,Ammonium,0,20,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
254,A_0_20_S_S,0.584,0.385,-0.199,-0.340753425,-1.614450454,Ammonium,0,20,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
250,A_0_20_S_S,0.575,0.541,-0.034,-0.059130435,-3.381394754,Ammonium,0,20,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_20_Starved_Symbiotic
167,A_0_30_F_A,0.174,0.126,-0.048,-0.275862069,-3.036554268,Ammonium,0,30,Fed,Aposymbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
178,A_0_30_F_A,0.268,0.46,0.192,0.71641791,-1.650259907,Ammonium,0,30,Fed,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
184,A_0_30_F_A,0.366,0.152,-0.214,-0.584699454,-1.541779264,Ammonium,0,30,Fed,Aposymbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
196,A_0_30_F_A,0.457,0.552,0.095,0.207877462,-2.353878387,Ammonium,0,30,Fed,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
210,A_0_30_F_A,0.456,0.569,0.113,0.247807018,-2.18036746,Ammonium,0,30,Fed,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
237,A_0_30_F_A,0.171,0.435,0.264,1.543859649,-1.331806176,Ammonium,0,30,Fed,Aposymbiotic,increase,TRUE,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
232,A_0_30_F_A,0.26,0.293,0.033,0.126923077,-3.411247718,Ammonium,0,30,Fed,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
237,A_0_30_F_A,0.449,0.456,0.007,0.0155902,-4.96184513,Ammonium,0,30,Fed,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
160,A_0_30_F_A,0.301,0.184,-0.117,-0.388704319,-2.145581344,Ammonium,0,30,Fed,Aposymbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
144,A_0_30_F_A,0.158,0.203,0.045,0.284810127,-3.101092789,Ammonium,0,30,Fed,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
170,A_0_30_F_A,0.452,0.27,-0.182,-0.402654867,-1.703748592,Ammonium,0,30,Fed,Aposymbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
213,A_0_30_F_A,0.411,0.418,0.007,0.01703163,-4.96184513,Ammonium,0,30,Fed,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
242,A_0_30_F_A,0.48,0.479,-0.001,-0.002083333,-6.907755279,Ammonium,0,30,Fed,Aposymbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Fed_Aposymbiotic
167,A_0_30_F_S,0.409,0.433,0.024,0.058679707,-3.729701449,Ammonium,0,30,Fed,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Symbiotic
178,A_0_30_F_S,0.315,0.509,0.194,0.615873016,-1.63989712,Ammonium,0,30,Fed,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Symbiotic
198,A_0_30_F_S,0.481,0.526,0.045,0.093555094,-3.101092789,Ammonium,0,30,Fed,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Symbiotic
240,A_0_30_F_S,0.485,0.508,0.023,0.04742268,-3.772261063,Ammonium,0,30,Fed,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Symbiotic
220,A_0_30_F_S,0.479,0.106,-0.373,-0.778705637,-0.986176859,Ammonium,0,30,Fed,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Fed_Symbiotic
241,A_0_30_F_S,0.388,0.535,0.147,0.378865979,-1.917322692,Ammonium,0,30,Fed,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Symbiotic
144,A_0_30_F_S,0.344,0.522,0.178,0.51744186,-1.725971729,Ammonium,0,30,Fed,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Symbiotic
152,A_0_30_F_S,0.384,0.535,0.151,0.393229167,-1.890475442,Ammonium,0,30,Fed,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Symbiotic
155,A_0_30_F_S,0.365,0.572,0.207,0.567123288,-1.575036486,Ammonium,0,30,Fed,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Symbiotic
196,A_0_30_F_S,0.563,0.548,-0.015,-0.026642984,-4.199705078,Ammonium,0,30,Fed,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Fed_Symbiotic
211,A_0_30_F_S,0.153,0.461,0.308,2.013071895,-1.177655496,Ammonium,0,30,Fed,Symbiotic,increase,TRUE,control-0,Ammonium_control-0_30_Fed_Symbiotic
226,A_0_30_F_S,0.577,0.196,-0.381,-0.660311958,-0.964955904,Ammonium,0,30,Fed,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Fed_Symbiotic
245,A_0_30_F_S,0.268,0.51,0.242,0.902985075,-1.418817553,Ammonium,0,30,Fed,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Fed_Symbiotic
248,A_0_30_F_S,0.078,0.337,0.259,3.320512821,-1.350927217,Ammonium,0,30,Fed,Symbiotic,increase,TRUE,control-0,Ammonium_control-0_30_Fed_Symbiotic
252,A_0_30_F_S,0.537,0.217,-0.32,-0.595903166,-1.139434283,Ammonium,0,30,Fed,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Fed_Symbiotic
169,A_0_30_S_A,0.366,0.17,-0.196,-0.535519126,-1.62964062,Ammonium,0,30,Starved,Aposymbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
181,A_0_30_S_A,0.157,0.253,0.096,0.611464968,-2.343407088,Ammonium,0,30,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
187,A_0_30_S_A,0.111,0.458,0.347,3.126126126,-1.058430499,Ammonium,0,30,Starved,Aposymbiotic,increase,TRUE,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
198,A_0_30_S_A,0.49,0.523,0.033,0.067346939,-3.411247718,Ammonium,0,30,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
237,A_0_30_S_A,0.399,0.467,0.068,0.170426065,-2.688247574,Ammonium,0,30,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
221,A_0_30_S_A,0.357,0.347,-0.01,-0.028011204,-4.605170186,Ammonium,0,30,Starved,Aposymbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
237,A_0_30_S_A,0.369,0.433,0.064,0.173441734,-2.748872196,Ammonium,0,30,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
233,A_0_30_S_A,0.422,0.431,0.009,0.021327014,-4.710530702,Ammonium,0,30,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
238,A_0_30_S_A,0.462,0.339,-0.123,-0.266233766,-2.095570924,Ammonium,0,30,Starved,Aposymbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
155,A_0_30_S_A,0.333,0.38,0.047,0.141141141,-3.057607677,Ammonium,0,30,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
154,A_0_30_S_A,0.224,0.166,-0.058,-0.258928571,-2.847312268,Ammonium,0,30,Starved,Aposymbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
224,A_0_30_S_A,0.517,0.622,0.105,0.203094778,-2.253794929,Ammonium,0,30,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
178,A_0_30_S_A,0.337,0.423,0.086,0.255192878,-2.453407983,Ammonium,0,30,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
243,A_0_30_S_A,0.561,0.592,0.031,0.055258467,-3.473768074,Ammonium,0,30,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
242,A_0_30_S_A,0.483,0.614,0.131,0.271221532,-2.0325579560000002,Ammonium,0,30,Starved,Aposymbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Aposymbiotic
167,A_0_30_S_S,0.274,0.414,0.14,0.510948905,-1.966112856,Ammonium,0,30,Starved,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Symbiotic
182,A_0_30_S_S,0.239,0.144,-0.095,-0.39748954,-2.353878387,Ammonium,0,30,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Starved_Symbiotic
205,A_0_30_S_S,0.452,0.019,-0.433,-0.957964602,-0.837017551,Ammonium,0,30,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Starved_Symbiotic
240,A_0_30_S_S,0.502,0.455,-0.047,-0.093625498,-3.057607677,Ammonium,0,30,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Starved_Symbiotic
222,A_0_30_S_S,0.482,0.5,0.018,0.037344398,-4.017383521,Ammonium,0,30,Starved,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Symbiotic
241,A_0_30_S_S,0.569,0.546,-0.023,-0.040421793,-3.772261063,Ammonium,0,30,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Starved_Symbiotic
144,A_0_30_S_S,0.337,0.264,-0.073,-0.216617211,-2.617295838,Ammonium,0,30,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Starved_Symbiotic
153,A_0_30_S_S,0.434,0.53,0.096,0.221198157,-2.343407088,Ammonium,0,30,Starved,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Symbiotic
157,A_0_30_S_S,0.347,0.571,0.224,0.645533141,-1.496109227,Ammonium,0,30,Starved,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Symbiotic
198,A_0_30_S_S,0.533,0.545,0.012,0.022514071,-4.422848629,Ammonium,0,30,Starved,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Symbiotic
217,A_0_30_S_S,0.542,0.5,-0.042,-0.077490775,-3.170085661,Ammonium,0,30,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Starved_Symbiotic
233,A_0_30_S_S,0.545,0.496,-0.049,-0.089908257,-3.015934981,Ammonium,0,30,Starved,Symbiotic,decrease,FALSE,control-0,Ammonium_control-0_30_Starved_Symbiotic
250,A_0_30_S_S,0.437,0.451,0.014,0.032036613,-4.268697949,Ammonium,0,30,Starved,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Symbiotic
245,A_0_30_S_S,0.046,0.449,0.403,8.760869565,-0.908818717,Ammonium,0,30,Starved,Symbiotic,increase,TRUE,control-0,Ammonium_control-0_30_Starved_Symbiotic
255,A_0_30_S_S,0.031,0.515,0.484,15.61290323,-0.725670372,Ammonium,0,30,Starved,Symbiotic,increase,TRUE,control-0,Ammonium_control-0_30_Starved_Symbiotic
252,A_0_30_S_S,0.467,0.57,0.103,0.220556745,-2.273026291,Ammonium,0,30,Starved,Symbiotic,increase,FALSE,control-0,Ammonium_control-0_30_Starved_Symbiotic
195,A_5_20_F_A,0.376,0.577,0.201,0.534574468,-1.604450371,Ammonium,5,20,Fed,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Aposymbiotic
234,A_5_20_F_A,0.456,0.346,-0.11,-0.24122807,-2.207274913,Ammonium,5,20,Fed,Aposymbiotic,decrease,FALSE,Low,Ammonium_Low_20_Fed_Aposymbiotic
209,A_5_20_F_A,0.462,0.578,0.116,0.251082251,-2.154165088,Ammonium,5,20,Fed,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Aposymbiotic
237,A_5_20_F_A,0.369,0.284,-0.085,-0.230352304,-2.465104022,Ammonium,5,20,Fed,Aposymbiotic,decrease,FALSE,Low,Ammonium_Low_20_Fed_Aposymbiotic
232,A_5_20_F_A,0.23,0.441,0.211,0.917391304,-1.555897146,Ammonium,5,20,Fed,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Aposymbiotic
237,A_5_20_F_A,0.417,0.362,-0.055,-0.131894484,-2.900422094,Ammonium,5,20,Fed,Aposymbiotic,decrease,FALSE,Low,Ammonium_Low_20_Fed_Aposymbiotic
167,A_5_20_F_A,0.341,0.564,0.223,0.653958944,-1.500583508,Ammonium,5,20,Fed,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Aposymbiotic
178,A_5_20_F_A,0.319,0.519,0.2,0.626959248,-1.609437912,Ammonium,5,20,Fed,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Aposymbiotic
184,A_5_20_F_A,0.253,0.34,0.087,0.343873518,-2.44184716,Ammonium,5,20,Fed,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Aposymbiotic
152,A_5_20_F_A,0.26,0.292,0.032,0.123076923,-3.442019376,Ammonium,5,20,Fed,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Aposymbiotic
170,A_5_20_F_A,0.428,0.063,-0.365,-0.852803738,-1.007857925,Ammonium,5,20,Fed,Aposymbiotic,decrease,FALSE,Low,Ammonium_Low_20_Fed_Aposymbiotic
152,A_5_20_F_A,0.235,0.275,0.04,0.170212766,-3.218875825,Ammonium,5,20,Fed,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Aposymbiotic
212,A_5_20_F_A,0.414,0.432,0.018,0.043478261,-4.017383521,Ammonium,5,20,Fed,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Aposymbiotic
242,A_5_20_F_A,0.36,0.374,0.014,0.038888889,-4.268697949,Ammonium,5,20,Fed,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Aposymbiotic
244,A_5_20_F_A,0.466,0.482,0.016,0.034334764,-4.135166557,Ammonium,5,20,Fed,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Aposymbiotic
198,A_5_20_F_S,0.535,0.05,-0.485,-0.906542056,-0.723606388,Ammonium,5,20,Fed,Symbiotic,decrease,FALSE,Low,Ammonium_Low_20_Fed_Symbiotic
239,A_5_20_F_S,0.523,0.546,0.023,0.043977055,-3.772261063,Ammonium,5,20,Fed,Symbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Symbiotic
220,A_5_20_F_S,0.461,0.133,-0.328,-0.711496746,-1.114741671,Ammonium,5,20,Fed,Symbiotic,decrease,FALSE,Low,Ammonium_Low_20_Fed_Symbiotic
241,A_5_20_F_S,0.555,0.183,-0.372,-0.67027027,-0.988861425,Ammonium,5,20,Fed,Symbiotic,decrease,FALSE,Low,Ammonium_Low_20_Fed_Symbiotic
166,A_5_20_F_S,0.346,0.596,0.25,0.722543353,-1.386294361,Ammonium,5,20,Fed,Symbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Symbiotic
173,A_5_20_F_S,0.469,0.594,0.125,0.26652452,-2.079441542,Ammonium,5,20,Fed,Symbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Symbiotic
143,A_5_20_F_S,0.41,0.148,-0.262,-0.63902439,-1.339410775,Ammonium,5,20,Fed,Symbiotic,decrease,FALSE,Low,Ammonium_Low_20_Fed_Symbiotic
191,A_5_20_F_S,0.594,0.418,-0.176,-0.296296296,-1.737271284,Ammonium,5,20,Fed,Symbiotic,decrease,FALSE,Low,Ammonium_Low_20_Fed_Symbiotic
151,A_5_20_F_S,0.324,0.401,0.077,0.237654321,-2.563949857,Ammonium,5,20,Fed,Symbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Symbiotic
211,A_5_20_F_S,0.56,0.52,-0.04,-0.071428571,-3.218875825,Ammonium,5,20,Fed,Symbiotic,decrease,FALSE,Low,Ammonium_Low_20_Fed_Symbiotic
155,A_5_20_F_S,0.335,0.47,0.135,0.402985075,-2.002480501,Ammonium,5,20,Fed,Symbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Symbiotic
171,A_5_20_F_S,0.581,0.291,-0.29,-0.499139415,-1.237874356,Ammonium,5,20,Fed,Symbiotic,decrease,FALSE,Low,Ammonium_Low_20_Fed_Symbiotic
248,A_5_20_F_S,0.07,0.012,-0.058,-0.828571429,-2.847312268,Ammonium,5,20,Fed,Symbiotic,decrease,FALSE,Low,Ammonium_Low_20_Fed_Symbiotic
252,A_5_20_F_S,0.562,0.366,-0.196,-0.348754448,-1.62964062,Ammonium,5,20,Fed,Symbiotic,decrease,FALSE,Low,Ammonium_Low_20_Fed_Symbiotic
243,A_5_20_F_S,0.602,0.622,0.02,0.033222591,-3.912023005,Ammonium,5,20,Fed,Symbiotic,increase,FALSE,Low,Ammonium_Low_20_Fed_Symbiotic
162,A_5_20_S_A,0.17,0.411,0.241,1.417647059,-1.422958345,Ammonium,5,20,Starved,Aposymbiotic,increase,TRUE,Low,Ammonium_Low_20_Starved_Aposymbiotic
146,A_5_20_S_A,0.241,0.467,0.226,0.937759336,-1.48722028,Ammonium,5,20,Starved,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Starved_Aposymbiotic
197,A_5_20_S_A,0.423,0.572,0.149,0.352245863,-1.903808973,Ammonium,5,20,Starved,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Starved_Aposymbiotic
236,A_5_20_S_A,0.456,0.31,-0.146,-0.320175439,-1.924148657,Ammonium,5,20,Starved,Aposymbiotic,decrease,FALSE,Low,Ammonium_Low_20_Starved_Aposymbiotic
218,A_5_20_S_A,0.353,0.362,0.009,0.025495751,-4.710530702,Ammonium,5,20,Starved,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Starved_Aposymbiotic
237,A_5_20_S_A,0.344,0.206,-0.138,-0.401162791,-1.980501594,Ammonium,5,20,Starved,Aposymbiotic,decrease,FALSE,Low,Ammonium_Low_20_Starved_Aposymbiotic
233,A_5_20_S_A,0.449,0.553,0.104,0.231625835,-2.26336438,Ammonium,5,20,Starved,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Starved_Aposymbiotic
237,A_5_20_S_A,0.418,0.288,-0.13,-0.311004785,-2.040220829,Ammonium,5,20,Starved,Aposymbiotic,decrease,FALSE,Low,Ammonium_Low_20_Starved_Aposymbiotic
171,A_5_20_S_A,0.486,0.538,0.052,0.106995885,-2.95651156,Ammonium,5,20,Starved,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Starved_Aposymbiotic
216,A_5_20_S_A,0.27,0.331,0.061,0.225925926,-2.796881415,Ammonium,5,20,Starved,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Starved_Aposymbiotic
168,A_5_20_S_A,0.141,0.184,0.043,0.304964539,-3.146555163,Ammonium,5,20,Starved,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Starved_Aposymbiotic
179,A_5_20_S_A,0.216,0.524,0.308,1.425925926,-1.177655496,Ammonium,5,20,Starved,Aposymbiotic,increase,TRUE,Low,Ammonium_Low_20_Starved_Aposymbiotic
187,A_5_20_S_A,0.092,0.26,0.168,1.826086957,-1.7837913,Ammonium,5,20,Starved,Aposymbiotic,increase,TRUE,Low,Ammonium_Low_20_Starved_Aposymbiotic
247,A_5_20_S_A,0.432,0.444,0.012,0.027777778,-4.422848629,Ammonium,5,20,Starved,Aposymbiotic,increase,FALSE,Low,Ammonium_Low_20_Starved_Aposymbiotic
248,A_5_20_S_A,0.539,0.107,-0.432,-0.80148423,-0.839329691,Ammonium,5,20,Starved,Aposymbiotic,decrease,FALSE,Low,Ammonium_Low_20_Starved_Aposymbiotic
144,A_5_20_S_S,0.386,0.497,0.111,0.287564767,-2.198225078,Ammonium,5,20,Starved,Symbiotic,increase,FALSE,Low,Ammonium_Low_20_Starved_Symbiotic
