"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0","0.0102113608426661","-0.0597219377387484","-0.0270816568689966","-0.0211555503358638","-0.0351420022994184","-0.072762572082638","-0.0757723029411057","-0.0720648737605341","0.0726676990467915","-0.117959849211215","-0.0385351673304304","-0.0759371675034921","-0.0504081607632006","-0.0414306315180652","-0.14112120664982","-0.125624729736813","-0.077610932199793","-0.0957849855387714","-0.128280082607301","-0.0570063460374377","-0.0543947727404524","-0.0568730499275675","NA"
