"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0","-0.0133029142748433","-0.0494225451971022","-0.0318627012935432","-0.0276836939995092","-0.0693109178472121","-0.0411517824393797","-0.0889758055140552","-0.044307673437577","-0.0188414286935292","-0.0595046173753191","-0.0398876177211911","-0.0490370210332731","-0.0523957571368427","-0.12478277522824","-0.10574700227204","-0.0540608828084302","-0.050092879024578","-0.0494602067450644","-0.0391570930696984","-0.0417455210083215","-0.0670142464910097","-0.0781981382154351","NA"
