"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0","-0.119535514345364","-0.1190359983833","-0.124343279280549","-0.148060515313629","-0.167931044678013","-0.107914979747632","-0.0953612916686522","-0.134963549897414","-0.167448915667565","-0.125491552081364","-0.0745970627628728","-0.216082070339069","-0.0739991777307106","-0.143536968229379","-0.14061118943641","-0.107485747599131","-0.0918670151292949","-0.115699124449292","-0.247304438522658","-0.0822652780179048","-0.0736352365158736","-0.0674921142484635","NA"
