"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0.00609722649650858","0","-0.0845612890565286","-0.048722678223406","-0.0397312840799136","-0.0594526581145727","-0.0754180363256058","-0.0645373262283552","-0.0684973502158677","-0.0731209819017519","-0.0762505908021295","-0.0627438475737466","-0.0644252969747874","-0.0625984699497402","-0.0645167209677747","-0.461629409841789","-0.0369683902148289","-0.0798332702836722","-0.0504145229599052","-0.0580910864139802","-0.101995392739417","-0.137772314524132","-0.0590932746681829","NA"
