"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0","0.0114258663213813","-0.193113891575848","-0.0672279763067711","-0.0338214183106095","-0.089503877367872","-0.0343889577365899","-0.161186873274011","-0.101339863795461","-0.0823359829913642","-0.109877325550621","-0.112705563403783","-0.0707563611976505","-0.140566939314706","-0.080621949585527","-0.561050641036823","-0.40476957395547","-0.619284742096915","-0.5765933721539","-0.102711661919299","-0.468507872379044","-0.0477588581121032","-0.070736871752386","NA"
