"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0","0.000312509862413274","-0.326110773294725","-0.0585551285885985","-0.0502141546700609","-0.0622905487610806","-0.101802734850695","-0.0721628725065822","-0.0469921304830567","-0.0885555967842268","-0.526203587296381","-0.0512088519347705","-0.103604039574631","-0.139648065058949","-0.170210672218481","-0.135348759677929","-0.0576065175965381","-0.0376704948982369","-0.0777896877874166","-0.115747555890789","-0.138482350871551","-0.107037610584262","-0.19352847960326","NA"
