"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0","-0.0816149832755831","-0.0641864634915496","-0.0786874769653127","-0.0813449178736911","-0.0615138902562656","-0.0489474168760333","-0.0907116581292473","-0.0855979993502611","-0.0539920894723373","-0.0680028135222969","-0.0507677402499643","-0.041616112031545","-0.0215986364936602","-0.0353510672293003","-0.069302892846099","-0.0359012920001233","-0.0776853471952734","-0.113529348230097","-0.131176384869641","-0.0621102904040598","-0.110733922477905","-0.0587694143348366","NA"
