"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0.0469570018170023","0","-0.0509579316860166","-0.0868527663473293","-0.0497272350938112","-0.103453755631219","-0.0839892191973692","-0.0964200939733141","-0.0498773401666581","-0.0840725626852817","-0.123071237526186","-0.0318152712495811","-0.0758290813957345","-0.111943936836861","-0.0795673525093689","-0.0298548304945139","-0.124455889976369","-0.0568258569907488","-0.0773270173799416","-0.0783242323087909","-0.11582528523137","-0.106636622297949","-0.0633079906752388","NA"
