"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0","-0.304995178588002","-0.0256879921528935","-0.060021205012369","-0.0689203145296435","-0.0656667011296398","-0.0968132029991831","-0.0801633870737537","-0.105224161739911","-0.0906992825136232","-0.109724890506839","-0.0880117158305731","-0.110660736916896","-0.125016873527856","-0.111494447909618","-0.0284063374378018","-0.0782017081152784","-0.0648602616760404","-0.0784683938209856","-0.0825158274474867","-0.155505099311777","-0.116540883315018","-0.121617168064824","NA"
