col_num,treat_ID_full,e_coli,abs_resp_rate_SA_corr,pollution,dose,temp,feed,symbiont,dose_level,new_treat_ID_full,dose_level_x_temp,dose_level_x_feed,dose_level_x_symbiont,dose_level_x_e_coli,temp_x_feed,temp_x_symbiont,temp_x_e_coli,feed_x_symbiont,feed_x_e_coli,symbiont_x_e_coli,dose_level_x_temp_x_feed,dose_level_x_temp_x_symbiont,dose_level_x_temp_x_e_coli,dose_level_x_feed_x_symbiont,dose_level_x_feed_x_e_coli,dose_level_x_symbiont_x_e_coli,temp_x_feed_x_symbiont,temp_x_feed_x_e_coli,temp_x_symbiont_x_e_coli,feed_x_symbiont_x_e_coli,dose_level_x_temp_x_feed_x_symbiont,dose_level_x_temp_x_feed_x_e_coli,dose_level_x_temp_x_symbiont_x_e_coli,dose_level_x_feed_x_symbiont_x_e_coli,temp_x_feed_x_symbiont_x_e_coli,dose_level_x_temp_x_feed_x_symbiont_x_e_coli
234,A_7.5_20_F_A,0,0.041477718,Ammonium,7.5,20,Fed,Aposymbiotic,Medium,Ammonium_Medium_20_Fed_Aposymbiotic,Medium-x-20,Medium-x-Fed,Medium-x-Aposymbiotic,Medium-x-0,20-x-Fed,20-x-Aposymbiotic,20-x-0,Fed-x-Aposymbiotic,Fed-x-0,Aposymbiotic-x-0,Medium-x-20-x-Fed,Medium-x-20-x-Aposymbiotic,Medium-x-20-x-0,Medium-x-Fed-x-Aposymbiotic,Medium-x-Fed-x-0,Medium-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic,20-x-Fed-x-0,20-x-Aposymbiotic-x-0,Fed-x-Aposymbiotic-x-0,Medium-x-20-x-Fed-x-Aposymbiotic,Medium-x-20-x-Fed-x-0,Medium-x-20-x-Aposymbiotic-x-0,Medium-x-Fed-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic-x-0,Medium-x-20-x-Fed-x-Aposymbiotic-x-0
237,A_7.5_20_F_A,1,0.105514307,Ammonium,7.5,20,Fed,Aposymbiotic,Medium,Ammonium_Medium_20_Fed_Aposymbiotic,Medium-x-20,Medium-x-Fed,Medium-x-Aposymbiotic,Medium-x-1,20-x-Fed,20-x-Aposymbiotic,20-x-1,Fed-x-Aposymbiotic,Fed-x-1,Aposymbiotic-x-1,Medium-x-20-x-Fed,Medium-x-20-x-Aposymbiotic,Medium-x-20-x-1,Medium-x-Fed-x-Aposymbiotic,Medium-x-Fed-x-1,Medium-x-Aposymbiotic-x-1,20-x-Fed-x-Aposymbiotic,20-x-Fed-x-1,20-x-Aposymbiotic-x-1,Fed-x-Aposymbiotic-x-1,Medium-x-20-x-Fed-x-Aposymbiotic,Medium-x-20-x-Fed-x-1,Medium-x-20-x-Aposymbiotic-x-1,Medium-x-Fed-x-Aposymbiotic-x-1,20-x-Fed-x-Aposymbiotic-x-1,Medium-x-20-x-Fed-x-Aposymbiotic-x-1
240,A_7.5_20_F_S,0,0.102927682,Ammonium,7.5,20,Fed,Symbiotic,Medium,Ammonium_Medium_20_Fed_Symbiotic,Medium-x-20,Medium-x-Fed,Medium-x-Symbiotic,Medium-x-0,20-x-Fed,20-x-Symbiotic,20-x-0,Fed-x-Symbiotic,Fed-x-0,Symbiotic-x-0,Medium-x-20-x-Fed,Medium-x-20-x-Symbiotic,Medium-x-20-x-0,Medium-x-Fed-x-Symbiotic,Medium-x-Fed-x-0,Medium-x-Symbiotic-x-0,20-x-Fed-x-Symbiotic,20-x-Fed-x-0,20-x-Symbiotic-x-0,Fed-x-Symbiotic-x-0,Medium-x-20-x-Fed-x-Symbiotic,Medium-x-20-x-Fed-x-0,Medium-x-20-x-Symbiotic-x-0,Medium-x-Fed-x-Symbiotic-x-0,20-x-Fed-x-Symbiotic-x-0,Medium-x-20-x-Fed-x-Symbiotic-x-0
241,A_7.5_20_F_S,1,0.078028034,Ammonium,7.5,20,Fed,Symbiotic,Medium,Ammonium_Medium_20_Fed_Symbiotic,Medium-x-20,Medium-x-Fed,Medium-x-Symbiotic,Medium-x-1,20-x-Fed,20-x-Symbiotic,20-x-1,Fed-x-Symbiotic,Fed-x-1,Symbiotic-x-1,Medium-x-20-x-Fed,Medium-x-20-x-Symbiotic,Medium-x-20-x-1,Medium-x-Fed-x-Symbiotic,Medium-x-Fed-x-1,Medium-x-Symbiotic-x-1,20-x-Fed-x-Symbiotic,20-x-Fed-x-1,20-x-Symbiotic-x-1,Fed-x-Symbiotic-x-1,Medium-x-20-x-Fed-x-Symbiotic,Medium-x-20-x-Fed-x-1,Medium-x-20-x-Symbiotic-x-1,Medium-x-Fed-x-Symbiotic-x-1,20-x-Fed-x-Symbiotic-x-1,Medium-x-20-x-Fed-x-Symbiotic-x-1
236,A_7.5_20_S_A,0,0.050906681,Ammonium,7.5,20,Starved,Aposymbiotic,Medium,Ammonium_Medium_20_Starved_Aposymbiotic,Medium-x-20,Medium-x-Starved,Medium-x-Aposymbiotic,Medium-x-0,20-x-Starved,20-x-Aposymbiotic,20-x-0,Starved-x-Aposymbiotic,Starved-x-0,Aposymbiotic-x-0,Medium-x-20-x-Starved,Medium-x-20-x-Aposymbiotic,Medium-x-20-x-0,Medium-x-Starved-x-Aposymbiotic,Medium-x-Starved-x-0,Medium-x-Aposymbiotic-x-0,20-x-Starved-x-Aposymbiotic,20-x-Starved-x-0,20-x-Aposymbiotic-x-0,Starved-x-Aposymbiotic-x-0,Medium-x-20-x-Starved-x-Aposymbiotic,Medium-x-20-x-Starved-x-0,Medium-x-20-x-Aposymbiotic-x-0,Medium-x-Starved-x-Aposymbiotic-x-0,20-x-Starved-x-Aposymbiotic-x-0,Medium-x-20-x-Starved-x-Aposymbiotic-x-0
238,A_7.5_20_S_A,1,0.107109211,Ammonium,7.5,20,Starved,Aposymbiotic,Medium,Ammonium_Medium_20_Starved_Aposymbiotic,Medium-x-20,Medium-x-Starved,Medium-x-Aposymbiotic,Medium-x-1,20-x-Starved,20-x-Aposymbiotic,20-x-1,Starved-x-Aposymbiotic,Starved-x-1,Aposymbiotic-x-1,Medium-x-20-x-Starved,Medium-x-20-x-Aposymbiotic,Medium-x-20-x-1,Medium-x-Starved-x-Aposymbiotic,Medium-x-Starved-x-1,Medium-x-Aposymbiotic-x-1,20-x-Starved-x-Aposymbiotic,20-x-Starved-x-1,20-x-Aposymbiotic-x-1,Starved-x-Aposymbiotic-x-1,Medium-x-20-x-Starved-x-Aposymbiotic,Medium-x-20-x-Starved-x-1,Medium-x-20-x-Aposymbiotic-x-1,Medium-x-Starved-x-Aposymbiotic-x-1,20-x-Starved-x-Aposymbiotic-x-1,Medium-x-20-x-Starved-x-Aposymbiotic-x-1
240,A_7.5_20_S_S,0,0.083890523,Ammonium,7.5,20,Starved,Symbiotic,Medium,Ammonium_Medium_20_Starved_Symbiotic,Medium-x-20,Medium-x-Starved,Medium-x-Symbiotic,Medium-x-0,20-x-Starved,20-x-Symbiotic,20-x-0,Starved-x-Symbiotic,Starved-x-0,Symbiotic-x-0,Medium-x-20-x-Starved,Medium-x-20-x-Symbiotic,Medium-x-20-x-0,Medium-x-Starved-x-Symbiotic,Medium-x-Starved-x-0,Medium-x-Symbiotic-x-0,20-x-Starved-x-Symbiotic,20-x-Starved-x-0,20-x-Symbiotic-x-0,Starved-x-Symbiotic-x-0,Medium-x-20-x-Starved-x-Symbiotic,Medium-x-20-x-Starved-x-0,Medium-x-20-x-Symbiotic-x-0,Medium-x-Starved-x-Symbiotic-x-0,20-x-Starved-x-Symbiotic-x-0,Medium-x-20-x-Starved-x-Symbiotic-x-0
241,A_7.5_20_S_S,1,0.079471842,Ammonium,7.5,20,Starved,Symbiotic,Medium,Ammonium_Medium_20_Starved_Symbiotic,Medium-x-20,Medium-x-Starved,Medium-x-Symbiotic,Medium-x-1,20-x-Starved,20-x-Symbiotic,20-x-1,Starved-x-Symbiotic,Starved-x-1,Symbiotic-x-1,Medium-x-20-x-Starved,Medium-x-20-x-Symbiotic,Medium-x-20-x-1,Medium-x-Starved-x-Symbiotic,Medium-x-Starved-x-1,Medium-x-Symbiotic-x-1,20-x-Starved-x-Symbiotic,20-x-Starved-x-1,20-x-Symbiotic-x-1,Starved-x-Symbiotic-x-1,Medium-x-20-x-Starved-x-Symbiotic,Medium-x-20-x-Starved-x-1,Medium-x-20-x-Symbiotic-x-1,Medium-x-Starved-x-Symbiotic-x-1,20-x-Starved-x-Symbiotic-x-1,Medium-x-20-x-Starved-x-Symbiotic-x-1
237,N_5_30_F_A,0,0.086255645,Nitrate,5,30,Fed,Aposymbiotic,Medium,Nitrate_Medium_30_Fed_Aposymbiotic,Medium-x-30,Medium-x-Fed,Medium-x-Aposymbiotic,Medium-x-0,30-x-Fed,30-x-Aposymbiotic,30-x-0,Fed-x-Aposymbiotic,Fed-x-0,Aposymbiotic-x-0,Medium-x-30-x-Fed,Medium-x-30-x-Aposymbiotic,Medium-x-30-x-0,Medium-x-Fed-x-Aposymbiotic,Medium-x-Fed-x-0,Medium-x-Aposymbiotic-x-0,30-x-Fed-x-Aposymbiotic,30-x-Fed-x-0,30-x-Aposymbiotic-x-0,Fed-x-Aposymbiotic-x-0,Medium-x-30-x-Fed-x-Aposymbiotic,Medium-x-30-x-Fed-x-0,Medium-x-30-x-Aposymbiotic-x-0,Medium-x-Fed-x-Aposymbiotic-x-0,30-x-Fed-x-Aposymbiotic-x-0,Medium-x-30-x-Fed-x-Aposymbiotic-x-0
237,N_5_30_F_A,1,0.13443722,Nitrate,5,30,Fed,Aposymbiotic,Medium,Nitrate_Medium_30_Fed_Aposymbiotic,Medium-x-30,Medium-x-Fed,Medium-x-Aposymbiotic,Medium-x-1,30-x-Fed,30-x-Aposymbiotic,30-x-1,Fed-x-Aposymbiotic,Fed-x-1,Aposymbiotic-x-1,Medium-x-30-x-Fed,Medium-x-30-x-Aposymbiotic,Medium-x-30-x-1,Medium-x-Fed-x-Aposymbiotic,Medium-x-Fed-x-1,Medium-x-Aposymbiotic-x-1,30-x-Fed-x-Aposymbiotic,30-x-Fed-x-1,30-x-Aposymbiotic-x-1,Fed-x-Aposymbiotic-x-1,Medium-x-30-x-Fed-x-Aposymbiotic,Medium-x-30-x-Fed-x-1,Medium-x-30-x-Aposymbiotic-x-1,Medium-x-Fed-x-Aposymbiotic-x-1,30-x-Fed-x-Aposymbiotic-x-1,Medium-x-30-x-Fed-x-Aposymbiotic-x-1
239,N_5_30_F_S,0,0.08647684,Nitrate,5,30,Fed,Symbiotic,Medium,Nitrate_Medium_30_Fed_Symbiotic,Medium-x-30,Medium-x-Fed,Medium-x-Symbiotic,Medium-x-0,30-x-Fed,30-x-Symbiotic,30-x-0,Fed-x-Symbiotic,Fed-x-0,Symbiotic-x-0,Medium-x-30-x-Fed,Medium-x-30-x-Symbiotic,Medium-x-30-x-0,Medium-x-Fed-x-Symbiotic,Medium-x-Fed-x-0,Medium-x-Symbiotic-x-0,30-x-Fed-x-Symbiotic,30-x-Fed-x-0,30-x-Symbiotic-x-0,Fed-x-Symbiotic-x-0,Medium-x-30-x-Fed-x-Symbiotic,Medium-x-30-x-Fed-x-0,Medium-x-30-x-Symbiotic-x-0,Medium-x-Fed-x-Symbiotic-x-0,30-x-Fed-x-Symbiotic-x-0,Medium-x-30-x-Fed-x-Symbiotic-x-0
240,N_5_30_F_S,1,0.091068514,Nitrate,5,30,Fed,Symbiotic,Medium,Nitrate_Medium_30_Fed_Symbiotic,Medium-x-30,Medium-x-Fed,Medium-x-Symbiotic,Medium-x-1,30-x-Fed,30-x-Symbiotic,30-x-1,Fed-x-Symbiotic,Fed-x-1,Symbiotic-x-1,Medium-x-30-x-Fed,Medium-x-30-x-Symbiotic,Medium-x-30-x-1,Medium-x-Fed-x-Symbiotic,Medium-x-Fed-x-1,Medium-x-Symbiotic-x-1,30-x-Fed-x-Symbiotic,30-x-Fed-x-1,30-x-Symbiotic-x-1,Fed-x-Symbiotic-x-1,Medium-x-30-x-Fed-x-Symbiotic,Medium-x-30-x-Fed-x-1,Medium-x-30-x-Symbiotic-x-1,Medium-x-Fed-x-Symbiotic-x-1,30-x-Fed-x-Symbiotic-x-1,Medium-x-30-x-Fed-x-Symbiotic-x-1
242,A_5_20_F_A,0,0.077685347,Ammonium,5,20,Fed,Aposymbiotic,Low,Ammonium_Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,Low-x-0,20-x-Fed,20-x-Aposymbiotic,20-x-0,Fed-x-Aposymbiotic,Fed-x-0,Aposymbiotic-x-0,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-20-x-0,Low-x-Fed-x-Aposymbiotic,Low-x-Fed-x-0,Low-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic,20-x-Fed-x-0,20-x-Aposymbiotic-x-0,Fed-x-Aposymbiotic-x-0,Low-x-20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-0,Low-x-20-x-Aposymbiotic-x-0,Low-x-Fed-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic-x-0,Low-x-20-x-Fed-x-Aposymbiotic-x-0
244,A_5_20_F_A,1,0.050414523,Ammonium,5,20,Fed,Aposymbiotic,Low,Ammonium_Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,Low-x-1,20-x-Fed,20-x-Aposymbiotic,20-x-1,Fed-x-Aposymbiotic,Fed-x-1,Aposymbiotic-x-1,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-20-x-1,Low-x-Fed-x-Aposymbiotic,Low-x-Fed-x-1,Low-x-Aposymbiotic-x-1,20-x-Fed-x-Aposymbiotic,20-x-Fed-x-1,20-x-Aposymbiotic-x-1,Fed-x-Aposymbiotic-x-1,Low-x-20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-1,Low-x-20-x-Aposymbiotic-x-1,Low-x-Fed-x-Aposymbiotic-x-1,20-x-Fed-x-Aposymbiotic-x-1,Low-x-20-x-Fed-x-Aposymbiotic-x-1
248,A_5_20_F_S,0,0.113529348,Ammonium,5,20,Fed,Symbiotic,Low,Ammonium_Low_20_Fed_Symbiotic,Low-x-20,Low-x-Fed,Low-x-Symbiotic,Low-x-0,20-x-Fed,20-x-Symbiotic,20-x-0,Fed-x-Symbiotic,Fed-x-0,Symbiotic-x-0,Low-x-20-x-Fed,Low-x-20-x-Symbiotic,Low-x-20-x-0,Low-x-Fed-x-Symbiotic,Low-x-Fed-x-0,Low-x-Symbiotic-x-0,20-x-Fed-x-Symbiotic,20-x-Fed-x-0,20-x-Symbiotic-x-0,Fed-x-Symbiotic-x-0,Low-x-20-x-Fed-x-Symbiotic,Low-x-20-x-Fed-x-0,Low-x-20-x-Symbiotic-x-0,Low-x-Fed-x-Symbiotic-x-0,20-x-Fed-x-Symbiotic-x-0,Low-x-20-x-Fed-x-Symbiotic-x-0
243,A_5_20_F_S,1,0.058091086,Ammonium,5,20,Fed,Symbiotic,Low,Ammonium_Low_20_Fed_Symbiotic,Low-x-20,Low-x-Fed,Low-x-Symbiotic,Low-x-1,20-x-Fed,20-x-Symbiotic,20-x-1,Fed-x-Symbiotic,Fed-x-1,Symbiotic-x-1,Low-x-20-x-Fed,Low-x-20-x-Symbiotic,Low-x-20-x-1,Low-x-Fed-x-Symbiotic,Low-x-Fed-x-1,Low-x-Symbiotic-x-1,20-x-Fed-x-Symbiotic,20-x-Fed-x-1,20-x-Symbiotic-x-1,Fed-x-Symbiotic-x-1,Low-x-20-x-Fed-x-Symbiotic,Low-x-20-x-Fed-x-1,Low-x-20-x-Symbiotic-x-1,Low-x-Fed-x-Symbiotic-x-1,20-x-Fed-x-Symbiotic-x-1,Low-x-20-x-Fed-x-Symbiotic-x-1
242,A_5_20_S_A,0,0.131176385,Ammonium,5,20,Starved,Aposymbiotic,Low,Ammonium_Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,Low-x-0,20-x-Starved,20-x-Aposymbiotic,20-x-0,Starved-x-Aposymbiotic,Starved-x-0,Aposymbiotic-x-0,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-20-x-0,Low-x-Starved-x-Aposymbiotic,Low-x-Starved-x-0,Low-x-Aposymbiotic-x-0,20-x-Starved-x-Aposymbiotic,20-x-Starved-x-0,20-x-Aposymbiotic-x-0,Starved-x-Aposymbiotic-x-0,Low-x-20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-0,Low-x-20-x-Aposymbiotic-x-0,Low-x-Starved-x-Aposymbiotic-x-0,20-x-Starved-x-Aposymbiotic-x-0,Low-x-20-x-Starved-x-Aposymbiotic-x-0
247,A_5_20_S_A,1,0.101995393,Ammonium,5,20,Starved,Aposymbiotic,Low,Ammonium_Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,Low-x-1,20-x-Starved,20-x-Aposymbiotic,20-x-1,Starved-x-Aposymbiotic,Starved-x-1,Aposymbiotic-x-1,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-20-x-1,Low-x-Starved-x-Aposymbiotic,Low-x-Starved-x-1,Low-x-Aposymbiotic-x-1,20-x-Starved-x-Aposymbiotic,20-x-Starved-x-1,20-x-Aposymbiotic-x-1,Starved-x-Aposymbiotic-x-1,Low-x-20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-1,Low-x-20-x-Aposymbiotic-x-1,Low-x-Starved-x-Aposymbiotic-x-1,20-x-Starved-x-Aposymbiotic-x-1,Low-x-20-x-Starved-x-Aposymbiotic-x-1
248,A_5_20_S_S,0,0.06211029,Ammonium,5,20,Starved,Symbiotic,Low,Ammonium_Low_20_Starved_Symbiotic,Low-x-20,Low-x-Starved,Low-x-Symbiotic,Low-x-0,20-x-Starved,20-x-Symbiotic,20-x-0,Starved-x-Symbiotic,Starved-x-0,Symbiotic-x-0,Low-x-20-x-Starved,Low-x-20-x-Symbiotic,Low-x-20-x-0,Low-x-Starved-x-Symbiotic,Low-x-Starved-x-0,Low-x-Symbiotic-x-0,20-x-Starved-x-Symbiotic,20-x-Starved-x-0,20-x-Symbiotic-x-0,Starved-x-Symbiotic-x-0,Low-x-20-x-Starved-x-Symbiotic,Low-x-20-x-Starved-x-0,Low-x-20-x-Symbiotic-x-0,Low-x-Starved-x-Symbiotic-x-0,20-x-Starved-x-Symbiotic-x-0,Low-x-20-x-Starved-x-Symbiotic-x-0
254,A_5_20_S_S,1,0.137772315,Ammonium,5,20,Starved,Symbiotic,Low,Ammonium_Low_20_Starved_Symbiotic,Low-x-20,Low-x-Starved,Low-x-Symbiotic,Low-x-1,20-x-Starved,20-x-Symbiotic,20-x-1,Starved-x-Symbiotic,Starved-x-1,Symbiotic-x-1,Low-x-20-x-Starved,Low-x-20-x-Symbiotic,Low-x-20-x-1,Low-x-Starved-x-Symbiotic,Low-x-Starved-x-1,Low-x-Symbiotic-x-1,20-x-Starved-x-Symbiotic,20-x-Starved-x-1,20-x-Symbiotic-x-1,Starved-x-Symbiotic-x-1,Low-x-20-x-Starved-x-Symbiotic,Low-x-20-x-Starved-x-1,Low-x-20-x-Symbiotic-x-1,Low-x-Starved-x-Symbiotic-x-1,20-x-Starved-x-Symbiotic-x-1,Low-x-20-x-Starved-x-Symbiotic-x-1
238,N_5_20_F_A,0,0.138482351,Nitrate,5,20,Fed,Aposymbiotic,Medium,Nitrate_Medium_20_Fed_Aposymbiotic,Medium-x-20,Medium-x-Fed,Medium-x-Aposymbiotic,Medium-x-0,20-x-Fed,20-x-Aposymbiotic,20-x-0,Fed-x-Aposymbiotic,Fed-x-0,Aposymbiotic-x-0,Medium-x-20-x-Fed,Medium-x-20-x-Aposymbiotic,Medium-x-20-x-0,Medium-x-Fed-x-Aposymbiotic,Medium-x-Fed-x-0,Medium-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic,20-x-Fed-x-0,20-x-Aposymbiotic-x-0,Fed-x-Aposymbiotic-x-0,Medium-x-20-x-Fed-x-Aposymbiotic,Medium-x-20-x-Fed-x-0,Medium-x-20-x-Aposymbiotic-x-0,Medium-x-Fed-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic-x-0,Medium-x-20-x-Fed-x-Aposymbiotic-x-0
242,N_5_20_F_A,1,0.181786654,Nitrate,5,20,Fed,Aposymbiotic,Medium,Nitrate_Medium_20_Fed_Aposymbiotic,Medium-x-20,Medium-x-Fed,Medium-x-Aposymbiotic,Medium-x-1,20-x-Fed,20-x-Aposymbiotic,20-x-1,Fed-x-Aposymbiotic,Fed-x-1,Aposymbiotic-x-1,Medium-x-20-x-Fed,Medium-x-20-x-Aposymbiotic,Medium-x-20-x-1,Medium-x-Fed-x-Aposymbiotic,Medium-x-Fed-x-1,Medium-x-Aposymbiotic-x-1,20-x-Fed-x-Aposymbiotic,20-x-Fed-x-1,20-x-Aposymbiotic-x-1,Fed-x-Aposymbiotic-x-1,Medium-x-20-x-Fed-x-Aposymbiotic,Medium-x-20-x-Fed-x-1,Medium-x-20-x-Aposymbiotic-x-1,Medium-x-Fed-x-Aposymbiotic-x-1,20-x-Fed-x-Aposymbiotic-x-1,Medium-x-20-x-Fed-x-Aposymbiotic-x-1
246,N_5_20_F_S,0,0.107037611,Nitrate,5,20,Fed,Symbiotic,Medium,Nitrate_Medium_20_Fed_Symbiotic,Medium-x-20,Medium-x-Fed,Medium-x-Symbiotic,Medium-x-0,20-x-Fed,20-x-Symbiotic,20-x-0,Fed-x-Symbiotic,Fed-x-0,Symbiotic-x-0,Medium-x-20-x-Fed,Medium-x-20-x-Symbiotic,Medium-x-20-x-0,Medium-x-Fed-x-Symbiotic,Medium-x-Fed-x-0,Medium-x-Symbiotic-x-0,20-x-Fed-x-Symbiotic,20-x-Fed-x-0,20-x-Symbiotic-x-0,Fed-x-Symbiotic-x-0,Medium-x-20-x-Fed-x-Symbiotic,Medium-x-20-x-Fed-x-0,Medium-x-20-x-Symbiotic-x-0,Medium-x-Fed-x-Symbiotic-x-0,20-x-Fed-x-Symbiotic-x-0,Medium-x-20-x-Fed-x-Symbiotic-x-0
256,N_5_20_F_S,1,0.17505085,Nitrate,5,20,Fed,Symbiotic,Medium,Nitrate_Medium_20_Fed_Symbiotic,Medium-x-20,Medium-x-Fed,Medium-x-Symbiotic,Medium-x-1,20-x-Fed,20-x-Symbiotic,20-x-1,Fed-x-Symbiotic,Fed-x-1,Symbiotic-x-1,Medium-x-20-x-Fed,Medium-x-20-x-Symbiotic,Medium-x-20-x-1,Medium-x-Fed-x-Symbiotic,Medium-x-Fed-x-1,Medium-x-Symbiotic-x-1,20-x-Fed-x-Symbiotic,20-x-Fed-x-1,20-x-Symbiotic-x-1,Fed-x-Symbiotic-x-1,Medium-x-20-x-Fed-x-Symbiotic,Medium-x-20-x-Fed-x-1,Medium-x-20-x-Symbiotic-x-1,Medium-x-Fed-x-Symbiotic-x-1,20-x-Fed-x-Symbiotic-x-1,Medium-x-20-x-Fed-x-Symbiotic-x-1
249,N_5_20_S_S,0,0.193113892,Nitrate,5,20,Starved,Symbiotic,Medium,Nitrate_Medium_20_Starved_Symbiotic,Medium-x-20,Medium-x-Starved,Medium-x-Symbiotic,Medium-x-0,20-x-Starved,20-x-Symbiotic,20-x-0,Starved-x-Symbiotic,Starved-x-0,Symbiotic-x-0,Medium-x-20-x-Starved,Medium-x-20-x-Symbiotic,Medium-x-20-x-0,Medium-x-Starved-x-Symbiotic,Medium-x-Starved-x-0,Medium-x-Symbiotic-x-0,20-x-Starved-x-Symbiotic,20-x-Starved-x-0,20-x-Symbiotic-x-0,Starved-x-Symbiotic-x-0,Medium-x-20-x-Starved-x-Symbiotic,Medium-x-20-x-Starved-x-0,Medium-x-20-x-Symbiotic-x-0,Medium-x-Starved-x-Symbiotic-x-0,20-x-Starved-x-Symbiotic-x-0,Medium-x-20-x-Starved-x-Symbiotic-x-0
252,N_5_20_S_S,1,0.175831433,Nitrate,5,20,Starved,Symbiotic,Medium,Nitrate_Medium_20_Starved_Symbiotic,Medium-x-20,Medium-x-Starved,Medium-x-Symbiotic,Medium-x-1,20-x-Starved,20-x-Symbiotic,20-x-1,Starved-x-Symbiotic,Starved-x-1,Symbiotic-x-1,Medium-x-20-x-Starved,Medium-x-20-x-Symbiotic,Medium-x-20-x-1,Medium-x-Starved-x-Symbiotic,Medium-x-Starved-x-1,Medium-x-Symbiotic-x-1,20-x-Starved-x-Symbiotic,20-x-Starved-x-1,20-x-Symbiotic-x-1,Starved-x-Symbiotic-x-1,Medium-x-20-x-Starved-x-Symbiotic,Medium-x-20-x-Starved-x-1,Medium-x-20-x-Symbiotic-x-1,Medium-x-Starved-x-Symbiotic-x-1,20-x-Starved-x-Symbiotic-x-1,Medium-x-20-x-Starved-x-Symbiotic-x-1
238,N_5_20_S_A,0,0.19352848,Nitrate,5,20,Starved,Aposymbiotic,Medium,Nitrate_Medium_20_Starved_Aposymbiotic,Medium-x-20,Medium-x-Starved,Medium-x-Aposymbiotic,Medium-x-0,20-x-Starved,20-x-Aposymbiotic,20-x-0,Starved-x-Aposymbiotic,Starved-x-0,Aposymbiotic-x-0,Medium-x-20-x-Starved,Medium-x-20-x-Aposymbiotic,Medium-x-20-x-0,Medium-x-Starved-x-Aposymbiotic,Medium-x-Starved-x-0,Medium-x-Aposymbiotic-x-0,20-x-Starved-x-Aposymbiotic,20-x-Starved-x-0,20-x-Aposymbiotic-x-0,Starved-x-Aposymbiotic-x-0,Medium-x-20-x-Starved-x-Aposymbiotic,Medium-x-20-x-Starved-x-0,Medium-x-20-x-Aposymbiotic-x-0,Medium-x-Starved-x-Aposymbiotic-x-0,20-x-Starved-x-Aposymbiotic-x-0,Medium-x-20-x-Starved-x-Aposymbiotic-x-0
244,N_5_20_S_A,1,0.185821765,Nitrate,5,20,Starved,Aposymbiotic,Medium,Nitrate_Medium_20_Starved_Aposymbiotic,Medium-x-20,Medium-x-Starved,Medium-x-Aposymbiotic,Medium-x-1,20-x-Starved,20-x-Aposymbiotic,20-x-1,Starved-x-Aposymbiotic,Starved-x-1,Aposymbiotic-x-1,Medium-x-20-x-Starved,Medium-x-20-x-Aposymbiotic,Medium-x-20-x-1,Medium-x-Starved-x-Aposymbiotic,Medium-x-Starved-x-1,Medium-x-Aposymbiotic-x-1,20-x-Starved-x-Aposymbiotic,20-x-Starved-x-1,20-x-Aposymbiotic-x-1,Starved-x-Aposymbiotic-x-1,Medium-x-20-x-Starved-x-Aposymbiotic,Medium-x-20-x-Starved-x-1,Medium-x-20-x-Aposymbiotic-x-1,Medium-x-Starved-x-Aposymbiotic-x-1,20-x-Starved-x-Aposymbiotic-x-1,Medium-x-20-x-Starved-x-Aposymbiotic-x-1
242,A_7.5_20_F_A,0,0.10360404,Ammonium,7.5,20,Fed,Aposymbiotic,Medium,Ammonium_Medium_20_Fed_Aposymbiotic,Medium-x-20,Medium-x-Fed,Medium-x-Aposymbiotic,Medium-x-0,20-x-Fed,20-x-Aposymbiotic,20-x-0,Fed-x-Aposymbiotic,Fed-x-0,Aposymbiotic-x-0,Medium-x-20-x-Fed,Medium-x-20-x-Aposymbiotic,Medium-x-20-x-0,Medium-x-Fed-x-Aposymbiotic,Medium-x-Fed-x-0,Medium-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic,20-x-Fed-x-0,20-x-Aposymbiotic-x-0,Fed-x-Aposymbiotic-x-0,Medium-x-20-x-Fed-x-Aposymbiotic,Medium-x-20-x-Fed-x-0,Medium-x-20-x-Aposymbiotic-x-0,Medium-x-Fed-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic-x-0,Medium-x-20-x-Fed-x-Aposymbiotic-x-0
