col_num,treat_ID_full,e_coli,abs_resp_rate_SA_corr,pollution,dose,temp,feed,symbiont,dose_level,new_treat_ID_full,dose_level_x_temp,dose_level_x_feed,dose_level_x_symbiont,dose_level_x_e_coli,temp_x_feed,temp_x_symbiont,temp_x_e_coli,feed_x_symbiont,feed_x_e_coli,symbiont_x_e_coli,dose_level_x_temp_x_feed,dose_level_x_temp_x_symbiont,dose_level_x_temp_x_e_coli,dose_level_x_feed_x_symbiont,dose_level_x_feed_x_e_coli,dose_level_x_symbiont_x_e_coli,temp_x_feed_x_symbiont,temp_x_feed_x_e_coli,temp_x_symbiont_x_e_coli,feed_x_symbiont_x_e_coli,dose_level_x_temp_x_feed_x_symbiont,dose_level_x_temp_x_feed_x_e_coli,dose_level_x_temp_x_symbiont_x_e_coli,dose_level_x_feed_x_symbiont_x_e_coli,temp_x_feed_x_symbiont_x_e_coli,dose_level_x_temp_x_feed_x_symbiont_x_e_coli
172,N_0_20_S_S,1,0.094563374,Nitrate,0,20,Starved,Symbiotic,control-0,Nitrate_control-0_20_Starved_Symbiotic,control-0-x-20,control-0-x-Starved,control-0-x-Symbiotic,control-0-x-1,20-x-Starved,20-x-Symbiotic,20-x-1,Starved-x-Symbiotic,Starved-x-1,Symbiotic-x-1,control-0-x-20-x-Starved,control-0-x-20-x-Symbiotic,control-0-x-20-x-1,control-0-x-Starved-x-Symbiotic,control-0-x-Starved-x-1,control-0-x-Symbiotic-x-1,20-x-Starved-x-Symbiotic,20-x-Starved-x-1,20-x-Symbiotic-x-1,Starved-x-Symbiotic-x-1,control-0-x-20-x-Starved-x-Symbiotic,control-0-x-20-x-Starved-x-1,control-0-x-20-x-Symbiotic-x-1,control-0-x-Starved-x-Symbiotic-x-1,20-x-Starved-x-Symbiotic-x-1,control-0-x-20-x-Starved-x-Symbiotic-x-1
181,A_0_30_S_A,0,0.076755363,Ammonium,0,30,Starved,Aposymbiotic,control-0,Ammonium_control-0_30_Starved_Aposymbiotic,control-0-x-30,control-0-x-Starved,control-0-x-Aposymbiotic,control-0-x-0,30-x-Starved,30-x-Aposymbiotic,30-x-0,Starved-x-Aposymbiotic,Starved-x-0,Aposymbiotic-x-0,control-0-x-30-x-Starved,control-0-x-30-x-Aposymbiotic,control-0-x-30-x-0,control-0-x-Starved-x-Aposymbiotic,control-0-x-Starved-x-0,control-0-x-Aposymbiotic-x-0,30-x-Starved-x-Aposymbiotic,30-x-Starved-x-0,30-x-Aposymbiotic-x-0,Starved-x-Aposymbiotic-x-0,control-0-x-30-x-Starved-x-Aposymbiotic,control-0-x-30-x-Starved-x-0,control-0-x-30-x-Aposymbiotic-x-0,control-0-x-Starved-x-Aposymbiotic-x-0,30-x-Starved-x-Aposymbiotic-x-0,control-0-x-30-x-Starved-x-Aposymbiotic-x-0
187,A_0_30_S_A,1,0.056790744,Ammonium,0,30,Starved,Aposymbiotic,control-0,Ammonium_control-0_30_Starved_Aposymbiotic,control-0-x-30,control-0-x-Starved,control-0-x-Aposymbiotic,control-0-x-1,30-x-Starved,30-x-Aposymbiotic,30-x-1,Starved-x-Aposymbiotic,Starved-x-1,Aposymbiotic-x-1,control-0-x-30-x-Starved,control-0-x-30-x-Aposymbiotic,control-0-x-30-x-1,control-0-x-Starved-x-Aposymbiotic,control-0-x-Starved-x-1,control-0-x-Aposymbiotic-x-1,30-x-Starved-x-Aposymbiotic,30-x-Starved-x-1,30-x-Aposymbiotic-x-1,Starved-x-Aposymbiotic-x-1,control-0-x-30-x-Starved-x-Aposymbiotic,control-0-x-30-x-Starved-x-1,control-0-x-30-x-Aposymbiotic-x-1,control-0-x-Starved-x-Aposymbiotic-x-1,30-x-Starved-x-Aposymbiotic-x-1,control-0-x-30-x-Starved-x-Aposymbiotic-x-1
167,A_0_30_S_S,0,0.035602754,Ammonium,0,30,Starved,Symbiotic,control-0,Ammonium_control-0_30_Starved_Symbiotic,control-0-x-30,control-0-x-Starved,control-0-x-Symbiotic,control-0-x-0,30-x-Starved,30-x-Symbiotic,30-x-0,Starved-x-Symbiotic,Starved-x-0,Symbiotic-x-0,control-0-x-30-x-Starved,control-0-x-30-x-Symbiotic,control-0-x-30-x-0,control-0-x-Starved-x-Symbiotic,control-0-x-Starved-x-0,control-0-x-Symbiotic-x-0,30-x-Starved-x-Symbiotic,30-x-Starved-x-0,30-x-Symbiotic-x-0,Starved-x-Symbiotic-x-0,control-0-x-30-x-Starved-x-Symbiotic,control-0-x-30-x-Starved-x-0,control-0-x-30-x-Symbiotic-x-0,control-0-x-Starved-x-Symbiotic-x-0,30-x-Starved-x-Symbiotic-x-0,control-0-x-30-x-Starved-x-Symbiotic-x-0
182,A_0_30_S_S,1,0.060279868,Ammonium,0,30,Starved,Symbiotic,control-0,Ammonium_control-0_30_Starved_Symbiotic,control-0-x-30,control-0-x-Starved,control-0-x-Symbiotic,control-0-x-1,30-x-Starved,30-x-Symbiotic,30-x-1,Starved-x-Symbiotic,Starved-x-1,Symbiotic-x-1,control-0-x-30-x-Starved,control-0-x-30-x-Symbiotic,control-0-x-30-x-1,control-0-x-Starved-x-Symbiotic,control-0-x-Starved-x-1,control-0-x-Symbiotic-x-1,30-x-Starved-x-Symbiotic,30-x-Starved-x-1,30-x-Symbiotic-x-1,Starved-x-Symbiotic-x-1,control-0-x-30-x-Starved-x-Symbiotic,control-0-x-30-x-Starved-x-1,control-0-x-30-x-Symbiotic-x-1,control-0-x-Starved-x-Symbiotic-x-1,30-x-Starved-x-Symbiotic-x-1,control-0-x-30-x-Starved-x-Symbiotic-x-1
178,"A_0_20_F_A
",0,0.076521051,Ammonium,0,20,Fed,Aposymbiotic,control-0,Ammonium_control-0_20_Fed_Aposymbiotic,control-0-x-20,control-0-x-Fed,control-0-x-Aposymbiotic,control-0-x-0,20-x-Fed,20-x-Aposymbiotic,20-x-0,Fed-x-Aposymbiotic,Fed-x-0,Aposymbiotic-x-0,control-0-x-20-x-Fed,control-0-x-20-x-Aposymbiotic,control-0-x-20-x-0,control-0-x-Fed-x-Aposymbiotic,control-0-x-Fed-x-0,control-0-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic,20-x-Fed-x-0,20-x-Aposymbiotic-x-0,Fed-x-Aposymbiotic-x-0,control-0-x-20-x-Fed-x-Aposymbiotic,control-0-x-20-x-Fed-x-0,control-0-x-20-x-Aposymbiotic-x-0,control-0-x-Fed-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic-x-0,control-0-x-20-x-Fed-x-Aposymbiotic-x-0
184,"A_0_20_F_A
",1,0.032269747,Ammonium,0,20,Fed,Aposymbiotic,control-0,Ammonium_control-0_20_Fed_Aposymbiotic,control-0-x-20,control-0-x-Fed,control-0-x-Aposymbiotic,control-0-x-1,20-x-Fed,20-x-Aposymbiotic,20-x-1,Fed-x-Aposymbiotic,Fed-x-1,Aposymbiotic-x-1,control-0-x-20-x-Fed,control-0-x-20-x-Aposymbiotic,control-0-x-20-x-1,control-0-x-Fed-x-Aposymbiotic,control-0-x-Fed-x-1,control-0-x-Aposymbiotic-x-1,20-x-Fed-x-Aposymbiotic,20-x-Fed-x-1,20-x-Aposymbiotic-x-1,Fed-x-Aposymbiotic-x-1,control-0-x-20-x-Fed-x-Aposymbiotic,control-0-x-20-x-Fed-x-1,control-0-x-20-x-Aposymbiotic-x-1,control-0-x-Fed-x-Aposymbiotic-x-1,20-x-Fed-x-Aposymbiotic-x-1,control-0-x-20-x-Fed-x-Aposymbiotic-x-1
166,A_0_20_F_S,0,0.049704348,Ammonium,0,20,Fed,Symbiotic,control-0,Ammonium_control-0_20_Fed_Symbiotic,control-0-x-20,control-0-x-Fed,control-0-x-Symbiotic,control-0-x-0,20-x-Fed,20-x-Symbiotic,20-x-0,Fed-x-Symbiotic,Fed-x-0,Symbiotic-x-0,control-0-x-20-x-Fed,control-0-x-20-x-Symbiotic,control-0-x-20-x-0,control-0-x-Fed-x-Symbiotic,control-0-x-Fed-x-0,control-0-x-Symbiotic-x-0,20-x-Fed-x-Symbiotic,20-x-Fed-x-0,20-x-Symbiotic-x-0,Fed-x-Symbiotic-x-0,control-0-x-20-x-Fed-x-Symbiotic,control-0-x-20-x-Fed-x-0,control-0-x-20-x-Symbiotic-x-0,control-0-x-Fed-x-Symbiotic-x-0,20-x-Fed-x-Symbiotic-x-0,control-0-x-20-x-Fed-x-Symbiotic-x-0
173,A_0_20_F_S,1,0.059218376,Ammonium,0,20,Fed,Symbiotic,control-0,Ammonium_control-0_20_Fed_Symbiotic,control-0-x-20,control-0-x-Fed,control-0-x-Symbiotic,control-0-x-1,20-x-Fed,20-x-Symbiotic,20-x-1,Fed-x-Symbiotic,Fed-x-1,Symbiotic-x-1,control-0-x-20-x-Fed,control-0-x-20-x-Symbiotic,control-0-x-20-x-1,control-0-x-Fed-x-Symbiotic,control-0-x-Fed-x-1,control-0-x-Symbiotic-x-1,20-x-Fed-x-Symbiotic,20-x-Fed-x-1,20-x-Symbiotic-x-1,Fed-x-Symbiotic-x-1,control-0-x-20-x-Fed-x-Symbiotic,control-0-x-20-x-Fed-x-1,control-0-x-20-x-Symbiotic-x-1,control-0-x-Fed-x-Symbiotic-x-1,20-x-Fed-x-Symbiotic-x-1,control-0-x-20-x-Fed-x-Symbiotic-x-1
168,A_0_20_S_A,0,0.080115779,Ammonium,0,20,Starved,Aposymbiotic,control-0,Ammonium_control-0_20_Starved_Aposymbiotic,control-0-x-20,control-0-x-Starved,control-0-x-Aposymbiotic,control-0-x-0,20-x-Starved,20-x-Aposymbiotic,20-x-0,Starved-x-Aposymbiotic,Starved-x-0,Aposymbiotic-x-0,control-0-x-20-x-Starved,control-0-x-20-x-Aposymbiotic,control-0-x-20-x-0,control-0-x-Starved-x-Aposymbiotic,control-0-x-Starved-x-0,control-0-x-Aposymbiotic-x-0,20-x-Starved-x-Aposymbiotic,20-x-Starved-x-0,20-x-Aposymbiotic-x-0,Starved-x-Aposymbiotic-x-0,control-0-x-20-x-Starved-x-Aposymbiotic,control-0-x-20-x-Starved-x-0,control-0-x-20-x-Aposymbiotic-x-0,control-0-x-Starved-x-Aposymbiotic-x-0,20-x-Starved-x-Aposymbiotic-x-0,control-0-x-20-x-Starved-x-Aposymbiotic-x-0
187,A_0_20_S_A,1,0.043754215,Ammonium,0,20,Starved,Aposymbiotic,control-0,Ammonium_control-0_20_Starved_Aposymbiotic,control-0-x-20,control-0-x-Starved,control-0-x-Aposymbiotic,control-0-x-1,20-x-Starved,20-x-Aposymbiotic,20-x-1,Starved-x-Aposymbiotic,Starved-x-1,Aposymbiotic-x-1,control-0-x-20-x-Starved,control-0-x-20-x-Aposymbiotic,control-0-x-20-x-1,control-0-x-Starved-x-Aposymbiotic,control-0-x-Starved-x-1,control-0-x-Aposymbiotic-x-1,20-x-Starved-x-Aposymbiotic,20-x-Starved-x-1,20-x-Aposymbiotic-x-1,Starved-x-Aposymbiotic-x-1,control-0-x-20-x-Starved-x-Aposymbiotic,control-0-x-20-x-Starved-x-1,control-0-x-20-x-Aposymbiotic-x-1,control-0-x-Starved-x-Aposymbiotic-x-1,20-x-Starved-x-Aposymbiotic-x-1,control-0-x-20-x-Starved-x-Aposymbiotic-x-1
167,A_0_20_S_S,0,0.080367823,Ammonium,0,20,Starved,Symbiotic,control-0,Ammonium_control-0_20_Starved_Symbiotic,control-0-x-20,control-0-x-Starved,control-0-x-Symbiotic,control-0-x-0,20-x-Starved,20-x-Symbiotic,20-x-0,Starved-x-Symbiotic,Starved-x-0,Symbiotic-x-0,control-0-x-20-x-Starved,control-0-x-20-x-Symbiotic,control-0-x-20-x-0,control-0-x-Starved-x-Symbiotic,control-0-x-Starved-x-0,control-0-x-Symbiotic-x-0,20-x-Starved-x-Symbiotic,20-x-Starved-x-0,20-x-Symbiotic-x-0,Starved-x-Symbiotic-x-0,control-0-x-20-x-Starved-x-Symbiotic,control-0-x-20-x-Starved-x-0,control-0-x-20-x-Symbiotic-x-0,control-0-x-Starved-x-Symbiotic-x-0,20-x-Starved-x-Symbiotic-x-0,control-0-x-20-x-Starved-x-Symbiotic-x-0
182,A_0_20_S_S,1,0.083088636,Ammonium,0,20,Starved,Symbiotic,control-0,Ammonium_control-0_20_Starved_Symbiotic,control-0-x-20,control-0-x-Starved,control-0-x-Symbiotic,control-0-x-1,20-x-Starved,20-x-Symbiotic,20-x-1,Starved-x-Symbiotic,Starved-x-1,Symbiotic-x-1,control-0-x-20-x-Starved,control-0-x-20-x-Symbiotic,control-0-x-20-x-1,control-0-x-Starved-x-Symbiotic,control-0-x-Starved-x-1,control-0-x-Symbiotic-x-1,20-x-Starved-x-Symbiotic,20-x-Starved-x-1,20-x-Symbiotic-x-1,Starved-x-Symbiotic-x-1,control-0-x-20-x-Starved-x-Symbiotic,control-0-x-20-x-Starved-x-1,control-0-x-20-x-Symbiotic-x-1,control-0-x-Starved-x-Symbiotic-x-1,20-x-Starved-x-Symbiotic-x-1,control-0-x-20-x-Starved-x-Symbiotic-x-1
164,N_0_30_F_A,0,0.051749498,Nitrate,0,30,Fed,Aposymbiotic,control-0,Nitrate_control-0_30_Fed_Aposymbiotic,control-0-x-30,control-0-x-Fed,control-0-x-Aposymbiotic,control-0-x-0,30-x-Fed,30-x-Aposymbiotic,30-x-0,Fed-x-Aposymbiotic,Fed-x-0,Aposymbiotic-x-0,control-0-x-30-x-Fed,control-0-x-30-x-Aposymbiotic,control-0-x-30-x-0,control-0-x-Fed-x-Aposymbiotic,control-0-x-Fed-x-0,control-0-x-Aposymbiotic-x-0,30-x-Fed-x-Aposymbiotic,30-x-Fed-x-0,30-x-Aposymbiotic-x-0,Fed-x-Aposymbiotic-x-0,control-0-x-30-x-Fed-x-Aposymbiotic,control-0-x-30-x-Fed-x-0,control-0-x-30-x-Aposymbiotic-x-0,control-0-x-Fed-x-Aposymbiotic-x-0,30-x-Fed-x-Aposymbiotic-x-0,control-0-x-30-x-Fed-x-Aposymbiotic-x-0
183,N_0_30_F_A,1,0.097586569,Nitrate,0,30,Fed,Aposymbiotic,control-0,Nitrate_control-0_30_Fed_Aposymbiotic,control-0-x-30,control-0-x-Fed,control-0-x-Aposymbiotic,control-0-x-1,30-x-Fed,30-x-Aposymbiotic,30-x-1,Fed-x-Aposymbiotic,Fed-x-1,Aposymbiotic-x-1,control-0-x-30-x-Fed,control-0-x-30-x-Aposymbiotic,control-0-x-30-x-1,control-0-x-Fed-x-Aposymbiotic,control-0-x-Fed-x-1,control-0-x-Aposymbiotic-x-1,30-x-Fed-x-Aposymbiotic,30-x-Fed-x-1,30-x-Aposymbiotic-x-1,Fed-x-Aposymbiotic-x-1,control-0-x-30-x-Fed-x-Aposymbiotic,control-0-x-30-x-Fed-x-1,control-0-x-30-x-Aposymbiotic-x-1,control-0-x-Fed-x-Aposymbiotic-x-1,30-x-Fed-x-Aposymbiotic-x-1,control-0-x-30-x-Fed-x-Aposymbiotic-x-1
161,N_0_30_F_S,0,0.065222865,Nitrate,0,30,Fed,Symbiotic,control-0,Nitrate_control-0_30_Fed_Symbiotic,control-0-x-30,control-0-x-Fed,control-0-x-Symbiotic,control-0-x-0,30-x-Fed,30-x-Symbiotic,30-x-0,Fed-x-Symbiotic,Fed-x-0,Symbiotic-x-0,control-0-x-30-x-Fed,control-0-x-30-x-Symbiotic,control-0-x-30-x-0,control-0-x-Fed-x-Symbiotic,control-0-x-Fed-x-0,control-0-x-Symbiotic-x-0,30-x-Fed-x-Symbiotic,30-x-Fed-x-0,30-x-Symbiotic-x-0,Fed-x-Symbiotic-x-0,control-0-x-30-x-Fed-x-Symbiotic,control-0-x-30-x-Fed-x-0,control-0-x-30-x-Symbiotic-x-0,control-0-x-Fed-x-Symbiotic-x-0,30-x-Fed-x-Symbiotic-x-0,control-0-x-30-x-Fed-x-Symbiotic-x-0
171,N_0_30_F_S,1,0.048432338,Nitrate,0,30,Fed,Symbiotic,control-0,Nitrate_control-0_30_Fed_Symbiotic,control-0-x-30,control-0-x-Fed,control-0-x-Symbiotic,control-0-x-1,30-x-Fed,30-x-Symbiotic,30-x-1,Fed-x-Symbiotic,Fed-x-1,Symbiotic-x-1,control-0-x-30-x-Fed,control-0-x-30-x-Symbiotic,control-0-x-30-x-1,control-0-x-Fed-x-Symbiotic,control-0-x-Fed-x-1,control-0-x-Symbiotic-x-1,30-x-Fed-x-Symbiotic,30-x-Fed-x-1,30-x-Symbiotic-x-1,Fed-x-Symbiotic-x-1,control-0-x-30-x-Fed-x-Symbiotic,control-0-x-30-x-Fed-x-1,control-0-x-30-x-Symbiotic-x-1,control-0-x-Fed-x-Symbiotic-x-1,30-x-Fed-x-Symbiotic-x-1,control-0-x-30-x-Fed-x-Symbiotic-x-1
166,N_0_30_S_A,0,0.107533066,Nitrate,0,30,Starved,Aposymbiotic,control-0,Nitrate_control-0_30_Starved_Aposymbiotic,control-0-x-30,control-0-x-Starved,control-0-x-Aposymbiotic,control-0-x-0,30-x-Starved,30-x-Aposymbiotic,30-x-0,Starved-x-Aposymbiotic,Starved-x-0,Aposymbiotic-x-0,control-0-x-30-x-Starved,control-0-x-30-x-Aposymbiotic,control-0-x-30-x-0,control-0-x-Starved-x-Aposymbiotic,control-0-x-Starved-x-0,control-0-x-Aposymbiotic-x-0,30-x-Starved-x-Aposymbiotic,30-x-Starved-x-0,30-x-Aposymbiotic-x-0,Starved-x-Aposymbiotic-x-0,control-0-x-30-x-Starved-x-Aposymbiotic,control-0-x-30-x-Starved-x-0,control-0-x-30-x-Aposymbiotic-x-0,control-0-x-Starved-x-Aposymbiotic-x-0,30-x-Starved-x-Aposymbiotic-x-0,control-0-x-30-x-Starved-x-Aposymbiotic-x-0
171,N_0_30_S_A,1,0.06725436,Nitrate,0,30,Starved,Aposymbiotic,control-0,Nitrate_control-0_30_Starved_Aposymbiotic,control-0-x-30,control-0-x-Starved,control-0-x-Aposymbiotic,control-0-x-1,30-x-Starved,30-x-Aposymbiotic,30-x-1,Starved-x-Aposymbiotic,Starved-x-1,Aposymbiotic-x-1,control-0-x-30-x-Starved,control-0-x-30-x-Aposymbiotic,control-0-x-30-x-1,control-0-x-Starved-x-Aposymbiotic,control-0-x-Starved-x-1,control-0-x-Aposymbiotic-x-1,30-x-Starved-x-Aposymbiotic,30-x-Starved-x-1,30-x-Aposymbiotic-x-1,Starved-x-Aposymbiotic-x-1,control-0-x-30-x-Starved-x-Aposymbiotic,control-0-x-30-x-Starved-x-1,control-0-x-30-x-Aposymbiotic-x-1,control-0-x-Starved-x-Aposymbiotic-x-1,30-x-Starved-x-Aposymbiotic-x-1,control-0-x-30-x-Starved-x-Aposymbiotic-x-1
164,N_0_30_S_S,0,0.071109843,Nitrate,0,30,Starved,Symbiotic,control-0,Nitrate_control-0_30_Starved_Symbiotic,control-0-x-30,control-0-x-Starved,control-0-x-Symbiotic,control-0-x-0,30-x-Starved,30-x-Symbiotic,30-x-0,Starved-x-Symbiotic,Starved-x-0,Symbiotic-x-0,control-0-x-30-x-Starved,control-0-x-30-x-Symbiotic,control-0-x-30-x-0,control-0-x-Starved-x-Symbiotic,control-0-x-Starved-x-0,control-0-x-Symbiotic-x-0,30-x-Starved-x-Symbiotic,30-x-Starved-x-0,30-x-Symbiotic-x-0,Starved-x-Symbiotic-x-0,control-0-x-30-x-Starved-x-Symbiotic,control-0-x-30-x-Starved-x-0,control-0-x-30-x-Symbiotic-x-0,control-0-x-Starved-x-Symbiotic-x-0,30-x-Starved-x-Symbiotic-x-0,control-0-x-30-x-Starved-x-Symbiotic-x-0
172,N_0_30_S_S,1,0.073622419,Nitrate,0,30,Starved,Symbiotic,control-0,Nitrate_control-0_30_Starved_Symbiotic,control-0-x-30,control-0-x-Starved,control-0-x-Symbiotic,control-0-x-1,30-x-Starved,30-x-Symbiotic,30-x-1,Starved-x-Symbiotic,Starved-x-1,Symbiotic-x-1,control-0-x-30-x-Starved,control-0-x-30-x-Symbiotic,control-0-x-30-x-1,control-0-x-Starved-x-Symbiotic,control-0-x-Starved-x-1,control-0-x-Symbiotic-x-1,30-x-Starved-x-Symbiotic,30-x-Starved-x-1,30-x-Symbiotic-x-1,Starved-x-Symbiotic-x-1,control-0-x-30-x-Starved-x-Symbiotic,control-0-x-30-x-Starved-x-1,control-0-x-30-x-Symbiotic-x-1,control-0-x-Starved-x-Symbiotic-x-1,30-x-Starved-x-Symbiotic-x-1,control-0-x-30-x-Starved-x-Symbiotic-x-1
161,N_1.5_30_F_S,0,0.090699283,Nitrate,1.5,30,Fed,Symbiotic,Low,Nitrate_Low_30_Fed_Symbiotic,Low-x-30,Low-x-Fed,Low-x-Symbiotic,Low-x-0,30-x-Fed,30-x-Symbiotic,30-x-0,Fed-x-Symbiotic,Fed-x-0,Symbiotic-x-0,Low-x-30-x-Fed,Low-x-30-x-Symbiotic,Low-x-30-x-0,Low-x-Fed-x-Symbiotic,Low-x-Fed-x-0,Low-x-Symbiotic-x-0,30-x-Fed-x-Symbiotic,30-x-Fed-x-0,30-x-Symbiotic-x-0,Fed-x-Symbiotic-x-0,Low-x-30-x-Fed-x-Symbiotic,Low-x-30-x-Fed-x-0,Low-x-30-x-Symbiotic-x-0,Low-x-Fed-x-Symbiotic-x-0,30-x-Fed-x-Symbiotic-x-0,Low-x-30-x-Fed-x-Symbiotic-x-0
183,N_1.5_30_F_A,0,0.105224162,Nitrate,1.5,30,Fed,Aposymbiotic,Low,Nitrate_Low_30_Fed_Aposymbiotic,Low-x-30,Low-x-Fed,Low-x-Aposymbiotic,Low-x-0,30-x-Fed,30-x-Aposymbiotic,30-x-0,Fed-x-Aposymbiotic,Fed-x-0,Aposymbiotic-x-0,Low-x-30-x-Fed,Low-x-30-x-Aposymbiotic,Low-x-30-x-0,Low-x-Fed-x-Aposymbiotic,Low-x-Fed-x-0,Low-x-Aposymbiotic-x-0,30-x-Fed-x-Aposymbiotic,30-x-Fed-x-0,30-x-Aposymbiotic-x-0,Fed-x-Aposymbiotic-x-0,Low-x-30-x-Fed-x-Aposymbiotic,Low-x-30-x-Fed-x-0,Low-x-30-x-Aposymbiotic-x-0,Low-x-Fed-x-Aposymbiotic-x-0,30-x-Fed-x-Aposymbiotic-x-0,Low-x-30-x-Fed-x-Aposymbiotic-x-0
171,N_1.5_30_F_S,1,0.084072563,Nitrate,1.5,30,Fed,Symbiotic,Low,Nitrate_Low_30_Fed_Symbiotic,Low-x-30,Low-x-Fed,Low-x-Symbiotic,Low-x-1,30-x-Fed,30-x-Symbiotic,30-x-1,Fed-x-Symbiotic,Fed-x-1,Symbiotic-x-1,Low-x-30-x-Fed,Low-x-30-x-Symbiotic,Low-x-30-x-1,Low-x-Fed-x-Symbiotic,Low-x-Fed-x-1,Low-x-Symbiotic-x-1,30-x-Fed-x-Symbiotic,30-x-Fed-x-1,30-x-Symbiotic-x-1,Fed-x-Symbiotic-x-1,Low-x-30-x-Fed-x-Symbiotic,Low-x-30-x-Fed-x-1,Low-x-30-x-Symbiotic-x-1,Low-x-Fed-x-Symbiotic-x-1,30-x-Fed-x-Symbiotic-x-1,Low-x-30-x-Fed-x-Symbiotic-x-1
165,N_1.5_30_F_A,1,0.04987734,Nitrate,1.5,30,Fed,Aposymbiotic,Low,Nitrate_Low_30_Fed_Aposymbiotic,Low-x-30,Low-x-Fed,Low-x-Aposymbiotic,Low-x-1,30-x-Fed,30-x-Aposymbiotic,30-x-1,Fed-x-Aposymbiotic,Fed-x-1,Aposymbiotic-x-1,Low-x-30-x-Fed,Low-x-30-x-Aposymbiotic,Low-x-30-x-1,Low-x-Fed-x-Aposymbiotic,Low-x-Fed-x-1,Low-x-Aposymbiotic-x-1,30-x-Fed-x-Aposymbiotic,30-x-Fed-x-1,30-x-Aposymbiotic-x-1,Fed-x-Aposymbiotic-x-1,Low-x-30-x-Fed-x-Aposymbiotic,Low-x-30-x-Fed-x-1,Low-x-30-x-Aposymbiotic-x-1,Low-x-Fed-x-Aposymbiotic-x-1,30-x-Fed-x-Aposymbiotic-x-1,Low-x-30-x-Fed-x-Aposymbiotic-x-1
166,N_1.5_30_S_A,0,0.109724891,Nitrate,1.5,30,Starved,Aposymbiotic,Low,Nitrate_Low_30_Starved_Aposymbiotic,Low-x-30,Low-x-Starved,Low-x-Aposymbiotic,Low-x-0,30-x-Starved,30-x-Aposymbiotic,30-x-0,Starved-x-Aposymbiotic,Starved-x-0,Aposymbiotic-x-0,Low-x-30-x-Starved,Low-x-30-x-Aposymbiotic,Low-x-30-x-0,Low-x-Starved-x-Aposymbiotic,Low-x-Starved-x-0,Low-x-Aposymbiotic-x-0,30-x-Starved-x-Aposymbiotic,30-x-Starved-x-0,30-x-Aposymbiotic-x-0,Starved-x-Aposymbiotic-x-0,Low-x-30-x-Starved-x-Aposymbiotic,Low-x-30-x-Starved-x-0,Low-x-30-x-Aposymbiotic-x-0,Low-x-Starved-x-Aposymbiotic-x-0,30-x-Starved-x-Aposymbiotic-x-0,Low-x-30-x-Starved-x-Aposymbiotic-x-0
184,N_1.5_30_S_A,1,0.123071238,Nitrate,1.5,30,Starved,Aposymbiotic,Low,Nitrate_Low_30_Starved_Aposymbiotic,Low-x-30,Low-x-Starved,Low-x-Aposymbiotic,Low-x-1,30-x-Starved,30-x-Aposymbiotic,30-x-1,Starved-x-Aposymbiotic,Starved-x-1,Aposymbiotic-x-1,Low-x-30-x-Starved,Low-x-30-x-Aposymbiotic,Low-x-30-x-1,Low-x-Starved-x-Aposymbiotic,Low-x-Starved-x-1,Low-x-Aposymbiotic-x-1,30-x-Starved-x-Aposymbiotic,30-x-Starved-x-1,30-x-Aposymbiotic-x-1,Starved-x-Aposymbiotic-x-1,Low-x-30-x-Starved-x-Aposymbiotic,Low-x-30-x-Starved-x-1,Low-x-30-x-Aposymbiotic-x-1,Low-x-Starved-x-Aposymbiotic-x-1,30-x-Starved-x-Aposymbiotic-x-1,Low-x-30-x-Starved-x-Aposymbiotic-x-1
165,N_1.5_30_S_S,0,0.088011716,Nitrate,1.5,30,Starved,Symbiotic,Low,Nitrate_Low_30_Starved_Symbiotic,Low-x-30,Low-x-Starved,Low-x-Symbiotic,Low-x-0,30-x-Starved,30-x-Symbiotic,30-x-0,Starved-x-Symbiotic,Starved-x-0,Symbiotic-x-0,Low-x-30-x-Starved,Low-x-30-x-Symbiotic,Low-x-30-x-0,Low-x-Starved-x-Symbiotic,Low-x-Starved-x-0,Low-x-Symbiotic-x-0,30-x-Starved-x-Symbiotic,30-x-Starved-x-0,30-x-Symbiotic-x-0,Starved-x-Symbiotic-x-0,Low-x-30-x-Starved-x-Symbiotic,Low-x-30-x-Starved-x-0,Low-x-30-x-Symbiotic-x-0,Low-x-Starved-x-Symbiotic-x-0,30-x-Starved-x-Symbiotic-x-0,Low-x-30-x-Starved-x-Symbiotic-x-0
163,N_1.5_20_F_A,0,0.068920315,Nitrate,1.5,20,Fed,Aposymbiotic,Low,Nitrate_Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,Low-x-0,20-x-Fed,20-x-Aposymbiotic,20-x-0,Fed-x-Aposymbiotic,Fed-x-0,Aposymbiotic-x-0,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-20-x-0,Low-x-Fed-x-Aposymbiotic,Low-x-Fed-x-0,Low-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic,20-x-Fed-x-0,20-x-Aposymbiotic-x-0,Fed-x-Aposymbiotic-x-0,Low-x-20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-0,Low-x-20-x-Aposymbiotic-x-0,Low-x-Fed-x-Aposymbiotic-x-0,20-x-Fed-x-Aposymbiotic-x-0,Low-x-20-x-Fed-x-Aposymbiotic-x-0
