date_coll,date_frag,col_num,frag_letter,col_frag_num,tile_num,tile_position,stand_beetag,peg_beetag,exp_beetag,exp_num,exp_subrun,beetag_exprun,exp_startdate,N_species,N_dose,temp,food,sym_state,treat_ID,N_species_dose,PES_day2,PES_day6,PES_day10
08_01_22,08_02_22,237,AA,237AA,155,13,G30,Y76,G30Y76,3,A,G30Y76_exp3A,08_21_22,A,5,20,F,A,A_5_20_F_A,A_5,2,5,5
08_01_22,08_03_22,240,D,240D,161,14,G35,Y23,G35Y23,3,A,G35Y23_exp3A,08_21_22,A,5,30,F,S,A_5_30_F_S,A_5,1,5,5
08_01_22,08_03_22,241,N,241N,163,16,G35,Y24,G35Y24,3,A,G35Y24_exp3A,08_21_22,A,5,30,F,S,A_5_30_F_S,A_5,1,5,5
08_01_22,08_03_22,238,F,238F,158,16,G38,Y36,G38Y36,3,A,G38Y36_exp3A,08_21_22,A,5,30,S,A,A_5_30_S_A,A_5,2,5,5
08_01_22,08_03_22,243,B,243B,166,14,W8,O40,W8O40,3,B,W8O40_exp3B,08_25_22,A,5,30,F,S,A_5_30_F_S,A_5,1,5,5
06_22_22,06_24_22,155,G,155G,106,10,Y11,B59,Y11B59,1,A,Y11B59_exp1A,7_15_22,A,7.5,20,F,S,A_7.5_20_F_S,A_7.5,1,5,5
06_22_22,06_23_22,145,E,145E,99,11,Y15,B82,Y15B82,1,A,Y15B82_exp1A,7_15_22,A,7.5,30,F,A,A_7.5_30_F_A,A_7.5,5,5,5
06_22_22,06_23_22,145,C,145C,99,9,Y21,B2759,Y21B2759,1,A,Y21B2759_exp1A,7_15_22,A,7.5,30,S,S,A_7.5_30_S_S,A_7.5,5,5,5
06_29_22,06_30_22,175,J,175J,122,4,Y20,B17,Y20B17,1,B,Y20B17_exp1B,7_17_22,A,7.5,20,F,S,A_7.5_20_F_S,A_7.5,4,5,5
06_29_22,06_30_22,184,O,184O,126,13,Y20,B97,Y20B97,1,B,Y20B97_exp1B,7_17_22,A,7.5,20,F,A,A_7.5_20_F_A,A_7.5,3,5,5
08_01_22,8_05_22,252,Y,252Y,174,10,O14,Y17,O14Y17,3,B,O14Y17_exp3B,08_25_22,A,7.5,20,F,S,A_7.5_20_F_S,A_7.5,2,5,5
06_29_22,06_30_22,168,G,168G,115,9,B27,G53,B27G53,1,A,B27G53_exp1A,7_15_22,N,0,30,F,A,N_0_30_F_A,N_0,4,5,5
06_22_22,06_24_22,153,Q,153Q,105,5,B27,G57,B27G57,1,A,B27G57_exp1A,7_15_22,N,0,30,F,S,N_0_30_F_S,N_0,4,5,5
06_29_22,07_01_22,199,A,199A,134,7,B13,G3,B13G3,2,A,B13G3_exp2A,8_4_22,N,0,20,F,A,N_0_20_F_A,N_0,3,5,5
08_01_22,8_05_22,251,F,251F,172,7,O1,B3,O1B3,3,B,O1B3_exp3B,08_25_22,N,0,20,F,S,N_0_20_F_S,N_0,5,5,5
08_01_22,8_06_22,256,B,256B,177,4,O1,B5,O1B5,3,B,O1B5_exp3B,08_25_22,N,0,20,F,S,N_0_20_F_S,N_0,5,5,5
08_01_22,08_03_22,238,P,238P,159,10,W1,O1,W1O1,3,B,W1O1_exp3B,08_25_22,N,0,30,F,A,N_0_30_F_A,N_0,3,5,5
06_22_22,06_24_22,153,N,153N,105,2,G29,Y74,G29Y74,1,A,G29Y74_exp1A,7_15_22,N,1.5,20,F,S,N_1.5_20_F_S,N_1.5,1,5,5
06_22_22,06_24_22,160,D,160D,110,2,G30,Y78,G30Y78,1,B,G30Y78_exp1B,7_17_22,N,1.5,20,F,S,N_1.5_20_F_S,N_1.5,5,5,5
08_01_22,08_03_22,240,U,240U,162,15,G33,Y100,G33Y100,3,A,G33Y100_exp3A,08_21_22,N,1.5,30,F,S,N_1.5_30_F_S,N_1.5,4,5,5
06_22_22,06_24_22,153,P,153P,105,4,R3,W13,R3W13,1,A,R3W13_exp1A,7_15_22,N,18,20,F,S,N_18_20_F_S,N_18,1,5,5
06_29_22,06_30_22,168,F,168F,115,8,R3,W8,R3W8,1,A,R3W8_exp1A,7_15_22,N,18,20,F,A,N_18_20_F_A,N_18,1,5,5
06_29_22,06_30_22,168,J,168J,115,12,R4,W14,R4W14,1,A,R4W14_exp1A,7_15_22,N,18,30,F,A,N_18_30_F_A,N_18,4,5,5
06_22_22,06_24_22,153,T,153T,105,8,R4,W34,R4W34,1,A,R4W34_exp1A,7_15_22,N,18,30,F,S,N_18_30_F_S,N_18,3,5,5
06_22_22,06_24_22,152,I,152I,103,10,R6,W30,R6W30,1,A,R6W30_exp1A,7_15_22,N,18,30,S,S,N_18_30_S_S,N_18,5,5,5
06_22_22,06_24_22,153,O,153O,105,3,Y1,B12,Y1B12,1,A,Y1B12_exp1A,7_15_22,N,5,20,F,S,N_5_20_F_S,N_5,1,5,5
06_22_22,06_24_22,150,A,150A,101,6,Y1,B8,Y1B8,1,A,Y1B8_exp1A,7_15_22,N,5,20,F,A,N_5_20_F_A,N_5,2,5,5
06_29_22,06_30_22,168,I,168I,115,11,Y2,B13,Y2B13,1,A,Y2B13_exp1A,7_15_22,N,5,30,F,A,N_5_30_F_A,N_5,4,5,5
06_22_22,06_24_22,161,A,161A,110,8,Y5,B38,Y5B38,1,B,Y5B38_exp1B,7_17_22,N,5,20,F,S,N_5_20_F_S,N_5,3,5,5
06_29_22,06_30_22,171,S,171S,119,8,Y5,B39,Y5B39,1,B,Y5B39_exp1B,7_17_22,N,5,20,F,S,N_5_20_F_S,N_5,4,NA,5
