station,depth,year_month_day,year,month,day,arrival.time.local,latitude.degrees,latitude.decimal.minutes,longitude.degrees,longitude.decimal.minutes,weather,rain.previous.24,crew,secchi.depth.meters,secchi.on.bottom,station.depth.meters,sample.depth.meters,temperature.celsius,do.mgl,do.percent.saturation,salinity.ppt,pH.nbs,ph.mv,chlorophyll.ugl,d13c.permil,d15n.permil,carbon.mg.l,nitrogen.mg.l,doc.mgl,nitrate.plus.nitrite.uml,nitrite.uml,nitrate.uml,orthophosphate.uml,ammonia.uml,tss.mgl,percent.organic,comments.field,flag.field,comments.chlorophyll,flag.chlorophyll,comments.isotopes,flag.isotopes,comments.doc,flag.doc,comments.nitrate.plus.nitrite,flag.nitrate.plus.nitrite,comments.nitrite,flag.nitrite,comments.orthophosphate,flag.orthophosphate,comments.ammonia,flag.ammonia,comments.tss,flag.tss
8,surface,2/19/2016,2016,02,19,933,41,29.693,71,21.238,"wind: NW 5 knots, air temp: -3.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,MS,NG",3.4,n,32.7,1,2.39,11.94,108.4,31.82,8.2,-63.4,5,-21.8,8.7,NA,NA,1.79,0.39,0.44,-0.05,2.03,2.56,15.14,24.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,mid,2/19/2016,2016,02,19,933,41,29.693,71,21.238,"wind: NW 5 knots, air temp: -3.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,MS,NG",3.4,n,32.7,16,3.66,10.65,101.3,33.75,8.12,-58.2,6.3,-22.2,8,NA,NA,1.39,0.64,0.45,0.19,2.34,3.02,17.57,19.58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,bottom,2/19/2016,2016,02,19,933,41,29.693,71,21.238,"wind: NW 5 knots, air temp: -3.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,MS,NG",3.4,n,32.7,27,3.74,10.52,100.5,33.92,8.11,-57.8,5.3,-21.9,8.2,NA,NA,1.35,0.79,0.56,0.23,2.41,3.16,21.06,18.23,sonde cable insufficient to reach target depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,surface,3/23/2016,2016,03,23,1001,41,45.603,71,22.69,"wind: SW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",n,"DC,RM,NG,SF",4.1,n,6.7,1,6.41,10.36,101.3,28.58,8.09,-61.6,6.3,-23.5,9.9,NA,NA,1.97,10.86,0.44,10.42,2.04,3.2,0.32,98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,mid,3/23/2016,2016,03,23,1001,41,45.603,71,22.69,"wind: SW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",n,"DC,RM,NG,SF",4.1,n,6.7,3.5,5.91,10.84,106.1,29.97,8.12,-62.8,9.5,-22.1,12.4,NA,NA,22.93,3.75,0.39,3.36,2.08,2.87,0.84,86.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,bottom,3/23/2016,2016,03,23,1001,41,45.603,71,22.69,"wind: SW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",n,"DC,RM,NG,SF",4.1,n,6.7,6.5,5.97,10.71,104.8,30.4,8.09,-61.3,11.1,-22.5,11.2,NA,NA,1.59,1,0.26,0.74,2.08,2.64,1.46,78.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,surface,3/23/2016,2016,03,23,925,41,41.934,71,19.551,"wind: SW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",n,"DC,RM,NG,SF",3.8,n,8.1,1,5.84,10.74,105.7,30.35,8.14,-64.3,7.1,-23.2,9.7,NA,NA,1.84,0.5,0.29,0.21,2.08,2.58,0.85,96.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,mid,3/23/2016,2016,03,23,925,41,41.934,71,19.551,"wind: SW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",n,"DC,RM,NG,SF",3.8,n,8.1,4,5.85,10.83,106,30.34,8.15,-63.8,7.3,-23,9.9,NA,NA,1.78,0.52,0.37,0.15,2.09,4.18,1.02,68.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,bottom,3/23/2016,2016,03,23,925,41,41.934,71,19.551,"wind: SW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",n,"DC,RM,NG,SF",3.8,n,8.1,7.5,5.71,10.76,105.1,30.68,8.09,-62.6,7.6,-22.9,9.7,NA,NA,1.69,0.55,0.29,0.26,2.09,2.73,0.93,86.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,surface,3/23/2016,2016,03,23,1045,41,39.498,71,23.2,"wind: SW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",n,"DC,RM,NG,SF",3.9,n,5.5,1,6.06,10.53,103.6,30.52,8.13,-63.3,4.3,-23.7,9.5,NA,NA,1.6,0.56,0.28,0.28,2.16,2.92,0.69,91.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,mid,3/23/2016,2016,03,23,1045,41,39.498,71,23.2,"wind: SW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",n,"DC,RM,NG,SF",3.9,n,5.5,2.5,5.87,10.53,103.1,30.67,8.13,-62.9,NA,-24,9.5,NA,NA,1.65,0.54,0.22,0.32,2.11,3.02,0.74,86.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,bottom,3/23/2016,2016,03,23,1045,41,39.498,71,23.2,"wind: SW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",n,"DC,RM,NG,SF",3.9,n,5.5,5,5.89,10.46,102.6,30.74,8.13,-63.6,4.4,-23.3,9.8,NA,NA,1.65,0.5,0.41,0.09,2.18,3.12,1.24,66.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,surface,3/24/2016,2016,03,24,1017,41,35.9,71,22.9,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: partly sunny",n,"DC,RM,NG,KS",5.2,n,11,1,5.98,10.35,102.3,31.11,8.13,-63.9,2.3,-24.5,9.8,NA,NA,1.52,0.49,0.39,0.1,2.2,3.31,0.51,78.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,mid,3/24/2016,2016,03,24,1017,41,35.9,71,22.9,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: partly sunny",n,"DC,RM,NG,KS",5.2,n,11,5.5,5.93,NA,101.7,31.09,8.14,-64.1,2.2,-23.7,10.5,NA,NA,1.51,0.52,0.25,0.27,1.93,2.5,0.9,78.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,bottom,3/24/2016,2016,03,24,1017,41,35.9,71,22.9,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: partly sunny",n,"DC,RM,NG,KS",5.2,n,11,10.5,5.84,10.34,101.8,31.2,8.13,-64.3,2.1,-24.2,9.4,NA,NA,1.54,0.65,0.25,0.4,1.88,2.42,0.2,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,surface,3/24/2016,2016,03,24,814,41,29.55,71,24.695,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: partly sunny",n,"DC,RM,NG,KS",3.7,n,15.2,1,5.49,10.01,98.5,32.44,8.03,-58.4,1.8,-24.8,8.1,NA,NA,1.27,0.58,0.23,0.35,2.32,3.99,1.57,46.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,mid,3/24/2016,2016,03,24,814,41,29.55,71,24.695,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: partly sunny",n,"DC,RM,NG,KS",3.7,n,15.2,7.5,5.49,10.02,98.6,32.4,8.04,-58.7,1.8,-24.6,8,NA,NA,1.3,0.6,0.25,0.35,2.32,4.67,1.91,32.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,bottom,3/24/2016,2016,03,24,814,41,29.55,71,24.695,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: partly sunny",n,"DC,RM,NG,KS",3.7,n,15.2,15.5,4.99,9.89,96.1,33.26,8,-56.2,3.8,-24.1,7.8,NA,NA,NA,0.81,0.32,0.49,2.26,3.64,7.55,17.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,surface,3/23/2016,2016,03,23,836,41,38.501,71,18.6,"wind: SW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",n,"DC,RM,NG,SF",4.5,n,10.8,1,5.58,10.32,101.7,30.99,8,-56.6,3.8,-21.9,10.4,NA,NA,1.59,0.62,0.32,0.3,2.14,3.59,0.7,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,mid,3/23/2016,2016,03,23,836,41,38.501,71,18.6,"wind: SW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",n,"DC,RM,NG,SF",4.5,n,10.8,5.4,5.41,10.51,101.7,31.55,8.01,-56.7,4.1,-21.7,10.2,NA,NA,1.5,0.59,0.34,0.25,2.22,3.84,0.63,84.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,bottom,3/23/2016,2016,03,23,836,41,38.501,71,18.6,"wind: SW 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: mostly cloudy",n,"DC,RM,NG,SF",4.5,n,10.8,10.5,5.31,10.14,99,31.88,7.99,-56.2,4.7,-22,9.6,NA,NA,NA,0.61,0.33,0.28,2.24,6.5,1.53,68.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,surface,3/24/2016,2016,03,24,941,41,33.995,71,18.663,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: partly sunny",n,"DC,RM,NG,KS",5.5,n,18.5,1,5.43,10.19,99.9,32.14,8.06,-60,1.8,-24.5,9,NA,NA,1.32,0.69,0.36,0.33,2.11,3.65,0.61,90.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,mid,3/24/2016,2016,03,24,941,41,33.995,71,18.663,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: partly sunny",n,"DC,RM,NG,KS",5.5,n,18.5,9,5.24,10.11,98.6,32.59,8.04,-58.7,1.8,-25.2,8,NA,NA,1.28,0.71,0.36,0.35,2.23,4.62,0.79,83.62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,bottom,3/24/2016,2016,03,24,941,41,33.995,71,18.663,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: partly sunny",n,"DC,RM,NG,KS",5.5,n,18.5,18,5.07,9.94,97.1,32.93,8.02,-58.1,1.8,-25.1,7.6,NA,NA,1.16,0.79,0.34,0.45,2.24,4.56,1.38,45.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,surface,3/24/2016,2016,03,24,901,41,29.69,71,21.226,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: partly sunny",n,"DC,RM,NG,KS",6.5,n,33.5,1,5.5,10.27,101,32.14,8.07,-60.3,1.3,-25.5,7.7,NA,NA,1.35,0.98,0.36,0.62,2.23,4.41,0.01,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,mid,3/24/2016,2016,03,24,901,41,29.69,71,21.226,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: partly sunny",n,"DC,RM,NG,KS",6.5,n,33.5,16.5,5.04,10.02,97.4,32.76,8.03,-58.4,1.6,-25.6,7,NA,NA,1.16,1.02,0.4,0.62,2.35,5.93,1.87,30.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,bottom,3/24/2016,2016,03,24,901,41,29.69,71,21.226,"wind: NW 15 knots, air temp: 7.22 °C, sea state: NA, miscellaneous: partly sunny",n,"DC,RM,NG,KS",6.5,n,33.5,27,4.92,9.81,95.8,33.65,7.99,-55.7,1.6,-25.5,6.2,NA,NA,1.07,1.16,0.43,0.73,2.35,5.49,1.87,18.75,sonde cable insufficient to reach target depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,surface,4/27/2016,2016,04,27,940,41,45.6,71,22.696,"wind: 5 knots, air temp: 8.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,KS,NG",3.7,n,6.3,1,10.17,8.91,92.8,23.86,7.85,-51.6,1.1,-24.7,8.7,NA,NA,2.14,7.34,0.1,7.24,2.66,7.3,1.39,78.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,mid,4/27/2016,2016,04,27,940,41,45.6,71,22.696,"wind: 5 knots, air temp: 8.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,KS,NG",3.7,n,6.3,3.1,10.57,8.3,89,27.93,7.87,-53,4.5,-22.7,9.9,NA,NA,1.81,4.38,0.48,3.9,2.4,6.66,1.14,93.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,bottom,4/27/2016,2016,04,27,940,41,45.6,71,22.696,"wind: 5 knots, air temp: 8.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,KS,NG",3.7,n,6.3,6,9.39,8.46,89.6,30.45,7.87,-53,4.5,-22.7,9,NA,NA,1.36,0.97,0.27,0.7,2.21,4.52,2.35,53.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,surface,4/27/2016,2016,04,27,911,41,41.937,71,19.561,"wind: 5 knots, air temp: 8.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,KS,NG",5.7,n,6.9,1,10.33,9.01,96.6,28.67,7.92,-56.1,1.7,-23.7,8.6,NA,NA,1.64,2.64,0.15,2.49,2.05,4.88,0.57,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Measured percent.organic value greater than 100%,1
2,mid,4/27/2016,2016,04,27,911,41,41.937,71,19.561,"wind: 5 knots, air temp: 8.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,KS,NG",5.7,n,6.9,3.5,10.02,8.99,96.2,29.64,7.94,-56.5,3.8,-22.3,9.6,NA,NA,1.39,0.91,0.04,0.87,2.03,3.9,0.49,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Measured percent.organic value greater than 100%,1
2,bottom,4/27/2016,2016,04,27,911,41,41.937,71,19.561,"wind: 5 knots, air temp: 8.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,KS,NG",5.7,n,6.9,6.5,8.65,8.72,92,31.71,7.88,-53.2,1.5,-23.8,9,NA,NA,1.27,0.56,0,0.56,1.99,3.73,0.6,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Measured percent.organic value greater than 100%,1
3,surface,4/27/2016,2016,04,27,1014,41,39.501,71,23.201,"wind: 5 knots, air temp: 8.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,KS,NG",5.6,y,5.6,1,10.67,8.94,96.5,28.61,7.93,-56.8,1,-23.9,8.9,NA,NA,1.39,0.81,0.31,0.5,1.97,3.9,0,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,mid,4/27/2016,2016,04,27,1014,41,39.501,71,23.201,"wind: 5 knots, air temp: 8.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,KS,NG",5.6,y,5.6,2.8,10.48,8.62,93.2,29.15,7.91,-55.7,1.7,-23.2,9.2,NA,NA,1.44,1.44,0,1.44,1.98,3.9,0.17,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Measured percent.organic value greater than 100%,1
3,bottom,4/27/2016,2016,04,27,1014,41,39.501,71,23.201,"wind: 5 knots, air temp: 8.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,KS,NG",5.6,y,5.6,5.1,10.53,8.55,92.5,29.22,7.91,-55.1,1.5,-23.6,8.7,NA,NA,1.39,0.56,0.03,0.53,2.01,4.18,0.54,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Measured percent.organic value greater than 100%,1
4,surface,4/28/2016,2016,04,28,1050,41,35.9,71,22.9,"wind: N 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",n,"DC,CS,AP",5.1,n,11,1,10.41,9.21,100,30.05,7.98,-58.9,1.2,-24.6,7.7,NA,NA,1.18,0.59,0.17,0.42,1.99,3.11,0.08,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,mid,4/28/2016,2016,04,28,1050,41,35.9,71,22.9,"wind: N 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",n,"DC,CS,AP",5.1,n,11,5.5,9.92,9.13,98.1,30.47,7.98,-58.6,1.6,-24,9.5,NA,NA,1.19,0.55,0.2,0.35,1.97,3.31,0.82,80.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,bottom,4/28/2016,2016,04,28,1050,41,35.9,71,22.9,"wind: N 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",n,"DC,CS,AP",5.1,n,11,10.5,8.96,8.91,95,31.61,7.95,-57.2,1.8,-24.1,7.9,NA,NA,1.03,0.34,0.17,0.17,2.02,3.34,1.75,42.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,surface,4/28/2016,2016,04,28,858,41,29.555,71,24.695,"wind: N 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",n,"DC,CS,AP",4.2,n,14.4,1,9.54,9.1,97.4,31.19,7.96,-57.8,1.3,-24.3,8.8,NA,NA,1.09,0.36,0.24,0.12,1.98,2.95,1.14,57.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,mid,4/28/2016,2016,04,28,858,41,29.555,71,24.695,"wind: N 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",n,"DC,CS,AP",4.2,n,14.4,7,9.02,9.12,96.9,31.83,7.96,-57.9,1.2,-24.1,8.1,NA,NA,0.95,0.45,0.3,0.15,2,3.06,1.76,52.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,bottom,4/28/2016,2016,04,28,858,41,29.555,71,24.695,"wind: N 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",n,"DC,CS,AP",4.2,n,14.4,14,8.67,9.15,96.7,32.32,7.96,-57.1,1,-23.5,8.1,NA,NA,0.81,0.57,0.45,0.12,2.03,4.59,2.68,25.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,surface,4/27/2016,2016,04,27,842,41,38.499,71,18.592,"wind: 5 knots, air temp: 8.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,KS,NG",6.9,n,10.3,1,10.02,9.14,98,29.47,7.93,-56.5,1,-24.8,7.8,NA,NA,1.4,0.98,0.37,0.61,1.96,3.57,0,37.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,mid,4/27/2016,2016,04,27,842,41,38.499,71,18.592,"wind: 5 knots, air temp: 8.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,KS,NG",6.9,n,10.3,5,9.27,9.13,96.9,30.84,7.92,-55.2,1.6,-24.3,7.8,NA,NA,1.21,1.55,0.32,1.23,1.87,3.38,0.69,83.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,bottom,4/27/2016,2016,04,27,842,41,38.499,71,18.592,"wind: 5 knots, air temp: 8.89 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,KS,NG",6.9,n,10.3,9.8,8.04,8.98,93.6,32.38,7.89,-53.4,1.1,-23.5,7.9,NA,NA,0.92,0.93,0.27,0.66,2.07,3.98,3.3,21.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,surface,4/28/2016,2016,04,28,1020,41,33.996,71,18.662,"wind: N 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",n,"DC,CS,AP",5.5,n,17.9,1,9.27,9.31,99.6,31.42,7.96,-58.4,1.2,-24.8,7.9,NA,NA,1.09,0.63,0.44,0.19,1.95,3.44,0.25,100,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Measured percent.organic value greater than 100%,1
7,mid,4/28/2016,2016,04,28,1020,41,33.996,71,18.662,"wind: N 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",n,"DC,CS,AP",5.5,n,17.9,9,8.43,9.28,97.6,32.25,7.96,-57.6,1.1,-24.8,7.7,NA,NA,0.88,0.42,0.29,0.13,1.9,3.31,1.15,58.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,bottom,4/28/2016,2016,04,28,1020,41,33.996,71,18.662,"wind: N 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",n,"DC,CS,AP",5.5,n,17.9,17,8,9.18,95.8,32.68,7.96,-57.3,0.8,-27,7.2,NA,NA,0.8,0.51,0.31,0.2,1.93,3.73,0.79,69.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,surface,4/28/2016,2016,04,28,943,41,29.691,71,21.244,"wind: N 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",y,"DC,CS,AP",5.7,n,32.4,1,9.45,9.21,98.7,31.2,7.96,-58.3,0.8,-25.3,8.4,NA,NA,1.02,0.45,0.4,0.05,1.93,3.5,0.07,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,mid,4/28/2016,2016,04,28,943,41,29.691,71,21.244,"wind: N 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",y,"DC,CS,AP",5.7,n,32.4,NA,8.34,9.33,98.3,32.48,7.97,-58,1,-25,7.9,NA,NA,0.84,0.45,0.34,0.11,1.91,3.54,0.83,79.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,bottom,4/28/2016,2016,04,28,943,41,29.691,71,21.244,"wind: N 10 knots, air temp: 10.00 °C, sea state: NA, miscellaneous: sunny",y,"DC,CS,AP",5.7,n,32.4,NA,8.1,9.3,97.5,32.95,7.96,-57.5,0.6,-24.5,7.4,NA,NA,0.69,0.48,0.39,0.09,2.03,4.14,1.22,47.98,sonde cable insufficient to reach target depth,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,surface,5/25/2016,2016,05,25,919,41,45.608,71,22.703,"wind: SW 10 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,AH",3.3,n,6.2,1,14.7,8.57,100.2,27.34,7.94,-60,8.3,-21.1,11.6,NA,NA,2.01,1.34,0.46,0.88,1.94,2.73,1.92,71.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,mid,5/25/2016,2016,05,25,919,41,45.608,71,22.703,"wind: SW 10 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,AH",3.3,n,6.2,3.1,12.95,7.67,87,29.99,7.81,-51.4,9,-21.1,11.7,NA,NA,1.55,1.02,0.43,0.59,1.98,2.68,2.2,70.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,bottom,5/25/2016,2016,05,25,919,41,45.608,71,22.703,"wind: SW 10 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,AH",3.3,n,6.2,6,12.19,7.07,79.5,30.78,7.78,-49.4,8.9,-21.3,11.5,NA,NA,1.52,0.52,0.15,0.37,2.1,2.92,2.98,62.97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,surface,5/25/2016,2016,05,25,847,41,41.941,71,19.556,"wind: SW 10 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,AH",3,n,8.5,1,14.28,8.79,102.1,28.15,7.95,-59.4,7.9,-22.3,11,NA,NA,1.6,0.4,0.06,0.34,1.93,2.68,1.97,66.49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,mid,5/25/2016,2016,05,25,847,41,41.941,71,19.556,"wind: SW 10 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,AH",3,n,8.5,4.2,13.05,8.58,98.8,30.58,7.92,-57.2,8.3,-21.8,10.7,NA,NA,1.45,0.56,0.25,0.31,1.98,3.47,2.48,71.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,bottom,5/25/2016,2016,05,25,847,41,41.941,71,19.556,"wind: SW 10 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,AH",3,n,8.5,8,11.28,8.23,91.6,31.83,7.88,-54.8,6.4,-21.3,10.2,NA,NA,1.3,0.59,0.26,0.33,1.99,2.91,3.04,54.96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,surface,5/25/2016,2016,05,25,1003,41,39.5,71,23.209,"wind: SW 10 knots, air temp: 18.33 °C, sea state: NA, miscellaneous: sunny",n,"DC,RM,AH",2.9,n,5.7,1,15.69,8.87,106.5,28.97,8,-62.6,5.7,-22.6,9.8,NA,NA,1.4,0.27,0.14,0.13,1.85,2.81,2.11,61.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
