"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0.0104211081548783","0","-0.084510119950345","-0.0989823856889138","-0.0855247440044609","-0.117364263085774","-0.0804594083710285","-0.11440955956782","-0.0515733272231971","-0.117113321822532","-0.110647829317227","-0.069974251024361","-0.0857619734815111","-0.124533294636143","-0.0872735312477589","-0.753244282346886","-0.160237613978736","-0.121060980718202","-0.187674348430941","-0.0905550258283463","-0.100003908821309","-0.107721772358604","-0.0740987386972416","NA"
