"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0","-0.0765210506998916","-0.0497043475141527","-0.0801157786848067","-0.0803678230353063","-0.0539796657107271","-0.106007159375133","-0.0356027540420954","-0.0767553625310243","-0.0297795741133132","-0.0682600096427949","-0.114291338187688","-0.0719089843955239","-0.0517494980633126","-0.0652228648326202","-0.107533065750694","-0.0711098429432938","-0.064424359305355","-0.0494907082365112","-0.0380473542919297","-0.0942092003753755","-0.0470485616335662","-0.0436982190073935","NA"
