beetag_exprun,resp_rate,red_delta,log_PAM_delta,treat_ID,dose,temp,sym_state,e_coli_plate,col_num
G27Y55_exp1A,-0.00264,0.01484,-1.422958345,A_5_20_A,5,20,A,1,162
O10G15_exp3B,-0.00403,-0.06431,-4.135166557,A_5_20_A,5,20,A,1,244
O11G23_exp3B,-0.00364,-0.18295,-4.422848629,A_5_20_A,5,20,A,1,247
G27Y59_exp1A,-0.00559,0.07492,-2.111964733,A_5_20_S,5,20,S,1,157
G32Y93_exp3A,-0.01322,0.09427,-0.697155202,A_5_20_S,5,20,S,1,241
G36Y28_exp1A,-0.0028,-0.03793,-2.002480501,A_5_20_S,5,20,S,1,155
O11G25_exp3B,-0.00485,0.15897,-0.791863153,A_5_20_S,5,20,S,1,254
G32Y93_exp2A,-0.01194,-0.00035,-2.488914671,A_5_20_S,5,20,S,1,222
G38Y38_exp1B,-0.00407,0.00242,-1.714798428,A_5_20_S,5,20,S,1,182
G36Y28_exp2B,-0.00561,0.02248,-1.237874356,A_5_20_S,5,20,S,1,171
G37Y33_exp2B,-0.00722,-0.06045,-0.62735944,A_5_20_S,5,20,S,1,233
G30Y78_exp2A,-0.00332,-0.00941,-0.723606388,A_5_20_S,5,20,S,1,198
G30Y79_exp3A,-0.00658,0.02225,-0.988861425,A_5_20_S,5,20,S,1,241
G35Y24_exp1B,-0.00376,-0.12346,-2.079441542,A_5_20_S,5,20,S,1,173
O10G21_exp3B,-0.00477,-0.01412,-3.912023005,A_5_20_S,5,20,S,1,243
G37Y30_exp1A,-0.00644,0.00382,-1.197328262,A_5_30_A,5,30,A,1,157
G33Y95_exp1B,-0.00327,0.10577,-1.532476871,A_5_30_A,5,30,A,1,178
G32Y87_exp1A,NA,0.02611,-3.194183212,A_5_30_A,5,30,A,1,160
G35Y12_exp3A,-0.00513,0.06094,-1.980501594,A_5_30_A,5,30,A,1,235
Y12B64_exp1B,-0.00186,0.02435,-2.864704011,A_5_30_A,5,30,A,1,187
G38Y36_exp2A,-0.00279,0.06491,-3.036554268,A_5_30_A,5,30,A,1,175
G35Y21_exp2A,-0.00342,0.05472,-4.268697949,A_5_30_A,5,30,A,1,232
G38Y35_exp3A,-0.00274,0.02329,-1.838851077,A_5_30_A,5,30,A,1,237
G29Y71_exp2B,NA,-0.04049,-2.525728644,A_5_30_A,5,30,A,1,213
R21W97_exp3A,-0.00394,-0.00251,-4.268697949,A_5_30_A,5,30,A,1,238
G31Y82_exp2B,-0.00304,-0.01505,-1.937941979,A_5_30_A,5,30,A,1,225
G37Y33_exp1A,-0.00461,-0.01641,-2.577021939,A_5_30_S,5,30,S,1,157
G38Y37_exp3A,-0.0043,0.08007,-4.509860006,A_5_30_S,5,30,S,1,240
G38Y38_exp2A,-0.00745,0.04885,-2.645075402,A_5_30_S,5,30,S,1,222
G35Y23_exp3A,-0.00594,0.11354,-1.248273063,A_5_30_S,5,30,S,1,240
G31Y84_exp2B,-0.00404,-0.0203,-3.863232841,A_5_30_S,5,30,S,1,218
W8O37_exp3B,-0.00617,0.01856,-3.540459449,A_5_30_S,5,30,S,1,245
Y12B67_exp1B,-0.00294,-0.05264,-1.027222293,A_5_30_S,5,30,S,1,182
W10O42_exp3B,-0.00468,-0.06775,-1.427116356,A_5_30_S,5,30,S,1,250
O14Y20_exp3B,-0.00317,-0.01837,-2.009915479,A_7.5_20_A,7.5,20,A,1,239
Y4B34_exp3A,-0.00298,-0.06556,-0.816445397,A_7.5_20_A,7.5,20,A,1,241
Y8B47_exp2A,-0.00322,0.01181,-2.764620553,A_7.5_20_A,7.5,20,A,1,233
Y17B90_exp1A,-0.0042,0.01325,-2.225624052,A_7.5_20_A,7.5,20,A,1,154
Y11B56_exp2B,-0.00417,-0.0295,-3.123565645,A_7.5_20_A,7.5,20,A,1,216
Y7B42_exp2A,-0.00536,-0.05255,-1.565421027,A_7.5_20_A,7.5,20,A,1,232
Y23B2009_exp1B,-0.00245,-0.07044,-1.698269126,A_7.5_20_A,7.5,20,A,1,169
Y10B51_exp2B,-0.00717,0.02845,-3.270169119,A_7.5_20_A,7.5,20,A,1,213
O14Y14_exp3B,-0.00512,0.03481,-3.218875825,A_7.5_20_A,7.5,20,A,1,244
Y11B55_exp1A,-0.00281,0.01414,-3.575550769,A_7.5_20_A,7.5,20,A,1,153
Y20B97_exp1B,-0.00251,-0.00274,-1.105636904,A_7.5_20_A,7.5,20,A,1,184
Y23B3299_exp1B,-0.00356,0.04163,-2.111964733,A_7.5_20_S,7.5,20,S,1,182
Y7B44_exp2A,-0.00709,0.0414,-1.171182982,A_7.5_20_S,7.5,20,S,1,220
Y11B58_exp1A,-0.00511,0.12525,-1.857899272,A_7.5_20_S,7.5,20,S,1,152
Y10B54_exp2B,-0.00522,0.02154,-3.411247718,A_7.5_20_S,7.5,20,S,1,185
Y17B92_exp1A,-0.00445,0.07915,-2.882403588,A_7.5_20_S,7.5,20,S,1,144
Y20B17_exp1B,-0.00597,-0.01841,-2.488914671,A_7.5_20_S,7.5,20,S,1,175
Y8B49_exp2A,-0.0063,-0.10325,-0.755022584,A_7.5_20_S,7.5,20,S,1,222
Y11B59_exp2B,-0.0056,-0.02369,-2.975929646,A_7.5_20_S,7.5,20,S,1,233
Y7B42_exp3A,-0.00693,-0.09746,-1.687399454,A_7.5_20_S,7.5,20,S,1,238
O15Y22_exp3B,-0.00489,-0.00198,-3.411247718,A_7.5_20_S,7.5,20,S,1,247
Y4B32_exp3A,-0.00594,-0.0126,-2.764620553,A_7.5_20_S,7.5,20,S,1,237
Y23B3299_exp2A,-0.00258,0.21091,-1.820158944,A_7.5_30_A,7.5,30,A,1,198
W13O60_exp3B,-0.00282,-0.07397,-3.729701449,A_7.5_30_A,7.5,30,A,1,249
Y20B100_exp3A,-0.00381,-0.01316,-4.135166557,A_7.5_30_A,7.5,30,A,1,241
Y20B97_exp2A,-0.00373,-0.01876,-1.523260216,A_7.5_30_A,7.5,30,A,1,210
Y15B80_exp1A,-0.00417,-0.01711,-2.225624052,A_7.5_30_A,7.5,30,A,1,161
Y3B26_exp1B,-0.00423,0.02546,-4.605170186,A_7.5_30_A,7.5,30,A,1,178
Y21B5628_exp1A,-0.0039,-0.10819,-2.780620894,A_7.5_30_A,7.5,30,A,1,156
Y13B71_exp3A,-0.00375,-0.00194,-1.890475442,A_7.5_30_A,7.5,30,A,1,237
Y20B17_exp3A,-0.00245,0.02723,-2.847312268,A_7.5_30_A,7.5,30,A,1,237
Y4B32_exp1B,-0.0029,0.00612,-2.796881415,A_7.5_30_A,7.5,30,A,1,188
Y21B9940_exp2B,-0.00305,-0.04649,-3.194183212,A_7.5_30_A,7.5,30,A,1,225
Y20B21_exp2A,-0.00316,0.03524,-1.838851077,A_7.5_30_S,7.5,30,S,1,221
Y13B73_exp3A,-0.00419,0.06356,-0.661648514,A_7.5_30_S,7.5,30,S,1,240
Y17B94_exp2B,-0.00252,-0.05765,-4.199705078,A_7.5_30_S,7.5,30,S,1,233
Y3B29_exp1B,-0.00398,-0.03354,-2.538307427,A_7.5_30_S,7.5,30,S,1,181
Y21B5437_exp1A,-0.00368,0.02682,-1.709258248,A_7.5_30_S,7.5,30,S,1,157
W13O57_exp3B,-0.00617,0.12337,-4.422848629,A_7.5_30_S,7.5,30,S,1,247
Y23B1927_exp2A,-0.00227,-0.09384,-2.847312268,A_7.5_30_S,7.5,30,S,1,233
Y15B83_exp1A,-0.00259,0.05035,-0.954511945,A_7.5_30_S,7.5,30,S,1,144
W14O63_exp3B,-0.00499,-0.14555,-2.780620894,A_7.5_30_S,7.5,30,S,1,251
B26G48_exp1B,NA,-0.00359,-1.570217199,CNTRL_20_A,0,20,A,NA,167
B24G40_exp2A,NA,-0.02959,-0.991553216,CNTRL_20_A,0,20,A,NA,233
O3B20_exp3B,NA,-0.05778,-2.44184716,CNTRL_20_A,0,20,A,NA,243
B23G33_exp3A,NA,-0.0132,-1.120857898,CNTRL_20_A,0,20,A,NA,234
B23G34_exp2A,NA,0.04575,-1.795767491,CNTRL_20_A,0,20,A,NA,209
B24G39_exp3A,NA,-0.06493,-5.521460918,CNTRL_20_A,0,20,A,NA,237
B28G59_exp1B,NA,0.01408,-2.302585093,CNTRL_20_A,0,20,A,NA,179
O2B8_exp3B,NA,-0.06552,-2.995732274,CNTRL_20_A,0,20,A,NA,242
B24G38_exp2A,NA,-0.04679,-2.312635429,CNTRL_20_A,0,20,A,NA,197
B34G3409_exp1A,NA,0.09427,-1.671313316,CNTRL_20_S,0,20,S,NA,157
B27G55_exp2B,NA,0.00728,-5.80914299,CNTRL_20_S,0,20,S,NA,191
B24G41_exp1A,NA,0.03058,-1.951928221,CNTRL_20_S,0,20,S,NA,151
B23G36_exp3A,NA,0.01903,-0.685179011,CNTRL_20_S,0,20,S,NA,239
B30G74_exp2B,NA,-0.00011,-2.525728644,CNTRL_20_S,0,20,S,NA,196
O4B23_exp3B,NA,-0.06851,-0.853315933,CNTRL_20_S,0,20,S,NA,248
B29G67_exp2A,NA,0.00989,-4.710530702,CNTRL_30_A,0,30,A,NA,233
W3O20_exp3B,NA,-0.09874,-3.473768074,CNTRL_30_A,0,30,A,NA,243
B13G3_exp1B,NA,0.00746,-1.650259907,CNTRL_30_A,0,30,A,NA,178
B29G67_exp3A,NA,-0.05603,-2.095570924,CNTRL_30_A,0,30,A,NA,238
B28G59_exp3A,NA,0.01441,-1.331806176,CNTRL_30_A,0,30,A,NA,237
B25G43_exp1B,NA,-0.00338,-1.62964062,CNTRL_30_A,0,30,A,NA,169
W2O8_exp3B,NA,-0.00376,NA,CNTRL_30_A,0,30,A,NA,244
B28G58_exp2A,NA,-0.01002,-2.353878387,CNTRL_30_A,0,30,A,NA,196
B29G71_exp2A,NA,0.02827,-4.017383521,CNTRL_30_S,0,30,S,NA,222
B33G94_exp2B,NA,0.11114,-1.177655496,CNTRL_30_S,0,30,S,NA,211
B31G80_exp1A,NA,-0.00805,-1.890475442,CNTRL_30_S,0,30,S,NA,152
B34G3310_exp2B,NA,0.0317,-3.170085661,CNTRL_30_S,0,30,S,NA,217
B33G94_exp1A,NA,0.03092,-2.343407088,CNTRL_30_S,0,30,S,NA,153
R13W62_exp1B,NA,0.1549,-1.26940061,A_10_20_A,10,20,A,NA,167
R13W62_exp2A,NA,0.07528,-2.525728644,A_10_20_A,10,20,A,NA,198
R10W49_exp3A,NA,-0.0276,NA,A_10_20_A,10,20,A,NA,241
R11W52_exp2A,NA,-0.04073,-1.966112856,A_10_20_A,10,20,A,NA,232
R14W70_exp1B,NA,0.04298,-2.047942875,A_10_20_A,10,20,A,NA,169
R13W63_exp2A,NA,-0.02326,-2.375155786,A_10_20_A,10,20,A,NA,220
R6W28_exp2B,NA,0.04027,-1.207311706,A_10_20_A,10,20,A,NA,178
R13W62_exp3A,NA,-0.06301,-1.864330162,A_10_20_A,10,20,A,NA,236
O20W38_exp3B,NA,-0.13522,NA,A_10_20_A,10,20,A,NA,236
R7W39_exp1A,NA,0.05288,-3.352407217,A_10_20_S,10,20,S,NA,155
R8W44_exp1A,NA,0.13005,-2.312635429,A_10_20_S,10,20,S,NA,157
O21W41_exp3B,NA,0.05354,-3.9633163,A_10_20_S,10,20,S,NA,248
R5W26_exp2B,NA,-0.0055,-4.268697949,A_10_20_S,10,20,S,NA,211
R6W30_exp2B,NA,0.02326,-1.067113622,A_10_20_S,10,20,S,NA,197
R11W52_exp3A,NA,-0.00509,-2.032557956,A_10_20_S,10,20,S,NA,237
R1W2_exp1B,NA,0.01042,-2.26336438,A_10_30_A,10,30,A,NA,167
W16O77_exp3B,NA,0.00974,NA,A_10_30_A,10,30,A,NA,243
R15W79_exp3A,NA,0.02346,NA,A_10_30_A,10,30,A,NA,241
R21Y97_exp2A,NA,-0.00312,-3.101092789,A_10_30_A,10,30,A,NA,174
W1O5_exp3B,NA,-0.11251,NA,A_10_30_A,10,30,A,NA,256
R15W76_exp1B,NA,-0.00631,-2.659260037,A_10_30_A,10,30,A,NA,181
R17W80_exp2A,NA,-0.00817,-3.411247718,A_10_30_A,10,30,A,NA,196
R21W95_exp3A,NA,-0.01429,-3.101092789,A_10_30_A,10,30,A,NA,237
W20O87_exp3B,NA,0.04604,-5.298317367,A_10_30_S,10,30,S,NA,256
R12W58_exp1A,NA,0.01783,-5.80914299,A_10_30_S,10,30,S,NA,144
W17O82_exp3B,NA,-0.11543,-0.957112726,A_10_30_S,10,30,S,NA,253
R1W7_exp3A,NA,-0.00347,NA,A_10_30_S,10,30,S,NA,240
R20W93_exp2B,NA,-0.03199,-3.296837366,A_10_30_S,10,30,S,NA,234
R17W83_exp3A,NA,-0.01484,-3.729701449,A_10_30_S,10,30,S,NA,237
R20W90_exp1A,NA,-0.13847,-3.506557897,A_10_30_S,10,30,S,NA,145
R12W58_exp2B,NA,-0.06234,-1.917322692,A_10_30_S,10,30,S,NA,196
G30Y75_exp3A,NA,0.02449,-2.207274913,A_5_20_A,5,20,A,NA,234
G30Y76_exp2A,NA,0.03783,-2.154165088,A_5_20_A,5,20,A,NA,209
G36Y22_exp1A,NA,-0.08154,-3.442019376,A_5_20_A,5,20,A,NA,152
G32Y90_exp2A,NA,-0.03723,-2.26336438,A_5_20_A,5,20,A,NA,233
G32Y90_exp3A,NA,-0.0109,-2.040220829,A_5_20_A,5,20,A,NA,237
G30Y75_exp2A,NA,0.03563,-1.604450371,A_5_20_A,5,20,A,NA,195
G38Y35_exp1B,NA,0.01,-1.177655496,A_5_20_A,5,20,A,NA,179
G35Y21_exp1B,NA,0.00014,-2.44184716,A_5_20_A,5,20,A,NA,184
O10G20_exp3B,NA,0.12102,-1.62964062,A_5_20_S,5,20,S,NA,252
O11G26_exp3B,NA,0.22085,-1.136314156,A_5_20_S,5,20,S,NA,252
G36Y27_exp2B,NA,0.0018,-3.218875825,A_5_20_S,5,20,S,NA,211
G36Y26_exp1A,NA,-0.07032,-1.339410775,A_5_20_S,5,20,S,NA,143
G27Y58_exp1A,NA,-0.00166,-1.514127733,A_5_20_S,5,20,S,NA,153
G37Y31_exp2B,NA,-0.01934,-2.590267165,A_5_20_S,5,20,S,NA,196
W7O35_exp3B,NA,-0.01784,NA,A_5_30_A,5,30,A,NA,243
G33Y97_exp1B,NA,0.09458,-1.575036486,A_5_30_A,5,30,A,NA,186
G35Y12_exp2A,NA,0.1152,-6.907755279,A_5_30_A,5,30,A,NA,196
G35Y14_exp3A,NA,0.01344,-1.795767491,A_5_30_A,5,30,A,NA,237
G38Y34_exp2A,NA,0.07471,-2.918771232,A_5_30_A,5,30,A,NA,198
G34Y5_exp3A,NA,-0.00807,NA,A_5_30_A,5,30,A,NA,237
Y12B63_exp1B,NA,-0.00468,-2.120263536,A_5_30_A,5,30,A,NA,181
G38Y34_exp3A,NA,-0.01145,-2.813410717,A_5_30_A,5,30,A,NA,237
W10O41_exp3B,NA,-0.02316,-2.234926445,A_5_30_A,5,30,A,NA,242
G35Y24_exp2A,NA,-0.04028,-0.95972029,A_5_30_S,5,30,S,NA,220
G37Y31_exp1A,NA,0.01224,-2.207274913,A_5_30_S,5,30,S,NA,145
W8O39_exp3B,NA,-0.09115,-0.862749965,A_5_30_S,5,30,S,NA,252
G29Y73_exp2B,NA,-0.0087,-2.590267165,A_5_30_S,5,30,S,NA,211
G29Y74_exp2B,NA,0.01311,-1.427116356,A_5_30_S,5,30,S,NA,228
G32Y90_exp1A,NA,-0.15335,-1.335601247,A_5_30_S,5,30,S,NA,144
W10O43_exp3B,NA,-0.04061,-0.772190388,A_5_30_S,5,30,S,NA,245
G31Y85_exp2B,NA,-0.00232,-1.698269126,A_5_30_S,5,30,S,NA,233
Y7B41_exp2A,NA,0.08967,-2.551046452,A_7.5_20_A,7.5,20,A,NA,209
Y8B46_exp2A,NA,0.05116,-2.513306124,A_7.5_20_A,7.5,20,A,NA,220
Y3B29_exp3A,NA,-0.05046,NA,A_7.5_20_A,7.5,20,A,NA,241
Y23B1621_exp1B,NA,0.01449,-1.241328591,A_7.5_20_A,7.5,20,A,NA,190
Y20B21_exp1B,NA,0.00214,-1.682008605,A_7.5_20_A,7.5,20,A,NA,167
Y4B31_exp3A,NA,0.02233,-1.62455155,A_7.5_20_A,7.5,20,A,NA,237
Y7B41_exp3A,NA,0.06662,-3.015934981,A_7.5_20_A,7.5,20,A,NA,237
Y10B52_exp2B,NA,0.01291,-1.133203733,A_7.5_20_S,7.5,20,S,NA,192
Y8B49_exp3A,NA,-0.0757,NA,A_7.5_20_S,7.5,20,S,NA,240
O14Y17_exp3B,NA,0.01178,-0.581605806,A_7.5_20_S,7.5,20,S,NA,252
O15Y24_exp3B,NA,-0.15582,-0.539568093,A_7.5_20_S,7.5,20,S,NA,255
Y11B57_exp1A,NA,-0.03718,-2.44184716,A_7.5_20_S,7.5,20,S,NA,144
Y17B93_exp1A,NA,-0.07015,-1.335601247,A_7.5_20_S,7.5,20,S,NA,153
Y11B57_exp2B,NA,-0.0428,-2.3330443,A_7.5_20_S,7.5,20,S,NA,197
Y21B5628_exp2B,NA,0.03458,-1.090644119,A_7.5_30_A,7.5,30,A,NA,178
Y12B67_exp3A,NA,0.0352,NA,A_7.5_30_A,7.5,30,A,NA,241
W12O55_exp3B,NA,-0.03518,NA,A_7.5_30_A,7.5,30,A,NA,243
Y13B70_exp3A,NA,0.01708,-1.814005078,A_7.5_30_A,7.5,30,A,NA,235
Y23B1621_exp2A,NA,-0.13785,-2.813410717,A_7.5_30_A,7.5,30,A,NA,174
Y3B27_exp1B,NA,0.02895,-4.017383521,A_7.5_30_A,7.5,30,A,NA,186
Y17B90_exp2B,NA,-0.01888,-1.272965676,A_7.5_30_A,7.5,30,A,NA,213
Y4B30_exp1B,NA,0.04968,-2.017406151,A_7.5_30_A,7.5,30,A,NA,169
Y20B95_exp2A,NA,0.01863,-3.411247718,A_7.5_30_A,7.5,30,A,NA,196
W13O59_exp3B,NA,0.15889,-0.691149178,A_7.5_30_S,7.5,30,S,NA,253
Y21B6232_exp2B,NA,-0.01263,-2.087473713,A_7.5_30_S,7.5,30,S,NA,219
Y15B84_exp1A,NA,-0.0155,-2.95651156,A_7.5_30_S,7.5,30,S,NA,153
W14O65_exp3B,NA,-0.02885,-4.710530702,A_7.5_30_S,7.5,30,S,NA,255
Y17B93_exp2B,NA,0.00735,-4.828313737,A_7.5_30_S,7.5,30,S,NA,214
Y21B5431_exp2B,NA,-0.12991,-1.777856564,A_7.5_30_S,7.5,30,S,NA,234
Y4B34_exp1B,NA,-0.03609,-2.748872196,A_7.5_30_S,7.5,30,S,NA,182
Y21B2759_exp1A,NA,-0.0611,-1.687399454,A_7.5_30_S,7.5,30,S,NA,145
Y20B95_exp3A,NA,0.02146,-3.912023005,A_7.5_30_S,7.5,30,S,NA,238
