"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0.0163576803546616","0","-0.0857193090910986","-0.160821357562534","-0.156722650540535","-0.170416375468588","-0.0839134662771955","-0.0945191295696846","-0.0522237206297628","-0.135931991966915","-0.114374526640261","-0.0963748700723616","-0.116935334333995","-0.088015864575386","-0.07964797144037","-0.0792311370630476","-0.0571155534913978","-0.147341026413127","-0.0470118176651568","-0.124287557564463","-0.101862281308845","-0.0981641510884751","-0.0375766438672392","NA"
