"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0","-0.0175198113567011","-0.150211400102552","-0.0775493360925685","-0.10531395976467","-0.123180421540549","-0.0508069688368518","-0.0964669104801358","-0.141685100839676","-0.137531771983634","-0.124644066633363","-0.0552680646171692","-0.12013658621676","-0.14760672788751","-0.0837089282430095","-0.0694921377008054","-0.0959616839496712","-0.163237547224298","-0.110401614957677","-0.035350643717883","-0.07460718592494","-0.131075436105034","-0.0919246838586212","NA"
