col_num,treat_ID_full,PAM_delta,pam_percent_change,NO3_category,dose_level,temp,feed,symbiont,new_treat_ID_full,dose_level_x_temp,dose_level_x_feed,dose_level_x_symbiont,temp_x_feed,temp_x_symbiont,feed_x_symbiont,dose_level_x_temp_x_feed,dose_level_x_temp_x_symbiont,dose_level_x_feed_x_symbiont,temp_x_feed_x_symbiont,dose_level_x_temp_x_feed_x_symbiont
252,A_0_20_F_S,0.563,37.53333333,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic,Low-x-20,Low-x-Fed,Low-x-Symbiotic,20-x-Fed,20-x-Symbiotic,Fed-x-Symbiotic,Low-x-20-x-Fed,Low-x-20-x-Symbiotic,Low-x-Fed-x-Symbiotic,20-x-Fed-x-Symbiotic,Low-x-20-x-Fed-x-Symbiotic
252,A_10_20_F_S,0.546,49.63636364,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic,Low-x-20,Low-x-Fed,Low-x-Symbiotic,20-x-Fed,20-x-Symbiotic,Fed-x-Symbiotic,Low-x-20-x-Fed,Low-x-20-x-Symbiotic,Low-x-Fed-x-Symbiotic,20-x-Fed-x-Symbiotic,Low-x-20-x-Fed-x-Symbiotic
184,N_1.5_20_S_A,0.501,2.408653846,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
208,N_0_29_S_S,0.49,25.78947368,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic,Low-x-29,Low-x-Starved,Low-x-Symbiotic,29-x-Starved,29-x-Symbiotic,Starved-x-Symbiotic,Low-x-29-x-Starved,Low-x-29-x-Symbiotic,Low-x-Starved-x-Symbiotic,29-x-Starved-x-Symbiotic,Low-x-29-x-Starved-x-Symbiotic
255,A_0_29_S_S,0.484,15.61290323,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic,Low-x-29,Low-x-Starved,Low-x-Symbiotic,29-x-Starved,29-x-Symbiotic,Starved-x-Symbiotic,Low-x-29-x-Starved,Low-x-29-x-Symbiotic,Low-x-Starved-x-Symbiotic,29-x-Starved-x-Symbiotic,Low-x-29-x-Starved-x-Symbiotic
245,A_5_29_S_S,0.462,11.26829268,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic,Low-x-29,Low-x-Starved,Low-x-Symbiotic,29-x-Starved,29-x-Symbiotic,Starved-x-Symbiotic,Low-x-29-x-Starved,Low-x-29-x-Symbiotic,Low-x-Starved-x-Symbiotic,29-x-Starved-x-Symbiotic,Low-x-29-x-Starved-x-Symbiotic
246,N_18_29_F_S,0.449,10.95121951,Elevated,Elevated,29,Fed,Symbiotic,Elevated_29_Fed_Symbiotic,Elevated-x-29,Elevated-x-Fed,Elevated-x-Symbiotic,29-x-Fed,29-x-Symbiotic,Fed-x-Symbiotic,Elevated-x-29-x-Fed,Elevated-x-29-x-Symbiotic,Elevated-x-Fed-x-Symbiotic,29-x-Fed-x-Symbiotic,Elevated-x-29-x-Fed-x-Symbiotic
256,N_0_20_F_S,0.446,3.208633094,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic,Low-x-20,Low-x-Fed,Low-x-Symbiotic,20-x-Fed,20-x-Symbiotic,Fed-x-Symbiotic,Low-x-20-x-Fed,Low-x-20-x-Symbiotic,Low-x-Fed-x-Symbiotic,20-x-Fed-x-Symbiotic,Low-x-20-x-Fed-x-Symbiotic
256,N_0_29_F_S,0.436,33.53846154,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic,Low-x-29,Low-x-Fed,Low-x-Symbiotic,29-x-Fed,29-x-Symbiotic,Fed-x-Symbiotic,Low-x-29-x-Fed,Low-x-29-x-Symbiotic,Low-x-Fed-x-Symbiotic,29-x-Fed-x-Symbiotic,Low-x-29-x-Fed-x-Symbiotic
150,N_0_29_F_A,0.433,3.866071429,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic,Low-x-29,Low-x-Fed,Low-x-Aposymbiotic,29-x-Fed,29-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-29-x-Fed,Low-x-29-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,29-x-Fed-x-Aposymbiotic,Low-x-29-x-Fed-x-Aposymbiotic
187,A_7.5_20_S_A,0.426,3.302325581,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
228,N_0_20_S_A,0.416,2.718954248,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
196,A_5_29_F_S,0.404,3.672727273,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic,Low-x-29,Low-x-Fed,Low-x-Symbiotic,29-x-Fed,29-x-Symbiotic,Fed-x-Symbiotic,Low-x-29-x-Fed,Low-x-29-x-Symbiotic,Low-x-Fed-x-Symbiotic,29-x-Fed-x-Symbiotic,Low-x-29-x-Fed-x-Symbiotic
245,A_0_29_S_S,0.403,8.760869565,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic,Low-x-29,Low-x-Starved,Low-x-Symbiotic,29-x-Starved,29-x-Symbiotic,Starved-x-Symbiotic,Low-x-29-x-Starved,Low-x-29-x-Symbiotic,Low-x-Starved-x-Symbiotic,29-x-Starved-x-Symbiotic,Low-x-29-x-Starved-x-Symbiotic
171,N_0_20_S_A,0.394,4.282608696,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
238,N_18_29_F_A,0.39,2.846715328,Elevated,Elevated,29,Fed,Aposymbiotic,Elevated_29_Fed_Aposymbiotic,Elevated-x-29,Elevated-x-Fed,Elevated-x-Aposymbiotic,29-x-Fed,29-x-Aposymbiotic,Fed-x-Aposymbiotic,Elevated-x-29-x-Fed,Elevated-x-29-x-Aposymbiotic,Elevated-x-Fed-x-Aposymbiotic,29-x-Fed-x-Aposymbiotic,Elevated-x-29-x-Fed-x-Aposymbiotic
144,A_7.5_29_F_S,0.385,4.75308642,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic,Low-x-29,Low-x-Fed,Low-x-Symbiotic,29-x-Fed,29-x-Symbiotic,Fed-x-Symbiotic,Low-x-29-x-Fed,Low-x-29-x-Symbiotic,Low-x-Fed-x-Symbiotic,29-x-Fed-x-Symbiotic,Low-x-29-x-Fed-x-Symbiotic
162,A_0_20_S_A,0.379,3.158333333,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
166,N_1.5_20_S_A,0.368,3.439252336,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
246,N_5_29_F_S,0.364,14,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic,Low-x-29,Low-x-Fed,Low-x-Symbiotic,29-x-Fed,29-x-Symbiotic,Fed-x-Symbiotic,Low-x-29-x-Fed,Low-x-29-x-Symbiotic,Low-x-Fed-x-Symbiotic,29-x-Fed-x-Symbiotic,Low-x-29-x-Fed-x-Symbiotic
171,N_18_29_F_S,0.351,2.404109589,Elevated,Elevated,29,Fed,Symbiotic,Elevated_29_Fed_Symbiotic,Elevated-x-29,Elevated-x-Fed,Elevated-x-Symbiotic,29-x-Fed,29-x-Symbiotic,Fed-x-Symbiotic,Elevated-x-29-x-Fed,Elevated-x-29-x-Symbiotic,Elevated-x-Fed-x-Symbiotic,29-x-Fed-x-Symbiotic,Elevated-x-29-x-Fed-x-Symbiotic
187,A_0_29_S_A,0.347,3.126126126,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic,Low-x-29,Low-x-Starved,Low-x-Aposymbiotic,29-x-Starved,29-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-29-x-Starved,Low-x-29-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,29-x-Starved-x-Aposymbiotic,Low-x-29-x-Starved-x-Aposymbiotic
202,N_18_29_F_A,0.345,2.464285714,Elevated,Elevated,29,Fed,Aposymbiotic,Elevated_29_Fed_Aposymbiotic,Elevated-x-29,Elevated-x-Fed,Elevated-x-Aposymbiotic,29-x-Fed,29-x-Aposymbiotic,Fed-x-Aposymbiotic,Elevated-x-29-x-Fed,Elevated-x-29-x-Aposymbiotic,Elevated-x-Fed-x-Aposymbiotic,29-x-Fed-x-Aposymbiotic,Elevated-x-29-x-Fed-x-Aposymbiotic
233,A_10_29_S_S,0.345,2.090909091,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic,Low-x-29,Low-x-Starved,Low-x-Symbiotic,29-x-Starved,29-x-Symbiotic,Starved-x-Symbiotic,Low-x-29-x-Starved,Low-x-29-x-Symbiotic,Low-x-Starved-x-Symbiotic,29-x-Starved-x-Symbiotic,Low-x-29-x-Starved-x-Symbiotic
187,N_1.5_20_S_A,0.343,2.81147541,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
245,N_0_29_F_S,0.337,7.170212766,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic,Low-x-29,Low-x-Fed,Low-x-Symbiotic,29-x-Fed,29-x-Symbiotic,Fed-x-Symbiotic,Low-x-29-x-Fed,Low-x-29-x-Symbiotic,Low-x-Fed-x-Symbiotic,29-x-Fed-x-Symbiotic,Low-x-29-x-Fed-x-Symbiotic
150,N_5_29_F_A,0.334,2.272108844,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic,Low-x-29,Low-x-Fed,Low-x-Aposymbiotic,29-x-Fed,29-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-29-x-Fed,Low-x-29-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,29-x-Fed-x-Aposymbiotic,Low-x-29-x-Fed-x-Aposymbiotic
184,A_7.5_20_F_A,0.331,3.343434343,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
150,N_5_20_F_A,0.309,2.575,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic,Elevated-x-20,Elevated-x-Fed,Elevated-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Elevated-x-20-x-Fed,Elevated-x-20-x-Aposymbiotic,Elevated-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Elevated-x-20-x-Fed-x-Aposymbiotic
187,A_0_20_S_A,0.308,2.053333333,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
211,A_0_29_F_S,0.308,2.013071895,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic,Low-x-29,Low-x-Fed,Low-x-Symbiotic,29-x-Fed,29-x-Symbiotic,Fed-x-Symbiotic,Low-x-29-x-Fed,Low-x-29-x-Symbiotic,Low-x-Fed-x-Symbiotic,29-x-Fed-x-Symbiotic,Low-x-29-x-Fed-x-Symbiotic
179,A_5_20_S_A,0.308,1.425925926,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
193,N_18_20_S_S,0.304,1.04109589,Elevated,Elevated,20,Starved,Symbiotic,Elevated_20_Starved_Symbiotic,Elevated-x-20,Elevated-x-Starved,Elevated-x-Symbiotic,20-x-Starved,20-x-Symbiotic,Starved-x-Symbiotic,Elevated-x-20-x-Starved,Elevated-x-20-x-Symbiotic,Elevated-x-Starved-x-Symbiotic,20-x-Starved-x-Symbiotic,Elevated-x-20-x-Starved-x-Symbiotic
168,N_5_29_F_A,0.303,2.133802817,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic,Low-x-29,Low-x-Fed,Low-x-Aposymbiotic,29-x-Fed,29-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-29-x-Fed,Low-x-29-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,29-x-Fed-x-Aposymbiotic,Low-x-29-x-Fed-x-Aposymbiotic
157,A_5_29_S_A,0.302,1.564766839,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic,Low-x-29,Low-x-Starved,Low-x-Aposymbiotic,29-x-Starved,29-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-29-x-Starved,Low-x-29-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,29-x-Starved-x-Aposymbiotic,Low-x-29-x-Starved-x-Aposymbiotic
183,N_1.5_20_F_A,0.3,2.127659574,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
171,N_1.5_29_S_A,0.298,1.585106383,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic,Elevated-x-29,Elevated-x-Starved,Elevated-x-Aposymbiotic,29-x-Starved,29-x-Aposymbiotic,Starved-x-Aposymbiotic,Elevated-x-29-x-Starved,Elevated-x-29-x-Aposymbiotic,Elevated-x-Starved-x-Aposymbiotic,29-x-Starved-x-Aposymbiotic,Elevated-x-29-x-Starved-x-Aposymbiotic
169,A_5_29_S_A,0.296,1.333333333,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic,Low-x-29,Low-x-Starved,Low-x-Aposymbiotic,29-x-Starved,29-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-29-x-Starved,Low-x-29-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,29-x-Starved-x-Aposymbiotic,Low-x-29-x-Starved-x-Aposymbiotic
228,N_5_20_S_A,0.296,1.345454545,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
244,N_5_29_S_S,0.294,0.857142857,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic,Elevated-x-29,Elevated-x-Starved,Elevated-x-Symbiotic,29-x-Starved,29-x-Symbiotic,Starved-x-Symbiotic,Elevated-x-29-x-Starved,Elevated-x-29-x-Symbiotic,Elevated-x-Starved-x-Symbiotic,29-x-Starved-x-Symbiotic,Elevated-x-29-x-Starved-x-Symbiotic
190,A_7.5_20_S_A,0.289,1.204166667,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
240,A_5_29_F_S,0.287,2.391666667,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic,Low-x-29,Low-x-Fed,Low-x-Symbiotic,29-x-Fed,29-x-Symbiotic,Fed-x-Symbiotic,Low-x-29-x-Fed,Low-x-29-x-Symbiotic,Low-x-Fed-x-Symbiotic,29-x-Fed-x-Symbiotic,Low-x-29-x-Fed-x-Symbiotic
144,A_10_20_F_A,0.286,1.537634409,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
206,N_5_20_F_S,0.286,1.265486726,Elevated,Elevated,20,Fed,Symbiotic,Elevated_20_Fed_Symbiotic,Elevated-x-20,Elevated-x-Fed,Elevated-x-Symbiotic,20-x-Fed,20-x-Symbiotic,Fed-x-Symbiotic,Elevated-x-20-x-Fed,Elevated-x-20-x-Symbiotic,Elevated-x-Fed-x-Symbiotic,20-x-Fed-x-Symbiotic,Elevated-x-20-x-Fed-x-Symbiotic
157,N_0_29_S_S,0.285,1.08778626,Low,Low,29,Starved,Symbiotic,Low_29_Starved_Symbiotic,Low-x-29,Low-x-Starved,Low-x-Symbiotic,29-x-Starved,29-x-Symbiotic,Starved-x-Symbiotic,Low-x-29-x-Starved,Low-x-29-x-Symbiotic,Low-x-Starved-x-Symbiotic,29-x-Starved-x-Symbiotic,Low-x-29-x-Starved-x-Symbiotic
150,N_1.5_20_S_A,0.285,1.228448276,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
231,N_18_29_S_A,0.284,1.16872428,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic,Elevated-x-29,Elevated-x-Starved,Elevated-x-Aposymbiotic,29-x-Starved,29-x-Aposymbiotic,Starved-x-Aposymbiotic,Elevated-x-29-x-Starved,Elevated-x-29-x-Aposymbiotic,Elevated-x-Starved-x-Aposymbiotic,29-x-Starved-x-Aposymbiotic,Elevated-x-29-x-Starved-x-Aposymbiotic
167,A_10_20_F_A,0.281,2.601851852,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
211,N_1.5_29_S_S,0.28,1.56424581,Elevated,Elevated,29,Starved,Symbiotic,Elevated_29_Starved_Symbiotic,Elevated-x-29,Elevated-x-Starved,Elevated-x-Symbiotic,29-x-Starved,29-x-Symbiotic,Starved-x-Symbiotic,Elevated-x-29-x-Starved,Elevated-x-29-x-Symbiotic,Elevated-x-Starved-x-Symbiotic,29-x-Starved-x-Symbiotic,Elevated-x-29-x-Starved-x-Symbiotic
256,N_1.5_20_S_A,0.28,31.11111111,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
199,N_18_20_F_A,0.278,1.793548387,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic,Elevated-x-20,Elevated-x-Fed,Elevated-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Elevated-x-20-x-Fed,Elevated-x-20-x-Aposymbiotic,Elevated-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Elevated-x-20-x-Fed-x-Aposymbiotic
187,N_0_20_S_A,0.273,1.105263158,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
169,N_18_20_F_A,0.267,1.756578947,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic,Elevated-x-20,Elevated-x-Fed,Elevated-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Elevated-x-20-x-Fed,Elevated-x-20-x-Aposymbiotic,Elevated-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Elevated-x-20-x-Fed-x-Aposymbiotic
237,A_0_29_F_A,0.264,1.543859649,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic,Low-x-29,Low-x-Fed,Low-x-Aposymbiotic,29-x-Fed,29-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-29-x-Fed,Low-x-29-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,29-x-Fed-x-Aposymbiotic,Low-x-29-x-Fed-x-Aposymbiotic
144,A_5_29_F_S,0.263,0.985018727,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic,Low-x-29,Low-x-Fed,Low-x-Symbiotic,29-x-Fed,29-x-Symbiotic,Fed-x-Symbiotic,Low-x-29-x-Fed,Low-x-29-x-Symbiotic,Low-x-Fed-x-Symbiotic,29-x-Fed-x-Symbiotic,Low-x-29-x-Fed-x-Symbiotic
165,A_10_29_S_A,0.262,1.241706161,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic,Low-x-29,Low-x-Starved,Low-x-Aposymbiotic,29-x-Starved,29-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-29-x-Starved,Low-x-29-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,29-x-Starved-x-Aposymbiotic,Low-x-29-x-Starved-x-Aposymbiotic
248,A_0_29_F_S,0.259,3.320512821,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic,Low-x-29,Low-x-Fed,Low-x-Symbiotic,29-x-Fed,29-x-Symbiotic,Fed-x-Symbiotic,Low-x-29-x-Fed,Low-x-29-x-Symbiotic,Low-x-Fed-x-Symbiotic,29-x-Fed-x-Symbiotic,Low-x-29-x-Fed-x-Symbiotic
152,A_10_20_F_S,0.253,1.012,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic,Low-x-20,Low-x-Fed,Low-x-Symbiotic,20-x-Fed,20-x-Symbiotic,Fed-x-Symbiotic,Low-x-20-x-Fed,Low-x-20-x-Symbiotic,Low-x-Fed-x-Symbiotic,20-x-Fed-x-Symbiotic,Low-x-20-x-Fed-x-Symbiotic
166,A_5_20_F_S,0.25,0.722543353,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic,Low-x-20,Low-x-Fed,Low-x-Symbiotic,20-x-Fed,20-x-Symbiotic,Fed-x-Symbiotic,Low-x-20-x-Fed,Low-x-20-x-Symbiotic,Low-x-Fed-x-Symbiotic,20-x-Fed-x-Symbiotic,Low-x-20-x-Fed-x-Symbiotic
183,N_5_20_F_A,0.25,1.046025105,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic,Elevated-x-20,Elevated-x-Fed,Elevated-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Elevated-x-20-x-Fed,Elevated-x-20-x-Aposymbiotic,Elevated-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Elevated-x-20-x-Fed-x-Aposymbiotic
230,N_1.5_29_S_A,0.249,0.867595819,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic,Elevated-x-29,Elevated-x-Starved,Elevated-x-Aposymbiotic,29-x-Starved,29-x-Aposymbiotic,Starved-x-Aposymbiotic,Elevated-x-29-x-Starved,Elevated-x-29-x-Aposymbiotic,Elevated-x-Starved-x-Aposymbiotic,29-x-Starved-x-Aposymbiotic,Elevated-x-29-x-Starved-x-Aposymbiotic
206,N_0_29_F_S,0.248,1.046413502,Low,Low,29,Fed,Symbiotic,Low_29_Fed_Symbiotic,Low-x-29,Low-x-Fed,Low-x-Symbiotic,29-x-Fed,29-x-Symbiotic,Fed-x-Symbiotic,Low-x-29-x-Fed,Low-x-29-x-Symbiotic,Low-x-Fed-x-Symbiotic,29-x-Fed-x-Symbiotic,Low-x-29-x-Fed-x-Symbiotic
240,A_7.5_20_F_S,0.248,1.064377682,Low,Low,20,Fed,Symbiotic,Low_20_Fed_Symbiotic,Low-x-20,Low-x-Fed,Low-x-Symbiotic,20-x-Fed,20-x-Symbiotic,Fed-x-Symbiotic,Low-x-20-x-Fed,Low-x-20-x-Symbiotic,Low-x-Fed-x-Symbiotic,20-x-Fed-x-Symbiotic,Low-x-20-x-Fed-x-Symbiotic
