col_num,treat_ID_full,red_delta,red_percent_change,NO3_category,dose_level,temp,feed,symbiont,new_treat_ID_full,dose_level_x_temp,dose_level_x_feed,dose_level_x_symbiont,temp_x_feed,temp_x_symbiont,feed_x_symbiont,dose_level_x_temp_x_feed,dose_level_x_temp_x_symbiont,dose_level_x_feed_x_symbiont,temp_x_feed_x_symbiont,dose_level_x_temp_x_feed_x_symbiont
242,N_5_20_F_A,-0.401407827,-0.237198752,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic,Elevated-x-20,Elevated-x-Fed,Elevated-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Elevated-x-20-x-Fed,Elevated-x-20-x-Aposymbiotic,Elevated-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Elevated-x-20-x-Fed-x-Aposymbiotic
238,N_5_20_S_A,-6.148880287,-3.839170099,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
244,N_5_20_S_A,-3.608090601,-2.95678961,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
242,A_7.5_20_F_A,2.482318722,1.548906469,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
244,A_7.5_20_F_A,18.28648324,13.21795417,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
239,A_7.5_20_S_A,-4.797601197,-3.334499973,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
242,A_7.5_20_S_A,-20.55203975,-12.28975263,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
247,A_7.5_20_S_A,-11.3332124,-7.32126789,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
238,N_0_20_F_A,-19.31952203,-13.116627920000001,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
242,A_10_20_F_A,0.916711694,0.587379539,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
243,A_10_20_S_A,-14.39163234,-9.353242254,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
242,A_10_20_S_A,-0.342390078,-0.212276263,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
257,N_0_20_S_A,-39.74758351,-27.9214767,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
238,N_0_20_S_A,18.06756681,11.72795652,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
242,A_0_20_F_A,-40.63816924,-31.66270602,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
242,A_0_20_F_A,-11.17769078,-5.914348337,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
243,A_0_20_S_A,-7.016072484,-3.919148061,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
242,A_0_20_S_A,-9.073299568,-5.964580158,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
238,N_1.5_20_F_A,27.29596604,15.53416324,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
256,N_1.5_20_S_A,36.49033831,21.83045398,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
257,N_1.5_20_S_A,-3.951514096,-2.316358168,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
238,N_18_20_S_A,23.02726478,15.46038146,Elevated,Elevated,20,Starved,Aposymbiotic,Elevated_20_Starved_Aposymbiotic,Elevated-x-20,Elevated-x-Starved,Elevated-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Elevated-x-20-x-Starved,Elevated-x-20-x-Aposymbiotic,Elevated-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Elevated-x-20-x-Starved-x-Aposymbiotic
163,N_18_20_F_A,15.400032,9.51710064,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic,Elevated-x-20,Elevated-x-Fed,Elevated-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Elevated-x-20-x-Fed,Elevated-x-20-x-Aposymbiotic,Elevated-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Elevated-x-20-x-Fed-x-Aposymbiotic
192,N_18_20_S_A,-20.75922347,-13.5495253,Elevated,Elevated,20,Starved,Aposymbiotic,Elevated_20_Starved_Aposymbiotic,Elevated-x-20,Elevated-x-Starved,Elevated-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Elevated-x-20-x-Starved,Elevated-x-20-x-Aposymbiotic,Elevated-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Elevated-x-20-x-Starved-x-Aposymbiotic
169,N_18_20_F_A,15.18306227,11.99435568,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic,Elevated-x-20,Elevated-x-Fed,Elevated-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Elevated-x-20-x-Fed,Elevated-x-20-x-Aposymbiotic,Elevated-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Elevated-x-20-x-Fed-x-Aposymbiotic
205,N_18_20_S_A,54.88616891,45.77444934,Elevated,Elevated,20,Starved,Aposymbiotic,Elevated_20_Starved_Aposymbiotic,Elevated-x-20,Elevated-x-Starved,Elevated-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Elevated-x-20-x-Starved,Elevated-x-20-x-Aposymbiotic,Elevated-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Elevated-x-20-x-Starved-x-Aposymbiotic
183,N_18_20_F_A,-23.59973682,-12.02706351,Elevated,Elevated,20,Fed,Aposymbiotic,Elevated_20_Fed_Aposymbiotic,Elevated-x-20,Elevated-x-Fed,Elevated-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Elevated-x-20-x-Fed,Elevated-x-20-x-Aposymbiotic,Elevated-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Elevated-x-20-x-Fed-x-Aposymbiotic
228,N_18_20_S_A,-10.05727892,-10.19244449,Elevated,Elevated,20,Starved,Aposymbiotic,Elevated_20_Starved_Aposymbiotic,Elevated-x-20,Elevated-x-Starved,Elevated-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Elevated-x-20-x-Starved,Elevated-x-20-x-Aposymbiotic,Elevated-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Elevated-x-20-x-Starved-x-Aposymbiotic
166,N_18_20_S_A,-13.54944778,-7.852579999,Elevated,Elevated,20,Starved,Aposymbiotic,Elevated_20_Starved_Aposymbiotic,Elevated-x-20,Elevated-x-Starved,Elevated-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Elevated-x-20-x-Starved,Elevated-x-20-x-Aposymbiotic,Elevated-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Elevated-x-20-x-Starved-x-Aposymbiotic
196,A_10_20_F_A,-51.09677408,-37.4990472,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
235,A_10_20_F_A,14.87480031,8.502934563,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
171,N_18_20_S_A,-0.223899472,-0.136794691,Elevated,Elevated,20,Starved,Aposymbiotic,Elevated_20_Starved_Aposymbiotic,Elevated-x-20,Elevated-x-Starved,Elevated-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Elevated-x-20-x-Starved,Elevated-x-20-x-Aposymbiotic,Elevated-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Elevated-x-20-x-Starved-x-Aposymbiotic
210,A_10_20_F_A,30.76002844,20.70469097,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
237,A_10_20_F_A,-2.64051462,-1.653352931,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
184,N_18_20_S_A,-0.94776546,-0.525636699,Elevated,Elevated,20,Starved,Aposymbiotic,Elevated_20_Starved_Aposymbiotic,Elevated-x-20,Elevated-x-Starved,Elevated-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Elevated-x-20-x-Starved,Elevated-x-20-x-Aposymbiotic,Elevated-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Elevated-x-20-x-Starved-x-Aposymbiotic
232,A_10_20_F_A,-8.819932631,-4.029396507,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
241,A_10_20_S_A,22.14529886,17.52718655,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
162,A_10_29_F_A,-27.72471046,-17.82352604,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic,Low-x-29,Low-x-Fed,Low-x-Aposymbiotic,29-x-Fed,29-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-29-x-Fed,Low-x-29-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,29-x-Fed-x-Aposymbiotic,Low-x-29-x-Fed-x-Aposymbiotic
171,A_10_29_F_A,40.64360135,37.5068247,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic,Low-x-29,Low-x-Fed,Low-x-Aposymbiotic,29-x-Fed,29-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-29-x-Fed,Low-x-29-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,29-x-Fed-x-Aposymbiotic,Low-x-29-x-Fed-x-Aposymbiotic
146,A_10_29_F_A,-3.72926784,-2.415347885,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic,Low-x-29,Low-x-Fed,Low-x-Aposymbiotic,29-x-Fed,29-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-29-x-Fed,Low-x-29-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,29-x-Fed-x-Aposymbiotic,Low-x-29-x-Fed-x-Aposymbiotic
215,A_10_29_F_A,-19.68313402,-9.049262584,Low,Low,29,Fed,Aposymbiotic,Low_29_Fed_Aposymbiotic,Low-x-29,Low-x-Fed,Low-x-Aposymbiotic,29-x-Fed,29-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-29-x-Fed,Low-x-29-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,29-x-Fed-x-Aposymbiotic,Low-x-29-x-Fed-x-Aposymbiotic
167,A_10_20_F_A,-3.098405443,-0.01448828,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
198,A_10_20_S_A,14.93243207,11.99372366,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
236,A_10_20_S_A,-4.197569586,-3.043731995,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
178,A_10_20_F_A,17.63380109,0.134541818,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
220,A_10_20_S_A,-17.25112662,-13.55951856,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
237,A_10_20_S_A,11.0051191,10.14343989,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
184,A_10_20_F_A,3.887829007,2.414146546,Low,Low,20,Fed,Aposymbiotic,Low_20_Fed_Aposymbiotic,Low-x-20,Low-x-Fed,Low-x-Aposymbiotic,20-x-Fed,20-x-Aposymbiotic,Fed-x-Aposymbiotic,Low-x-20-x-Fed,Low-x-20-x-Aposymbiotic,Low-x-Fed-x-Aposymbiotic,20-x-Fed-x-Aposymbiotic,Low-x-20-x-Fed-x-Aposymbiotic
222,A_10_20_S_A,-6.86178797,-4.979813063,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
169,A_10_20_S_A,28.38857215,23.67167855,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
186,N_18_29_F_A,22.02741692,13.28574903,Elevated,Elevated,29,Fed,Aposymbiotic,Elevated_29_Fed_Aposymbiotic,Elevated-x-29,Elevated-x-Fed,Elevated-x-Aposymbiotic,29-x-Fed,29-x-Aposymbiotic,Fed-x-Aposymbiotic,Elevated-x-29-x-Fed,Elevated-x-29-x-Aposymbiotic,Elevated-x-Fed-x-Aposymbiotic,29-x-Fed-x-Aposymbiotic,Elevated-x-29-x-Fed-x-Aposymbiotic
227,N_18_29_F_A,0.447446619,0.489983314,Elevated,Elevated,29,Fed,Aposymbiotic,Elevated_29_Fed_Aposymbiotic,Elevated-x-29,Elevated-x-Fed,Elevated-x-Aposymbiotic,29-x-Fed,29-x-Aposymbiotic,Fed-x-Aposymbiotic,Elevated-x-29-x-Fed,Elevated-x-29-x-Aposymbiotic,Elevated-x-Fed-x-Aposymbiotic,29-x-Fed-x-Aposymbiotic,Elevated-x-29-x-Fed-x-Aposymbiotic
180,A_10_20_S_A,-20.72152464,-13.70284607,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
202,N_18_29_F_A,29.71934635,18.53595793,Elevated,Elevated,29,Fed,Aposymbiotic,Elevated_29_Fed_Aposymbiotic,Elevated-x-29,Elevated-x-Fed,Elevated-x-Aposymbiotic,29-x-Fed,29-x-Aposymbiotic,Fed-x-Aposymbiotic,Elevated-x-29-x-Fed,Elevated-x-29-x-Aposymbiotic,Elevated-x-Fed-x-Aposymbiotic,29-x-Fed-x-Aposymbiotic,Elevated-x-29-x-Fed-x-Aposymbiotic
237,N_18_29_F_A,-35.99948456,-29.45916597,Elevated,Elevated,29,Fed,Aposymbiotic,Elevated_29_Fed_Aposymbiotic,Elevated-x-29,Elevated-x-Fed,Elevated-x-Aposymbiotic,29-x-Fed,29-x-Aposymbiotic,Fed-x-Aposymbiotic,Elevated-x-29-x-Fed,Elevated-x-29-x-Aposymbiotic,Elevated-x-Fed-x-Aposymbiotic,29-x-Fed-x-Aposymbiotic,Elevated-x-29-x-Fed-x-Aposymbiotic
187,A_10_20_S_A,13.48012425,6.989231259,Low,Low,20,Starved,Aposymbiotic,Low_20_Starved_Aposymbiotic,Low-x-20,Low-x-Starved,Low-x-Aposymbiotic,20-x-Starved,20-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-20-x-Starved,Low-x-20-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,20-x-Starved-x-Aposymbiotic,Low-x-20-x-Starved-x-Aposymbiotic
228,N_18_29_F_A,24.11741635,21.35314798,Elevated,Elevated,29,Fed,Aposymbiotic,Elevated_29_Fed_Aposymbiotic,Elevated-x-29,Elevated-x-Fed,Elevated-x-Aposymbiotic,29-x-Fed,29-x-Aposymbiotic,Fed-x-Aposymbiotic,Elevated-x-29-x-Fed,Elevated-x-29-x-Aposymbiotic,Elevated-x-Fed-x-Aposymbiotic,29-x-Fed-x-Aposymbiotic,Elevated-x-29-x-Fed-x-Aposymbiotic
240,N_18_29_S_A,-0.917279339,-0.675568586,Elevated,Elevated,29,Starved,Aposymbiotic,Elevated_29_Starved_Aposymbiotic,Elevated-x-29,Elevated-x-Starved,Elevated-x-Aposymbiotic,29-x-Starved,29-x-Aposymbiotic,Starved-x-Aposymbiotic,Elevated-x-29-x-Starved,Elevated-x-29-x-Aposymbiotic,Elevated-x-Starved-x-Aposymbiotic,29-x-Starved-x-Aposymbiotic,Elevated-x-29-x-Starved-x-Aposymbiotic
169,A_10_29_S_A,-25.96715294,-10.20737484,Low,Low,29,Starved,Aposymbiotic,Low_29_Starved_Aposymbiotic,Low-x-29,Low-x-Starved,Low-x-Aposymbiotic,29-x-Starved,29-x-Aposymbiotic,Starved-x-Aposymbiotic,Low-x-29-x-Starved,Low-x-29-x-Aposymbiotic,Low-x-Starved-x-Aposymbiotic,29-x-Starved-x-Aposymbiotic,Low-x-29-x-Starved-x-Aposymbiotic
