,row_number,exp_num,subrun,N_species,N_dose,temp,row_number.1,food,sym_state,treat_ID,beetag,image_day,beetag_day_concat,image_name,beetag_exprun_day,CoralR,CoralG,CoralB,RedR,RedG,RedB,GreenR,GreenG,GreenB,BlueR,BlueG,BlueB,Red,Green,Blue,QC_or_no
1493,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1495,501,2,B,A,0,30,501,S,S,CNTRL_30_S_S,B34G3106,1,B34G3106_day1,B34G31_2B_day1.JPG,B34G3106_exp2B_day1,170.8381,118.9045,88.46149,203.3857,33.7385,45.49609,101.4615,166.8211,60.95811,106.9402,142.7275,171.9856,0.51303,0.40912,0.23363,0
1496,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1498,502,2,B,A,0,30,502,S,A,CNTRL_30_S_A,B34G97,1,B34G97_day1,B34G97_2B_day1.JPG,B34G97_exp2B_day1,186.4726,132.7196,116.8888,204.1575,44.77196,55.55294,109.7909,178.7924,67.44573,115.4186,155.2622,180.2166,0.5517,0.27941,0.37397,0
1499,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1501,503,2,B,A,5,30,503,S,A,A_5_30_S_A,G31Y80,1,G31Y80_day1,G31Y80_2B_day1.JPG,G31Y80_exp2B_day1,133.9258,101.5065,99.41179,205.0324,45.8517,56.84816,86.08441,139.064,54.35469,101.644,127.6432,150.4371,0.34336,0.1934,0.46119,0
1502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1503,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1504,504,2,B,A,5,30,504,S,A,A_5_30_S_A,G31Y82,1,G31Y82_day1,G31Y82_2B_day1.JPG,G31Y82_exp2B_day1,103.4307,96.10481,73.95374,218.1958,61.78575,72.21154,125.8202,197.4794,91.80595,142.4082,183.3092,219.5368,0.21471,0.28169,0.14844,0
1505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1506,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1507,505,2,B,A,5,30,505,S,S,A_5_30_S_S,G31Y83,1,G31Y83_day1,G31Y83_2B_day1.JPG,G31Y83_exp2B_day1,161.3509,111.898,76.36753,205.2956,42.88601,53.57046,94.25886,158.3188,56.4771,110.2152,146.2106,178.6514,0.50971,0.44502,0.13394,0
1508,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1510,506,2,B,A,5,30,506,S,S,A_5_30_S_S,G31Y84,1,G31Y84_day1,G31Y84_2B_day1.JPG,G31Y84_exp2B_day1,134.0002,84.72225,32.60354,224.076,51.816,60.09618,109.1195,171.8004,64.75013,162.6304,194.8859,221.1426,0.44329,0.4924,-0.11721,0
1511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1512,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1513,507,2,B,A,5,30,507,S,S,A_5_30_S_S,G31Y85,1,G31Y85_day1,G31Y85_2B_day1.JPG,G31Y85_exp2B_day1,86.4844,49.6324,32.7334,235.7367,61.4312,68.70557,101.8494,164.2798,61.59146,97.73726,129.354,151.0362,0.28075,0.18714,0.012701,0
1514,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1515,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516,508,2,B,A,5,20,508,F,A,A_5_20_F_A,G36Y22,1,G36Y22_day1,G36Y22_2B_day1.JPG,G36Y22_exp2B_day1,193.5699,149.0312,136.9913,194.8697,42.91958,53.53038,78.51456,156.9255,61.75188,90.42246,141.2074,178.3044,0.63516,0.37222,0.44871,0
1517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1519,509,2,B,A,5,20,509,F,A,A_5_20_F_A,G36Y25,1,G36Y25_day1,G36Y25_2B_day1.JPG,G36Y25_exp2B_day1,169.416,151.9548,121.3334,198.9325,36.48478,49.88044,91.64323,159.6231,64.03698,117.6219,160.4776,199.3754,0.4131,0.51635,0.33937,0
1520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1522,510,2,B,A,5,20,510,F,S,A_5_20_F_S,G36Y26,1,G36Y26_day1,G36Y26_2B_day1.JPG,G36Y26_exp2B_day1,99.4559,54.784,53.0444,204.585,44.00206,67.31474,94.57971,163.9546,74.39199,112.5826,152.1937,203.3209,0.36753,0.16094,0.080323,0
1523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1525,511,2,B,A,5,20,511,F,S,A_5_20_F_S,G36Y27,1,G36Y27_day1,G36Y27_2B_day1.JPG,G36Y27_exp2B_day1,95.2275,50.6606,40.7392,173.1912,14.777,37.72228,64.53648,132.9553,47.82594,101.2183,140.259,192.006,0.41258,0.26702,0.064608,0
1526,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1528,512,2,B,A,5,20,512,F,S,A_5_20_F_S,G36Y28,1,G36Y28_day1,G36Y28_2B_day1.JPG,G36Y28_exp2B_day1,98.2621,46.297,26.8584,196.1892,32.7269,42.99614,71.8684,137.071,38.39111,104.9483,143.4776,173.7576,0.41339,0.23979,-7.00E-04,0
1529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1530,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1531,513,2,B,A,5,20,513,S,A,A_5_20_S_A,G37Y29,1,G37Y29_day1,G37Y29_2B_day1.JPG,G37Y29_exp2B_day1,134.5548,79.50599,64.60959,190.3769,19.03081,27.26585,87.5789,145.2282,30.67864,118.5866,144.889,161.3225,0.43376,0.20264,0.28865,0
1532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1533,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1534,514,2,B,A,5,20,514,S,A,A_5_20_S_A,G37Y30,1,G37Y30_day1,G37Y30_2B_day1.JPG,G37Y30_exp2B_day1,154.155,124.2121,102.2051,203.8153,30.58232,40.74077,104.6427,178.4097,64.65023,118.8341,162.1129,196.3343,0.39516,0.32816,0.33051,0
1535,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1536,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1537,515,2,B,A,5,20,515,S,S,A_5_20_S_S,G37Y31,1,G37Y31_day1,G37Y31_2B_day1.JPG,G37Y31_exp2B_day1,87.1867,56.5822,39.4767,222.7228,39.73425,52.26097,84.32302,149.3031,46.36241,129.2093,165.4806,197.3742,0.26176,0.22234,0.078476,0
1538,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1539,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1540,516,2,B,A,5,20,516,S,S,A_5_20_S_S,G37Y32,1,G37Y32_day1,G37Y32_2B_day1.JPG,G37Y32_exp2B_day1,71.0596,41.1986,20.0311,239.2794,53.0697,59.52356,123.7055,190.7941,64.16931,128.6072,162.7903,190.2443,0.21892,0.17361,-0.02176,0
1541,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1542,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1543,517,2,B,A,5,20,517,S,S,A_5_20_S_S,G37Y33,1,G37Y33_day1,G37Y33_2B_day1.JPG,G37Y33_exp2B_day1,147.9459,68.94366,36.26458,245.9451,51.26432,59.26003,126.0401,185.5448,55.86452,144.2972,169.8576,190.8673,0.48455,0.27523,-0.041,0
1544,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1545,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1546,518,2,B,A,10,30,518,F,A,A_10_30_F_A,R12W56,1,R12W56_day1,R12W56_2B_day1.JPG,R12W56_exp2B_day1,102.0257,62.59984,67.66966,220.9829,54.98351,80.91238,106.6385,178.238,97.87573,144.4018,186.0786,237.3474,0.32119,0.1208,0.1258,0
1547,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1549,519,2,B,A,10,30,519,F,A,A_10_30_F_A,R12W57,1,R12W57_day1,R12W57_2B_day1.JPG,R12W57_exp2B_day1,170.9541,157.0127,134.3626,179.3938,25.15528,47.92929,75.98932,144.7495,56.71523,115.0484,155.6517,196.0998,0.44998,0.56314,0.41232,0
1550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1552,520,2,B,A,10,30,520,F,S,A_10_30_F_S,R12W58,1,R12W58_day1,R12W58_2B_day1.JPG,R12W58_exp2B_day1,129.0132,78.28292,57.85292,230.6586,52.26392,59.93948,122.6365,185.192,66.69379,155.2561,184.5343,208.4047,0.37682,0.21692,0.099804,0
1553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1554,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1555,521,2,B,A,10,30,521,F,S,A_10_30_F_S,R12W59,1,R12W59_day1,R12W59_2B_day1.JPG,R12W59_exp2B_day1,125.5296,84.64142,51.76163,204.0699,28.73984,41.88479,94.38151,147.3371,43.45189,124.8583,149.4381,174.8324,0.36663,0.39009,0.11128,0
1556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1558,522,2,B,A,10,30,522,F,S,A_10_30_F_S,R12W60,1,R12W60_day1,R12W60_2B_day1.JPG,R12W60_exp2B_day1,148.1899,94.99598,48.19551,210.0462,42.65423,55.04135,108.2308,173.2545,63.05215,146.9415,181.027,208.9773,0.49194,0.46966,-0.04065,0
1559,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1560,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1561,523,2,B,A,10,30,523,S,A,A_10_30_S_A,R20W87,1,R20W87_day1,R20W87_2B_day1.JPG,R20W87_exp2B_day1,155.1996,148.7643,131.5267,203.2673,48.21218,58.42155,98.79697,158.1628,64.91181,121.9621,157.8058,187.1252,0.29441,0.36894,0.48298,0
1562,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1563,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1564,524,2,B,A,10,30,524,S,A,A_10_30_S_A,R20W88,1,R20W88_day1,R20W88_2B_day1.JPG,R20W88_exp2B_day1,135.7908,122.9131,90.64209,187.5304,26.79795,36.84871,97.14571,158.1525,58.27463,134.3943,168.1606,195.4031,0.30174,0.42953,0.27887,0
1565,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1566,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1567,525,2,B,A,10,30,525,S,S,A_10_30_S_S,R20W90,1,R20W90_day1,R20W90_2B_day1.JPG,R20W90_exp2B_day1,93.7945,61.6321,33.5714,213.9111,47.10078,56.83712,114.7842,173.3019,64.90093,139.2845,168.6307,193.0831,0.29099,0.28341,-0.00705,0
1568,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1570,526,2,B,A,10,30,526,S,S,A_10_30_S_S,R20W92,1,R20W92_day1,R20W92_2B_day1.JPG,R20W92_exp2B_day1,138.0338,65.05681,38.44899,205.8076,38.68115,48.20608,85.62717,141.8995,40.18947,132.8594,160.2023,183.7894,0.54156,0.31207,-0.00108,0
1571,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1573,527,2,B,A,10,30,527,S,S,A_10_30_S_S,R20W93,1,R20W93_day1,R20W93_2B_day1.JPG,R20W93_exp2B_day1,161.1032,123.8877,95.52538,209.4913,41.19794,55.81562,107.3684,172.448,73.33318,137.8597,174.3117,208.3077,0.42517,0.41675,0.19794,0
1574,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1576,528,2,B,A,10,20,528,F,A,A_10_20_F_A,R5W21,1,R5W21_day1,R5W21_2B_day1.JPG,R5W21_exp2B_day1,166.0305,104.7784,80.31403,202.5071,16.58967,29.82106,98.63165,157.2515,39.18485,129.3415,159.6506,184.9183,0.47827,0.32262,0.28883,0
1577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1579,529,2,B,A,10,20,529,F,A,A_10_20_F_A,R5W22,1,R5W22_day1,R5W22_2B_day1.JPG,R5W22_exp2B_day1,145.5519,117.6961,87.11078,219.3581,32.2234,42.1871,112.4794,175.2364,49.74237,148.0558,179.2937,203.8199,0.30502,0.32369,0.28526,0
1580,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1582,530,2,B,A,10,20,530,F,S,A_10_20_F_S,R5W24,1,R5W24_day1,R5W24_2B_day1.JPG,R5W24_exp2B_day1,146.2792,89.09361,55.86462,219.4946,28.94032,37.26188,96.70774,157.2822,38.47514,129.1498,160.1545,184.983,0.43169,0.34008,0.14431,0
1583,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1585,531,2,B,A,10,20,531,F,S,A_10_20_F_S,R5W26,1,R5W26_day1,R5W26_2B_day1.JPG,R5W26_exp2B_day1,98.4935,38.3573,16.0828,226.441,38.59677,48.77887,108.127,171.0026,55.61655,141.1505,174.8384,202.3477,0.37796,0.20987,-0.06932,0
1586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1587,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1588,532,2,B,A,10,20,532,F,S,A_10_20_F_S,R5W27,1,R5W27_day1,R5W27_2B_day1.JPG,R5W27_exp2B_day1,129.8064,80.04348,41.35737,187.926,19.28934,33.61876,105.8827,172.4747,55.74757,135.6258,171.958,198.5109,0.45449,0.39205,0.021268,0
1589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1590,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1591,533,2,B,A,10,20,533,S,A,A_10_20_S_A,R6W28,1,R6W28_day1,R6W28_2B_day1.JPG,R6W28_exp2B_day1,94.8264,40.3455,28.2015,234.9832,28.7594,42.47492,128.1381,187.3797,54.38649,159.0433,183.7528,204.2922,0.30606,0.12906,0.040053,0
1592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1594,534,2,B,A,10,20,534,S,A,A_10_20_S_A,R6W29,1,R6W29_day1,R6W29_2B_day1.JPG,R6W29_exp2B_day1,115.3522,93.82583,67.64118,216.0318,29.15306,40.52143,110.0586,172.8454,52.28574,163.76,193.0008,218.7713,0.2408,0.28205,0.19718,0
1595,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1596,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1597,535,2,B,A,10,20,535,S,S,A_10_20_S_S,R6W30,1,R6W30_day1,R6W30_2B_day1.JPG,R6W30_exp2B_day1,111.1261,62.43068,35.87166,222.8547,32.58613,41.86832,119.1463,180.2757,54.55946,145.699,173.8542,197.7086,0.34063,0.24436,0.04187,0
1598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1600,536,2,B,A,10,20,536,S,S,A_10_20_S_S,R6W31,1,R6W31_day1,R6W31_2B_day1.JPG,R6W31_exp2B_day1,127.8402,90.60954,55.84631,220.7728,37.48574,49.11075,105.6778,170.6434,56.89883,136.6632,170.6973,201.4201,0.34913,0.36533,0.088935,0
1601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1602,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1603,537,2,B,A,10,20,537,S,S,A_10_20_S_S,R6W32,1,R6W32_day1,R6W32_2B_day1.JPG,R6W32_exp2B_day1,81.6086,43.2729,24.707,214.1231,33.17292,44.96682,114.8812,180.849,57.56033,137.6964,170.975,199.8367,0.27896,0.17942,0.009184,0
1604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1606,538,2,B,A,7.5,20,538,F,A,A_7.5_20_F_A,Y10B50,1,Y10B50_day1,Y10B50_2B_day1.JPG,Y10B50_exp2B_day1,191.8702,121.35,102.2394,210.0683,28.30226,37.61134,93.58624,151.7503,33.89638,143.6367,171.9181,193.9354,0.53426,0.27452,0.37559,0
1607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1608,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1609,539,2,B,A,7.5,20,539,F,A,A_7.5_20_F_A,Y10B51,1,Y10B51_day1,Y10B51_2B_day1.JPG,Y10B51_exp2B_day1,125.7669,95.04511,63.2616,211.3184,21.84653,32.30158,92.95928,149.3845,33.03171,151.1674,175.7681,196.4267,0.291,0.33791,0.21738,0
1610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1612,540,2,B,A,7.5,20,540,F,S,A_7.5_20_F_S,Y10B52,1,Y10B52_day1,Y10B52_2B_day1.JPG,Y10B52_exp2B_day1,123.4424,68.80007,38.36396,222.9145,39.25417,47.79648,92.87336,160.4557,46.27617,143.4951,180.1243,210.6949,0.41345,0.3033,0.021676,0
