"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24"
"B1","C1","D1","A2","B2","C2","D2","A3","B3","C3","D3","A4","B4","C4","D4","A5","B5","C5","D5","A6","B6","C6","D6",NA
"0","0.000568558693014211","-0.158342225822898","-0.0391564444309228","-0.0621149040265332","-0.050798893229968","-0.0452546410191152","-0.0680097240769115","-0.0147598570268067","-0.0731911365749289","-0.0444566746683778","-0.0523832093028361","-0.215172136619005","-0.0388623929131792","-0.0973271463831711","-0.0927876459222068","-0.0501829688357449","-0.0788415824997543","-0.1025735188927","-0.0567032506018952","-0.0698200171325403","-0.0809048391708974","-0.0735424246015276","NA"
